line	word	segmentation	gloss
12811	napi	na-pi	distress-great
12812	zanglei	zang-lei	east-field
12813	khangsimna	khang-sim-na	generation-divide-NMLZ
12814	sepna	sep-na	do-NMLZ
12815	nihte	nih-te	two-PL
12816	nihna	nih-na	second-NMLZ
12817	simna	sim-na	count-NMLZ
12818	biakna	biak-na	worship-NMLZ
12819	note	no-te	you-PL
12820	sawmnga	sawm-nga	ten-five
12821	munte	mun-te	spot-PL
12822	nawhsa	nawh-sa	unleavened-PAST
12823	sangna	sang-na	high-NMLZ
12824	khuaneute	khua-neu-te	village-small-PL
12825	paina	pai-na	go-NMLZ
12826	ancilna	an-cil-na	corn-thresh-NMLZ
12827	omlai	om-lai	rest-still
12828	piakna	piak-na	give-NMLZ
12829	dangte	dang-te	other-PL
12830	thuakna	thuak-na	afflict-NMLZ
12831	kaikhia	kai-khia	draw-out
12832	cithei	ci-thei	eye-evil
12833	theithei	thei-thei	know-REDUP
12834	bangzia	bang-zia	what-like
12836	hawi	hawi	holy
12837	kihuansa	ki-huan-sa	REFL-shave-PAST
12838	kiumin	ki-um-in	REFL-strong-INST
12839	mongteep	mong-teep	border-fringe
12840	kiphelkham	ki-phel-kham	REFL-split-asunder
12841	kisiincip	ki-siin-cip	REFL-cover-INTENS
12842	madawk	ma-dawk	that-morrow
12843	suzan	su-zan	strength-unicorn
12844	kizomtawm	ki-zom-tawm	REFL-join-together
12845	gimsakgawp	gim-sak-gawp	vex-CAUS-INTENS
12846	lehpan	leh-pan	rebel-against
12847	dungteng	dung-teng	west-border
12848	tawmcik	tawm-cik	few-number
12849	dengzan	deng-zan	rod-iron
12850	talsuan	tal-suan	lay-up
12851	kideidan	ki-dei-dan	REFL-kill-eat
12852	sotsak	sot-sak	enlarge-CAUS
12853	kibuakhia	ki-buak-hia	REFL-pour-out
12854	tawsak	taw-sak	weary-CAUS
12855	songpi	song-pi	image-great
12856	haksalua	hak-sa-lua	hard-PAST-too
12857	zomto	zom-to	loose-shoe
12858	gilvahin	gil-vah-in	tithe-fill-INST
12859	oltak	ol-tak	ease-rest
12860	kisukkhak	ki-suk-khak	REFL-blood-upon
12861	kilelsak	ki-lel-sak	REFL-flee-CAUS
12862	guktak	guk-tak	good-fidelity
12863	gamtatna	gam-tat-na	earth-curse-NMLZ
12864	inndei	inn-dei	house-chamber
12865	hehpihna	heh-pih-na	favor-with-NMLZ
12866	siampi	siam-pi	priest-great
12867	sihna	sih-na	blood-NMLZ
12868	lingsa	ling-sa	tremble-PAST
12869	zahko	zah-ko	gather-grapes
12870	koihna	koih-na	set-NMLZ
12871	siahna	siah-na	snare-NMLZ
12872	hoihzaw	hoih-zaw	well-more
12873	kisa	ki-sa	REFL-PAST
12874	sangpi	sang-pi	high-great
12875	tanglai	tang-lai	ancient-NMLZ
12876	ngaihsutna	ngaih-sut-na	think-NMLZ
12877	khangto	khang-to	prevail-up
12878	amaute	a-mau-te	3SG-EMPH-PL
12879	honsa	hon-sa	open-PAST
12880	biakpiakna	biak-piak-na	worship-offer-NMLZ
12881	biakbuk	biak-buk	worship-house
12882	thukhenna	thu-khen-na	word-judge-NMLZ
12883	gamgi	gam-gi	land-year
12884	khapna	khap-na	pledge-NMLZ
12885	suksiatna	suk-siat-na	destroy-NMLZ
12886	zuihna	zuih-na	turn-NMLZ
12887	cilna	cil-na	command-NMLZ
12888	dingto	ding-to	stand-up
12889	bawlpha	bawl-pha	fortify-strong
12890	kidona	ki-don-a	REFL-war-LOC
12891	sumkholna	sum-khol-na	silver-treasure-NMLZ
12892	zanthapai	zan-tha-pai	night-weary-appoint
12893	kipan	ki-pan	REFL-begin
12895	kikhungto	ki-khung-to	REFL-go-up
12896	kiimteng	ki-im-teng	REFL-all-border
12897	hahsawl	hah-sawl	ask-field
12898	kinim	ki-nim	REFL-divide
12899	tuksukin	tuk-suk-in	tumble-down-INST
12900	teeksih	teek-sih	old-die
12901	sosuah	so-suah	send-privily
12902	hallum	hal-lum	burn-fire
12903	kisingin	ki-sing-in	REFL-shake-INST
12904	gualnuam	gual-nuam	sacrifice-rejoice
12905	kizuihna	ki-zuih-na	REFL-keep-NMLZ
12906	khuasung	khua-sung	village-inside
12907	sinna	sin-na	prepare-NMLZ
12908	kizem	ki-zem	REFL-twine
12910	liangkoah	liang-ko-ah	shoulder-both-LOC
12911	napiun	na-pi-un	2PL-great-3PL
12912	zangleia	zang-lei-a	east-field-LOC
12913	khangsimnaah	khang-sim-na-ah	generation-divide-NMLZ-LOC
12914	sepnaah	sep-na-ah	do-NMLZ-LOC
12915	kiukzawhna	ki-uk-zawh-na	REFL-contain-finish-NMLZ
12916	nihteah	nih-te-ah	two-PL-LOC
12917	nihnaah	nih-na-ah	second-NMLZ-LOC
12918	simnaah	sim-na-ah	count-NMLZ-LOC
12919	biaknaah	biak-na-ah	worship-NMLZ-LOC
12920	sawmngain	sawm-nga-in	ten-five-INST
12921	munteah	mun-te-ah	spot-PL-LOC
12922	nawhsain	nawh-sa-in	unleavened-PAST-INST
12923	sangnaah	sang-na-ah	high-NMLZ-LOC
12924	khuaneutea	khua-neu-te-a	village-small-PL-LOC
12925	painaah	pai-na-ah	go-NMLZ-LOC
12926	ancilnaah	an-cil-na-ah	corn-thresh-NMLZ-LOC
12927	omlaiin	om-lai-in	rest-still-INST
12928	piaknaah	piak-na-ah	give-NMLZ-LOC
12929	dangteah	dang-te-ah	other-PL-LOC
12930	thuaknaah	thuak-na-ah	afflict-NMLZ-LOC
12931	kaikhiain	kai-khia-in	draw-out-INST
12932	citheiin	ci-thei-in	eye-evil-INST
12933	theitheiin	thei-thei-in	know-REDUP-INST
12934	bangziain	bang-zia-in	what-like-INST
12935	lasakol	la-sakol	take-CAUS.APPL
12936	kuanguk	kuang-uk	box-rule
12937	vaak	va-ak	bird-crow
12938	ukpain	uk-pa-in	rule-NMLZ-INST
12939	kiapna	ki-ap-na	REFL-give-NMLZ
12940	pahtawinain	pah-tawi-na-in	praise-NMLZ-INST
12941	khuaneuteah	khua-neu-te-ah	village-small-PL-LOC
12942	niun	ni-un	day-3PL
12943	gamtatnaah	gam-tat-na-ah	earth-curse-NMLZ-LOC
12944	piaknainin	piak-na-in	give-NMLZ-INST
12945	inndeiahah	inn-dei-ah	house-chamber-LOC
12946	hehpihnain	heh-pih-na-in	favor-with-NMLZ-INST
12948	piaknanin	piak-na-in	give-NMLZ-INST
12949	inndeiah	inn-dei-ah	house-chamber-LOC
12950	siampiin	siam-pi-in	priest-great-INST
12951	sihnaah	sih-na-ah	blood-NMLZ-LOC
12952	lingsain	ling-sa-in	tremble-PAST-INST
12953	koihnaah	koih-na-ah	set-NMLZ-LOC
12954	siahnain	siah-na-in	snare-NMLZ-INST
12955	hoihzawin	hoih-zaw-in	well-more-INST
12956	kisain	ki-sa-in	REFL-PAST-INST
12957	sangpiin	sang-pi-in	high-great-INST
12958	tanglaia	tang-lai-a	ancient-NMLZ-LOC
12959	ngaihsutnaah	ngaih-sut-na-ah	think-NMLZ-LOC
12960	gamlapi	gam-la-pi	land-field-great
12961	khuaul	khua-ul	village-EMPH
12962	khangtoin	khang-to-in	prevail-up-INST
12963	honsain	hon-sa-in	open-PAST-INST
12964	biakpiaknaah	biak-piak-na-ah	worship-offer-NMLZ-LOC
12965	biakbuka	biak-buk-a	worship-house-LOC
12966	thukhennaah	thu-khen-na-ah	word-judge-NMLZ-LOC
12967	gamgiin	gam-gi-in	land-year-INST
12968	khapnain	khap-na-in	pledge-NMLZ-INST
12969	suksiatnaah	suk-siat-na-ah	destroy-NMLZ-LOC
12970	gamgiah	gam-gi-ah	land-year-LOC
12971	koihkhiain	koih-khia-in	set-out-INST
12972	ithuai	it-huai	love-mix
12973	zuihnaah	zuih-na-ah	turn-NMLZ-LOC
12974	cilnaah	cil-na-ah	command-NMLZ-LOC
12975	meiamte	mei-am-te	fire-dark-PL
12976	vaakte	va-ak-te	bird-crow-PL
12977	maiet	mai-et	face-look
12978	dingtoin	ding-to-in	stand-up-INST
12979	bawlphain	bawl-pha-in	fortify-strong-INST
12980	kidonaah	ki-don-a-ah	REFL-war-LOC-LOC
12981	siaa	sia-a	bad-LOC
12982	sumkholnaah	sum-khol-na-ah	silver-treasure-NMLZ-LOC
12983	zanthapaiin	zan-tha-pai-in	night-weary-appoint-INST
12984	vasakalaoh	va-sa-kalaoh	bird-meat-INTERJ
12985	thungetnaah	thu-nget-na-ah	word-pray-NMLZ-LOC
12986	lunggulhnain	lung-gulh-na-in	heart-sorrow-NMLZ-INST
12987	ngaihsutpiin	ngaih-sut-pi-in	think-great-INST
12988	sealt	se-alt	beast-island
12989	tanglaiin	tang-lai-in	ancient-NMLZ-INST
12990	puanak	puan-ak	cloth-put
12991	paaiahaah	paai-ah	place-LOC
12992	sumzuaknaah	sum-zuak-na-ah	money-sell-NMLZ-LOC
12994	liangkoah	liang-ko-ah	shoulder-both-LOC
12995	piaknanin	piak-na-in	give-NMLZ-INST
12996	zahkoin	zah-ko-in	gather-grapes-INST
12997	gamlapia	gam-la-pi-a	land-field-great-LOC
12998	zuin	zu-in	wine-INST
12999	naiin	nai-in	near-INST
13000	paaiaah	paai-ah	place-LOC
13001	leenggahzuhau	leeng-gah-zu-hau	eagle-vulture-wine-rich
13002	nuamtaksain	nuam-tak-sa-in	pleasant-true-PAST-INST
13003	zahtain	zah-ta-in	fear-already-INST
13004	vunat	vun-at	skin-place
13005	thukin	thuk-in	deep-INST
13006	pain	pa-in	father-INST
13007	thugennaah	thu-gen-na-ah	word-speak-NMLZ-LOC
13008	tuangsakin	tuang-sak-in	feed-CAUS-INST
13009	thupia	thu-pi-a	word-great-LOC
13010	siangthosakin	siang-tho-sak-in	clean-rise-CAUS-INST
13011	neihnaah	neih-na-ah	have-NMLZ-LOC
13012	linaah	li-na-ah	four-NMLZ-LOC
13013	saiik	sa-iik	meat-INTERJ
13014	sutkhiain	sut-khia-in	remove-out-INST
13015	siangsakin	siang-sak-in	clean-CAUS-INST
13016	sagihnaah	sa-gih-na-ah	meat-cut-NMLZ-LOC
13017	biakbukah	biak-buk-ah	worship-house-LOC
13018	innkuanah	inn-kuan-ah	house-family-LOC
13019	mimiin	mi-mi-in	person-REDUP-INST
13020	siazawin	sia-zaw-in	bad-more-INST
13021	bangmaha	bang-mah-a	what-EMPH-LOC
13022	ngahmunteah	ngah-mun-te-ah	place-PL-LOC
13023	bawlnaah	bawl-na-ah	make-NMLZ-LOC
13024	dangtea	dang-te-a	other-PL-LOC
13025	naupaiiin	nau-paii-in	child-cry-INST
13026	balkhiain	bal-khia-in	tear-out-INST
13027	neknaah	nek-na-ah	eat-NMLZ-LOC
13028	tehnain	teh-na-in	measure-NMLZ-INST
13029	samsiain	sam-sia-in	hair-bad-INST
13031	khualnun	khual-na-un	stranger-NMLZ-3PL
13032	biaknateah	biak-na-te-ah	worship-NMLZ-PL-LOC
13033	zaiin	zai-in	altar-INST
13034	pialin	pial-in	turn-INST
13035	lasakolte	la-sakol-te	take-CAUS.APPL-PL
13036	zahpihin	zah-pih-in	fear-with-INST
13037	sisain	si-sa-in	blood-PAST-INST
13038	ninai	ni-nai	day-near
13039	awin	aw-in	voice-INST
13040	nitein	ni-te-in	day-PL-INST
13041	zazaa	za-za-a	hear-REDUP-LOC
13042	lutnaa	lut-na-a	enter-NMLZ-LOC
13043	siasain	sia-sa-in	bad-PAST-INST
13044	inndeiteah	inn-dei-te-ah	house-chamber-PL-LOC
13045	kahkahnain	kah-kah-na-in	follow-REDUP-NMLZ-INST
13046	vasakalaohte	va-sa-kalaoh-te	bird-meat-INTERJ-PL
13047	bangzahtain	bang-zah-ta-in	what-fear-already-INST
13048	khaguhah	kha-guh-ah	chin-jaw-LOC
13049	thungetnain	thu-nget-na-in	word-pray-NMLZ-INST
13050	ngaknain	ngak-na-in	wait-NMLZ-INST
13051	sisaa	si-sa-a	blood-PAST-LOC
13052	neuteah	neu-te-ah	small-PL-LOC
13053	nenein	ne-ne-in	small-REDUP-INST
13054	beisaa	bei-sa-a	finish-PAST-LOC
13055	lungamsak	lung-am-sak	heart-rest-CAUS
13056	khuaneua	khua-neu-a	village-small-LOC
13057	kiumcihna	ki-um-cih-na	REFL-strong-say-NMLZ
13058	kangop	kang-op	carry-bear
13059	hilhkholhnain	hilh-kholh-na-in	teach-INTENS-NMLZ-ERG
13060	laimal	lai-mal	book-plain
13061	guktakna	guk-tak-na	good-true-NMLZ
13062	deihnaun	deih-na-un	want-NMLZ-3PL
13063	upnaah	up-na-ah	believe-NMLZ-LOC
13064	luppihin	lup-pih-in	roll-with-INST
13065	piangkhiain	piang-khia-in	born-out-INST
13066	nuiin	nui-in	laugh-INST
13067	topain	topa-in	lord-INST
13068	thuakzoin	thuak-zo-in	endure-able-INST
13070	muhdahhuai	muh-dah-huai	see-hate-mix
13071	semsemna	sem-sem-na	hate-REDUP-NMLZ
13072	kapsain	kap-sa-in	mourn-PAST-INST
13073	luahnaah	luah-na-ah	issue-NMLZ-LOC
13074	nekneknain	nek-nek-na-in	eat-REDUP-NMLZ-INST
13075	buknaah	buk-na-ah	shelter-NMLZ-LOC
13076	sapnain	sap-na-in	stretch-NMLZ-INST
13077	khauhsakin	kauh-sak-in	harden-CAUS-INST
13078	sianthonaah	sian-tho-na-ah	holy-rise-NMLZ-LOC
13079	kihtakhuaiin	ki-hta-khuai-in	REFL-fierce-mix-INST
13080	sinsoin	sin-so-in	consume-INST
13081	puanbuka	puan-buk-a	cloth-tent-LOC
13082	khialhnaah	khialh-na-ah	sin-NMLZ-LOC
13083	vevein	ve-ve-in	lack-REDUP-INST
13084	nengnianmin	neng-niam-in	fellowship-INST
13085	mupi	mu-pi	bird-great
13086	luimu	lui-mu	river-bird
13087	mumeika	mu-mei-ka	bird-fire-vulture
13088	pengpelep	peng-pelep	wing-night
13089	musi	mu-si	bird-cuckoo
13090	tuimu	tui-mu	water-bird
13091	vazonei	va-zonei	bird-stork
13092	thukzawin	thuk-zaw-in	deep-more-INST
13093	mitkhu	mit-khu	eye-brow
13094	hunlopiin	hun-lopi-in	time-NEG.any-INST
13095	laipiin	lai-pi-in	book-great-INST
13097	khuituahin	khu-i-tuah-in	six-curtain-do-INST
13098	thosakin	tho-sak-in	live-CAUS-INST
13099	thahatpa	tha-hat-pa	strength-strong-NMLZ
13100	haksapipiin	hak-sa-pi-pi-in	difficult-PAST-big-REDUP-INST
13101	gimpiin	gim-pi-in	sorrow-big-INST
13102	poplar	poplar	poplar
13103	leikhop	lei-khop	earth-twelve
13104	kopte	kop-te	knop-PL
13105	gukte	guk-te	bowl-PL
13106	lite	li-te	four-PL
13107	mongte	mong-te	end-PL
13108	kisukha	ki-suk-ha	REFL-defile-already
13109	kidemnaah	ki-dem-na-ah	REFL-condemn-NMLZ-LOC
13110	zonnain	zon-na-in	seek-NMLZ-INST
13111	khusain	khu-sa-in	feast-PAST-INST
13112	kheun	khe-un	leg-3PL
13113	ganun	gan-un	bear-3PL
13114	lamun	lam-un	direction-3PL
13115	tula	tul-a	foot-LOC
13116	gala	gal-a	little-LOC
13117	dahluain	dah-lua-in	grieve-too-INST
13118	suntangpiin	sun-tang-pi-in	sun-before-great-INST
13119	hawkkhiain	hawk-khia-in	strip-out-INST
13120	zumhuaipiin	zum-huai-pi-in	unclean-mix-great-INST
13121	haksapiin	hak-sa-pi-in	difficult-PAST-great-INST
13123	ngahkikin	ngah-kik-in	return-again-INST
13124	siasakin	sia-sak-in	bad-CAUS-INST
13125	vakvaiin	vak-vai-in	vagabond-REDUP-INST
13126	hamsiatnain	ham-siat-na-in	curse-destroy-NMLZ-INST
13127	kumsukin	kum-suk-in	cloud-pillar-INST
13128	namtuiin	nam-tui-in	sweet-savour-INST
13129	valhtumiin	valh-tum-in	swallow-INST
13130	khualzinnaah	khual-zin-na-ah	journey-NMLZ-LOC
13131	sawmlina	sawm-li-na	ten-four-NMLZ
13132	zasakkikin	za-sak-kik-in	bring-CAUS-again-INST
13133	entoin	en-to-in	look-up-INST
13134	biakkhak	biak-khak	worship-deceive
13135	awngah	awng-ah	heap-LOC
13136	insek	in-sek	fly-creep
13137	khuthawm	khut-hawm	hand-empty
13138	piaknasa	piak-na-sa	give-NMLZ-PAST
13139	thukhensatna	thu-khen-sat-na	word-judge-sentence-NMLZ
13140	khongkhaite	khong-khai-te	divine-observe-PL
13141	nuampa	nuam-pa	pleasant-NMLZ
13142	gamlatna	gam-lat-na	land-pursue-NMLZ
13143	deihzawkna	deih-zawk-na	want-more-NMLZ
13144	awnghawh	awng-hawh	abroad-go
13145	kiguaihna	ki-guaih-na	REFL-abomination-NMLZ
13146	sumgum	sum-gum	money-usury
13147	koihsuk	koih-suk	set-down
13148	nom	nom	consumption
13149	meimatumte	mei-matum-te	fire-boil-PL
13150	dalzawh	dal-zawh	fail-finish
13151	nasepsa	na-sep-sa	2SG-work-PAST
13152	nemang	ne-mang	locust-consume
13153	cinatnate	ci-nat-na-te	sick-NMLZ-PL
13154	hintheih	hin-theih	live-able
13155	nunna	nun-na	desert-NMLZ
13156	thuknate	thuk-na-te	deep-NMLZ-PL
13157	hoihpenna	hoih-pen-na	good-most-NMLZ
13159	khennate	khen-na-te	judge-NMLZ-PL
13160	nawtkhiain	nawt-khia-in	thrust-out-INST
13161	sawlsim	sawl-sim	spy-secret
13162	kikhentan	ki-khen-tan	REFL-cut-off
13163	sawlsa	sawl-sa	arm-PAST
13164	kansak	kan-sak	dry-CAUS
13165	iplahin	ip-lah-in	accursed-thing-INST
13166	sumkoihnaah	sum-koih-na-ah	silver-set-NMLZ-LOC
13167	khaamin	khaam-in	curse-INST
13168	lakha	lak-ha	spoil-take
13169	hihnasa	hih-na-sa	do-NMLZ-PAST
13170	khembawl	khem-bawl	all-work
13171	hinsak	hin-sak	live-CAUS
13172	suite	sui-te	hew-PL
13173	tuidawk	tui-dawk	water-border
13174	zahtak	zah-tak	fear-true
13175	sisate	si-sa-te	blood-PAST-PL
13176	paktat	pak-tat	harlot-deal
13177	theite	thei-te	fruit-PL
13178	naungek	nau-ngek	child-birth
13179	tuangte	tuang-te	chariot-PL
13180	kikhaite	ki-khai-te	REFL-hang-PL
13181	dingte	ding-te	PROSP-PL
13182	thatte	that-te	kill-PL
13183	tuamtuamte	tuam-tuam-te	divers-REDUP-PL
13184	tanaute	ta-nau-te	child-small-PL
13185	zawthin	zawn	north
13186	lungzin	lung-zin	heart-bright
13187	khangham	khang-ham	generation-old
13188	kipna	kip-na	confirm-NMLZ
13189	nungzuite	nung-zui-te	back-follow-PL
13190	pawlpite	pawl-pi-te	group-great-PL
13191	tonu	to-nu	lord-woman
13192	koihpa	koih-pa	set-NMLZ
13193	nazatte	na-zat-te	2SG-work-PL
13194	sawmnihte	sawm-nih-te	ten-two-PL
13195	satpa	sat-pa	smite-NMLZ
13196	saang	saang	basket
13198	liangko	liang-ko	shoulder-both
13199	liangkoah	liang-ko-ah	shoulder-both-LOC
13200	miliante	mi-lian-te	person-great-PL
13201	siamgante	siam-gan-te	weave-work-PL
13202	khanghamte	khang-ham-te	generation-old-PL
13203	nungzui	nung-zui	back-follow
13204	pawlpi	pawl-pi	group-great
13205	tonu	to-nu	lord-woman
13206	sawmnga	sawm-nga	ten-five
13207	sawmngate	sawm-nga-te	ten-five-PL
13208	koihpa	koih-pa	put-NMLZ
13209	nazat	na-zat	hand-work
13210	sawmnih	sawm-nih	ten-two
13211	nengniam	neng-niam	stranger-oppress
13212	giahphual	giah-phual	carry-pass
13213	giahphualate	giah-phual-a-te	carry-pass-NOM-PL
13214	valhtumin	valh-tum-in	swallow-COMPL-INST
13215	satpa	sat-pa	smite-NMLZ
13216	muhdahhuai	muh-dah-huai	smell-bad-hateful
13217	muhdahhuaiin	muh-dah-huai-in	smell-bad-hateful-INST
13218	nesakin	ne-sak-in	eat-CAUS-INST
13219	behpa	beh-pa	capture-NMLZ
13220	amahmah	a-mah-mah	3SG-self-self
13221	semsemnain	sem-sem-na-in	divide-REDUP-NMLZ-INST
13222	semsemna	sem-sem-na	divide-REDUP-NMLZ
13223	thumante	thu-man-te	word-true-PL
13225	tenglai	teng-lai	dwell-time
13226	notkik	not-kik	push-ITER
13227	paisuksak	pai-suk-sak	go-descend-CAUS
13228	hilhkholhsa	hilh-kholh-sa	teach-INTENS-PRF
13229	veikhoi	vei-khoi	cry.out-call
13230	puannuai	puan-nuai	cloth-under
13231	khaknelhin	khak-nel-hin	shut-door-DECL
13232	nawtsuak	nawt-suak	sweep-away
13233	satkhamin	sat-kham-in	smite-pierce-INST
13234	kheging	khe-ging	foot-sound
13235	kizem	ki-zem	REFL-weave
13236	satui	sa-tui	meat-broth
13237	dinglai	ding-lai	stand-time
13238	sukkhia	suk-khia	wring-out
13239	simsuk	sim-suk	count-down
13240	thumun	thu-mun	word-blow
13241	kipahtawina	ki-pah-tawi-na	REFL-honor-NMLZ
13242	kigalneihna	ki-gal-neih-na	REFL-enemy-have-NMLZ
13243	liim	liim	shadow
13244	liimte	liim-te	shadow-PL
13245	pawldang	pawl-dang	group-other
13246	sawlkik	sawl-kik	send-ITER
13247	luahkik	luah-kik	drive.out-ITER
13248	thugenpa	thu-gen-pa	word-speak-NMLZ
13249	uap	u-ap	elder-ASSOC
13250	kikhihnate	ki-khih-na-te	REFL-bind-NMLZ-PL
13251	tolhkhia	tolh-khia	loose-out
13252	ciampek	ciam-pek	mock-deceive
13253	gongbakte	gongbak-te	knee-PL
13255	nuainungte	nuai-nung-te	below-back-PL
13256	hawlkhiamang	hawl-khia-mang	drive-out-completely
13257	omsuakin	om-suak-in	exist-become-INST
13258	khegingte	khe-ging-te	foot-sound-PL
13259	kizemte	ki-zem-te	REFL-weave-PL
13260	sawlkikin	sawl-kik-in	send-ITER-INST
13261	khauhualte	khau-hual-te	cord-bind-PL
13262	innpite	inn-pi-te	house-big-PL
13263	cialin	ci-al-in	say-take-INST
13264	omsakin	om-sak-in	exist-CAUS-INST
13265	khopkhat	khop-khat	gather-one
13266	dialh	dial-h	call-COMP
13267	pangsimte	pang-sim-te	side-count-PL
13268	ciahkhawm	ciah-khawm	return-together
13269	luata	lu-ata	head-old
13270	khuazang	khua-zang	town-all
13271	migina	mi-gi-na	person-wealth-NMLZ
13272	anlate	an-la-te	3PL-take-PL
13273	naseppihte	na-sep-pih-te	2SG-work-APPL-PL
13274	naizaw	nai-zaw	near-more
13275	lungzuang	lung-zuang	heart-feeble
13276	hingsakkik	hing-sak-kik	live-CAUS-ITER
13277	kibiaknate	ki-biak-na-te	REFL-worship-NMLZ-PL
13278	kamsangin	kam-sang-in	word-establish-INST
13279	maiman	mai-man	face-true
13280	hehpihnaun	hehpih-na-un	pity-NMLZ-PL.IMP
13282	tuamdang	tuam-dang	manner-other
13283	sikseek	sik-seek	metal-forge
13284	seeksak	seek-sak	forge-CAUS
13285	bawhin	bawh-in	spoil-INST
13286	lungkhauhna	lung-khauh-na	heart-stubborn-NMLZ
13287	biaktheih	biak-theih	worship-able
13288	omnuam	om-nuam	exist-pleasant
13289	thungip	thu-ngip	word-bag
13290	sattukin	sat-tuk-in	strike-strike-INST
13291	khawhcip	khawh-cip	strike-pierce
13292	diksa	dik-sa	straight-very
13293	pangkhawm	pang-khawm	side-together
13294	piangsakkha	piang-sak-kha	birth-CAUS-PERF
13295	khansia	khan-sia	time-evil
13296	simlut	sim-lut	count-enter
13298	tawmkhatte	tawm-khat-te	few-one-PL
13299	galsimte	gal-sim-te	enemy-count-PL
13300	lotte	lo-te	arrow-PL
13301	kilate	kila-te	portion-PL
13302	vankahte	van-kah-te	go.and-go-PL
13303	vankahthei	van-kah-thei	go.and-go-able
13304	thahlohna	thah-loh-na	kill-NEG-NMLZ
13305	sungtumna	sung-tum-na	inside-want-NMLZ
13306	pawlpihna	pawl-pih-na	group-APPL-NMLZ
13307	khiatpihin	khiat-pih-in	leave-APPL-INST
13309	tuizawl	tui-zawl	water-channel
13310	lungli	lung-li	heart-turn
13311	tangguakin	tang-guak-in	hold-uncover-INST
13312	simmawhhuai	sim-mawh-huai	count-blame-full
13313	maipukin	mai-puk-in	face-prostrate-INST
13314	hoihhoih	hoih-hoih	good-REDUP
13315	tungsa	tung-sa	arrive-early
13316	neithuah	nei-thuah	have-more
13317	thalian	thal-ian	bow-strong
13318	kheme	khem-e	restrain-EXCL
13320	dawngkikin	dawng-kik-in	receive-ITER-INST
13321	ciahsakin	ciah-sak-in	return-CAUS-INST
13322	khanglo-in	khang-lo-in	generation-NEG-INST
13323	samkhia-in	sam-khia-in	call-out-INST
13324	gamdai-in	gam-dai-in	land-edge-INST
13326	bilun	bil-un	ear-PL.IMP
13327	langnihin	lang-nih-in	side-two-INST
13328	hehnemte	heh-nem-te	pity-comfort-PL
13329	heite	hei-te	saw-PL
13330	sawmsimte	sawm-sim-te	incite-count-PL
13331	vanlelei	van-le-lei	heaven-and-earth
13332	sizaw	si-zaw	be-more
13333	nungsang	nung-sang	back-establish
13334	khamul-in	kham-ul-in	jaw-hold-INST
13335	simna-in	sim-na-in	count-NMLZ-INST
13336	kisemsakte	ki-sem-sak-te	REFL-record-CAUS-PL
13338	khawmkik	khawm-kik	gather-ITER
13339	lampaina	lam-pai-na	way-go-NMLZ
13340	muktu	muk-tu	see.I-stumble
13341	kihuauna	ki-huau-na	REFL-whisper-NMLZ
13342	innluah	inn-luah	house-family
13343	musakkik	mu-sak-kik	see.I-CAUS-ITER
13344	amkhamsak	am-kham-sak	3SG.POSS-forbid-CAUS
13345	khumzangah	khum-zang-ah	cover-all-LOC
13346	netumin	ne-tum-in	eat-want-INST
13347	niamsakin	niam-sak-in	low-CAUS-INST
13348	kamsiat	kam-siat	word-break
13349	kancip	kan-cip	turn-pierce
13351	beitum	bei-tum	end-want
13352	milianpi	mi-lian-pi	person-great-big
13353	kemnu	kem-nu	guard-woman
13354	kibawlsa	ki-bawl-sa	REFL-make-ready
13355	pianlim	pian-lim	create-mold
13356	bangtung	bang-tung	which-arrive
13357	khumkhelh	khum-khelh	cover-exceed
13358	zuakkhia	zuak-khia	sell-out
13359	omkhawmin	om-khawm-in	exist-together-INST
13360	beisiangsak	bei-siang-sak	end-clear-CAUS
13361	numei-pasal	numei-pasal	woman-man
13362	singkang	sing-kang	tree-stick
13363	lungngaih	lung-ngaih	heart-wait
13364	khutkuak	khut-kuak	hand-full
13365	khentawm	khen-tawm	divide-finish
13366	hawlpa	hawl-pa	seek-venture
13368	buante	buan-te	dust-PL
13369	inndap	inn-dap	house-cover
13370	innsun	inn-sun	house-side
13371	pakkual	pak-kual	throw-corner
13372	kipsaknate	ki-psak-na-te	REFL-ledge-NMLZ-PL
13373	vankoihna-ah	van-koih-na-ah	heaven-put-NMLZ-LOC
13374	zawngkhalna	zawng-khal-na	roam-consume-NMLZ
13375	lahnate	lah-na-te	take-NMLZ-PL
13376	zawngmaw	zawng-maw	roam-Q
13377	vangte	vang-te	cause-PL
13378	ngahkikna	ngah-kik-na	get-ITER-NMLZ
13379	vaikhakin	vai-khak-in	go-return-INST
13380	leibate	lei-ba-te	buy-owe-PL
13381	mainawtin	mai-nawt-in	face-pierce-INST
13382	pailai-in	pai-lai-in	go-middle-INST
13384	khialsakin	khial-sak-in	err-CAUS-INST
13385	vaihawmtawm	vai-hawm-tawm	go-gather-few
13386	biaknate-a	biak-na-te-a	worship-NMLZ-PL-NOM
13387	khenkhia-in	khen-khia-in	divide-out-INST
13388	khuangneute	khuang-neu-te	drum-small-PL
13390	nautum	nau-tum	young-want
13391	zanni	zan-ni	yesterday-day
13392	ulianpi	u-lian-pi	elder-great-big
13393	delhphah	delh-phah	overcome-spread
13394	puahsak	puah-sak	divide-CAUS
13395	kuangpi	kuang-pi	trough-big
13396	kikop	ki-kop	REFL-oppose
