word	freq	gloss
bahgawp	2	owe-?
bangsakin	2	owe-?
suangkeen	2	?
kiluhgawp	2	?
teeptum	2	?
pekod	2	?
nuaimang	2	mother-?
kiphamat	2	?
innsia	2	1PL.INCL-?
hanciamnate	2	?-PL
taikhiasim	2	?
kisuai	2	?
kauhkauh	2	1SG-?-PL
kawmsa	2	1SG-?
ngawngzangah	2	endure-?
taangzo	2	?
lunggimnate	2	feel-?-PL
pekpak	2	?
tawpkhakna	2	end-?-NMLZ
kitansa	2	?
lohpipi	2	?
tanote	2	?-PL
kimkotteng	2	?
zeza	2	?
khepekte	2	?-PL
khupin	2	?
khaging	2	spirit-?
khup	2	?
heuhau	2	?
dingtosak	2	stand-?
kaihnelh	2	1SG-?
dumte	2	?-PL
sitawm	2	cut.off-?
kiphelkek	2	?
kisatkham	2	?
hihlohlam	2	be-?
hehsuahna	2	?-NMLZ
tovang	2	sit-?
huate	2	?-PL
khazap	2	spirit-?
thulamlakte	2	word-?-PL
kicipna	2	?-NMLZ
hawkkhiat	2	?
theihnopte	2	know.II-?-PL
naisan	2	2SG-?
kitomtom	2	?
zep	2	?
zawsopin	2	hear.I-?
guaihna	2	?-NMLZ
puanteng	2	carry.on.back-?
ensak	2	look-?
phialin	2	?
gamtatnateng	2	kingdom-?
leengguino	2	chariot-?
dotnop	2	?
kikhamna	2	?-NMLZ
hoihnateng	2	be.good-?
pantah	2	father-?
gahteng	2	?
thuaksakgawp	2	suffer-?
kininsaktawm	2	?
tulakte	2	?-PL
ngatna	2	endure-?-NMLZ
phawktheihna	2	?-NMLZ
mawhnateng	2	sin-?
dialkhip	2	call-?
thopthopin	2	?
kihelkhawm	2	?
siangkik	2	?
hanciamciam	2	?
innkhuam	2	1PL.INCL-?
lettamate	2	return-?-PL
bethtogarmah	2	?
rods	2	?
khrisolait	2	?
siangthopa	2	holy-?
lengkhiamang	2	?
galpi	2	?
hute	2	?-PL
galkapteng	2	soldiers-?
khuaphawk	2	town-?
hauhnateng	2	?
pelusium	2	?
adangteng	2	3SG-?
nusiacip	2	abandon-?
mualteng	2	see.I-?
guamteng	2	?
siknin	2	repent-?
thupiangteng	2	word-?
bute	2	?-PL
bawlsiasak	2	make-?
siatgawp	2	spoil-?
ciamnuihbawl	2	say-?
guamte	2	?-PL
luhgawpin	2	head-?
kigennate	2	?-PL
puahsakkik	2	divine-?
tuuhonpi	2	poor.person-?
kuampi	2	?
kigawi	2	?
hintheihna	2	be-?-NMLZ
tengkhawmin	2	dwell-?
ciahkhia	2	return-?
lausakgawp	2	fear-?
zahzahun	2	fear-?
sahin	2	flesh-?
pena	2	?-NMLZ
dangate	2	?-PL
toto	2	contend-?
deipi	2	say-?
puanunga	2	carry.on.back-?
kongkhuam	2	1SG→3-town-?
kongzawlte	2	1SG→3-hear.I-?-PL
sasite	2	flesh-?-PL
khimin	2	?
maitheih	2	face-?
emna	2	?-NMLZ
tualno	2	?
thuklua	2	word-?
cikhuk	2	say-?
hethlon	2	?
hauran	2	?
lampangteng	2	?
meribathkadesh	2	?
hito	2	be-?
khungnung	2	?
khuapihuam	2	city-?
belteshazzar	2	?
thanghuaisak	2	?
mangkhiat	2	?
noteng	2	?
thuthukpite	2	word-?-PL
daldal	2	hinder-?
leitungteng	2	earth-?
ganhingteng	2	animals-?
khemete	2	restrain-?-PL
tamngaite	2	?-PL
hencipsa	2	?
betashazzar	2	?
daang	2	?
dawntheihna	2	?-NMLZ
beteshazzar	2	?
tekel	2	?
parsin	2	father-?
siamzaw	2	be.skilled-?
ngattakin	2	endure-?
daanggawp	2	?
ulai	2	?
zuauphuah	2	?
thaneihteng	2	?
beikhin	2	?
tuateng	2	?
luhzo	2	head-?
khantoh	2	spirit-?
phiangsiah	2	?
simkik	2	?
sianthosakna	2	?-NMLZ
loruhamah	2	?
ommah	2	exist-?
leenlak	2	?
bet	2	?
khawhsak	2	spirit-?
thalawhin	2	?
thalawhna	2	?-NMLZ
balthanggawp	2	owe-?
khialhnateng	2	err-?
meeng	2	?
pettan	2	?
ciingte	2	say-?-PL
keumang	2	dig-?
madawkte	2	?-PL
kiluansakna	2	?-NMLZ
meikatna	2	?-NMLZ
zuaksawn	2	?
hawksuk	2	?
kausan	2	1SG-?
samat	2	call-?
kiteenkhia	2	?
singkhuah	2	?
dawnkha	2	?
duhduhin	2	?
thuahkhawm	2	word-?
tuucinna	2	?-NMLZ
gamtatsiatnate	2	land-?-PL
kiamsuk	2	?
puksakzo	2	?
lutsukin	2	enter-?
antan	2	3SG-?
cihkha	2	say.NOM-?
tatsia	2	strike-?
lunggulhgulh	2	feel-?
mihoihteng	2	righteous-?
gamnuam	2	land-?
gunpite	2	?-PL
kisatlum	2	?
habakkuk	2	?
daicip	2	?
kibangkha	2	be.alike-?
bate	2	bind-?
thuphawk	2	blessing-?
thakbawl	2	?
theilai	2	know.I-?
kidot	2	?
piangsa	2	be.born-?
thawlpi	2	?
ngainuam	2	listen.I-?
leenpih	2	?
kithutuakin	2	?
itluatna	2	1PL.INCL-?-NMLZ
hadrak	2	?
gimlawh	2	?
summeet	2	money-?
mangthangte	2	?-PL
likkhiat	2	?
zinlinna	2	wife-?-NMLZ
kumsimin	2	year-?
kamciamsa	2	1SG-?
kilemsakkik	2	prepare-?
jekhoniah	2	?
abiud	2	3SG-?
azor	2	3SG-?
akhim	2	3SG-?
eliud	2	?
matthan	2	grasp-?
emmanuel	2	?
santak	2	flesh-?
vanpuakte	2	go.and-?-PL
bulphuk	2	?
khumzang	2	cover-?
kahtohpih	2	1SG-?
kholhsak	2	labor-?
alsakkik	2	3SG-?
khuhlo	2	?
koihzaw	2	put-?
puansungsilh	2	carry.on.back-?
hikhawm	2	be-?
tasamsak	2	?
tungthamah	2	arrive-?
hangsan	2	?
lingvom	2	hope-?
naksiat	2	2SG-?
genzaw	2	speak-?
luptheih	2	bow.down-?
tuikia	2	water-?
dingpah	2	stand-?
lawngsim	2	?
thaddeas	2	?
paizaw	2	go-?
hingsakin	2	be-?
kengthuah	2	only-?
kibawlsiat	2	be.done-?
sammal	2	call-?
itzawte	2	1PL.INCL-?-PL
taanlawhte	2	?-PL
muhpa	2	see.II-?
kituhteh	2	?
lamkabomah	2	?
kimawlte	2	?-PL
zuhai	2	?
anhai	2	3SG-?
taiibawl	2	?
khorazin	2	labor-?
theihsaknop	2	know.II-?
mangbuhvuite	2	?-PL
lametet	2	example-?
kaihkhoppih	2	1SG-?
kholteng	2	labor-?
kilaklo	2	?
kitawphahna	2	?-NMLZ
popah	2	?
ankungnote	2	3SG-?-PL
meikhukpi	2	?
sumbawlpa	2	money-?
ngabengte	2	endure-?-PL
bawlthei	2	make-?
kizahtakin	2	?
khumsak	2	cover-?
lehmut	2	?
hopihpah	2	?
hihtakpi	2	be-?
muanlah	2	see.I-?
annengte	2	3SG-?-PL
phawkthei	2	?
leikik	2	?
omvat	2	exist-?
thukimin	2	word-?
khasiathuai	2	spirit-?
lohkhit	2	?
gawmsa	2	seize-?
hilhzawhin	2	teach-?
zuihzawh	2	follow-?
geh	2	?
khotte	2	labor-?-PL
kithukim	2	?
uplahna	2	?-NMLZ
khosak	2	labor-?
paisanin	2	go-?
kamkhat	2	1SG-?
saktheih	2	cause-?
lengmasel	2	?
akpi	2	3SG-?
huainuam	2	dread-?
kithuapin	2	?
umkhialsak	2	believe-?
kilehhek	2	?
thuakzote	2	suffer-?-PL
zehphitna	2	?-NMLZ
sapul	2	flesh-?
tunkhit	2	?
kaikhawmsak	2	1SG-?
sukhawm	2	make.become-?
bangcite	2	owe-?-PL
meitui	2	?
lutkhawm	2	enter-?
ngahthuah	2	get-?
zekna	2	?-NMLZ
zeksak	2	?
lohnapi	2	?
deihlam	2	want-?
simmatin	2	?
kikhawng	2	?
guai	2	?
taisanmang	2	?
kithawh	2	?
gethsemane	2	?
limnap	2	?
hihpak	2	be-?
galzuih	2	?
silhsakkik	2	?
sabakthani	2	flesh-?
hualin	2	?
paisuakpah	2	go-?
nungzuih	2	live-?
damsiang	2	be.well-?
nakgen	2	2SG-?
kinehlua	2	?
kikhawmkik	2	?
kipzo	2	?
ngeiteng	2	?
tehno	2	measure-?
telzawh	2	?
mundangah	2	see.I-?
jairas	2	?
ngaksak	2	endure-?
semsemzaw	2	serve-?
khawlpah	2	spirit-?
damlam	2	be.well-?
lingkawmin	2	hope-?
khuakiim	2	town-?
lehtai	2	?
lutkhit	2	enter-?
bui	2	?
gelhsakin	2	write-?
diktatzo	2	straight-?
sawnpaih	2	flesh-?
tangteng	2	?
thugenzia	2	preach-?
silhnuam	2	?
pilvangin	2	learn-?
henkhit	2	?
khahsak	2	choke-?
kinakko	2	?
rufas	2	?
salome	2	flesh-?
minnei	2	name-?
kitangsak	2	?
thulian	2	word-?
heli	2	?
jannai	2	?
esli	2	?
naggai	2	2SG-?
maath	2	?
semein	2	serve-?
josek	2	?
joda	2	?
joanan	2	?
resa	2	?
neri	2	eat-?
addi	2	3SG-?
kosam	2	?
elmadam	2	?
jorim	2	?
jonam	2	?
melea	2	?
menna	2	?-NMLZ
mattatha	2	grasp-?
admin	2	3SG-?
mahalaleel	2	?
enos	2	look-?
hihtheihna	2	be-?-NMLZ
phatkim	2	?
tuakkhia	2	?
gunkuangte	2	?-PL
pawisimte	2	father-?-PL
pahtakbawl	2	father-?
paupah	2	speak-?
napna	2	2SG-?-NMLZ
joanna	2	?-NMLZ
kiselcip	2	?
peksat	2	?
kongkawcipsak	2	1SG→3-mouth-?
momaite	2	?-PL
lamnawl	2	?
gawpte	2	?-PL
theipuam	2	know.I-?
mawhzon	2	?
minautangte	2	name-?-PL
tuzaw	2	?
anvakna	2	3SG-?-NMLZ
lamding	2	?
dingzah	2	stand-?
nauzawpa	2	2SG-?
phengzat	2	?
sumteng	2	money-?
zeekna	2	?-NMLZ
semkhawmzo	2	serve-?
tunkhak	2	?
hingkikin	2	be-?
kholloh	2	labor-?
kuanta	2	?
mainul	2	face-?
aptheih	2	3SG-?
kipiaknate	2	?-PL
palikmangte	2	father-?-PL
anpia	2	3SG-?
nialkhit	2	argue-?
ahihkhak	2	3SG-be-?
kipawlte	2	?-PL
buaisakna	2	?-NMLZ
kilhcip	2	?
paradais	2	father-?
kitunna	2	?-NMLZ
nuamlua	2	want-?
messiah	2	?
sifas	2	?
zuphung	2	?
dingsakkik	2	stand-?
lutkikin	2	enter-?
kisawlpa	2	?
talapte	2	?-PL
septeng	2	work-?
painuam	2	go-?
lehpei	2	?
hilhsawm	2	teach-?
kigentawm	2	?
buannawi	2	?
ngettawm	2	?
battheih	2	bind-?
dengnuam	2	?
kihukna	2	?-NMLZ
likkhia	2	?
kituhin	2	?
mainulpi	2	face-?
siangkhin	2	?
bawlkholh	2	make-?
phawksakkik	2	?
pualo	2	carry.on.back-?
khahtheih	2	choke-?
mantaktak	2	?
kizialin	2	?
rabboni	2	?
muhkhit	2	see.II-?
enenin	2	look-?
akeldama	2	3SG-foot-?
barsabbas	2	owe-?
matthias	2	grasp-?
kappadosia	2	1SG-?
nekhawmin	2	eat.II-?
sawpsiangsak	2	flesh-?
manzawk	2	?
sapfira	2	flesh-?
ngongbawl	2	?
thusel	2	word-?
tabitha	2	?
kilangsakkik	2	?
agabas	2	3SG-?
blastus	2	?
pawlmat	2	father-?
lusias	2	head-?
sapsa	2	flesh-?
pafos	2	father-?
elymas	2	?
bawlkhit	2	make-?
likaonia	2	?
hermes	2	?
pakkualte	2	father-?-PL
attalia	2	3SG-?
seppihna	2	work-?-NMLZ
kigawlmek	2	?
nini	2	day-?
mysia	2	?
bithynia	2	?
lydia	2	?
sangthei	2	high-?
sawtna	2	flesh-?-NMLZ
ngaihsutzia	2	consider-?
krispas	2	?
sosthenes	2	?
kenkhrea	2	only-?
siatkhak	2	spoil-?
kimawhsak	2	?
tangtut	2	?
mnason	2	?
tertullas	2	?
kiphelna	2	?-NMLZ
siattheih	2	spoil-?
menzi	2	?
julias	2	?
sattatin	2	strike-?
publias	2	?
ulenaute	2	?-PL
kigensia	2	?
zuihzawhna	2	follow-?-NMLZ
ihihlam	2	1PL.INCL-be-?
thokhawm	2	?
hingkhawm	2	be-?
buppiak	2	?
kilahkhiat	2	?
koppih	2	?
kikhensakzo	2	separate-?
kisaizaw	2	concern-?
tavai	2	?
kipeh	2	?
zungpi	2	?
pianngei	2	give-?
gamtazaw	2	land-?
thangtatna	2	?-NMLZ
ciantakin	2	announce-?
kimawhsakin	2	?
gimsakkhak	2	?
sepkhoppih	2	work-?
miteite	2	people-?-PL
kankhia	2	1SG-?
kihaza	2	?
tuibuak	2	water-?
lungsimin	2	feel-?
khensakzaw	2	divide-?
thuakzaw	2	suffer-?
ngamzaw	2	endure-?
paisuakzawh	2	go-?
lungkip	2	feel-?
tangdinzo	2	?
samsau	2	call-?
cihmawk	2	say.NOM-?
khollohte	2	labor-?-PL
laihilh	2	replace-?
thutheih	2	word-?
namdangpi	2	2SG-?
theizaw	2	know.I-?
pauzaw	2	speak-?
muatthei	2	see.I-?
zoptheih	2	join-?
koleko	2	?
khuisasa	2	?
semkhawmin	2	serve-?
muhnopna	2	see.II-?-NMLZ
uttawmna	2	?-NMLZ
pankhia	2	father-?
kisialhpihna	2	?-NMLZ
sehsaksa	2	?
gimsakkha	2	?
ettel	2	?
galati	2	?
patun	2	father-?
silanu	2	?
kilangbawlna	2	?-NMLZ
thunem	2	word-?
henla	2	?
zangkhawm	2	use-?
ukkhawm	2	rule-?
thokhawmsak	2	?
cingtaakna	2	say-?-NMLZ
kihehpihin	2	?
semthei	2	serve-?
hunpha	2	time-?
puakzia	2	carry.on.back-?
noptheih	2	?
epafroditas	2	?
genpha	2	speak-?
kisinsa	2	?
lawpin	2	?
valkhongsak	2	go.and-?
arkhippas	2	3SG-?
kicingzaw	2	?
kilunggulhna	2	?-NMLZ
meidawite	2	?-PL
hymenaias	2	?
deihlua	2	want-?
phuahtawmte	2	?-PL
kisekin	2	?
kisinna	2	?-NMLZ
hauhtheih	2	?
onesiforas	2	?
jannes	2	?
jambres	2	?
huhthei	2	?
puahphat	2	divine-?
zinleleeng	2	wife-?
kisehtawm	2	?
namtuam	2	2SG-?
laibawl	2	?
nangzote	2	2SG-?-PL
piansakte	2	give-?-PL
pianziate	2	give-?-PL
zualsakin	2	?
gahthei	2	?
sumbawlin	2	money-?
phawksakkikkik	2	?
teeltuam	2	?
kipatcil	2	?
neihlai	2	have.II-?
smyrna	2	?-NMLZ
pergamum	2	?
filadelfia	2	?
awmgak	2	3SG-?
gualzote	2	?-PL
tutkhawm	2	sleep-?
kalkakin	2	1SG-?
cinkhit	2	say-?
sehsawmsuah	2	?
kitankhiasa	2	?
kanggawp	2	1SG-?
singnamtuite	2	?-PL
alfa	2	3SG-?
omega	2	exist-?
suangtawphahte	2	?-PL
awngthawlpi	1	3SG-?
piangkhiasak	1	be.born-?
ciatciatin	1	say-?
kaaito	1	1SG-?
pishon	1	?
hiddekel	1	be-?
nakguhte	1	2SG-?-PL
naupaiina	1	2SG-elder-?-NMLZ
sapipi	1	flesh-?
kiakte	1	?-PL
tuakpeuh	1	?-PL
nod	1	?
jabal	1	?
jubal	1	?
sawmsagihin	1	flesh-?
piansakin	1	give-?
kipiansakin	1	?
samsiatsa	1	call-?
puakkhamin	1	carry.on.back-?
tukkhiat	1	?
pilvan	1	learn-?
dodanim	1	?
sabtah	1	flesh-?
akkad	1	3SG-?
ir	1	1PL.INCL-?
resen	1	?
pathru	1	father-?
arki	1	3SG-?
lasha	1	?
mash	1	?
obal	1	?
sefar	1	?
iskah	1	1PL.INCL-?
kaihkhopsa	1	1SG-?
lanu	1	?
khakhia	1	spirit-?
gamdung	1	land-?
gamvai	1	land-?
bera	1	?
birsha	1	?
shinab	1	?
shemeber	1	?
elparan	1	?
ashteroth	1	3SG-?
zuzim	1	?
shavehkiriathaim	1	?
enmishpat	1	look-?
hobah	1	?
shaveh	1	?
kadmon	1	1SG-?
zual	1	?
kileipa	1	?
buangun	1	be.confused-?
bawlpah	1	make-?
bawngsa	1	owe-?
lailaina	1	?-NMLZ
lehkhak	1	?
paikhiatpihsak	1	send.away-?
siatbawl	1	spoil-?
zawtzawt	1	hear.I-?
makte	1	?-PL
ciamnui	1	say-?
taito	1	?
benammi	1	?-NMLZ.AG
khakcipsak	1	spirit-?
nuihzak	1	mother-?
nuihpih	1	mother-?
suhsa	1	?
khaumang	1	spirit-?
khesed	1	?
hazo	1	?
pildash	1	learn-?
jidlaf	1	?
reumah	1	?
tebah	1	?
gaham	1	?
tahash	1	?
khaleh	1	spirit-?
niamsuksakin	1	day-?
bungsuk	1	?
nungaknu	1	live-?
vansak	1	go.and-?
thenthente	1	?-PL
asshurim	1	3SG-?
lethusim	1	return-?
leummim	1	?
kilaigawp	1	?
tapeeng	1	?
cingkam	1	say-?
bemeh	1	?
noh	1	?
kitosa	1	?
phuahsa	1	?
esek	1	?
sitnah	1	cut.off-?
ahuzzath	1	3SG-?
shibah	1	?
judith	1	?
ngaisim	1	listen.I-?
mulnei	1	see.I-?
neelna	1	eat-?-NMLZ
manlan	1	?
tuahphasak	1	?
gimnamte	1	?-PL
daituite	1	?-PL
kiphutin	1	?
tawplam	1	end-?
moken	1	?
sepsaksa	1	work-?
khenkhiasak	1	divide-?
kheh	1	?
kidawksak	1	?
khehsa	1	?
tuipiakna	1	sea-?-NMLZ
khelkhin	1	?
puangin	1	carry.on.back-?
lakkhiatsa	1	snatch-?
kawkkhia	1	1SG-?
guklam	1	?
keelpite	1	heel-?-PL
balzante	1	owe-?-PL
supnate	1	?-PL
jegarsahadutha	1	?
suangkhuam	1	?
nawisuk	1	2SG-?
kibangmahin	1	be.alike-?
khelguh	1	?-PL
khelpi	1	?
pomcipin	1	?
kituahpih	1	meet-?
nongek	1	?
lungphamawh	1	feel-?
lamnasa	1	?
elohe	1	?
tengsakin	1	dwell-?
elbethel	1	?
allonbakuth	1	3SG-?
benoni	1	?
alvan	1	3SG-?
shefo	1	?
hemdan	1	?
akan	1	3SG-mouth-?
hadar	1	?
alvah	1	3SG-?
itzawkna	1	1PL.INCL-?-NMLZ
domkhia	1	?
sawmnihin	1	flesh-?
kibalnen	1	?
khezib	1	?
mavansakna	1	?-NMLZ
thudangte	1	word-?-PL
kikhumin	1	?
maimial	1	face-?
pakkhia	1	father-?
bomte	1	?-PL
kigukhia	1	?
mohlawh	1	?
bawngpite	1	owe-?-PL
vuikhia	1	?
theem	1	?
antangte	1	3SG-?-PL
kholin	1	labor-?
zafenath	1	hear.I-?
paneah	1	father-?
ankholna	1	3SG-?-NMLZ
kamphen	1	1SG-?
tellam	1	?
dipsakin	1	?
kihente	1	?-PL
zuihsak	1	follow-?
pistakhio	1	?
suakmasa	1	become-?
ngasuk	1	endure-?
moilai	1	?
kiheh	1	?
paisukpih	1	go-?
zifion	1	wife-?
arodi	1	3SG-?
ehi	1	?
rosh	1	?
muppim	1	see.I-?
mawkval	1	?
paddan	1	father-?
kipaihpehsakin	1	?
tungtuang	1	arrive-?
khenthang	1	divide-?
phawng	1	?
sakolno	1	cause-?
nungkiat	1	live-?
sakhipi	1	cause-?
sakhino	1	cause-?
kizaptelsak	1	?
tuithukna	1	water-?-NMLZ
khawilevulh	1	spirit-?
bakbak	1	owe-?
khuatsa	1	town-?
abelmizraim	1	3SG-?
pithom	1	?
kinenniam	1	?
domsakte	1	?-PL
shifrah	1	?
nausuahna	1	2SG-?-NMLZ
kibatlohna	1	?-NMLZ
pawlcing	1	father-?
phansak	1	?
naucing	1	2SG-?
kuangzawn	1	?
tawisakin	1	?
kisawlgawp	1	?
ompak	1	exist-?
bilngongsak	1	ear-?
mittawsak	1	blind-?
ciahkiksakin	1	return.again-?
bawlzah	1	make-?
kitapna	1	?-NMLZ
elzafan	1	?
sithri	1	cut.off-?
elisheba	1	?
abiasaf	1	3SG-?
putiel	1	?
meikhukte	1	?-PL
dengtan	1	?
kicingzo	1	?
mangbuhmante	1	?-PL
masiah	1	?
innkuanmi	1	1PL.INCL-?-NMLZ.AG
tawmluat	1	?
innzom	1	1PL.INCL-?
mehteh	1	?
paisanna	1	go-?-NMLZ
sihlohna	1	die-?-NMLZ
hihsakna	1	be-?-NMLZ
kithamuanna	1	?-NMLZ
mutgawpin	1	see.I-?
bekbakin	1	?
luankik	1	head-?
kiciangto	1	?
tatkhiatsa	1	strike-?
tuumsakkik	1	?
sabeel	1	flesh-?
ciltel	1	say-?
dimval	1	?
dimlah	1	?
mawhzonna	1	?-NMLZ
hihzia	1	be-?
thuneute	1	word-?-PL
zingciang	1	wife-?
sawpsakin	1	flesh-?
kikaplum	1	?
dalnate	1	hinder-?-PL
vangingte	1	go.and-?-PL
biakkhop	1	?
vuhsak	1	?
zuakkik	1	?
vakkhiatkik	1	walk-?
damsiangsak	1	be.well-?
sumh	1	money-?
tatolhin	1	strike-?
cihzah	1	say.NOM-?
suksiatkhak	1	make.become-?
tupkhiat	1	?
piklup	1	?
kiguk	1	?
suknate	1	make.become-?-PL
leetkhiate	1	?-PL
tawlngasakin	1	?
thathak	1	kill-?
kaihkhopna	1	1SG-?-NMLZ
nausia	1	2SG-?
teeksihsak	1	?
kitokgawpsak	1	?
bangpian	1	owe-?
mualvum	1	see.I-?
liimsunin	1	?
pangkhatah	1	father-?
lampangte	1	?-PL
zawlin	1	hear.I-?
batsuk	1	bind-?
kilaksa	1	?
guatsa	1	?
liangkaihna	1	shine-?-NMLZ
kiphutte	1	?-PL
gakkhawm	1	?
kizim	1	?
kihelhsak	1	?
pheituamte	1	?-PL
sabakte	1	flesh-?-PL
nihta	1	day-?
stakte	1	?-PL
onikha	1	?
galbanum	1	?
dimsakkik	1	?
tunsuk	1	?
sunna	1	?-NMLZ
kisawk	1	?
takhialsak	1	?
phiatmai	1	?
thusiate	1	word-?-PL
sawlkhop	1	send-?
paikhiatosak	1	send.away-?
tungnunna	1	arrive-?-NMLZ
paikhopna	1	go-?-NMLZ
diknopna	1	straight-?-NMLZ
hehpihnop	1	be.angry-?
tuami	1	promise-?
sukkhap	1	make.become-?
paktatsak	1	father-?
lokhawh	1	?
nipikalte	1	day-?-PL
savunte	1	flesh-?-PL
awmdalah	1	3SG-?
tukkilhte	1	?-PL
khuksa	1	?
puanzep	1	carry.on.back-?
valzaw	1	go.and-?
bupkhat	1	?
luzepnate	1	head-?-PL
sakhatin	1	cause-?
beellekuangte	1	?-PL
kuakin	1	?
limlangte	1	?-PL
biaknatau	1	worship-?
kigeel	1	?
siampipuante	1	be.skilled-?-PL
zimna	1	wife-?-NMLZ
kihelh	1	?
sungvan	1	?
sanente	1	flesh-?-PL
heektat	1	?
taakkhiasak	1	?
tangkhai	1	?
baltat	1	owe-?
kihangkeu	1	?
nungguh	1	live-?-PL
kiciampak	1	?
heeksat	1	?
lohkikna	1	?-NMLZ
balnensa	1	owe-?
kithehkhak	1	?
kithehkha	1	?
kihuanna	1	?-NMLZ
taaubeelin	1	?
kikiatin	1	?
meithau	1	?
nadangin	1	2SG-?
kisemnen	1	?
atnente	1	3SG-?-PL
bilteepte	1	ear-?-PL
nen	1	eat-?
nenin	1	eat-?
katlup	1	1SG-?
sakikh	1	cause-?
musan	1	see.I-?
vakang	1	walk-?
ngaltak	1	endure-?
khuangbai	1	town-?
savokphual	1	flesh-?
innhikpi	1	1PL.INCL-?
tawlbawkpi	1	?
tangteuh	1	?-PL
thankik	1	?
ippi	1	1PL.INCL-?
noptuamin	1	?
kangsakin	1	1SG-?
luisa	1	head-?
phukhamin	1	?
kikiat	1	?
tol	1	sit-?
puankekte	1	carry.on.back-?-PL
velkik	1	do-?
mualh	1	see.I-?
innkongah	1	1PL.INCL-?
kiatsakin	1	?
kiatkhiat	1	?
kizutnate	1	?-PL
ninsakkha	1	strengthen-?
teengin	1	?
kigakin	1	?
saanin	1	flesh-?
kisunen	1	?
tanga	1	?
sabetna	1	flesh-?-NMLZ
mawhpihna	1	?-NMLZ
hingsuan	1	be-?
kisungtawm	1	?
hawkmai	1	?
langgen	1	?
pawikhawm	1	father-?
lupkhoppih	1	bow.down-?
thukanna	1	word-?-NMLZ
maisiatin	1	face-?
khialnu	1	err-?
kinailua	1	?
nutate	1	mother-?-PL
lumkhawmin	1	warm-?
nawlhui	1	2SG-?
maksa	1	?
kisunnapa	1	?
khelbai	1	?
maihem	1	face-?
elkul	1	?
balgawpte	1	owe-?-PL
tomluate	1	sit-?-PL
ciltangte	1	say-?-PL
gokhawm	1	?
anpalin	1	3SG-?
lonawl	1	?
singhiangpite	1	?-PL
gialhekte	1	?-PL
tensakna	1	?-NMLZ
kivaksuak	1	?
kisuzante	1	?-PL
dibri	1	?
kipoisak	1	?
hahin	1	?
anlui	1	3SG-?
anthak	1	3SG-?
neihsuak	1	have.II-?
kitanhkiksak	1	?
tatsak	1	strike-?
haukikin	1	?
tanhzo	1	?
tatkikzawh	1	strike-?
tuatna	1	?-NMLZ
anluite	1	3SG-?-PL
dingtangin	1	stand-?
dipkuatna	1	?-NMLZ
thuhilhkik	1	word-?
emkhawm	1	?
tawitehin	1	?
kiphupai	1	?
pelhzah	1	?
suaktakik	1	become-?
pawina	1	father-?-NMLZ
hisuak	1	be-?
kileinapa	1	?
kilosa	1	?
lael	1	?
zuriel	1	?
nengneng	1	eat-?
meikhuam	1	?
luakkhia	1	head-?
tomkhano	1	sit-?
nengnengte	1	eat-?-PL
paikhiasakin	1	go-?
phawkkikna	1	?-NMLZ
teemsakin	1	?
pawmsakin	1	father-?
teemsak	1	?
hamsiate	1	?-PL
silkhia	1	?
teem	1	?
apphakik	1	3SG-?
dingsakin	1	stand-?
kisiang	1	?
paikhak	1	go-?
kidinsak	1	?
kiphuhna	1	?-NMLZ
gindan	1	?
nungdalin	1	live-?
lamhilh	1	?
tangmaite	1	?-PL
dawnpawlte	1	?-PL
sizo	1	?
thatzaw	1	kill-?
khopsakin	1	labor-?
dingkhawmsak	1	stand-?
ikkhiat	1	1PL.INCL-?
kigozo	1	?
kimanzo	1	?
kiciamtehte	1	?-PL
lungnemzaw	1	feel-?
hehsapi	1	?
rafu	1	?
sodi	1	?
gaddiel	1	?
susi	1	?
gaddi	1	?
gemalli	1	?
shethur	1	?
vofsi	1	?
nahbi	1	2SG-?
makhi	1	?
geuel	1	?
olna	1	?-NMLZ
palte	1	father-?-PL
vaanna	1	go.and-?-NMLZ
gamdaisakin	1	land-?
vaansa	1	go.and-?
zialmang	1	wife-?
zasa	1	hear.I-?
maisaksa	1	face-?
phunsante	1	?-PL
ciamnasa	1	say-?
kisatpuk	1	?
kuantoh	1	?
bawlkim	1	make-?
thukhat	1	word-?
huamkha	1	surround-?
siankik	1	?
utluatna	1	?-NMLZ
theihzel	1	know.II-?
khengval	1	divide-?
khengvallua	1	divide-?
khenkhiatna	1	divide-?-NMLZ
khupnelhin	1	?
nguumkhia	1	?
paakin	1	father-?
puakhawm	1	carry.on.back-?
vu	1	?
luanglai	1	corpse-?
gimbawl	1	?
suahkhiatsakin	1	?
atharim	1	3SG-?
guphate	1	?-PL
kikhungsuk	1	?
sufa	1	?
vuahep	1	?
kimuhsuk	1	?
amaw	1	3SG-?
kikol	1	cry.out-?
kawcikah	1	1SG-?
mawlpihna	1	?-NMLZ
dinlam	1	?
kiriathhuzoth	1	?
zofim	1	?
kibum	1	?
kaangto	1	1SG-?
lungkimpih	1	feel-?
phelkhaite	1	?-PL
tunai	1	?
sheth	1	?
suntangin	1	?
salu	1	flesh-?
kithatnu	1	?
khelpilna	1	?-NMLZ
seelte	1	?-PL
leenggahzucil	1	chariot-?
gingkhiate	1	?-PL
kikhihtawm	1	?
pataukoh	1	father-?
kengsakin	1	only-?
zuautatsak	1	?
kingahte	1	?-PL
tuusiah	1	?
pelhem	1	?
banbuhte	1	owe-?-PL
