line	word	segmentation	gloss
12014	losapte	lo-sap-te	tribute-pay-PL
12015	suaksa	suak-sa	become-PAST
12016	tanna	tan-na	fast-NMLZ
12017	maavanna	maavan-na	bondage-NMLZ
12018	vakkhia	vak-khia	walk-out
12019	zaipi	zai-pi	work-great
12020	pama	pa-ma	hundred-also
12021	tualpi	tual-pi	street-great
12022	simkhia	sim-khia	read-out
12023	khupna	khup-na	assemble-NMLZ
12024	ukgawp	uk-gawp	rule-INTENS
12025	pengsak	peng-sak	spare-CAUS
12026	zunekna	zu-nek-na	wine-eat-NMLZ
12027	kisimmawhna	ki-sim-mawh-na	REFL-shame-wrong-NMLZ
12028	kithuh	ki-thuh	REFL-seal
12029	patsa	pat-sa	begin-PAST
12030	thupite	thu-pi-te	word-great-PL
12031	hawkna	hawk-na	roar-NMLZ
12032	suktansak	suk-tan-sak	break-stand-CAUS
12033	lunggimna	lung-gim-na	heart-grief-NMLZ
12034	aktui	ak-tui	egg-water
12035	tuikhal	tui-khal	water-freeze
12036	lunggulhin	lung-gulh-in	heart-desire-INST
12037	sincip	sin-cip	seal-INTENS
12038	beipak	bei-pak	finish-swift
12039	dingpi	ding-pi	stand-great
12040	musanete	mu-sane-te	see-bread-PL
12041	kahkahna	kah-kah-na	weep-REDUP-NMLZ
12042	langbawl	lang-bawl	appear-turn
12043	suktheih	suk-theih	break-able
12044	thamante	tha-man-te	labor-true-PL
12045	cihtheih	cih-theih	say-able
12046	lungtom	lung-tom	heart-troubled
12047	silhloin	silh-lo-in	clothe-NEG-INST
12048	toncip	ton-cip	wet-INTENS
12049	pelhna	pelh-na	depart-NMLZ
12050	limun	li-mun	hide-self
12051	ninbulom	nin-bu-lom	mire-dust-mix
12052	kikoihsa	ki-koih-sa	REFL-appoint-PAST
12053	thuhkik	thuh-kik	portion-return
12054	zawhthawh	zawh-thawh	terror-bring
12055	hihkik	hih-kik	this-again
12056	velvel	vel-vel	hold-REDUP
12057	kiphatsaknate	ki-phat-sak-na-te	REFL-praise-CAUS-NMLZ-PL
12058	theikim	thei-kim	see-all
12060	lamdangsak	lam-dang-sak	way-different-CAUS
12061	sinkhiat	sin-khiat	shake-out
12062	khamcip	kham-cip	withhold-INTENS
12063	zap	zap	flutter
12064	sasi	sa-si	blood-suck
12065	zahval	zah-val	enough-share
12066	genkha	gen-kha	speak-already
12067	bangzahta	bang-zah-ta	like-much-PAST
12068	gialhek	gial-hek	tree-shade
12069	hate	ha-te	tooth-PL
12070	nisuak	ni-suak	sneeze-out
12071	nip	nip	rotten
12072	kitamte	ki-tam-te	REFL-sharp-PL
12073	citheisakkik	ci-thei-sak-kik	return-able-CAUS-again
12074	siamang	siam-ang	make-wisdom
12075	leengtui	leeng-tui	corn-wine
12076	thahnopna	thah-nop-na	kill-like-NMLZ
12077	kibawlphat	ki-bawl-phat	REFL-make-ready
12078	lelna	lel-na	fear-NMLZ
12079	kihotkhiatna	ki-hot-khiat-na	REFL-deliver-out-NMLZ
12080	phattaak	phat-taak	praise-worthy
12081	zamin	za-min	hundred-thousand
12082	lungmuan	lung-muan	heart-secure
12083	kikoko	ki-ko-ko	REFL-cry-REDUP
12084	khuailuzu	khuai-lu-zu	honey-head-sweet
12085	dingtang	ding-tang	stand-upright
12086	lungno	lungno	worm
12087	khasia	kha-sia	face-hide
12088	khuisatna	khui-sat-na	sigh-NMLZ
12089	tuithukpite	tui-thuk-pi-te	water-deep-great-PL
12090	mitheek	mi-theek	person-wrong
12091	tawnna	tawn-na	reproof-NMLZ
12092	gentham	gen-tham	speak-hand
12093	nuihsatin	nuih-sat-in	reproach-NMLZ-INST
12094	vuakna	vuak-na	blow-NMLZ
12095	lungnop	lung-nop	heart-rest
12096	khakunkun	kha-kun-kun	face-cast.down-REDUP
12097	tuizeu	tui-zeu	water-deep
12098	khangualte	khan-gual-te	time-fellow-PL
12099	ciangkik	ciang-kik	good-again
12100	keutumsak	keu-tum-sak	melt-finish-CAUS
12101	sikcipsak	sik-cip-sak	tread-INTENS-CAUS
12102	guhngek	guh-ngek	bless-long
12103	gallauna	gal-lau-na	enemy-fear-NMLZ
12104	kuakte	kuak-te	furrow-PL
12105	zaktheih	zak-theih	hear-able
12106	sawtpek	sawt-pek	long-very
12107	khuaphialepte	khua-phialep-te	sky-lightning-PL
12108	guntuite	gun-tui-te	river-water-PL
12109	hinkhawi	hing-khawi	live-spare
12110	etsak	et-sak	look-CAUS
12112	nungtasakkik	nung-ta-sak-kik	live-again-CAUS-again
12113	thuhilhpa	thu-hilh-pa	word-teach-NMLZ
12114	kawina	kawi-na	wicked-NMLZ
12115	tuidawnte	tui-dawn-te	water-drink-PL
12116	paatkhia	paat-khia	wax.old-out
12117	muala	mual-a	hill-LOC
12118	muamua	mua-mua	many-REDUP
12119	kaikhawmkik	kai-khawm-kik	pull-together-again
12120	sumbawl	sum-bawl	business-do
12121	sunsunte	sun-sun-te	extort-REDUP-PL
12122	tuiphih	tui-phih	water-cup
12123	tuhte	tuh-te	sow-PL
12124	duhgawh	duh-gawh	desire-evil
12125	tungsuk	tung-suk	upon-swift
12126	thugentehnate	thu-gen-teh-na-te	word-speak-dark-NMLZ-PL
12127	pialkha	pial-kha	turn-already
12128	sinnamon	sinnamon	cinnamon
12129	citeng	ci-teng	corner-all
12130	neihlelam	neih-le-lam	have-also-direction
12131	khemzawh	khem-zawh	all-finish
12132	nungzangah	nungzang-ah	back-LOC
12133	hikha	hi-kha	this-way
12134	thuzak	thu-zak	word-believe
12135	zaknophuai	zak-nop-huai	hear-pleasant-mix
12136	taanna	taan-na	cover-NMLZ
12137	hoihpenin	hoih-pen-in	good-most-INST
12138	pat	pat	stroke
12139	vawhte	vawh-te	iniquity-PL
12140	tutpih	tut-pih	sit-with
12141	thakhauhna	tha-kauh-na	strength-strong-NMLZ
12142	tuivot	tui-vot	water-cold
12143	leengsuk	leeng-suk	bird-fly
12144	tungthama	tung-thama	rebuke-after
12145	hoihzawkna	hoih-zawk-na	good-more-NMLZ
12146	hamphat	ham-phat	what-benefit
12147	paaksak	paak-sak	white-CAUS
12148	hithiatna	hi-thiat-na	this-leave-NMLZ
12149	taangte	taang-te	star-PL
12150	gamlumnate	gam-lum-na-te	land-sound-NMLZ-PL
12151	hiuhiau	hiu-hiau	black-REDUP
12152	biang	biang	cheek
12153	suknawi	suk-nawi	break-charge
12154	sakhitalno	sakhital-no	hart-young
12155	itluat	it-luat	love-exceed
12156	nard	nard	spikenard
12157	kiuh	kiuh	knock
12158	pona	po-na	garden-NMLZ
12159	phelhzo	pelh-zo	quench-able
12160	lingsakgawp	ling-sak-gawp	shake-CAUS-INTENS
12161	theihkim	theih-kim	know-all
12162	etsuk	et-suk	look-down
12164	veilama	vei-lam-a	left-side-LOC
12165	sinsan	sin-san	shake-shake
12166	sitlai	sit-lai	shake-over
12167	singliim	sing-liim	tree-shade
12168	zaai	zaai	languish
12169	khialhpih	khialh-pih	deceive-also
12170	tangguak	tang-guak	bare-foot
12171	khenkip	khen-kip	nail-fasten
12172	beimangsak	bei-mang-sak	finish-away-CAUS
12173	suahsakna	suah-sak-na	shoot-CAUS-NMLZ
12174	kummin	kummin	cummin
12175	themte	them-te	scrape-PL
12176	laidal	lai-dal	leaf-fall
12177	sehnelte	sehnel-te	spring-PL
12178	thukpenna	thuk-pen-na	deep-most-NMLZ
12179	zakzak	zak-zak	hear-REDUP
12180	khutsiampa	khut-siam-pa	hand-make-NMLZ
12181	awngthawl	awng-thawl	create-establish
12182	uang	uang	lavish
12183	tungvat	tung-vat	upon-fall
12184	lausakzo	lau-sak-zo	fear-CAUS-able
12185	hihlohna	hih-loh-na	this-NEG-NMLZ
12186	tengsakkik	teng-sak-kik	establish-CAUS-again
12187	kimakna	ki-mak-na	REFL-divorce-NMLZ
12188	kapte	kap-te	shoot-PL
12189	silhlo	silh-lo	clothe-NEG
12190	thumthum	thum-thum	mourn-REDUP
12191	neupente	neu-pen-te	small-most-PL
12192	kepsak	kep-sak	feed-CAUS
12193	suhna	suh-na	robbery-NMLZ
12194	gamlakpi	gam-lak-pi	land-middle-great
12195	mutin	mut-in	blow-INST
12196	awlmawh	awl-mawh	rest-without
12197	lopite	lopi-te	harlot-PL
12198	theigahte	thei-gah-te	fig-tree-PL
12199	kantanzo	kan-tan-zo	bound-stand-able
12200	keei	keei	shadow
12201	sapsap	sap-sap	speak-REDUP
12202	gamsai	gam-sai	land-bitter
12203	nungdelhsak	nung-delh-sak	life-chase-CAUS
12204	ngaihsuttawm	ngaihsut-tawm	think-vain
12205	pasalnei	pasal-nei	man-have
12206	sangun	sang-un	high-3PL
12207	cizaw	ci-zaw	say-more
12208	amsak	am-sak	dismay-CAUS
12209	ngaihsutkhak	ngaihsut-khak	think-into
12210	singpeek	sing-peek	wood-ceiling
12211	saltangte	saltan-te	captive-PL
12212	khangtosak	khang-to-sak	grow-up-CAUS
12213	siacipin	sia-cip-in	destroy-INTENS-INST
12215	khuttung	khut-tung	hand-upon
12216	umsak	um-sak	be-CAUS
12217	taangmi	taang-mi	star-person
12218	omlaisun	om-lai-sun	be-still-middle
12219	cialte	cial-te	fat-PL
12220	huhnate	huh-na-te	help-NMLZ-PL
12221	misuamte	mi-suam-te	person-wilderness-PL
12222	painop	pai-nop	go-straight
12223	theisakkik	thei-sak-kik	know-CAUS-again
12224	molhtumte	molh-tum-te	siege-mount-PL
12225	delhphahin	delh-phah-in	lay-upon-INST
12226	muhkhak	muh-khak	see-into
12227	genkholhnate	gen-kholh-na-te	speak-INTENS-NMLZ-PL
12228	sumzuak	sum-zuak	money-buy
12229	mindaihuai	min-dai-huai	eye-far-mix
12230	paikhiatlam	pai-khiat-lam	go-out-direction
12231	apte	ap-te	talent-PL
12232	utbang	ut-bang	think-like
12233	zialzial	zial-zial	sharp-REDUP
12234	kisawmna	ki-sawm-na	REFL-sword-NMLZ
12235	galnanna	gal-nan-na	war-shout-NMLZ
12236	annekte	an-nek-te	bread-eat-PL
12237	kumkhia	kum-khia	robe-out
12238	lianpente	lian-pen-te	great-most-PL
12239	huana	hua-na	garden-NMLZ
12240	tangtawng	tang-tawng	ancient-old
12241	pumpite	pum-pi-te	body-great-PL
12242	nekzawh	nek-zawh	eat-finish
12243	inndeipi	inn-dei-pi	house-temple-great
12244	munteng	mun-teng	place-all
12245	piakkhop	piak-khop	give-offering
12246	ngaptansak	ngap-tan-sak	ankle-stand-CAUS
12247	kideidanna	ki-dei-dan-na	REFL-serve-manner-NMLZ
12248	khamkhi	kham-khi	cry-aloud
12249	laimal	lai-mal	writing-?
12250	vaihawmpi	vai-hawm-pi	account-give-great
12251	khauhzaw	kauh-zaw	strong-more
12252	pianzawh	pian-zawh	trouble-finish
12253	mawhmaisakna	mawh-mai-sak-na	sin-away-CAUS-NMLZ
12254	mukhol	mu-khol	see-pleasant
12255	awngkek	awng-kek	roar-INTENS
12256	neihteng	neih-teng	have-all
12257	sihsuah	sih-suah	mourn-out
12258	zaknop	zak-nop	hear-pleasant
12259	neihtuam	neih-tuam	have-portion
12260	ngakngak	ngak-ngak	wait-REDUP
12261	kekseu	kek-seu	corrupt-moth
12262	nattunin	nat-tun-in	sick-enter-INST
12263	siahdong	siah-dong	sin-person
12265	siavuan	sia-vuan	sick-heal
12266	diamdiam	diam-diam	still-REDUP
12267	cingteng	cing-teng	complete-all
12268	ninsakthei	nin-sak-thei	defile-CAUS-able
12269	suplawhte	sup-lawh-te	save-able-PL
12270	cihnate	cih-na-te	command-NMLZ-PL
12271	zuihsa	zuih-sa	keep-PAST
12272	hihthei	hih-thei	this-able
12273	sumbukah	sum-buk-ah	money-place-LOC
12274	piakzah	piak-zah	give-amount
12275	khawhlawh	khawh-lawh	let-able
12276	zangmang	zang-mang	devour-scatter
12277	saupipi	sau-pi-pi	long-great-REDUP
12278	tuitung	tui-tung	water-upon
12279	sihkhit	sih-khit	pass-finish
12280	khawmpih	khawm-pih	dip-with
12281	tuihupna	tui-hup-na	water-sponge-NMLZ
12282	kisialna	ki-sial-na	REFL-rise-NMLZ
12283	hehpihhuaisa	heh-pih-huai-sa	compassion-with-mix-PAST
12284	theipah	thei-pah	know-perceive
12285	anlumte	an-lum-te	bread-show-PL
12286	tuigei	tui-gei	water-edge
12287	zakkhit	zak-khit	hear-finish
12288	silloin	sil-lo-in	wash-NEG-INST
12289	neklam	nek-lam	eat-direction
12290	khamkhit	kham-khit	fill-finish
12291	khuanawlah	khua-nawl-ah	village-outside-LOC
12292	khawhlawhsak	khawh-lawh-sak	let-able-CAUS
12293	zintun	zin-tun	journey-enter
12294	zahpihbawl	zah-pih-bawl	wag-head-do
12295	sihkhitna	sih-khit-na	pass-finish-NMLZ
12296	theihkhit	theih-khit	know-finish
12297	kibangkim	ki-bang-kim	REFL-same-all
12298	dingvat	ding-vat	stand-shine
12299	maisuah	mai-suah	face-sad
12300	hinkik	hing-kik	live-again
12301	paitawm	pai-tawm	go-vain
12302	hilhsa	hilh-sa	teach-PAST
12303	minno	min-no	name-call
12304	savunnim	sa-vunnim	skin-tanner
12305	sawltakin	sawl-tak-in	send-true-INST
12306	piakkhongna	piak-khong-na	give-gift-NMLZ
12307	pianuam	pia-nuam	sacrifice-pleasant
12308	kinialna	ki-nial-na	REFL-dispute-NMLZ
12309	piakhin	piak-hin	give-already
12310	awnggawp	awng-gawp	decree-INTENS
12312	zinin	zin-in	journey-INST
12313	awngkekgawp	awng-kek-gawp	cry-INTENS-INTENS
12314	kilemsak	ki-lem-sak	REFL-reconcile-CAUS
12315	piangthei	piang-thei	come-able
12316	zote	zo-te	able-PL
12317	lungnemna	lung-nem-na	heart-soft-NMLZ
12318	zangthei	zang-thei	power-able
12319	nethei	ne-thei	eat-able
12320	thuakkhak	thuak-khak	suffer-into
12321	sepzawh	sep-zawh	work-finish
12322	puatham	puat-ham	glory-occasion
12323	pawlkhatin	pawl-khat-in	group-one-INST
12324	kinna	kin-na	clear-NMLZ
12325	huhnopna	huh-nop-na	exhort-like-NMLZ
12326	lunggimpih	lung-gim-pih	heart-care-with
12327	sansa	san-sa	before-PAST
12328	hilhtheih	hilh-theih	teach-able
12329	nasemkhawm	na-sem-khawm	work-do-together
12330	thutakte	thu-tak-te	word-true-PL
12331	genbelin	gen-bel-in	speak-about-INST
12332	kikhulna	ki-khul-na	REFL-cast-NMLZ
12334	limlemel	lim-le-mel	form-NEG-void
12335	golpite	gol-pi-te	whale-great-PL
12336	singnai	sing-nai	precious.stone
12337	nakguh	nak-guh	rib-take
12338	kipiansakna	ki-pian-sak-na	REFL-create-CAUS-NMLZ
12339	minthangte	min-thang-te	name-famous-PL
12340	piansaksa	pian-sak-sa	create-CAUS-PAST
12341	khaknelh	khak-nelh	shut-close
12342	guahte	guah-te	window-PL
12343	kiamkiam	kiam-kiam	abate-REDUP
12344	sabengpa	sa-beng-pa	hunt-mighty-NMLZ
12345	bawlnasa	bawl-na-sa	make-NMLZ-PAST
12346	tawsawte	taw-saw-te	plain-oak-PL
12347	behpa	beh-pa	arm-NMLZ
12348	keelnu	keel-nu	heifer-female
12349	luk	luk	bring.out
12350	luplam	lup-lam	lie-direction
12351	luahkhawm	luah-khawm	cast-together
12352	thallot	thal-lot	bow-shot
12353	koihtuam	koih-tuam	set-portion
12354	tuikhuka	tui-khu-ka	water-well-edge
12355	piakpa	piak-pa	give-NMLZ
12356	batsak	bat-sak	bracelet-put
12357	khanghamin	khang-ham-in	age-full-INST
12358	sabet	sa-bet	hunt-expert
12359	cineel	ci-neel	skin-smooth
12360	lukhamin	lu-kham-in	head-pillow-INST
12361	cingta	cing-ta	complete-PAST
12362	semlai	sem-lai	serve-still
12363	kimuhdahna	ki-muh-dah-na	REFL-see-hate-NMLZ
12364	koihkhawm	koih-khawm	set-together
12365	namsak	nam-sak	kiss-CAUS
12366	tatolh	ta-tolh	PAST-twenty
12367	kilaina	ki-lai-na	REFL-wrestle-NMLZ
12368	hampheng	ham-pheng	booth-make
12369	kisiatsakna	ki-siat-sak-na	REFL-defile-CAUS-NMLZ
12370	mikhat	mi-khat	person-one
12371	mualsuang	mual-suang	hill-pillar
12372	kapsa	kap-sa	weep-PAST
12373	kituamna	ki-tuam-na	REFL-wrap-NMLZ
12374	paktatin	pak-tat-in	pregnant-become-INST
12375	khausan	khau-san	thread-scarlet
12376	ngaihbaangin	ngaih-baang-in	think-none-INST
12377	omkhop	om-khop	be-with
12378	zuakpa	zuak-pa	sell-NMLZ
12379	lungsi	lung-si	heart-fail
12380	thukanin	thu-kan-in	word-hard-INST
12381	hampen	ham-pen	search-most
12382	gankemte	gan-kem-te	cattle-keep-PL
12383	omsung	om-sung	be-inside
12384	lukhungah	lu-khung-ah	head-pillow-LOC
12385	laitat	lai-tat	writing-end
12386	paitosak	pai-to-sak	go-up-CAUS
12387	phaikungte	phai-kung-te	bulrush-PL
12388	kikhiam	ki-khiam	REFL-diminish
12389	khialzaw	khial-zaw	fault-more
12390	uihgawp	uih-gawp	stink-INTENS
12391	thokangte	tho-kang-te	magician-PL
12392	neihsak	neih-sak	have-CAUS
12393	mahmahsa	mah-mah-sa	self-REDUP-PAST
12394	bangtungzawl	bang-tung-zawl	door-above-post
12395	talsuante	tal-suan-te	forehead-mark-PL
12396	tangciak	tang-ciak	entangle-trap
12397	khenkham	khen-kham	divide-hold
12398	nannan	nan-nan	manna-REDUP
12399	liatzawkna	liat-zawk-na	great-more-NMLZ
12400	lakthuah	lak-thuah	take-another
12401	belhna	belh-na	presume-NMLZ
12402	zuihbeh	zuih-beh	follow-hurt
12403	suaktasakin	suak-ta-sak-in	become-free-CAUS-INST
12404	thudonin	thu-don-in	word-obey-INST
12405	phutkhak	phut-khak	fear-into
12407	vankhaina	van-khai-na	pillar-hang-NMLZ
12408	zaisak	zai-sak	altar-CAUS
12409	karbankal	karban-kal	carbuncle-row
12410	puankhau	puan-khau	cloth-girdle
12411	kawnggakte	kawng-gak-te	coat-PL
12412	singzep	sing-zep	tribe-call
12413	hakna	hak-na	delay-NMLZ
12414	sumtui	sum-tui	gold-molten
12415	bawlkha	bawl-kha	make-already
12416	zungbuhte	zung-buh-te	bracelet-ring-PL
12418	geelsiam	geel-siam	devise-make
12419	siamgat	siam-gat	make-engrave
12420	singpekte	sing-pek-te	wood-board-PL
12421	vankhai	van-khai	pillar-hook
12422	gelhnate	gelh-na-te	engrave-NMLZ-PL
12423	siklongte	sik-long-te	bell-round-PL
12424	khaito	khai-to	hang-up
12425	kinilhna	ki-nilh-na	REFL-anoint-NMLZ
12426	kigawhna	ki-gawh-na	REFL-sin-NMLZ
12427	suhte	suh-te	rob-PL
12428	apkhawm	ap-khawm	anoint-together
12429	pheite	phei-te	breast-PL
12430	awmtal	awm-tal	belly-crawl
12431	kibawltawm	ki-bawl-tawm	REFL-make-vain
12432	damsa	dam-sa	heal-PAST
12433	milmial	mil-mial	spot-freckle
12434	zutna	zut-na	mortar-NMLZ
12435	tutnasa	tut-na-sa	sit-NMLZ-PAST
12436	ninneih	nin-neih	issue-have
12437	ninnei	nin-nei	issue-have
12438	hunlopi	hun-lo-pi	time-NEG-any
12439	keeldawite	keel-dawi-te	goat-devil-PL
12440	luakkhiat	luak-khiat	vomit-out
12441	kiate	kia-te	grape-PL
12442	kemcip	kem-cip	defraud-INTENS
12443	tehnate	teh-na-te	measure-NMLZ-PL
12444	vankahna	van-kah-na	spirit-follow-NMLZ
12445	khutlekhe	khut-lekhe	hand-flat
12446	ciltang	cil-tang	back-crooked
12447	nekkhak	nek-khak	eat-into
12448	saulua	sau-lua	long-too
12449	zuaksa	zuak-sa	sell-PAST
12450	hakkolte	hak-kol-te	yoke-band-PL
12451	demlai	dem-lai	reform-still
12452	nanzawh	nan-zawh	fall-finish
12453	tungsiahte	tung-siah-te	age-sixty-PL
12454	buppite	bup-pi-te	head-great-PL
12455	simkhawm	sim-khawm	count-together
12456	kipiate	ki-pia-te	REFL-give-PL
12457	innkuankuanun	inn-kuan-kuan-un	house-family-REDUP-3PL
12458	tuibuahna	tui-buah-na	water-dish-NMLZ
12459	ditkikna	dit-kik-na	recompense-again-NMLZ
12460	pawmin	pawm-in	drink-INST
12461	sauzaw	sau-zaw	long-more
12462	kihelte	ki-hel-te	REFL-mingle-PL
12463	nehin	neh-in	cloud-INST
12464	phunsanna	phun-san-na	murmur-complaint-NMLZ
12465	ninpa	nin-pa	clean-NMLZ
12466	gulte	gul-te	serpent-PL
12467	nengcip	neng-cip	face-crush
12468	zuisuak	zui-suak	follow-out
12469	kaplet	kap-let	break-pierce
12470	pammaihsa	pam-maih-sa	zealous-face-PAST
12471	saksak	sak-sak	atonement-CAUS
12472	valh	valh	swallow
12473	hunun	hun-un	day-3PL
12474	kamciamnate	kam-ciam-na-te	mouth-vow-NMLZ-PL
12475	kamciamin	kam-ciam-in	mouth-vow-INST
12476	khenkhiat	khen-khiat	divide-out
12477	zawhpih	zawh-pih	subdue-with
12478	giahphualte	giah-phual-te	place-standard-PL
12479	peemte	peem-te	refuge-PL
12480	totsa	tot-sa	hear-PAST
12481	paupeengsak	pau-peeng-sak	speak-hard-CAUS
12482	khuazing	khua-zing	sky-dark
12483	minamdang	mi-nam-dang	person-nation-other
12484	khiasak	khia-sak	put.out-CAUS
12485	khalna	khal-na	chasten-NMLZ
12488	hehsa	heh-sa	angry-PRF
12490	kiimcip	ki-im-cip	REFL-destroy-INTENS
12491	dahlua	dah-lua	grieve-too
12492	louih	lo-uih	garlic-leek
12493	hawkkhia	hawk-khia	strip-out
12494	zumhuaipi	zum-huai-pi	unclean-mix-great
12495	haksapi	hak-sa-pi	difficult-PAST-great
12496	kigaih	ki-gaih	REFL-chew
12497	liaktum	liak-tum	lick-up
12498	dawhsa	dawh-sa	draw-PAST
12499	sungtum	sung-tum	inside-ask
12500	phulapa	phula-pa	avenger-NMLZ
12501	kimaituahin	ki-mai-tuah-in	REFL-face-do-INST
12502	tamvei	tam-vei	many-stripes
12503	kinengniamin	ki-neng-niam-in	REFL-grope-feel-INST
12504	kikzo	kik-zo	again-able
12505	lamteng	lam-teng	direction-all
12506	sualphah	sual-phah	turn-in
12507	hutpih	hut-pih	save-with
12508	kisuahin	ki-suah-in	REFL-ambush-INST
12509	ginazaw	gina-zaw	better-more
12510	tasel	ta-sel	child-seek
12511	botsat	bot-sat	break-thread
12512	busim	bu-sim	rope-new
12513	kimet	ki-met	REFL-shave
12514	kimawl	ki-mawl	REFL-sport
12515	thahatte	tha-hat-te	strength-strong-PL
12516	thahloh	thah-loh	slay-NEG
12517	galphualah	gal-phual-ah	battle-place-LOC
12518	tuukhawk	tuu-khawk	sheep-cote
12519	phawktel	phawk-tel	perceive-know
12520	hepkhiat	hep-khiat	depart-out
12521	madawkin	ma-dawkin	that-reason
12522	tawmlua	tawm-lua	little-too
12523	zongzaw	zong-zaw	more-more
12524	taisuk	tai-suk	cross-over
12525	kilinggawp	ki-ling-gawp	REFL-shake-INTENS
12526	sugawpzo	su-gawp-zo	leap-INTENS-able
12527	suangseek	suang-seek	stone-hew
12528	kidap	ki-dap	REFL-carve
12529	lamnop	lam-nop	desire-pleasant
12530	olsak	ol-sak	easy-CAUS
12531	kilin	ki-lin	REFL-shake
12532	hawklam	hawk-lam	trench-path
12533	kithakhauhsak	ki-tha-kauh-sak	REFL-strength-strong-CAUS
12534	kihepkhiat	ki-hep-khiat	REFL-depart-out
12535	thep	thep	wound
12537	gan	gan	bear
12538	tul	tul	foot
12539	pipi	pi-pi	grind-REDUP
12540	gal	gal	enemy/war
12541	kidona	kidona	sword
12542	galkidona	gal-kidona	war-sword
12543	leung	le-ung	would.God-OPTATIVE
12544	sealt	se-alt	beast-island
12545	kua	kua	who
12546	kiattan	ki-at-tan	REFL-offer-closely
12547	pho	pho	spread
12548	bum	bum	charm
12549	tawhkuang	tawh-kuang	burn-foundation
12550	el	el	provoke
12551	kingeinaseh	ki-ngei-na-seh	REFL-prove-NMLZ-try
12552	tupa	tu-pa	son-NMLZ
12553	lelh	lelh	defeat
12554	guiawk	gui-awk	saddle-go
12555	suih	suih	hew
12556	meigongnu	meigong-nu	widow-F
12557	poding	po-ding	juniper-tree
12558	lelhlam	lelh-lam	break-through
12559	teekta	teek-ta	old-already
12560	koimah	koi-mah	whither-EMPH
12561	eklei	ek-lei	dung-field
12562	kitai	ki-tai	REFL-birth
12563	sulet	su-let	break-up
12564	seng	seng	finish
12565	guahzuk	guah-zuk	transgress-much
12566	kikhuak	ki-khuak	REFL-dig
12567	khusa	khu-sa	feast-make
12568	daai	daai	hedge
12569	kiseelcip	ki-seel-cip	REFL-hide-INTENS
12570	leen	leen	spark
12571	kihencip	ki-hen-cip	REFL-stop-INTENS
12572	taangzaw	taang-zaw	clear-more
12573	bulsum	bul-sum	root-stock
12574	kigimsak	ki-gim-sak	REFL-remove-CAUS
12575	kitunpih	ki-tun-pih	REFL-root-out
12576	git	git	bound
12577	kileizo	ki-lei-zo	REFL-get-able
12578	hawkguam	hawk-guam	cliff-cave
12579	lato	la-to	drop-small
12580	khihcip	khih-cip	hide-INTENS
12581	kihihsakpih	ki-hih-sak-pih	REFL-remember-CAUS-with
12582	kidikdik	ki-dik-dik	REFL-bow-REDUP
12583	gawisan	gawi-san	mock-feast
12584	kisosuah	ki-so-suah	REFL-stir-up
12585	thokikzo	tho-kik-zo	rise-again-able
12586	kigual	ki-gual	REFL-entreat
12587	kihai	ki-hai	REFL-approve
12588	gulpi	gul-pi	serpent-great
12589	sungsuk	sung-suk	inside-pour
12590	kikumkum	ki-kum-kum	REFL-counsel-REDUP
12591	tawdat	taw-dat	cup-full
12592	galkido	gal-ki-do	battle-REFL-turn
12593	taklama	tak-lam-a	right-hand-LOC
12594	gilvahsak	gil-vah-sak	wheat-feed-CAUS
12595	kitahkhak	ki-tah-khak	REFL-bear-up
12596	kitawhkuang	ki-tawh-kuang	REFL-burn-kindle
12597	thazaw	tha-zaw	strength-more
12598	haksazaw	hak-sa-zaw	difficult-PAST-more
12599	sotto	so-tto	go-come
12600	kuncip	kun-cip	eye-INTENS
12601	lamka	lam-ka	way-high
12602	kiphawkphawk	ki-phawk-phawk	REFL-remember-REDUP
12603	nguntang	ngun-tang	silver-choice
12604	leenmang	leen-mang	whirlwind-pass
12605	kipuk	ki-puk	REFL-fall
12606	kiphasakte	ki-pha-sak-te	REFL-save-CAUS-PL
12607	hauhnop	hauh-nop	oppress-increase
12608	tawipa	tawi-pa	form-NMLZ
12609	phengtat	pheng-tat	vision-perish
12610	kisilsiang	ki-sil-siang	REFL-wipe-clean
12611	hauzaw	hau-zaw	rich-more
12613	lihleh	lih-leh	cluster-vine
12614	tulh	tulh	lead
12615	zunek	zu-nek	wine-drink
12616	masuan	ma-suan	that-before
12617	kiliamsak	ki-liam-sak	REFL-hurt-CAUS
12618	suahtung	suah-tung	rise-upon
12619	kisusiacip	ki-su-sia-cip	REFL-break-destroy-INTENS
12620	kisiacip	ki-sia-cip	REFL-destroy-INTENS
12621	tumtakin	tum-tak-in	ease-true-INST
12622	zek	zek	vintage
12623	kizial	ki-zial	REFL-dissolve
12624	haipi	hai-pi	cup-big
12625	kituamkoih	ki-tuam-koih	REFL-stand-aside
12626	taisanzo	tai-san-zo	hold-water-able
12627	suam	suam	pollute
12628	koici	koi-ci	how-pardon
12629	kipaithang	ki-pai-thang	REFL-scatter-field
12630	teeng	teeng	linen
12631	kilehngat	ki-leh-ngat	REFL-depart-heart
12632	kipaidak	ki-pai-dak	REFL-cast-heat
12633	huhzo	huh-zo	breath-able
12634	kimudahtawm	ki-mudah-tawm	REFL-loathe-self
12635	kiphan	ki-phan	REFL-prosper
12636	lan	lan	fornication
12637	hehnateng	heh-na-teng	fury-NMLZ-pour
12638	lamkabom	lam-ka-bom	place-high-spoil
