word	freq	segmented	gloss
heuhau	2	heuhau	?
kiphelkek	2	kiphelkek	?
kisatkham	2	kisatkham	?
hawkkhiat	2	hawkkhiat	?
kitomtom	2	kitomtom	?
zep	2	zep	?
phialin	2	phialin	?
dotnop	2	dotnop	?
gahteng	2	gahteng	?
kininsaktawm	2	kininsaktawm	?
thopthopin	2	thopthopin	?
kihelkhawm	2	kihelkhawm	?
siangkik	2	siangkik	?
hanciamciam	2	hanciamciam	?
bethtogarmah	2	bethtogarmah	?
rods	2	rods	?
khrisolait	2	khrisolait	?
lengkhiamang	2	lengkhiamang	?
galpi	2	galpi	?
hauhnateng	2	hauhnateng	?
pelusium	2	pelusium	?
guamteng	2	guamteng	?
kuampi	2	kuampi	?
kigawi	2	kigawi	?
khimin	2	khimin	?
tualno	2	tualno	?
hethlon	2	hethlon	?
hauran	2	hauran	?
lampangteng	2	lampangteng	?
meribathkadesh	2	meribathkadesh	?
khungnung	2	khungnung	?
belteshazzar	2	belteshazzar	?
thanghuaisak	2	thanghuaisak	?
mangkhiat	2	mangkhiat	?
noteng	2	noteng	?
hencipsa	2	hencipsa	?
betashazzar	2	betashazzar	?
daang	2	daang	?
beteshazzar	2	beteshazzar	?
tekel	2	tekel	?
daanggawp	2	daanggawp	?
ulai	2	ulai	?
zuauphuah	2	zuauphuah	?
thaneihteng	2	thaneihteng	?
beikhin	2	beikhin	?
tuateng	2	tuateng	?
phiangsiah	2	phiangsiah	?
simkik	2	simkik	?
loruhamah	2	loruhamah	?
leenlak	2	leenlak	?
bet	2	bet	?
thalawhin	2	thalawhin	?
meeng	2	meeng	?
pettan	2	pettan	?
zuaksawn	2	zuaksawn	?
hawksuk	2	hawksuk	?
kiteenkhia	2	kiteenkhia	?
singkhuah	2	singkhuah	?
dawnkha	2	dawnkha	?
duhduhin	2	duhduhin	?
kiamsuk	2	kiamsuk	?
puksakzo	2	puksakzo	?
kisatlum	2	kisatlum	?
habakkuk	2	habakkuk	?
daicip	2	daicip	?
thakbawl	2	thakbawl	?
kidot	2	kidot	?
thawlpi	2	thawlpi	?
leenpih	2	leenpih	?
kithutuakin	2	kithutuakin	?
hadrak	2	hadrak	?
gimlawh	2	gimlawh	?
likkhiat	2	likkhiat	?
jekhoniah	2	jekhoniah	?
eliud	2	eliud	?
emmanuel	2	emmanuel	?
bulphuk	2	bulphuk	?
khuhlo	2	khuhlo	?
tasamsak	2	tasamsak	?
hangsan	2	hangsan	?
lawngsim	2	lawngsim	?
thaddeas	2	thaddeas	?
kituhteh	2	kituhteh	?
lamkabomah	2	lamkabomah	?
zuhai	2	zuhai	?
taiibawl	2	taiibawl	?
kilaklo	2	kilaklo	?
popah	2	popah	?
meikhukpi	2	meikhukpi	?
kizahtakin	2	kizahtakin	?
lehmut	2	lehmut	?
hopihpah	2	hopihpah	?
phawkthei	2	phawkthei	?
leikik	2	leikik	?
lohkhit	2	lohkhit	?
geh	2	geh	?
kithukim	2	kithukim	?
lengmasel	2	lengmasel	?
kithuapin	2	kithuapin	?
kilehhek	2	kilehhek	?
tunkhit	2	tunkhit	?
meitui	2	meitui	?
zeksak	2	zeksak	?
lohnapi	2	lohnapi	?
simmatin	2	simmatin	?
kikhawng	2	kikhawng	?
guai	2	guai	?
taisanmang	2	taisanmang	?
kithawh	2	kithawh	?
gethsemane	2	gethsemane	?
limnap	2	limnap	?
galzuih	2	galzuih	?
silhsakkik	2	silhsakkik	?
hualin	2	hualin	?
kinehlua	2	kinehlua	?
kikhawmkik	2	kikhawmkik	?
kipzo	2	kipzo	?
ngeiteng	2	ngeiteng	?
telzawh	2	telzawh	?
jairas	2	jairas	?
lehtai	2	lehtai	?
bui	2	bui	?
tangteng	2	tangteng	?
silhnuam	2	silhnuam	?
henkhit	2	henkhit	?
kinakko	2	kinakko	?
rufas	2	rufas	?
kitangsak	2	kitangsak	?
heli	2	heli	?
jannai	2	jannai	?
esli	2	esli	?
maath	2	maath	?
josek	2	josek	?
joda	2	joda	?
joanan	2	joanan	?
resa	2	resa	?
kosam	2	kosam	?
elmadam	2	elmadam	?
jorim	2	jorim	?
jonam	2	jonam	?
melea	2	melea	?
mahalaleel	2	mahalaleel	?
phatkim	2	phatkim	?
tuakkhia	2	tuakkhia	?
kiselcip	2	kiselcip	?
peksat	2	peksat	?
lamnawl	2	lamnawl	?
mawhzon	2	mawhzon	?
tuzaw	2	tuzaw	?
lamding	2	lamding	?
phengzat	2	phengzat	?
tunkhak	2	tunkhak	?
kuanta	2	kuanta	?
kilhcip	2	kilhcip	?
messiah	2	messiah	?
sifas	2	sifas	?
zuphung	2	zuphung	?
kisawlpa	2	kisawlpa	?
lehpei	2	lehpei	?
kigentawm	2	kigentawm	?
buannawi	2	buannawi	?
ngettawm	2	ngettawm	?
dengnuam	2	dengnuam	?
likkhia	2	likkhia	?
kituhin	2	kituhin	?
siangkhin	2	siangkhin	?
phawksakkik	2	phawksakkik	?
mantaktak	2	mantaktak	?
kizialin	2	kizialin	?
rabboni	2	rabboni	?
manzawk	2	manzawk	?
ngongbawl	2	ngongbawl	?
tabitha	2	tabitha	?
kilangsakkik	2	kilangsakkik	?
blastus	2	blastus	?
elymas	2	elymas	?
likaonia	2	likaonia	?
hermes	2	hermes	?
kigawlmek	2	kigawlmek	?
mysia	2	mysia	?
bithynia	2	bithynia	?
lydia	2	lydia	?
krispas	2	krispas	?
sosthenes	2	sosthenes	?
kimawhsak	2	kimawhsak	?
tangtut	2	tangtut	?
mnason	2	mnason	?
tertullas	2	tertullas	?
menzi	2	menzi	?
julias	2	julias	?
publias	2	publias	?
kigensia	2	kigensia	?
thokhawm	2	thokhawm	?
buppiak	2	buppiak	?
kilahkhiat	2	kilahkhiat	?
koppih	2	koppih	?
tavai	2	tavai	?
kipeh	2	kipeh	?
zungpi	2	zungpi	?
kimawhsakin	2	kimawhsakin	?
gimsakkhak	2	gimsakkhak	?
kihaza	2	kihaza	?
tangdinzo	2	tangdinzo	?
koleko	2	koleko	?
khuisasa	2	khuisasa	?
sehsaksa	2	sehsaksa	?
gimsakkha	2	gimsakkha	?
ettel	2	ettel	?
galati	2	galati	?
silanu	2	silanu	?
henla	2	henla	?
thokhawmsak	2	thokhawmsak	?
kihehpihin	2	kihehpihin	?
noptheih	2	noptheih	?
epafroditas	2	epafroditas	?
kisinsa	2	kisinsa	?
lawpin	2	lawpin	?
kicingzaw	2	kicingzaw	?
hymenaias	2	hymenaias	?
kisekin	2	kisekin	?
hauhtheih	2	hauhtheih	?
onesiforas	2	onesiforas	?
jannes	2	jannes	?
jambres	2	jambres	?
huhthei	2	huhthei	?
kisehtawm	2	kisehtawm	?
laibawl	2	laibawl	?
zualsakin	2	zualsakin	?
gahthei	2	gahthei	?
phawksakkikkik	2	phawksakkikkik	?
teeltuam	2	teeltuam	?
kipatcil	2	kipatcil	?
pergamum	2	pergamum	?
filadelfia	2	filadelfia	?
sehsawmsuah	2	sehsawmsuah	?
kitankhiasa	2	kitankhiasa	?
pishon	1	pishon	?
nod	1	nod	?
jabal	1	jabal	?
jubal	1	jubal	?
kipiansakin	1	kipiansakin	?
tukkhiat	1	tukkhiat	?
dodanim	1	dodanim	?
resen	1	resen	?
lasha	1	lasha	?
mash	1	mash	?
obal	1	obal	?
sefar	1	sefar	?
lanu	1	lanu	?
bera	1	bera	?
birsha	1	birsha	?
shinab	1	shinab	?
shemeber	1	shemeber	?
elparan	1	elparan	?
zuzim	1	zuzim	?
shavehkiriathaim	1	shavehkiriathaim	?
hobah	1	hobah	?
shaveh	1	shaveh	?
zual	1	zual	?
kileipa	1	kileipa	?
lehkhak	1	lehkhak	?
taito	1	taito	?
suhsa	1	suhsa	?
khesed	1	khesed	?
hazo	1	hazo	?
jidlaf	1	jidlaf	?
reumah	1	reumah	?
tebah	1	tebah	?
gaham	1	gaham	?
tahash	1	tahash	?
bungsuk	1	bungsuk	?
leummim	1	leummim	?
kilaigawp	1	kilaigawp	?
tapeeng	1	tapeeng	?
bemeh	1	bemeh	?
noh	1	noh	?
kitosa	1	kitosa	?
phuahsa	1	phuahsa	?
esek	1	esek	?
shibah	1	shibah	?
judith	1	judith	?
manlan	1	manlan	?
tuahphasak	1	tuahphasak	?
kiphutin	1	kiphutin	?
moken	1	moken	?
kheh	1	kheh	?
kidawksak	1	kidawksak	?
khehsa	1	khehsa	?
khelkhin	1	khelkhin	?
guklam	1	guklam	?
jegarsahadutha	1	jegarsahadutha	?
suangkhuam	1	suangkhuam	?
khelpi	1	khelpi	?
pomcipin	1	pomcipin	?
nongek	1	nongek	?
lamnasa	1	lamnasa	?
elohe	1	elohe	?
elbethel	1	elbethel	?
benoni	1	benoni	?
shefo	1	shefo	?
hemdan	1	hemdan	?
hadar	1	hadar	?
domkhia	1	domkhia	?
kibalnen	1	kibalnen	?
khezib	1	khezib	?
kikhumin	1	kikhumin	?
kigukhia	1	kigukhia	?
mohlawh	1	mohlawh	?
vuikhia	1	vuikhia	?
theem	1	theem	?
tellam	1	tellam	?
dipsakin	1	dipsakin	?
pistakhio	1	pistakhio	?
moilai	1	moilai	?
kiheh	1	kiheh	?
ehi	1	ehi	?
rosh	1	rosh	?
mawkval	1	mawkval	?
kipaihpehsakin	1	kipaihpehsakin	?
phawng	1	phawng	?
kizaptelsak	1	kizaptelsak	?
pithom	1	pithom	?
kinenniam	1	kinenniam	?
shifrah	1	shifrah	?
phansak	1	phansak	?
kuangzawn	1	kuangzawn	?
tawisakin	1	tawisakin	?
kisawlgawp	1	kisawlgawp	?
elzafan	1	elzafan	?
elisheba	1	elisheba	?
putiel	1	putiel	?
dengtan	1	dengtan	?
kicingzo	1	kicingzo	?
masiah	1	masiah	?
tawmluat	1	tawmluat	?
mehteh	1	mehteh	?
bekbakin	1	bekbakin	?
kiciangto	1	kiciangto	?
tuumsakkik	1	tuumsakkik	?
dimval	1	dimval	?
dimlah	1	dimlah	?
kikaplum	1	kikaplum	?
biakkhop	1	biakkhop	?
vuhsak	1	vuhsak	?
zuakkik	1	zuakkik	?
tupkhiat	1	tupkhiat	?
piklup	1	piklup	?
kiguk	1	kiguk	?
tawlngasakin	1	tawlngasakin	?
teeksihsak	1	teeksihsak	?
kitokgawpsak	1	kitokgawpsak	?
liimsunin	1	liimsunin	?
kilaksa	1	kilaksa	?
guatsa	1	guatsa	?
gakkhawm	1	gakkhawm	?
kizim	1	kizim	?
kihelhsak	1	kihelhsak	?
onikha	1	onikha	?
galbanum	1	galbanum	?
dimsakkik	1	dimsakkik	?
tunsuk	1	tunsuk	?
kisawk	1	kisawk	?
takhialsak	1	takhialsak	?
phiatmai	1	phiatmai	?
lokhawh	1	lokhawh	?
khuksa	1	khuksa	?
bupkhat	1	bupkhat	?
kuakin	1	kuakin	?
kigeel	1	kigeel	?
kihelh	1	kihelh	?
sungvan	1	sungvan	?
heektat	1	heektat	?
taakkhiasak	1	taakkhiasak	?
tangkhai	1	tangkhai	?
kihangkeu	1	kihangkeu	?
kiciampak	1	kiciampak	?
heeksat	1	heeksat	?
kithehkhak	1	kithehkhak	?
kithehkha	1	kithehkha	?
taaubeelin	1	taaubeelin	?
kikiatin	1	kikiatin	?
meithau	1	meithau	?
kisemnen	1	kisemnen	?
tawlbawkpi	1	tawlbawkpi	?
thankik	1	thankik	?
noptuamin	1	noptuamin	?
phukhamin	1	phukhamin	?
kikiat	1	kikiat	?
kiatsakin	1	kiatsakin	?
kiatkhiat	1	kiatkhiat	?
teengin	1	teengin	?
kigakin	1	kigakin	?
kisunen	1	kisunen	?
tanga	1	tanga	?
kisungtawm	1	kisungtawm	?
hawkmai	1	hawkmai	?
langgen	1	langgen	?
kinailua	1	kinailua	?
maksa	1	maksa	?
kisunnapa	1	kisunnapa	?
khelbai	1	khelbai	?
elkul	1	elkul	?
gokhawm	1	gokhawm	?
lonawl	1	lonawl	?
kivaksuak	1	kivaksuak	?
dibri	1	dibri	?
kipoisak	1	kipoisak	?
hahin	1	hahin	?
kitanhkiksak	1	kitanhkiksak	?
haukikin	1	haukikin	?
tanhzo	1	tanhzo	?
emkhawm	1	emkhawm	?
tawitehin	1	tawitehin	?
kiphupai	1	kiphupai	?
pelhzah	1	pelhzah	?
kileinapa	1	kileinapa	?
kilosa	1	kilosa	?
lael	1	lael	?
zuriel	1	zuriel	?
meikhuam	1	meikhuam	?
teemsakin	1	teemsakin	?
teemsak	1	teemsak	?
silkhia	1	silkhia	?
teem	1	teem	?
kisiang	1	kisiang	?
kidinsak	1	kidinsak	?
gindan	1	gindan	?
lamhilh	1	lamhilh	?
sizo	1	sizo	?
kigozo	1	kigozo	?
kimanzo	1	kimanzo	?
hehsapi	1	hehsapi	?
rafu	1	rafu	?
sodi	1	sodi	?
gaddiel	1	gaddiel	?
susi	1	susi	?
gaddi	1	gaddi	?
gemalli	1	gemalli	?
shethur	1	shethur	?
vofsi	1	vofsi	?
makhi	1	makhi	?
geuel	1	geuel	?
kisatpuk	1	kisatpuk	?
kuantoh	1	kuantoh	?
siankik	1	siankik	?
khupnelhin	1	khupnelhin	?
nguumkhia	1	nguumkhia	?
vu	1	vu	?
gimbawl	1	gimbawl	?
suahkhiatsakin	1	suahkhiatsakin	?
kikhungsuk	1	kikhungsuk	?
sufa	1	sufa	?
vuahep	1	vuahep	?
kimuhsuk	1	kimuhsuk	?
dinlam	1	dinlam	?
kiriathhuzoth	1	kiriathhuzoth	?
zofim	1	zofim	?
kibum	1	kibum	?
tunai	1	tunai	?
sheth	1	sheth	?
suntangin	1	suntangin	?
kithatnu	1	kithatnu	?
kikhihtawm	1	kikhihtawm	?
zuautatsak	1	zuautatsak	?
tuusiah	1	tuusiah	?
pelhem	1	pelhem	?
sebam	1	sebam	?
beon	1	beon	?
lamgal	1	lamgal	?
bethharan	1	bethharan	?
ribnah	1	ribnah	?
hazaraddar	1	hazaraddar	?
khislon	1	khislon	?
elidad	1	elidad	?
jogli	1	jogli	?
efod	1	efod	?
shiftan	1	shiftan	?
pedahel	1	pedahel	?
taanggam	1	taanggam	?
daihual	1	daihual	?
taisa	1	taisa	?
suf	1	suf	?
dizahab	1	dizahab	?
phasakzo	1	phasakzo	?
tunpihsuk	1	tunpihsuk	?
tuleta	1	tuleta	?
beza	1	beza	?
siangkhiasakin	1	siangkhiasakin	?
teelzo	1	teelzo	?
tuulekeelno	1	tuulekeelno	?
kilim	1	kilim	?
kibuaisak	1	kibuaisak	?
moserah	1	moserah	?
sungtengun	1	sungtengun	?
beimangsakin	1	beimangsakin	?
siangkhiasak	1	siangkhiasak	?
simsakhi	1	simsakhi	?
zosakhi	1	zosakhi	?
dapphahin	1	dapphahin	?
kiliatsak	1	kiliatsak	?
ga	1	ga	?
kikhongin	1	kikhongin	?
phula	1	phula	?
meidawilawh	1	meidawilawh	?
kithahlam	1	kithahlam	?
tangban	1	tangban	?
kigankhawm	1	kigankhawm	?
liausak	1	liausak	?
heisakzaw	1	heisakzaw	?
tulzum	1	tulzum	?
kineubawl	1	kineubawl	?
kikaih	1	kikaih	?
bengkhia	1	bengkhia	?
kingawh	1	kingawh	?
ngekin	1	ngekin	?
kiptaka	1	kiptaka	?
ngunlekham	1	ngunlekham	?
khuzaw	1	khuzaw	?
mangkikin	1	mangkikin	?
laitengun	1	laitengun	?
lehdozaw	1	lehdozaw	?
guahmal	1	guahmal	?
hupsakin	1	hupsakin	?
taisakzo	1	taisakzo	?
kikholin	1	kikholin	?
kihuhsak	1	kihuhsak	?
taatin	1	taatin	?
tawksak	1	tawksak	?
gallam	1	gallam	?
lamzan	1	lamzan	?
sunlezanin	1	sunlezanin	?
liatsak	1	liatsak	?
lomkhatin	1	lomkhatin	?
haaraloth	1	haaraloth	?
tumsuak	1	tumsuak	?
kuantosakin	1	kuantosakin	?
gimtosak	1	gimtosak	?
shebarim	1	shebarim	?
lehdelh	1	lehdelh	?
lik	1	lik	?
tualsuak	1	tualsuak	?
kiphop	1	kiphop	?
hoham	1	hoham	?
piram	1	piram	?
liknelh	1	liknelh	?
horam	1	horam	?
gunkuam	1	gunkuam	?
galzawh	1	galzawh	?
phellang	1	phellang	?
geder	1	geder	?
lasharon	1	lasharon	?
shimronmeron	1	shimronmeron	?
mearah	1	mearah	?
bethbaalmeon	1	bethbaalmeon	?
shahar	1	shahar	?
reke	1	reke	?
ramathmizpeh	1	ramathmizpeh	?
betonim	1	betonim	?
bethharam	1	bethharam	?
jearim	1	jearim	?
khesalon	1	khesalon	?
shikkeron	1	shikkeron	?
mongciik	1	mongciik	?
jagur	1	jagur	?
dimonah	1	dimonah	?
hazorhadattah	1	hazorhadattah	?
hazargaddah	1	hazargaddah	?
heshmon	1	heshmon	?
biziothiah	1	biziothiah	?
khesil	1	khesil	?
lebaoth	1	lebaoth	?
shilhim	1	shilhim	?
gederothaim	1	gederothaim	?
zenan	1	zenan	?
hadashah	1	hadashah	?
dilean	1	dilean	?
lahmam	1	lahmam	?
khitlish	1	khitlish	?
dannah	1	dannah	?
kiriathsannah	1	kiriathsannah	?
eshtemoh	1	eshtemoh	?
eshan	1	eshan	?
janim	1	janim	?
bethtappuah	1	bethtappuah	?
jokdeam	1	jokdeam	?
halhul	1	halhul	?
maarath	1	maarath	?
bethanoth	1	bethanoth	?
eltekon	1	eltekon	?
sekakah	1	sekakah	?
taanathshiloh	1	taanathshiloh	?
halek	1	halek	?
geliloth	1	geliloth	?
emekkeziz	1	emekkeziz	?
khefarammoni	1	khefarammoni	?
ofni	1	ofni	?
mozah	1	mozah	?
taralah	1	taralah	?
haelef	1	haelef	?
bethul	1	bethul	?
bethmarkaboth	1	bethmarkaboth	?
hazarsusah	1	hazarsusah	?
bethlebaoth	1	bethlebaoth	?
sharuhen	1	sharuhen	?
mareal	1	mareal	?
dabbesheth	1	dabbesheth	?
khislothtabor	1	khislothtabor	?
ethkazin	1	ethkazin	?
hannathon	1	hannathon	?
khesulloth	1	khesulloth	?
hafaraim	1	hafaraim	?
shion	1	shion	?
rabbith	1	rabbith	?
ebez	1	ebez	?
remeth	1	remeth	?
bethpazzez	1	bethpazzez	?
shahazumah	1	shahazumah	?
hali	1	hali	?
beten	1	beten	?
shihorlibnath	1	shihorlibnath	?
bethemek	1	bethemek	?
ebron	1	ebron	?
mahalab	1	mahalab	?
helef	1	helef	?
hukkok	1	hukkok	?
zer	1	zer	?
hammath	1	hammath	?
rakkath	1	rakkath	?
horem	1	horem	?
jehud	1	jehud	?
beneberak	1	beneberak	?
mejarkon	1	mejarkon	?
rakkon	1	rakkon	?
kibzaim	1	kibzaim	?
beeshterah	1	beeshterah	?
hammothdor	1	hammothdor	?
dimnah	1	dimnah	?
lehnawt	1	lehnawt	?
taikeeksak	1	taikeeksak	?
kitron	1	kitron	?
helbah	1	helbah	?
harheres	1	harheres	?
lehgamtat	1	lehgamtat	?
timnathheres	1	timnathheres	?
sialun	1	sialun	?
siahsun	1	siahsun	?
lappidoth	1	lappidoth	?
khuhkik	1	khuhkik	?
meroz	1	meroz	?
khetbuk	1	khetbuk	?
phelkhamin	1	phelkhamin	?
dawksakin	1	dawksakin	?
kiphelsak	1	kiphelsak	?
kilumletin	1	kilumletin	?
zererah	1	zererah	?
bethshittah	1	bethshittah	?
tabbath	1	tabbath	?
kuansukin	1	kuansukin	?
kuancil	1	kuancil	?
bingphawn	1	bingphawn	?
heres	1	heres	?
suun	1	suun	?
laigui	1	laigui	?
elberith	1	elberith	?
dengkham	1	dengkham	?
sunletin	1	sunletin	?
laamsa	1	laamsa	?
halnelh	1	halnelh	?
shibboleth	1	shibboleth	?
sibboleth	1	sibboleth	?
moliah	1	moliah	?
kimatsakin	1	kimatsakin	?
ramathlehi	1	ramathlehi	?
komdep	1	komdep	?
dimkikin	1	dimkikin	?
botto	1	botto	?
sorek	1	sorek	?
kicimsuk	1	kicimsuk	?
kiguksak	1	kiguksak	?
taamkik	1	taamkik	?
tumgawp	1	tumgawp	?
galsiam	1	galsiam	?
kivattuk	1	kivattuk	?
kikalsung	1	kikalsung	?
gidom	1	gidom	?
kidelhin	1	kidelhin	?
lebonah	1	lebonah	?
suahloh	1	suahloh	?
tunitak	1	tunitak	?
lialua	1	lialua	?
mara	1	mara	?
kuankha	1	kuankha	?
tawmsakin	1	tawmsakin	?
tawisa	1	tawisa	?
dokkhia	1	dokkhia	?
kuankhop	1	kuankhop	?
suantheih	1	suantheih	?
leemin	1	leemin	?
leem	1	leem	?
kiptheih	1	kiptheih	?
gaisakin	1	gaisakin	?
ramathaimzofim	1	ramathaimzofim	?
ngetsa	1	ngetsa	?
thotosak	1	thotosak	?
sunsuk	1	sunsuk	?
kithausakin	1	kithausakin	?
thalpukin	1	thalpukin	?
kizato	1	kizato	?
buaisakgawp	1	buaisakgawp	?
bethkar	1	bethkar	?
bekorath	1	bekorath	?
zeror	1	zeror	?
thacingzaw	1	thacingzaw	?
shalisha	1	shalisha	?
shaalim	1	shaalim	?
tuakpah	1	tuakpah	?
zelzah	1	zelzah	?
elohim	1	elohim	?
sot	1	sot	?
huathuai	1	huathuai	?
kipsaksuak	1	kipsaksuak	?
kizomsuak	1	kizomsuak	?
tuzum	1	tuzum	?
bozez	1	bozez	?
seneh	1	seneh	?
dawkin	1	dawkin	?
leivang	1	leivang	?
tawnlang	1	tawnlang	?
tamzo	1	tamzo	?
telaim	1	telaim	?
susiakhawm	1	susiakhawm	?
lehzuihkik	1	lehzuihkik	?
thaksuakin	1	thaksuakin	?
efesdammim	1	efesdammim	?
teibul	1	teibul	?
lawngpi	1	lawngpi	?
teipak	1	teipak	?
otsanin	1	otsanin	?
kinaih	1	kinaih	?
makaipi	1	makaipi	?
upen	1	upen	?
kuanzo	1	kuanzo	?
suangmai	1	suangmai	?
teikhawh	1	teikhawh	?
shaarim	1	shaarim	?
silhlai	1	silhlai	?
gualnuamin	1	gualnuamin	?
tunzaw	1	tunzaw	?
seku	1	seku	?
taipak	1	taipak	?
kiciampha	1	kiciampha	?
kiheikhial	1	kiheikhial	?
dahzaw	1	dahzaw	?
kitunin	1	kitunin	?
kui	1	kui	?
hereth	1	hereth	?
dotsakin	1	dotsakin	?
tailam	1	tailam	?
kiteltak	1	kiteltak	?
zongkhia	1	zongkhia	?
gegupi	1	gegupi	?
lotkhiat	1	lotkhiat	?
phulak	1	phulak	?
helsak	1	helsak	?
maok	1	maok	?
girzi	1	girzi	?
tawnpuk	1	tawnpuk	?
meekin	1	meekin	?
sifmoth	1	sifmoth	?
borashan	1	borashan	?
dawtletin	1	dawtletin	?
dawtlet	1	dawtlet	?
kithakhauhsakin	1	kithakhauhsakin	?
dawt	1	dawt	?
helkathhazzurim	1	helkathhazzurim	?
lee	1	lee	?
lengsuak	1	lengsuak	?
khileab	1	khileab	?
vundawn	1	vundawn	?
taksuak	1	taksuak	?
sirah	1	sirah	?
ho	1	ho	?
susiazaw	1	susiazaw	?
lathuah	1	lathuah	?
kuantokik	1	kuantokik	?
perezuzzah	1	perezuzzah	?
methegammah	1	methegammah	?
betah	1	betah	?
berothai	1	berothai	?
kiatkhiatsak	1	kiatkhiatsak	?
huat	1	huat	?
kipasalsak	1	kipasalsak	?
kivat	1	kivat	?
jerubbesheth	1	jerubbesheth	?
zothawhin	1	zothawhin	?
kilungkhamsak	1	kilungkhamsak	?
kimatheih	1	kimatheih	?
jedidiah	1	jedidiah	?
kilungnuamsak	1	kilungnuamsak	?
mawhpeng	1	mawhpeng	?
gih	1	gih	?
khuhsa	1	khuhsa	?
phehkeu	1	phehkeu	?
kitawldamsak	1	kitawldamsak	?
kivalhtum	1	kivalhtum	?
shobi	1	shobi	?
bepi	1	bepi	?
taisuakin	1	taisuakin	?
ngel	1	ngel	?
kikang	1	kikang	?
makhelh	1	makhelh	?
taizia	1	taizia	?
kivil	1	kivil	?
kidokik	1	kidokik	?
gob	1	gob	?
jaareoregim	1	jaareoregim	?
phiasakin	1	phiasakin	?
galsimzia	1	galsimzia	?
sunlet	1	sunlet	?
tuankhamin	1	tuankhamin	?
laphuak	1	laphuak	?
kilawng	1	kilawng	?
tahkhemon	1	tahkhemon	?
joshebbasshebeth	1	joshebbasshebeth	?
tawikhia	1	tawikhia	?
hanzia	1	hanzia	?
elika	1	elika	?
mebunnai	1	mebunnai	?
heleb	1	heleb	?
jashen	1	jashen	?
sharar	1	sharar	?
hehkik	1	hehkik	?
tamngaikop	1	tamngaikop	?
thawnkham	1	thawnkham	?
heksuk	1	heksuk	?
psap	1	psap	?
thahzawh	1	thahzawh	?
delhphahkha	1	delhphahkha	?
shisha	1	shisha	?
elihoref	1	elihoref	?
benhur	1	benhur	?
bendeker	1	bendeker	?
makaz	1	makaz	?
elonbethhanan	1	elonbethhanan	?
benhesed	1	benhesed	?
benabinadab	1	benabinadab	?
tafath	1	tafath	?
bengeber	1	bengeber	?
tifsah	1	tifsah	?
mahol	1	mahol	?
darda	1	darda	?
bungpi	1	bungpi	?
suangseeksa	1	suangseeksa	?
kikhepin	1	kikhepin	?
tukimin	1	tukimin	?
limliam	1	limliam	?
peikual	1	peikual	?
tawiteh	1	tawiteh	?
ethanim	1	ethanim	?
kikhakcipin	1	kikhakcipin	?
kilahsa	1	kilahsa	?
kibia	1	kibia	?
mokenin	1	mokenin	?
rezon	1	rezon	?
zeruah	1	zeruah	?
silhtawm	1	silhtawm	?
leilulam	1	leilulam	?
pusawn	1	pusawn	?
hezion	1	hezion	?
tabrimmon	1	tabrimmon	?
kihalnelhin	1	kihalnelhin	?
ethbaal	1	ethbaal	?
mohneu	1	mohneu	?
kilaktawm	1	kilaktawm	?
kisupaisa	1	kisupaisa	?
dimzawh	1	dimzawh	?
taansa	1	taansa	?
petlum	1	petlum	?
taisuah	1	taisuah	?
phelvat	1	phelvat	?
kideng	1	kideng	?
kidengin	1	kidengin	?
pomlai	1	pomlai	?
mehbeel	1	mehbeel	?
farpar	1	farpar	?
kitankhiat	1	kitankhiat	?
bidkar	1	bidkar	?
bethhaggan	1	bethhaggan	?
gur	1	gur	?
taizo	1	taizo	?
siakkhiat	1	siakkhiat	?
pelemsak	1	pelemsak	?
ekbuk	1	ekbuk	?
siakkhia	1	siakkhia	?
sur	1	sur	?
vutvang	1	vutvang	?
silla	1	silla	?
jozakar	1	jozakar	?
simzel	1	simzel	?
jerusha	1	jerusha	?
kuthah	1	kuthah	?
kuth	1	kuth	?
tartak	1	tartak	?
hepkhiatsakin	1	hepkhiatsakin	?
lehnawhzo	1	lehnawhzo	?
hefzibah	1	hefzibah	?
meshullemeth	1	meshullemeth	?
jotbah	1	jotbah	?
haruz	1	haruz	?
jedidah	1	jedidah	?
harhas	1	harhas	?
khinkhiat	1	khinkhiat	?
zebidah	1	zebidah	?
rumah	1	rumah	?
rodanim	1	rodanim	?
homam	1	homam	?
shefi	1	shefi	?
hamran	1	hamran	?
jaakan	1	jaakan	?
tunu	1	tunu	?
dara	1	dara	?
khelubai	1	khelubai	?
raddai	1	raddai	?
ozem	1	ozem	?
jerioth	1	jerioth	?
jesher	1	jesher	?
bunah	1	bunah	?
oren	1	oren	?
maaz	1	maaz	?
eker	1	eker	?
molid	1	molid	?
jorkeam	1	jorkeam	?
jahdai	1	jahdai	?
regem	1	regem	?
geshan	1	geshan	?
sheber	1	sheber	?
tirhanah	1	tirhanah	?
makbenah	1	makbenah	?
gibea	1	gibea	?
shalma	1	shalma	?
bethgader	1	bethgader	?
haref	1	haref	?
haroeh	1	haroeh	?
menuhoth	1	menuhoth	?
puth	1	puth	?
shumath	1	shumath	?
tirath	1	tirath	?
makhiram	1	makhiram	?
shenazzar	1	shenazzar	?
hoshama	1	hoshama	?
hashubah	1	hashubah	?
ohel	1	ohel	?
hasadiah	1	hasadiah	?
jushabhesed	1	jushabhesed	?
lahad	1	lahad	?
hazzeleponi	1	hazzeleponi	?
temeni	1	temeni	?
haahashtari	1	haahashtari	?
