surface_form	normalized_form	lemma	segmentation	gloss	pos	frequency	first_verse	sample_verses	is_ambiguous	status
patpuan	patpuan	patpuan	patpuan	weave	V	2	23019009	23019009|24013001	0	auto
Khuapi,”	khuapi,”	khua	khua-pi	village-big	N	2	23019018	23019018|66017005	0	auto
kheguak	kheguak	kheguak	kheguak	barefoot	V	2	23020002	23020002|23020003	0	auto
kopkopin	kopkopin	kopkopin	kopkopin	chariot	V	2	23021007	23021007|23021009	0	auto
thaltawi	thaltawi	thaltawi	thaltawi	archer	V	2	23021017	23021017|24050029	0	auto
khaina-ah	khaina-ah	khai	khai-na-ah	hold-NMLZ-LOC	N	2	23022024	23022024|24032010	0	auto
khansuah	khansuah	khansuah	khansuah	bring.forth	V	2	23023004	23023004|44007021	0	auto
“Sidon	“sidon	sidon	Sidon	SIDON	UNK	2	23023012	23023012|26028022	0	auto
keutumin	keutumin	keutumin	keutumin	mourn	V	2	23024007	23024007|42012028	0	auto
khuisa	khuisa	khui	khui-sa	breath-emit	N	2	23024007	23024007|26021006	0	auto
mutgawp	mutgawp	mutgawp	mutgawp	drive.back	V	2	23024020	23024020|26013011	0	auto
votsak	votsak	vot	vot-sak	vote-CAUS	V	2	23025005	23025005|42016024	0	auto
ciil	ciil	ciil	ciil	refined	V	2	23025006	23025006|23025006	0	auto
kizahkona	kizahkona	zahkona	ki-zahkona	REFL-distress	V	2	23025008	23025008|54006004	0	auto
Tuipeek	tuipeek	tui	tui-peek	water-swim	N	2	23025011	23025011|44027043	0	auto
suakmangkhin	suakmangkhin	suak	suak-mang-khin	become-dream-IMM	V	2	23025012	23025012|23042022	0	auto
tamkim	tamkim	tamkim	tamkim	upright	V	2	23026007	23026007|23040004	0	auto
migit	migit	mi	mi-git	hatred	N	2	23026010	23026010|45011022	0	auto
sepsakna	sepsakna	sepsak	sepsak-na	serve-NMLZ	V	2	23026012	23026012|42008039	0	auto
kilakkhiatsak	kilakkhiatsak	lakkhiat	ki-lakkhiat-sak	REFL-snatch-CAUS	V	2	23027009	23027009|27004031	0	auto
kheuh	kheuh	kheuh	kheuh	branch	V	2	23027010	23027010|33003002	0	auto
theipal	theipal	thei	thei-pal	know-fade	V	2	23028004	23028004|26027017	0	auto
lo-in	lo-in	lo	lo-in	NEG-ERG	FUNC	2	23028004	23028004|26036009	0	auto
masala	masala	masala	masala	cummin	UNK	2	23028025	23028025|40023023	0	auto
Masalate	masalate	masala	masala-te	fitches-PL	UNK	2	23028027	23028027|23028027	0	auto
kicil	kicil	cil	ki-cil	REFL-beginning	UNK	2	23028027	23028027|66014020	0	auto
lehlamin	lehlamin	lehlamin	lehlamin	upside.down	V	2	23029016	23029016|65001004	0	auto
siahin	siahin	sia	siah-in	decay.II-CVB	V	2	23029019	23029019|40022019	0	auto
zuauthei	zuauthei	zuauthei	zuauthei	liar	V	2	23030009	23030009|56001012	0	auto
cipna	cipna	cip	cip-na	besiege-NMLZ	N	2	23030014	23030014|58011030	0	auto
meikhuka	meikhuka	meikhuka	meikhuka	hearth	V	2	23030014	23030014|24036022	0	auto
Daitakin	daitakin	daitakin	Daitakin	quietly	N	2	23030015	23030015|23033020	0	auto
vum	vum	vum	vum	breath	V	2	23030033	23030033|34003003	0	auto
gensate	gensate	gen	gen-sa-te	speak-flesh-PL	V	2	23031002	23031002|24039016	0	auto
muatmang	muatmang	mu	mu-at-mang	see.I-cut-COMPL	V	2	23034004	23034004|38014012	0	auto
pulhin	pulhin	pulh	pulh-in	fall-CVB	V	2	23034004	23034004|59001011	0	auto
kultaltui	kultaltui	kul	kul-tal-tui	pitch-water	N	2	23034009	23034009|23034009	0	auto
gamsimtham	gamsimtham	gamsimtham	gamsimtham	confusion	V	2	23034011	23034011|24051029	0	auto
palhkhia	palhkhia	palhkhia	palhkhia	blossom	V	2	23035001	23035001|23035002	0	auto
saipa	saipa	saipa	saipa	steward	V	2	23036003	23036003|23037002	0	auto
muangkha	muangkha	muangkha	muangkha	trust	V	2	23036015	23036015|28010013	0	auto
“Theigah	“theigah	theigah	Theigah	THEIGAH	UNK	2	23038021	23038021|24024003	0	auto
kitotam	kitotam	tot	ki-tot-am	circumcision-sink	V	2	23040004	23040004|42003005	0	auto
tuikulhte	tuikulhte	tui	tui-kulh-te	island-PL	N	2	23040015	23040015|66006014	0	auto
tehkak	tehkak	teh	teh-kak	measure-compare	V	2	23040018	23040018|45005015	0	auto
nu'ng	nu'ng	nung	nu'ng	COHORT	V	2	23041001	23041001|23050008	0	auto
dang	dang	dang	dang'	other.POSS	N	2	23042008	23042008|27003028	0	auto
“Sauveipi	“sauveipi	sauveipi	Sauveipi	flock	N	2	23042014	23042014|28003003	0	auto
mitsak	mitsak	mit	mit-sak	eye-CAUS	N	2	23043015	23043015|58011034	0	auto
Gamsate	gamsate	Gamsate	Gamsate	GAMSATE	PROP	2	23043019	23043019|27004021	0	auto
pulaksak	pulaksak	pulak	pulak-sak	declare-CAUS	N	2	23044007	23044007|28002017	0	auto
tawhin	tawhin	tawh	tawh-in	COM-ERG	FUNC	2	23044015	23044015|26022021	0	auto
lumta	lumta	lum	lum-ta	warm-PFV	N	2	23044016	23044016|26032021	0	auto
pialpih	pialpih	pialpih	pialpih	turn.aside	V	2	23044020	23044020|24023013	0	auto
“Egypt	“egypt	egypt	Egypt'	EGYPT.POSS	UNK	2	23045014	23045014|26030010	0	auto
“Minamte	“minamte	minamte	Minamte	MINAMTE	UNK	2	23045020	23045020|26039021	0	auto
puksukin	puksukin	puk	puk-suk-in	fall-down-ERG	UNK	2	23046001	23046001|43019030	0	auto
kikimsak	kikimsak	kikim	kikim-sak	cubit-CAUS	V	2	23046005	23046005|40020012	0	auto
seekpa	seekpa	seek	seek-pa	sweep-NMLZ.AG	V	2	23046006	23046006|45009020	0	auto
meigongin	meigongin	mei	mei-gong-in	widow-ERG	N	2	23047008	23047008|42002037	0	auto
mibum	mibum	mibum	mibum	sorcerer	V	2	23047009	23047009|27002002	0	auto
meigonna	meigonna	mei	mei-gon-na	fire-extinguished-NMLZ	N	2	23047009	23047009|23054004	0	auto
kikhualna	kikhualna	khual	ki-khual-na	REFL-guest-NMLZ	V	2	23048011	23048011|47004015	0	auto
kikoihin	kikoihin	koih	ki-koih-in	place-ERG	V	2	23049021	23049021|23052013	0	auto
Tankhiapa	tankhiapa	Tankhiapa	Tankhiapa	TANKHIAPA	PROP	2	23049026	23049026|23060016	0	auto
Dakto-in	dakto-in	dak	dak-to-in	look-CONT-ERG	V	2	23051006	23051006|43011041	0	auto
kosiatna	kosiatna	kosiat	kosiat-na	revile-NMLZ	V	2	23051007	23051007|60004014	0	auto
satzan	satzan	satzan	satzan	loose	V	2	23051009	23051009|26016040	0	auto
tokgawpin	tokgawpin	tokgawpin	tokgawpin	divide	V	2	23051015	23051015|26032002	0	auto
hawksak	hawksak	hawk	hawk-sak	roar-CAUS	N	2	23051015	23051015|24013026	0	auto
kihenna	kihenna	hen	ki-hen-na	REFL-tie-NMLZ	V	2	23052002	23052002|24002020	0	auto
genzak	genzak	gen	gen-zak	speak-proclaim	V	2	23052007	23052007|23052007	0	auto
beellekuang	beellekuang	beellekuang	beellekuang	dish	V	2	23052011	23052011|41007004	0	auto
dipkuasak	dipkuasak	dipkuasak	dipkuasak	sprinkle	V	2	23052015	23052015|25002022	0	auto
kisatnim	kisatnim	kisatnim	kisatnim	bruised	V	2	23053005	23053005|23053010	0	auto
kitenpih	kitenpih	tenpih	ki-tenpih	REFL-marry	N	2	23054001	23054001|23062004	0	auto
zineih	zineih	zineih	zineih	wed	V	2	23054006	23054006|66019007	0	auto
kawtsakin	kawtsakin	kawt	kawt-sak-in	water-CAUS-CVB	V	2	23055010	23055010|42007038	0	auto
kiget	kiget	kiget	kiget	eunuch	V	2	23056003	23056003|23056004	0	auto
suangmaite	suangmaite	suangmai	suangmai-te	smooth.stone-PL	V	2	23057006	23057006|23057006	0	auto
zuautatin	zuautatin	zuau	zuau-tat-in	lie-strike-CVB	N	2	23057011	23057011|28007004	0	auto
zik	zik	zik	zik	wife	V	2	23057014	23057014|23062010	0	auto
kisapnate	kisapnate	kisapna	kisapna-te	need-PL	V	2	23058010	23058010|44027003	0	auto
leiite	leiite	leii	leii-te	tongue-PL	V	2	23059003	23059003|38014012	0	auto
mihai-in	mihai-in	mihai	mihai-in	wise-ERG	N	2	23059015	23059015|47011016	0	auto
vakhute	vakhute	vakhu	vakhu-te	dove-PL	N	2	23060008	23060008|43002016	0	auto
tuttheih	tuttheih	tut	tut-theih	sleep-ABIL	V	2	23060011	23060011|46009023	0	auto
taksingte	taksingte	taksing	taksing-te	fir.tree-PL	V	2	23060013	23060013|26027005	0	auto
kimudah	kimudah	mudah	ki-mudah	REFL-easy	N	2	23060015	23060015|56003003	0	auto
Hotkhiatna	hotkhiatna	Hotkhiatna	Hotkhiatna	HOTKHIATNA	PROP	2	23060018	23060018|66019001	0	auto
zipi	zipi	zi	zi-pi	wife-AUG	N	2	23061010	23061010|23062005	0	auto
kituhte	kituhte	tu	ki-tuh-te	REFL-dispute-PL	V	2	23061011	23061011|29001017	0	auto
taankhiat	taankhiat	taankhiat	taankhiat	shine.forth	V	2	23062001	23062001|23062001	0	auto
khenkhamin	khenkhamin	khen	khen-kham-in	divide-forbid-CVB	V	2	23063012	23063012|24018007	0	auto
pialsakin	pialsakin	pial	pial-sak-in	stray-CAUS-CVB	V	2	23063017	23063017|48005007	0	auto
bangpi	bangpi	bang	bang-pi	what-big	FUNC	2	23064005	23064005|46003005	0	auto
voksa	voksa	vok	vok-sa	swine-PAST	N	2	23065004	23065004|23066017	0	auto
gopa	gopa	gopa	gopa	slay	V	2	23066003	23066003|23066003	0	auto
teepin	teepin	teep	teep-in	foreskin-ERG	N	2	23066009	23066009|23066012	0	auto
kipuakkhiat	kipuakkhiat	pua	ki-puak-khiat	REFL-send-AWAY	V	2	24001003	24001003|24027018	0	auto
kiimte-ah	kiimte-ah	kiim	kiim-te-ah	around-PL-LOC	V	2	24001015	24001015|24001015	0	auto
hawkgawp	hawkgawp	hawk	hawk-gawp	roar-INTENS	N	2	24002015	24002015|24025030	0	auto
cimin	cimin	cim	cim-in	pierce-CVB	V	2	24002015	24002015|26038020	0	auto
Tham	tham	tham	Tham	moreover	N	2	24002016	24002016|24003016	0	auto
singtawng	singtawng	singtawng	singtawng	stock	V	2	24002027	24002027|24003009	0	auto
suakzo	suakzo	suak	suak-zo	become-COMPL	V	2	24002030	24002030|24048039	0	auto
ziauziau	ziauziau	ziauziau	ziauziau	go.about	V	2	24002036	24002036|40013052	0	auto
khoppih	khoppih	khoppih	khoppih	lie.with	V	2	24003002	24003002|26046014	0	auto
goih	goih	goih	goih	visit	V	2	24003016	24003016|50004001	0	auto
mualsangte	mualsangte	mual	mual-sang-te'	mountain-high-PL.POSS	N	2	24003023	24003023|24017002	0	auto
paikhiazo	paikhiazo	pai	pai-khia-zo	go-exit-COMPL	V	2	24004007	24004007|41007029	0	auto
lauhuaipi	lauhuaipi	lau	lau-huai-pi	dread-big	N	2	24004008	24004008|24030024	0	auto
sunlum	sunlum	sunlum	sunlum	reach	V	2	24004010	24004010|38013003	0	auto
logam	logam	logam	logam	fruitful.place	V	2	24004026	24004026|26034029	0	auto
khensatsa	khensatsa	khen	khen-sat-sa	divide-strike-PAST	V	2	24004028	24004028|44004028	0	auto
sakzaw	sakzaw	sak	sak-zaw	cause-MORE	V	2	24005003	24005003|26003009	0	auto
gaihsak	gaihsak	gaih	gaih-sak	grieve-CAUS	V	2	24005017	24005017|24005017	0	auto
sumaimang	sumaimang	sum	sum-aimang	money-empty	N	2	24005018	24005018|26025007	0	auto
Kumpite	kumpite	Kumpite	Kumpite	KUMPITE	PROP	2	24006003	24006003|35001010	0	auto
kisuangthei	kisuangthei	suang	ki-suang-thei	REFL-pure-ABIL	N	2	24006015	24006015|24008012	0	auto
kithawithawi	kithawithawi	kithawithawi	kithawithawi	be.raised	V	2	24006022	24006022|24050041	0	auto
buluhte	buluhte	buluh	buluh-te'	troop-PL.POSS	UNK	2	24007011	24007011|41011017	0	auto
thuthu-in	thuthu-in	thu	thu-thu-in	word-REDUP-ERG	N	2	24007024	24007024|27011003	0	auto
mothakte	mothakte	mothakte	mothakte'	bride-PL.POSS	UNK	2	24007034	24007034|24033011	0	auto
tutu	tutu	tu~tu	tu~tu	act~REDUP	UNK	2	24008014	24008014|43009008	0	auto
thalpeu	thalpeu	thalpeu	thalpeu	bend	V	2	24009003	24009003|28007016	0	auto
kisinsak	kisinsak	kisin	kisin-sak	learn-CAUS	V	2	24009005	24009005|27001004	0	auto
ki-tha	ki-tha	tha	ki-tha	REFL-spread	N	2	24009022	24009022|24016004	0	auto
“Mipilte	“mipilte	mipilte	Mipilte	MIPILTE	UNK	2	24009023	24009023|46003019	0	auto
mettom	mettom	mettom	mettom	utmost.corner	V	2	24009026	24009026|24049032	0	auto
tuikhu	tuikhu	tuikhu	tuikhu	fountain	V	2	24010013	24010013|24051016	0	auto
maizumlawh	maizumlawh	mai	mai-zum-lawh	bow.down-spread	N	2	24010014	24010014|24051017	0	auto
haihuaipi	haihuaipi	haihuaipi	haihuaipi	vanity	V	2	24010015	24010015|24051018	0	auto
thuhkikna	thuhkikna	thu	thuh-kik-na	word.II-ITER-NMLZ	V	2	24011020	24011020|24050028	0	auto
khutlumin	khutlumin	khut	khut-lum-in	hand-warm-ERG	N	2	24011021	24011021|24019007	0	auto
kidem	kidem	dem	ki-dem	REFL-compete	V	2	24012005	24012005|45012010	0	auto
gammong	gammong	gammong	gammong	end	V	2	24012012	24012012|24048045	0	auto
botkhia-in	botkhia-in	bot	bot-khia-in	pluck-EXIT-ERG	V	2	24012017	24012017|24018007	0	auto
teen	teen	teen	teen	gird	UNK	2	24013004	24013004|43013005	0	auto
“Eufratis	“eufratis	eufratis	Eufratis	EUFRATIS	UNK	2	24013006	24013006|66009014	0	auto
kidik	kidik	dik	ki-dik	REFL-straight	N	2	24013017	24013017|26024017	0	auto
vekun	vekun	vekun	vekun	shut.up	V	2	24013019	24013019|26039023	0	auto
kibuan	kibuan	buan	ki-buan	REFL-clay	N	2	24013022	24013022|38014002	0	auto
keugawp	keugawp	keu	keu-gawp	dig-INTENS	N	2	24014004	24014004|30001002	0	auto
sazuk	sazuk	sazuk	sazuk	hind	V	2	24014005	24014005|25001006	0	auto
vakkhia	vakkhia	vak	vak-khia	walk-out	V	2	24014010	24014010|25004018	0	auto
buaksuk	buaksuk	buak	buak-suk	fight-DOWN	V	2	24014016	24014016|40026007	0	auto
Koi-ah	koi-ah	Koi-Ah	Koi-ah	KOI-AH	PROP	2	24015002	24015002|43016005	0	auto
mutmang	mutmang	mutmang	mutmang	fan	V	2	24015007	24015007|24018017	0	auto
hamsiat	hamsiat	ham	ham-siat	reproach	N	2	24015010	24015010|24025018	0	auto
hamsiatnate	hamsiatnate	ham	ham-siatna-te	full-destruction-PL	N	2	24015011	24015011|38005003	0	auto
leilaka	leilaka	lei	lei-lak-ah	earth-among-LOC	V	2	24016004	24016004|30003005	0	auto
dawnkhawm	dawnkhawm	dawn	dawn-khawm	top-COM	V	2	24016008	24016008|46010021	0	auto
ngabeng	ngabeng	ngabeng	ngabeng	fisherman	UNK	2	24016016	24016016|40004018	0	auto
tawnnate	tawnnate	tawn	tawn-na-te	meet-NMLZ-PL	N	2	24017015	24017015|44004029	0	auto
Buan	buan	buan	Buan	clay	N	2	24018004	24018004|24038022	0	auto
kiphitsan	kiphitsan	phitsan	ki-phitsan	REFL-hiss	V	2	24018016	24018016|24051037	0	auto
mulkim	mulkim	mulkim	mulkim	horrible	V	2	24018016	24018016|24049017	0	auto
ngetnate	ngetnate	nget	nget-na-te	request-NMLZ-PL	N	2	24018020	24018020|39001009	0	auto
kuam-ah	kuam-ah	kuam	kuam-ah	nobody	UNK	2	24019002	24019002|28001005	0	auto
thatnuamte	thatnuamte	that	that-nuam-te'	kill-want-PL.POSS	V	2	24019007	24019007|24022025	0	auto
phitsan	phitsan	phitsan	phitsan	hiss	V	2	24019008	24019008|24050013	0	auto
kolbulhna	kolbulhna	kolbulh	kolbulh-na	stocks-NMLZ	V	2	24020003	24020003|28011007	0	auto
kihuau	kihuau	hu	ki-hu-au	REFL-grandparent-male	UNK	2	24020010	24020010|42012003	0	auto
“Tapa	“tapa	ta	ta-pa	child-male	N	2	24020015	24020015|39001006	0	auto
maap	maap	maap	maap	afterward	V	2	24021007	24021007|24051003	0	auto
kidawngkik	kidawngkik	dawng	ki-dawng-kik	REFL-receive-ITER	V	2	24022009	24022009|30006010	0	auto
lung-am	lung-am	lung	lung-am	heart-feel	V	2	24022022	24022022|24031019	0	auto
kipaimang	kipaimang	pai	ki-pai-mang	REFL-go-COMPL	V	2	24022028	24022028|24022028	0	auto
Diktanna	diktanna	Diktanna	Diktanna	DIKTANNA	PROP	2	24023006	24023006|24033016	0	auto
kinuai	kinuai	nuai	ki-nuai	REFL-below	UNK	2	24023019	24023019|24030023	0	auto
nainai-in	nainai-in	nai~nai	nai~nai-in	hour~REDUP-ERG	UNK	2	24023019	24023019|24030023	0	auto
siangtakin	siangtakin	siang	siang-takin	holy-really	N	2	24023020	24023020|43001020	0	auto
zahkonate	zahkonate	zahkona	zahkona-te	distress-PL	V	2	24024009	24024009|24029018	0	auto
hailawh	hailawh	hailawh	hailawh	be.mad	V	2	24025016	24025016|24050038	0	auto
kithahlup	kithahlup	thah	ki-thah-lup	murder-bow.down	N	2	24025034	24025034|31001009	0	auto
biakinnpi-ah	biakinnpi-ah	biakinn	biakinn-pi-ah	temple-big-LOC	N	2	24026010	24026010|25001004	0	auto
Moresheth	moresheth	Moresheth	Moresheth	MORESHETH	PROP	2	24026018	24026018|33001001	0	auto
nusiatlai	nusiatlai	nusia	nusiat-lai	abandon.II-middle	V	2	24027018	24027018|24050020	0	auto
Azzur	azzur	azzur	Azzur'	AZZUR.POSS	UNK	2	24028001	24028001|26011001	0	auto
thupisim	thupisim	thu	thu-pi-sim	word-big-count	N	2	24029019	24029019|27011038	0	auto
Zedekiah-te	zedekiah-te	zedekiah	zedekiah-te	ZEDEKIAH-PL	UNK	2	24029021	24029021|24036012	0	auto
laikhakna	laikhakna	lai	lai-khak-na	middle-offspring-NMLZ	N	2	24029028	24029028|45015015	0	auto
kibuluh	kibuluh	kibuluh	kibuluh	spoil	V	2	24030016	24030016|31001006	0	auto
buh	buh	buh	buh	straw	UNK	2	24031012	24031012|42003017	0	auto
lungka	lungka	lung	lung-ka	heart-edge	V	2	24031022	24031022|42024038	0	auto
tawldamsak	tawldamsak	tawl	tawl-dam-sak	rest-CAUS	V	2	24031025	24031025|32004006	0	auto
loteng	loteng	loteng	loteng	field	V	2	24031040	24031040|40023024	0	auto
takpi-in	takpi-in	takpi	takpi-in	indeed-ERG	N	2	24032008	24032008|26022021	0	auto
Mahseiah	mahseiah	mahseiah	Mahseiah'	MAHSEIAH.POSS	UNK	2	24032012	24032012|24051059	0	auto
kileina	kileina	kilei	kilei-na	buy-NMLZ	V	2	24032012	24032012|24032016	0	auto
sawtveipi	sawtveipi	sawtveipi	sawtveipi	evidence	V	2	24032014	24032014|24035007	0	auto
kikhatsak	kikhatsak	kikhat	kikhat-sak	one.heart-CAUS	N	2	24032039	24032039|46001010	0	auto
khapsa	khapsa	khapsa	khapsa	promise	V	2	24032042	24032042|24033014	0	auto
khahkhiatsa	khahkhiatsa	khahkhiatsa	khahkhiatsa	let.go.free	V	2	24034011	24034011|24034016	0	auto
Gemariah	gemariah	gemariah	Gemariah'	GEMARIAH.POSS	UNK	2	24036010	24036010|24036011	0	auto
Gemariah	gemariah	Gemariah	Gemariah	GEMARIAH	PROP	2	24036012	24036012|24036025	0	auto
Kushi	kushi	kushi	Kushi'	KUSHI.POSS	UNK	2	24036014	24036014|36001001	0	auto
laitui	laitui	laitui	laitui	ink	V	2	24036018	24036018|47003003	0	auto
Jehukal	jehukal	Jehukal	Jehukal	JEHUKAL	PROP	2	24037003	24037003|24038001	0	auto
Irijah	irijah	Irijah	Irijah	IRIJAH	PROP	2	24037013	24037013|24037014	0	auto
dongsim	dongsim	dongsim	dongsim	ask.secretly	V	2	24037017	24037017|41009028	0	auto
thazawsak	thazawsak	tha	tha-zaw-sak	strength-leap-CAUS	N	2	24038004	24038004|36003016	0	auto
kimap	kimap	kimap	kimap	live	V	2	24038017	24038017|24038020	0	auto
genkhak	genkhak	gen	gen-khak	speak-RES	V	2	24038025	24038025|45014016	0	auto
thahlupsak	thahlupsak	thah	thah-lup-sak	slay-bow.down-CAUS	N	2	24039006	24039006|24052010	0	auto
khelkhiatsak	khelkhiatsak	khelkhiatsak	khelkhiatsak	put.out.eyes	V	2	24039007	24039007|24052011	0	auto
nan	nan	nan	nan	2PL	UNK	2	24041009	24041009|34003014	0	auto
Hoshaiah	hoshaiah	hoshaiah	Hoshaiah'	HOSHAIAH.POSS	UNK	2	24042001	24042001|24043002	0	auto
biakinnte	biakinnte	bia	biak-inn-te	temples	V	2	24043012	24043012|41013001	0	auto
ngaihmuang	ngaihmuang	ngai	ngaih-muang	think.II-calm	V	2	24043012	24043012|24049031	0	auto
mahmah	mahmah	mahmah	mahmah'	very.POSS	N	2	24044009	24044009|35002010	0	auto
koizaw	koizaw	koizaw	koizaw	stand	V	2	24044028	24044028|40027017	0	auto
noleno	noleno	noleno	noleno	cut.self	V	2	24047005	24047005|26020031	0	auto
Gamdangah	gamdangah	gam	gam-dang-ah	land-other-LOC	N	2	24048011	24048011|28009004	0	auto
Kerioth	kerioth	Kerioth	Kerioth	KERIOTH	PROP	2	24048024	24048024|30002002	0	auto
Kirheres	kirheres	Kirheres	Kirheres	KIRHERES	PROP	2	24048031	24048031|24048036	0	auto
bahgawp	bahgawp	bahgawp	bahgawp	fled	V	2	24048045	24048045|25002011	0	auto
mualsangte	mualsangte	mual	mual-sang-te	mountain-high-PL	N	2	24048045	24048045|28004013	0	auto
bangsakin	bangsakin	bangsakin	bangsakin	bring.again	V	2	24048047	24048047|24049006	0	auto
kisimin	kisimin	kisim	kisim-in	number-ERG	UNK	2	24049002	24049002|26026015	0	auto
simmawhsak	simmawhsak	sim	sim-mawh-sak	count-cause.sin	N	2	24049015	24049015|29002017	0	auto
Suangkeen	suangkeen	suang	suang-keen	stone-crag	N	2	24049016	24049016|30006012	0	auto
lonona-ah	lonona-ah	lo	lo-no-na-ah	NEG-obey-NMLZ-LOC	N	2	24049019	24049019|24050044	0	auto
taimangsak	taimangsak	tai	tai-mang-sak	rebuke-dream-CAUS	V	2	24049019	24049019|24050044	0	auto
kiluhgawp	kiluhgawp	luh	ki-luh-gawp	REFL-plunder-INTENS	V	2	24050010	24050010|26036035	0	auto
teeptum	teeptum	teeptum	teeptum	drive.away	V	2	24050017	24050017|28007009	0	auto
Pekod	pekod	Pekod	Pekod	PEKOD	PROP	2	24050021	24050021|26023023	0	auto
lencipin	lencipin	lencip	lencip-in	hold-CVB	V	2	24050033	24050033|66007001	0	auto
nuaimang	nuaimang	nu	nu-aimang	female-empty	N	2	24051003	24051003|25003066	0	auto
“Gal	“gal	gal	gal	enemy	N	2	24051027	24051027|40026055	0	auto
kiphamat	kiphamat	kiphamat	kiphamat	meet	V	2	24051031	24051031|41006031	0	auto
innsia	innsia	innsia	innsia	desolate	V	2	24051037	24051037|26013004	0	auto
sangpi-ah	sangpi-ah	sang	sang-pi-ah	high-great-LOC	N	2	24051053	24051053|31001004	0	auto
hanciamnate	hanciamnate	han	han-ciam-na-te	test-wrestle-NMLZ-PL	N	2	24051058	24051058|50002016	0	auto
taikhiasim	taikhiasim	taikhiasim	taikhiasim	flee	V	2	24052007	24052007|32001010	0	auto
kisuai	kisuai	kisuai	kisuai	pomegranate	V	2	24052022	24052022|26008010	0	auto
kauhkauh	kauhkauh	kauhkauh	kauhkauh	tears	V	2	25001002	25001002|27005006	0	auto
kawmsa-in	kawmsa-in	kawm	kawm-sa-in	sigh-PAST-ERG	N	2	25001011	25001011|26012018	0	auto
ngawngzangah	ngawngzangah	ngawng	ngawng-zang-ah	neck-use-LOC	N	2	25001014	25001014|28010011	0	auto
taangzo	taangzo	taang	taang-zo	beautiful-COMPL	UNK	2	25001014	25001014|40008006	0	auto
lunggimnate	lunggimnate	lunggimnate	lunggimnate	distress	V	2	25001020	25001020|25003034	0	auto
pekpak	pekpak	pekpak	pekpak	swoon	V	2	25002012	25002012|25004008	0	auto
tawpkhakna-ah	tawpkhakna-ah	tawp	tawp-khak-na-ah	end-offspring-NMLZ-LOC	V	2	25002017	25002017|27005021	0	auto
thuakkhin	thuakkhin	thuak	thuak-khin	suffer-IMM	V	2	25003001	25003001|43016011	0	auto
lohpipi-in	lohpipi-in	loh	loh-pi-pi-in	not-big-INTENS-ERG	UNK	2	25003015	25003015|25003015	0	auto
tanote	tanote	tano	tano-te	give.suck-PL	V	2	25004003	25004003|25004010	0	auto
keugaw-in	keugaw-in	keu	keu-gaw-in	dig-round-ERG	N	2	25004008	25004008|28004003	0	auto
kimkotteng	kimkotteng	kimkotteng	kimkotteng	brightness	V	2	26001004	26001004|26041008	0	auto
khepekte	khepekte	khepek	khepek-te	legs-PL	V	2	26001007	26001007|27002033	0	auto
Maitang	maitang	maitang	Maitang	forehead	N	2	26001008	26001008|26001010	0	auto
khupin	khupin	khupin	khupin	stretch	V	2	26001011	26001011|42004020	0	auto
khaging	khaging	khaging	khaging	noise	V	2	26001024	26001024|26001024	0	auto
khup	khup	khup	khup	pit	V	2	26001024	26001024|48003003	0	auto
heuhau	heuhau	heuhau	heuhau	amber	V	2	26001027	26001027|26008002	0	auto
dingtosak	dingtosak	ding	ding-to-sak	stand-sit-CAUS	V	2	26002002	26002002|44009041	0	auto
kaihnelh	kaihnelh	kaih	kaih-nelh	thorn-tangle	UNK	2	26002006	26002006|28002006	0	auto
dumte	dumte	dum	dum-te	siege.mound-PL	UNK	2	26004002	26004002|26021022	0	auto
sitawm	sitawm	sitawm	sitawm	die.of.itself	V	2	26004014	26004014|26044031	0	auto
bawng-ek	bawng-ek	bawng	bawng-ek	cattle-dung	N	2	26004015	26004015|26004015	0	auto
thehthangin	thehthangin	thehthang	thehthang-in	scatter-ERG	N	2	26005012	26005012|26013014	0	auto
kiphelkek	kiphelkek	phel	ki-phel-kek	REFL-break-INTENS	V	2	26006004	26006004|41013002	0	auto
kisatkham	kisatkham	sat	ki-sat-kham	strike-forbid	V	2	26006004	26006004|34002006	0	auto
hihlohlam	hihlohlam	hihlohlam	hihlohlam	in.vain	V	2	26006010	26006010|40016011	0	auto
hehsuahna	hehsuahna	hehsuah	hehsuah-na	provoke.jealousy-NMLZ	V	2	26008003	26008003|26008005	0	auto
mindaihuai	mindaihuai	min	min-dai-huai	eye-far-mix	N	2	26008006	26008006|26018024	0	auto
tovang	tovang	tovang	tovang	dig	V	2	26008008	26008008|26008008	0	auto
huate	huate	hua	hua-te	these-PL	V	2	26008017	26008017|41014070	0	auto
Saihadial	saihadial	Saihadial	Saihadial	SAIHADIAL	PROP	2	26009002	26009002|26010007	0	auto
khazap	khazap	khazap	khazap	touch	V	2	26010005	26010005|66009009	0	auto
thulamlakte	thulamlakte	thu	thu-lamlak-te	word-advisor-PL	N	2	26012014	26012014|33004009	0	auto
beibei	beibei	bei~bei	bei~bei	finish~REDUP	UNK	2	26012022	26012022|62002017	0	auto
kicipna	kicipna	cip	ki-cip-na	REFL-besiege-NMLZ	N	2	26013005	26013005|26022030	0	auto
hawkkhiat	hawkkhiat	hawkkhiat	hawkkhiat	strip	V	2	26013021	26013021|33003002	0	auto
theihnopte	theihnopte	thei	theih-nop-te	know.II-willing-PL	V	2	26014003	26014003|28004012	0	auto
naisan	naisan	isan	na-isan	2SG-own	V	2	26016006	26016006|26016022	0	auto
