item_type	item_id	verse_id	tedim_text	segmented	glossed	kjv_text	example_quality	word_count	sense_id	usage_type	function_match
lemma	sah	02019016	A ni thum ni zingsang ciangin van gingin khua phia a, mualtungah meii sahpi kai a, nakpitakin a ging peengkul kitum ahih manin giahphual a om mi khempeuh ling uh hi.	sah-pi	witness-big	And it came to pass on the third day in the morning, that there were thunders and lightnings, and a thick cloud upon the mount, and the voice of the trumpet exceeding loud; so that all the people that was in the camp trembled.	additional	31	sah.1	lexical	1
lemma	sah	02020021	Pasian' omna meii sah nai-ah Moses a pai laitakin mite a gamla-ah a ding uh hi.	sah	witness	And the people stood afar off, and Moses drew near unto the thick darkness where God was .	additional	16	sah.1	lexical	1
lemma	dalna	02026003	Dalna puan ngate khatlekhat kikhuituah ding hi.	dalna	hindrance	The five curtains shall be coupled together one to another; and other five curtains shall be coupled one to another.	shortest	7	dalna.1	lexical	1
lemma	dalna	02026002	Dalna puan a dung pi sawmli le pi nih hi ding a, dalna puan a vai pi guk hi ding hi. Dalna puan khempeuh kikim ciat ding hi.	dalna	hindrance	The length of one curtain shall be eight and twenty cubits, and the breadth of one curtain four cubits: and every one of the curtains shall have one measure.	transparent	28	dalna.1	lexical	1
lemma	dalna	02019012	Nangmah in mite a dingin dalna khat a kimkotah na koih ding a, 'Mualtungah pai loin, a gamgi na lawnkhak loh nadingun kidawm un; mual a lawng peuhpeuh kithat ding hi.	dalna	hindrance	And thou shalt set bounds unto the people round about, saying, Take heed to yourselves, that ye go not up into the mount, or touch the border of it: whosoever toucheth the mount shall be surely put to death:	additional	31	dalna.1	lexical	1
lemma	dalna	02019023	Moses in Topa' tungah, “Sinai Mual dongah mite hong pai thei lo hi. Bang hang hiam cih leh nangmahmah in kote nong thuhilh a, 'Mual kimkotah dalnate bawl inla, siangthosak in,' nong ci hi,” a ci hi.	dalna-te	hindrance-PL	And Moses said unto the LORD , The people cannot come up to mount Sinai: for thou chargedst us, saying, Set bounds about the mount, and sanctify it.	additional	37	dalna.1	lexical	1
lemma	dalna	02026001	“Tua tham loin a kopin a kikhuk khau hoih tawh a kigan dalna puan sawm le a dum, a dupsan, le a ausan khau a kigan puan tawh biakbuk na bawl ding hi. Hoihtakin a kibawl kherub-te tawh tuate na bawl ding hi.	dalna	hindrance	Moreover thou shalt make the tabernacle with ten curtains of fine twined linen, and blue, and purple, and scarlet: with cherubims of cunning work shalt thou make them.	additional	43	dalna.1	lexical	1
lemma	Mualtungah	02019012	Nangmah in mite a dingin dalna khat a kimkotah na koih ding a, 'Mualtungah pai loin, a gamgi na lawnkhak loh nadingun kidawm un; mual a lawng peuhpeuh kithat ding hi.	Mualtungah	MUALTUNGAH	And thou shalt set bounds unto the people round about, saying, Take heed to yourselves, that ye go not up into the mount, or touch the border of it: whosoever toucheth the mount shall be surely put to death:	shortest	31		lexical	1
lemma	Mualtungah	02032012	Bang hangin Egypt mite in, 'Mualtungah amaute a that ding le leitung panin amaute a beisak dingin siatna ngaihsutna tawh amah in amaute paikhiatpih hi,' ci ding uh ahi hiam? A kihtakhuai na hehna daisak inla, na lungsim kheelin na mite tungah hih siatna tungsak kei in.	Mualtungah	MUALTUNGAH	Wherefore should the Egyptians speak, and say, For mischief did he bring them out, to slay them in the mountains, and to consume them from the face of the earth? Turn from thy fierce wrath, and repent of this evil against thy people.	transparent	47		lexical	1
lemma	denglum	04015036	Mihonte khempeuh in giahphual pua-ah amah paipih uh a, Topa in Moses a thupiak bangin suang tawh amah a denglum uh hi.	denglum	stone	And all the congregation brought him without the camp, and stoned him with stones, and he died; as the LORD commanded Moses.	shortest	22	denglum.1	unresolved	1
lemma	denglum	03024014	“A samsia mipa pen giahphual pualamah paipih in. Ama samsiat a za mi khempeuh ama lu tungah amau' khut ngasak inla, mihonte khempeuh amah denglumsak in.	denglum-sak	stone-CAUS	Bring forth him that hath cursed without the camp; and let all that heard him lay their hands upon his head, and let all the congregation stone him.	transparent	26	denglum.1	unresolved	1
lemma	denglum	02019013	Khut peuhmah in tua mi kithat ding pa lawngkha lo ding a, suang tawh kidenglum ahih kei leh kikaplum ding hi. Ganhing hitaleh mihing hitaleh kihing khawi lo ding hi,' na ci ding hi. Peengkul sauveipi hong kitum ciangin amaute mualtungah hong paito ding uh hi,” a ci hi.	ki-denglum	REFL-stone	there shall not an hand touch it, but he shall surely be stoned, or shot through; whether it be beast or man, it shall not live: when the trumpet soundeth long, they shall come up to the mount.	additional	49	denglum.1	unresolved	1
lemma	denglum	02021028	“Bawngtal khat in pasal hitaleh numei hitaleh a ki tawh a piklup ciangin, a bawngtal kidenglum ding a, a sa kine lo ding hi. Ahih hangin bawngtal nei pa siang ding hi.	ki-denglum	REFL-stone	If an ox gore a man or a woman, that they die: then the ox shall be surely stoned, and his flesh shall not be eaten; but the owner of the ox shall be quit.	additional	32	denglum.1	unresolved	1
lemma	denglum	02021029	Ahih hangin a hun beisa-ah bawngtal in mi si thei a, a nei pa kihilh napi-in a khumcip kei a, tua bawngtal in pasal ahi a, numei ahi zongin a thah leh, bawngtal kidenglum ding a, a nei pa zong kithat ding hi.	ki-denglum	REFL-stone	But if the ox were wont to push with his horn in time past, and it hath been testified to his owner, and he hath not kept him in, but that he hath killed a man or a woman; the ox shall be stoned, and his owner also shall be put to death.	additional	43	denglum.1	unresolved	1
lemma	kikap	02019013	Khut peuhmah in tua mi kithat ding pa lawngkha lo ding a, suang tawh kidenglum ahih kei leh kikaplum ding hi. Ganhing hitaleh mihing hitaleh kihing khawi lo ding hi,' na ci ding hi. Peengkul sauveipi hong kitum ciangin amaute mualtungah hong paito ding uh hi,” a ci hi.	kikap-lum	fight-warm	there shall not an hand touch it, but he shall surely be stoned, or shot through; whether it be beast or man, it shall not live: when the trumpet soundeth long, they shall come up to the mount.	shortest	49	kikap.1	lexical	1
lemma	peengkul	02019019	Peengkul aw a nak gin' semsem laitakin Moses pau a, Pasian in vanging sungah amah dawng hi.	Peengkul	trumpet	And when the voice of the trumpet sounded long, and waxed louder and louder, Moses spake, and God answered him by a voice.	shortest	17	peengkul.1	lexical	1
lemma	peengkul	04010002	“Ngun peengkul nih bawl in. Tuate na bawl ciangin na seek ding a, mihonte khop nading le giahphual nusiat nadingin na zang ding hi.	peengkul	trumpet	Make thee two trumpets of silver; of a whole piece shalt thou make them: that thou mayest use them for the calling of the assembly, and for the journeying of the camps.	transparent	24	peengkul.1	lexical	1
lemma	peengkul	02019013	Khut peuhmah in tua mi kithat ding pa lawngkha lo ding a, suang tawh kidenglum ahih kei leh kikaplum ding hi. Ganhing hitaleh mihing hitaleh kihing khawi lo ding hi,' na ci ding hi. Peengkul sauveipi hong kitum ciangin amaute mualtungah hong paito ding uh hi,” a ci hi.	Peengkul	trumpet	there shall not an hand touch it, but he shall surely be stoned, or shot through; whether it be beast or man, it shall not live: when the trumpet soundeth long, they shall come up to the mount.	additional	49	peengkul.1	lexical	1
lemma	peengkul	02019016	A ni thum ni zingsang ciangin van gingin khua phia a, mualtungah meii sahpi kai a, nakpitakin a ging peengkul kitum ahih manin giahphual a om mi khempeuh ling uh hi.	peengkul	trumpet	And it came to pass on the third day in the morning, that there were thunders and lightnings, and a thick cloud upon the mount, and the voice of the trumpet exceeding loud; so that all the people that was in the camp trembled.	additional	31	peengkul.1	lexical	1
lemma	peengkul	02020018	Tu-in mite khempeuh in vangingte, peengkul aw, le mual meikhu thu a theihtel uh ciangin, lau-in a ling uh hi. Amaute a gamla-ah ding uh a,	peengkul	trumpet	And all the people saw the thunderings, and the lightnings, and the noise of the trumpet, and the mountain smoking: and when the people saw it , they removed, and stood afar off.	additional	26	peengkul.1	lexical	1
lemma	phia	18037011	Amah in meiipi nomsak a, meiipi in khua a phiasak hi.	phia-sak	bright-CAUS	Also by watering he wearieth the thick cloud: He scattereth his bright cloud:	shortest	11	phia.1	lexical	1
lemma	phia	18037003	Amah in vanah khua phiasak a, leimong khat pan mong khat dong a taan hi.	phia-sak	bright-CAUS	He directeth it under the whole heaven, And his lightning unto the ends of the earth.	transparent	15	phia.1	lexical	1
lemma	phia	02019016	A ni thum ni zingsang ciangin van gingin khua phia a, mualtungah meii sahpi kai a, nakpitakin a ging peengkul kitum ahih manin giahphual a om mi khempeuh ling uh hi.	phia	bright	And it came to pass on the third day in the morning, that there were thunders and lightnings, and a thick cloud upon the mount, and the voice of the trumpet exceeding loud; so that all the people that was in the camp trembled.	additional	31	phia.1	lexical	1
lemma	phia	10022015	Amah in thaltangte lawnin thehthang gawp a, khuaphialep phiasakin amaute a taisak hi.	phia-sakin	bright-CAUS.ERG	And he sent out arrows, and scattered them; Lightning, and discomfited them.	additional	13	phia.1	lexical	1
lemma	phia	18036030	Amah in vantungah khua phiasak a, ahi zongin tuipi thuk sung a mialsak hi.	phia-sak	bright-CAUS	Behold, he spreadeth his light upon it, And covereth the bottom of the sea.	additional	14	phia.1	lexical	1
lemma	meikhu	18041020	A nak panin meikhu suak a, selkeu khu tawh kibang hi.	meikhu	smoke	Out of his nostrils goeth smoke, As out of a seething pot or caldron.	shortest	11	meikhu.1	lexical	1
lemma	meikhu	19144005	Topa aw, na vanpite niamsak inla, hong paisuk in. Mualte lawng inla, meikhu suaksak in.	meikhu	smoke	Bow thy heavens, O LORD , and come down: Touch the mountains, and they shall smoke.	transparent	15	meikhu.1	lexical	1
lemma	meikhu	02019018	Meikhu in Sinai Mual tuamcip hi. Bang hang hiam cih leh mei sung tua mualtungah Topa a kumsuk hi. A khu, meiphualpi khu bangin kahto a, a mual buppi nakpitakin kiling hi.	Meikhu	smoke	And mount Sinai was altogether on a smoke, because the LORD descended upon it in fire: and the smoke thereof ascended as the smoke of a furnace, and the whole mount quaked greatly.	additional	32	meikhu.1	lexical	1
lemma	meikhu	02020018	Tu-in mite khempeuh in vangingte, peengkul aw, le mual meikhu thu a theihtel uh ciangin, lau-in a ling uh hi. Amaute a gamla-ah ding uh a,	meikhu	smoke	And all the people saw the thunderings, and the lightnings, and the noise of the trumpet, and the mountain smoking: and when the people saw it , they removed, and stood afar off.	additional	26	meikhu.1	lexical	1
lemma	meikhu	05029020	Topa in amah maisak lo ding a, Topa' hehna le hazatna meikhu bangin tua mipa' langkhatah khuzaw-in, hih laibu sunga kigelh samsiatnate ama tungah tu ding a, Topa in a mun khempeuh panin ama min phiat ding hi.	meikhu	smoke	the LORD will not spare him, but then the anger of the LORD and his jealousy shall smoke against that man, and all the curses that are written in this book shall lie upon him, and the LORD shall blot out his name from under heaven.	additional	38	meikhu.1	lexical	1
lemma	“Sinai	02019023	Moses in Topa' tungah, “Sinai Mual dongah mite hong pai thei lo hi. Bang hang hiam cih leh nangmahmah in kote nong thuhilh a, 'Mual kimkotah dalnate bawl inla, siangthosak in,' nong ci hi,” a ci hi.	Sinai	SINAI	And Moses said unto the LORD , The people cannot come up to mount Sinai: for thou chargedst us, saying, Set bounds about the mount, and sanctify it.	shortest	37	“Sinai.1	lexical	1
lemma	“Sinai	05033002	Amah in, “Sinai panin Topa hong pai a, Sinai panin eite a' ding hong suakkhia hi. Paran Mual panin hong taangkhia a, a taklam khutah meikuang tawi-in, mi siangtho tul sawmte kiang panin a hong pai hi.	Sinai	SINAI	And he said, The LORD came from Sinai, And rose up from Seir unto them; He shined forth from mount Paran, And he came with ten thousands of saints: From his right hand went a fiery law for them.	transparent	37	“Sinai.1	lexical	1
lemma	“Paisuk	02032007	Topa in Moses kiangah, “Paisuk in; bang hang hiam cih leh Egypt leitang panin nangmah in na paikhiatpih toh mite amau kisiasak uh hi.	Paisuk	PAISUK	And the LORD said unto Moses, Go, get thee down; for thy people, which thou broughtest out of the land of Egypt, have corrupted themselves:	shortest	24	“Paisuk.1	lexical	1
lemma	“Paisuk	02019024	Topa in ama kiangah, “Paisuk inla, Aaron hong paipihto in. Ahih hangin amaute' tungah amah hehlua kha ding ahih manin Topa kiang dongah a pai dingin siampite le mite paisuaksak kei in,” a ci hi.	Paisuk	PAISUK	And the LORD said unto him, Away, get thee down, and thou shalt come up, thou, and Aaron with thee: but let not the priests and the people break through to come up unto the LORD , lest he break forth upon them.	transparent	35	“Paisuk.1	lexical	1
lemma	longal	02020003	“Keimah longal pasian dang na bia kei ding uh hi.	longal	save	Thou shalt have no other gods before me.	shortest	10	longal.1	lexical	1
lemma	longal	05005007	“'Keimah longal pasian dang na nei kei ding uh hi.	longal	save	Thou shalt have none other gods before me.	transparent	10	longal.1	lexical	1
lemma	longal	03021003	ahih kei leh nungak ahi a sanggamnu (tua nu in pasal nei nai lo ahih manin amah tawh a kinai ahi hi; tua nu hangin amah kininsak thei ding hi) longal ama mite lakah misite' hangin kininsak lo ding hi.	longal	save	and for his sister a virgin, that is nigh unto him, which hath had no husband; for her may he be defiled.	additional	40	longal.1	lexical	1
lemma	longal	06011013	Ahih hangin Hazor khua longal mualtung a om khuapite khat zong Israel mite in hal lo uh a, Joshua in tua khua bek a hal hi.	longal	save	But as for the cities that stood still in their strength, Israel burned none of them, save Hazor only; that did Joshua burn.	additional	26	longal.1	lexical	1
lemma	longal	06011019	Gibeon khua-a teng Hiv mite longal, Israel mite tawh kilemna a bawl khuapi khat zong om lo hi. Amaute in tua khua dangte khempeuh simin a lak uh ahi hi.	longal	save	There was not a city that made peace with the children of Israel, save the Hivites the inhabitants of Gibeon: all other they took in battle.	additional	30	longal.1	lexical	1
lemma	leisung	24037016	Leisung thongmial-ah ni tampi ka om khit ciangin	Leisung	earth	When Jeremiah was entered into the dungeon, and into the cabins, and Jeremiah had remained there many days;	shortest	8	leisung.1	lexical	1
lemma	leisung	40025018	Ahi zongin tulkhat a ngah pa in leisung to-in a topa' sum a seelcip hi.	leisung	earth	But he that had received one went and digged in the earth, and hid his lord's money.	transparent	15	leisung.1	lexical	1
lemma	leisung	02020004	“A kiseek milim hitaleh, tunga vantung hitaleh, nuai-a leisung hitaleh, leinuai-a om tui sungah hitaleh a om na khat peuhpeuh a sun khat peuhpeuh note a dingin na bawl kei ding uh hi.	leisung	earth	Thou shalt not make unto thee any graven image, or any likeness of any thing that is in heaven above, or that is in the earth beneath, or that is in the water under the earth:	additional	33	leisung.1	lexical	1
lemma	leisung	09028013	Kumpipa in ama kiangah, “Lau kei in; kua mu na hi hiam?” a ci hi. Numei in Saul kiangah, “Leisung panin pasian khat hong paikhiato ka mu hi,” a ci hi.	Leisung	earth	And the king said unto her, Be not afraid: for what sawest thou? And the woman said unto Saul, I saw gods ascending out of the earth.	additional	31	leisung.1	lexical	1
lemma	leisung	20025003	Vantung sang lua-in leisung a thuk luat mah bangin kumpipa' ngaihsutna thuk lua-in kithei zo lo hi.	leisung	earth	The heaven for height, and the earth for depth, And the heart of kings is unsearchable.	additional	17	leisung.1	lexical	1
lemma	“Sabbath	02020008	“Sabbath ni a siangtho-a zat ding phawk un.	Sabbath	SABBATH	Remember the sabbath day, to keep it holy.	shortest	8	“Sabbath.1	lexical	1
lemma	“Sabbath	43007021	Jesuh in, “Sabbath ni-in cina damsakna nalamdang khat ka bawlna hangin lamdang na sa mahmah uh hi.	Sabbath	SABBATH	Jesus answered and said unto them, I have done one work, and ye all marvel.	transparent	17	“Sabbath.1	lexical	1
lemma	“Sabbath	04028009	“Sabbath ni-in a sitbaang lo, kum khat a pha tuuno nih le an tawh biakna-in sathau tawh a kibawl annel lawh nih le a leenggahzu tawh biakna hi ding hi.	Sabbath	SABBATH	And on the sabbath day two lambs of the first year without spot, and two tenth deals of flour for a meat offering, mingled with oil, and the drink offering thereof:	additional	30	“Sabbath.1	lexical	1
lemma	“Sabbath	40012010	Tua lai-ah a khut langkhat a zaw mi khat a na om hi. Jesuh gamta khial hi, ci-in a mawhna a zong nuam mi pawlkhat tua lai-ah om uh ahih manin tua mite in Jesuh kiangah, “Sabbath ni-in cina damsak ding a kilawm mah ahi hiam?” ci-in a dong uh hi.	Sabbath	SABBATH	and, behold, there was a man which had his hand withered. And they asked him, saying, Is it lawful to heal on the sabbath days? that they might accuse him.	additional	51	“Sabbath.1	lexical	1
lemma	“Sabbath	41002027	Tua ciangin Jesuh in, “Sabbath ni, mihingte' phattuam nadingin a kibawl hi a, mihing pen Sabbath ni a phattuam nadingin a kibawl hi lo hi.	Sabbath	SABBATH	And he said unto them, The sabbath was made for man, and not man for the sabbath:	additional	25	“Sabbath.1	lexical	1
lemma	“Nulepa	02020014	“Nulepa mawhna na bawl kei ding uh hi.	Nulepa	NULEPA	Thou shalt not commit adultery.	shortest	8	“Nulepa.1	lexical	1
lemma	“Nulepa	59002011	Bang hang hiam cih leh, “Nulepa mawhna na bawl kei in,” a ci pa mah in, “Mi na that kei in,” cithuah lai veve hi. Nulepa mawhna na gamtat loh hangin mi na thah nakleh thukham palsat mah na hi veve hi.	Nulepa	NULEPA	For he that said, Do not commit adultery, said also, Do not kill. Now if thou commit no adultery, yet if thou kill, thou art become a transgressor of the law.	transparent	42	“Nulepa.1	lexical	1
lemma	“Nulepa	45013009	Thukham sungah, “Nulepa mawhna bawl kei in, mi that kei in, guta kei in, hazatna lungsim nei kei in,” cihna le adang khempeuhte pen, “Nang na ki-it bangin na vengte na it in,” cihna thu in huam khinmang hi.	Nulepa	NULEPA	For this, Thou shalt not commit adultery, Thou shalt not kill, Thou shalt not steal, Thou shalt not bear false witness, Thou shalt not covet; and if there be any other commandment, it is briefly comprehended in this saying, namely, Thou shalt love thy neighbour as thyself.	additional	39	“Nulepa.1	lexical	1
lemma	vanging	02020018	Tu-in mite khempeuh in vangingte, peengkul aw, le mual meikhu thu a theihtel uh ciangin, lau-in a ling uh hi. Amaute a gamla-ah ding uh a,	vanging-te	thunder-PL	And all the people saw the thunderings, and the lightnings, and the noise of the trumpet, and the mountain smoking: and when the people saw it , they removed, and stood afar off.	shortest	26	vanging.1	lexical	1
lemma	ninsak	03018020	Na vengpa' zi tawh na lumkhawm kei ding a, tua nu tawh na kininsak kei ding hi.	ki-ninsak	REFL-strengthen	Moreover thou shalt not lie carnally with thy neighbour's wife, to defile thyself with her.	shortest	17	ninsak.1	unresolved	1
lemma	ninsak	03022015	Amaute in Topa' tungah a piak ahi, Israel-te' an a siangtho pen siampite in ninsak lo ding uh a,	ninsak	strengthen	And they shall not profane the holy things of the children of Israel, which they offer unto the LORD ;	transparent	19	ninsak.1	unresolved	1
lemma	ninsak	02020025	Note in keima a dingin suang tawh biakna tau na bawl uhleh, a kiseek suang tawh na bawl kei ding uh hi. Bang hang hiam cih leh na nazatte uh tawh na va suk uhleh a ninsak na hi uh hi.	ninsak	strengthen	And if thou wilt make me an altar of stone, thou shalt not build it of hewn stone: for if thou lift up thy tool upon it, thou hast polluted it.	additional	41	ninsak.1	unresolved	1
lemma	ninsak	03011043	A hontat ganhing khat peuhpeuh tawh nomau mah a kihhuai-in na kibawltawm kei ding uh a, tuate tawh nomau na kininsak tawm kei ding uh hi. Na kinitsak tawm uhleh a nin na suak ding uh hi.	ki-ninsak	REFL-strengthen	Ye shall not make yourselves abominable with any creeping thing that creepeth, neither shall ye make yourselves unclean with them, that ye should be defiled thereby.	additional	37	ninsak.1	unresolved	1
lemma	ninsak	03011044	Kei pen Topa na Pasian uh ka hi hi. Tua ahih ciangin note ki-ap unla, kei siangtho ka hih manin note zong siangtho un. Leitungah a bokvak a hontat ganhing khat peuhpeuh tawh note na kininsak tawm kei ding uh hi.	ki-ninsak	REFL-strengthen	For I am the LORD your God: ye shall therefore sanctify yourselves, and ye shall be holy; for I am holy: neither shall ye defile yourselves with any manner of creeping thing that creepeth upon the earth.	additional	41	ninsak.1	unresolved	1
lemma	phim	41010025	Pasian' ukna sungah mihau khat a lut ding sangin phim bilvang sungah kalaoh khat a lut ding baihzaw lai hi,” a ci hi.	phim	peg	It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God.	shortest	23	phim.1	lexical	1
lemma	phim	42018025	Pasian' Ukna sungah mihau khat a lut ding sangin phim bilvang sungah kalaoh khat a lut ding baihzaw lai hi,” a ci hi.	phim	peg	For it is easier for a camel to go through a needle's eye, than for a rich man to enter into the kingdom of God.	transparent	23	phim.1	lexical	1
lemma	phim	02021006	tua ciangin a topa in thukhente kiangah amah paipih ding hi. Amah in kongkhakah ahi a, kongkhak khuam-ah ahi zongin amah paipih ding hi. A topa in phimpi khat tawh ama bil vuhsak ding a, amah in a nuntak tawntung ama na sepsak ding hi.	phim-pi	ear-bore	then his master shall bring him unto the judges; he shall also bring him to the door, or unto the door post; and his master shall bore his ear through with an aul; and he shall serve him for ever.	additional	45	phim.1	lexical	1
lemma	phim	02026036	“Puanbuk kongkhak dingin a dum, a dupsan, a ausan, a kopin a kikhuk khau hoih tawh a kigan, phim tawh kikhui-in a kizem kongpuankhai khat na bawl ding hi.	phim	peg	And thou shalt make an hanging for the door of the tent, of blue, and purple, and scarlet, and fine twined linen, wrought with needlework.	additional	29	phim.1	lexical	1
lemma	phim	02027016	Buktual a kongpi dingin a dum, a dupsan, a ausan khau a kopin a kikhuk khau hoihte tawh a kigan, phim tawh kikhui-in a kizem, pi sawmthum a sau kongpuankhai khat om ding a, tua in khuampi li le bullen li nei ding hi.	phim	peg	And for the gate of the court shall be an hanging of twenty cubits, of blue, and purple, and scarlet, and fine twined linen, wrought with needlework: and their pillars shall be four, and their sockets four.	additional	44	phim.1	lexical	1
lemma	vuhsak	02021006	tua ciangin a topa in thukhente kiangah amah paipih ding hi. Amah in kongkhakah ahi a, kongkhak khuam-ah ahi zongin amah paipih ding hi. A topa in phimpi khat tawh ama bil vuhsak ding a, amah in a nuntak tawntung ama na sepsak ding hi.	vuhsak	bore.through	then his master shall bring him unto the judges; he shall also bring him to the door, or unto the door post; and his master shall bore his ear through with an aul; and he shall serve him for ever.	shortest	45	vuhsak.1	lexical	1
lemma	belh	19046007	Vanglian Topa eite tawh hong omkhawm a, Jakob Pasian eima belh ahi hi.	belh	refuge	The LORD of hosts is with us; The God of Jacob is our refuge. Selah.	shortest	13	belh.1	lexical	1
lemma	belh	19046011	Vanglian Topa, eite tawh hong omkhawm a, Jakob' Pasian, eima belh ahi hi.	belh	refuge	The LORD of hosts is with us; The God of Jacob is our refuge. Selah.	transparent	13	belh.1	lexical	1
lemma	belh	02021014	Ahih hangin mi khat in midang khat thah ding tumin a thah leh, amah na thah theih nadingun note in ka biakna tau a belhna nangawn panin amah na la teitei ding uh hi.	belh-na	presume-NMLZ	But if a man come presumptuously upon his neighbour, to slay him with guile; thou shalt take him from mine altar, that he may die.	additional	34	belh.1	lexical	1
lemma	belh	05032004	“Eite' belh Topa, a nasepna kicing a, ama sepna khempeuh thumanna ahi hi. Thumanna nei-in, mawhna a nei lo Pasian hi a, amah thutangin thuman hi.	belh	refuge	He is the Rock, his work is perfect: For all his ways are judgment: A God of truth and without iniquity, Just and right is he.	additional	26	belh.1	lexical	1
lemma	belh	06022005	Topa' nasem Moses in note hong piak thupiakna le thukham ahi, Topa na Pasian uh it ding, ama lampi khempeuh zuih ding, ama thupiakte zuih ding, amah belh ding, le na lungsim khempeuh uh le na nuntakna khempeuh uh tawh ama na na sep ding uh limtakin ngaihsun un,” a ci hi.	belh	refuge	But take diligent heed to do the commandment and the law, which Moses the servant of the LORD charged you, to love the LORD your God, and to walk in all his ways, and to keep his commandments, and to cleave unto him, and to serve him with all your heart and with all your soul.	additional	52	belh.1	lexical	1
lemma	molhtum	23010005	Assiria-te pen ka hehna mite gimpiak nadingin molhtum le ciangkhutin ka zat ahi hi.	molhtum	stave	O Assyrian, the rod of mine anger, and the staff in their hand is mine indignation.	shortest	14	molhtum.1	lexical	1
lemma	molhtum	18041029	Ama a dingin molhtum pen buhkung bang hi lel a, teipi tawh a kikhawh ciangin a nuihsan lel hi.	molhtum	stave	Darts are counted as stubble: He laugheth at the shaking of a spear.	transparent	19	molhtum.1	lexical	1
lemma	molhtum	02021020	“Mi khat in molhtum khat tawh ama sila ahi pasal hitaleh numei hitaleh satin a phualah a sih pah leh, amah gim kipia ding hi.	molhtum	stave	And if a man smite his servant, or his maid, with a rod, and he die under his hand; he shall be surely punished.	additional	25	molhtum.1	lexical	1
lemma	molhtum	19023004	Topa aw, kei hong ompih na hih manin khuamial thukpi ka nawk hangin ka lau kei hi. Na molhtum le na ciangkhut in kei hong hu hi.	molhtum	stave	Yea, though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me; Thy rod and thy staff they comfort me.	additional	27	molhtum.1	lexical	1
lemma	molhtum	20025018	A lawmte' langkhatah teci man lo a pang mi pen molhtum, namsau, ahih kei leh thal hiam tawh kibang hi.	molhtum	stave	A man that beareth false witness against his neighbour Is a maul, and a sword, and a sharp arrow.	additional	20	molhtum.1	lexical	1
lemma	tupkhiat	02021027	Amah in a sila ahi pasal hitaleh numei hitaleh a ha a tupkhiat leh, amah in tua ha' hangin sila suaktasakin paikhiasak ding hi.	tupkhiat	knock.out	And if he smite out his manservant's tooth, or his maidservant's tooth; he shall let him go free for his tooth's sake.	shortest	24	tupkhiat.1	lexical	1
lemma	piklup	02021028	“Bawngtal khat in pasal hitaleh numei hitaleh a ki tawh a piklup ciangin, a bawngtal kidenglum ding a, a sa kine lo ding hi. Ahih hangin bawngtal nei pa siang ding hi.	piklup	gore	If an ox gore a man or a woman, that they die: then the ox shall be surely stoned, and his flesh shall not be eaten; but the owner of the ox shall be quit.	shortest	32	piklup.1	lexical	1
lemma	pik	02021031	Tua bawngtal in mi' tapa ahi a, tanu ahi zongin a ki tawh a pik leh hih ngeina tawh kizui-in kigamta ding hi.	pik	gore	Whether he have gored a son, or have gored a daughter, according to this judgment shall it be done unto him.	shortest	23	pik.1	lexical	1
lemma	pik	02021032	Bawngtal in sila ahi pasal hitaleh numei hitaleh khat peuhpeuh a ki tawh a pik leh, a nei pa in amau' topa' tungah ngun shekel sawmthum pia ding a, bawngtal kidenglum ding hi.	pik	gore	If the ox shall push a manservant or a maidservant; he shall give unto their master thirty shekels of silver, and the ox shall be stoned.	transparent	33	pik.1	lexical	1
lemma	kat	38011001	Lebanon aw, mei in na taamtak kungte a kattheih nadingin na kongpite hong in.	kat-theih	brimstone-ABIL	Open thy doors, O Lebanon, that the fire may devour thy cedars.	shortest	14	kat.1	lexical	1
lemma	kat	19032004	Sun le zan tawntung gim nong piakna ka thuak a, khuakhal nisa' kat bangin ka thahatna a keucip hi.	kat	catch	For day and night thy hand was heavy upon me: My moisture is turned into the drought of summer. Selah.	transparent	19	kat.1	lexical	1
lemma	kat	02022006	“Mei kuangin gam kang a, a kikhol an ahi a, a ding lai an ahi a, lo ahi zongin a kat leh, mei a kangsak pa in a cing takin loh ding hi.	kat	catch	If fire break out, and catch in thorns, so that the stacks of corn, or the standing corn, or the field, be consumed therewith ; he that kindled the fire shall surely make restitution.	additional	33	kat.1	lexical	1
lemma	kat	03006010	Siampipa in a saihadial puan silhin, a saihadial pheituam tengin, biakna tau tungah meihal biakna mei in a kattum vutte la-in biakna tau pangah koih ding hi.	kat-tum	catch-full	And the priest shall put on his linen garment, and his linen breeches shall he put upon his flesh, and take up the ashes which the fire hath consumed with the burnt offering on the altar, and he shall put them beside the altar.	additional	27	kat.1	lexical	1
lemma	kat	04026010	Mei in mihing zanih le sawmnga a kattum lai-in lei in a kam ka-in Korah tawh amaute valh tumin amau pawl teng si uh a, amaute pen hilhkholhna a suak uh hi.	kat-tum	catch-full	and the earth opened her mouth, and swallowed them up together with Korah, when that company died, what time the fire devoured two hundred and fifty men: and they became a sign.	additional	32	kat.1	lexical	1
lemma	kangsak	19074015	Ciktuite le luite na phulsak a, guntui luangte na kangsak hi.	kangsak	raise.up	Thou didst cleave the fountain and the flood: Thou driedst up mighty rivers.	shortest	11	kangsak.1	lexical	1
