sense_id	lemma	sense_num	pos	gloss	frequency	is_primary	is_grammatical	inflected_forms	example_verses	notes
Adrammelek.1	Adrammelek	1	PROP	?	3	1	0	Adrammelek	12017031|12019037|23037038	
puansawppa.1	puansawppa	1	UNK	?	3	1	0	Puansawppa'	12018017|23007003|23036002	
Hena.1	Hena	1	PROP	?	3	1	0	Hena	12018034|12019013|23037013	
Ivvah.1	Ivvah	1	PROP	?	3	1	0	Ivvah	12018034|12019013|23037013	
Sharezer.1	Sharezer	1	PROP	?	3	1	0	Sharezer	12019037|23037038|38007001	
Hamutal.1	Hamutal	1	PROP	?	3	1	0	Hamutal	12023031|12024018|24052001	
pedaiah.1	pedaiah	1	UNK	?	3	1	0	Pedaiah'	12023036|13003019|13027020	
riblah.1	riblah	1	UNK	?	3	1	0	riblah	12025006|12025020|12025021	
Ram.1	Ram	1	PROP	Ram	3	1	0	Ram	13002009|13002025|40001003	
ishi.1	ishi	1	UNK	?	3	1	0	Ishi'	13002031|13004020|13004042	
Eleasah.1	Eleasah	1	PROP	?	3	1	0	Eleasah	13002040|13008037|13009043	
Moza.1	Moza	1	PROP	?	3	1	0	Moza	13002046|13008037|13009043	
zerubbabel.1	zerubbabel	1	UNK	?	3	1	0	Zerubbabel|Zerubbabel'	13003019|38004009|42003027	
Hodaviah.1	Hodaviah	1	PROP	?	3	1	0	Hodaviah	13003024|13005024|13009007	
Paseah.1	Paseah	1	PROP	?	3	1	0	Paseah	13004012|15002049|16007051	
Mered.1	Mered	1	PROP	?	3	1	0	Mered	13004016|13004016|13004016	
Soko.1	Soko	1	PROP	?	3	1	0	Soko	13004016|14011007|14028018	
Jarib.1	Jarib	1	PROP	?	3	1	0	Jarib	13004024|15008016|15010018	
Shimri.1	Shimri	1	PROP	?	3	1	0	Shimri	13004037|13026010|14029013	
joel.1	joel	1	UNK	?	3	1	0	Joel'	13005004|13006033|13015017	
buz.1	buz	1	UNK	?	3	1	0	Buz'|buz	13005014|18032002|18032006	
Zerahiah.1	Zerahiah	1	PROP	?	3	1	0	Zerahiah	13006006|13006051|15007004	
Shalum.1	Shalum	1	PROP	?	3	1	0	Shalum	13006012|15007002|15010042	
Ebiasaf.1	Ebiasaf	1	PROP	?	3	1	0	Ebiasaf	13006023|13006037|13009019	
Uriel.1	Uriel	1	PROP	?	3	1	0	Uriel	13006024|13015005|13015011	
elkanah.1	elkanah	1	UNK	?	3	1	0	Elkanah'|elkanah	13006025|13009016|13015023	
Amasai.1	Amasai	1	PROP	?	3	1	0	Amasai	13006025|13006035|13015024	
Mahath.1	Mahath	1	PROP	?	3	1	0	Mahath	13006035|14029012|14031013	
Makhijah.1	Makhijah	1	PROP	?	3	1	0	Makhijah	13006040|15010025|16010003	
Shuppim.1	Shuppim	1	PROP	?	3	1	0	Shuppim	13007012|13007015|13026016	
Ladan.1	Ladan	1	PROP	?	3	1	0	Ladan	13007026|13023007|13026021	
Arah.1	Arah	1	PROP	?	3	1	0	Arah	13007039|15002005|16007010	
Mikloth.1	Mikloth	1	PROP	?	3	1	0	Mikloth	13008032|13009037|13009038	
binea.1	binea	1	UNK	?	3	1	0	Binea'	13008037|13008037|13009043	
azel.1	azel	1	UNK	?	3	1	0	Azel'	13008038|13008039|13009044	
Galal.1	Galal	1	PROP	?	3	1	0	Galal	13009015|13009016|16011017	
kitum.1	kitum	1	UNK	trumpet	3	1	0	kitum	13009028|19045015|44025023	
Jashobeam.1	Jashobeam	1	PROP	?	3	1	0	Jashobeam	13011011|13012006|13027002	
ahoh.1	ahoh	1	UNK	?	3	1	0	ahoh	13011012|13011029|13027004	
Pelon.1	Pelon	1	PROP	?	3	1	0	Pelon	13011027|13011036|13027010	
Berakah.1	Berakah	1	PROP	?	3	1	0	Berakah	13012003|14020026|14020026	
Harif.1	Harif	1	PROP	?	3	1	0	Harif	13012005|16007024|16010019	
daisak.1	daisak	1	N	profane	3	1	0	daisak	13019004|26020027|26036023	
Shebuel.1	Shebuel	1	PROP	?	3	1	0	Shebuel	13023016|13025004|13026024	
lutangte.1	lutangte	1	UNK	head	3	1	0	lutangte'	13024006|13024031|15008029	
Hakkoz.1	Hakkoz	1	PROP	?	3	1	0	Hakkoz	13024010|15002061|16007063	
Pethahiah.1	Pethahiah	1	PROP	?	3	1	0	Pethahiah	13024016|15010023|16011024	
Heldai.1	Heldai	1	PROP	?	3	1	0	Heldai	13027015|38006010|38006014	
kikipsak.1	kikipsak	1	N	establish	3	1	0	kikipsak	14002004|14012013|15003004	
kitut.1	kitut	1	N	captivity	3	1	0	kitut	14006038|16010034|46006007	
tarshish.1	tarshish	1	UNK	?	3	1	0	Tarshish|tarshish	14009021|14020037|26027012	
abijah.1	abijah	1	UNK	?	3	1	0	Abijah'	14013020|14013022|42001005	
Tobijah.1	Tobijah	1	PROP	?	3	1	0	Tobijah	14017008|38006010|38006014	
tuhuna.1	tuhuna	1	UNK	now	3	1	0	Tuhuna	14028013|40012039|42007031	
Konaniah.1	Konaniah	1	PROP	?	3	1	0	Konaniah	14031012|14031013|14035009	
Miniamin.1	Miniamin	1	PROP	?	3	1	0	Miniamin	14031015|16012017|16012041	
kut.1	kut	1	V	hand	2	1	0	kut	14033013|14033019	
kut.2	kut	2	V	press	1	0	0	kut	26026015	
Parosh.1	Parosh	1	PROP	?	3	1	0	Parosh	15002003|16007008|16010014	
Zattu.1	Zattu	1	PROP	?	3	1	0	Zattu	15002008|16007013|16010014	
Bebai.1	Bebai	1	PROP	?	3	1	0	Bebai	15002011|16007016|16010015	
Azgad.1	Azgad	1	PROP	?	3	1	0	Azgad	15002012|16007017|16010015	
Adin.1	Adin	1	PROP	?	3	1	0	Adin	15002015|16007020|16010016	
Bezai.1	Bezai	1	PROP	?	3	1	0	Bezai	15002017|16007023|16010018	
Bethazmaveth.1	Bethazmaveth	1	PROP	?	3	1	0	Bethazmaveth	15002024|16007028|16012029	
Hadid.1	Hadid	1	PROP	?	3	1	0	Hadid	15002033|16007037|16011034	
Ziha.1	Ziha	1	PROP	?	3	1	0	Ziha	15002043|16007046|16011021	
Siampite.1	Siampite	1	PROP	?	3	1	0	Siampite	15002070|15007024|24026007	
darias.1	darias	1	UNK	?	3	1	0	Darias|Darias'	15004024|15006015|27006006	
telh.1	telh	1	V	add	3	1	0	telh	15005008|16002020|38004010	
parosh.1	parosh	1	UNK	?	3	1	0	Parosh'|parosh	15008003|15010025|16003026	
bebai.1	bebai	1	UNK	?	3	1	0	Bebai'|bebai	15008011|15008011|15010028	
Ahava.1	Ahava	1	PROP	?	3	1	0	Ahava	15008015|15008021|15008031	
maavan.1	maavan	1	N	bondage	3	1	0	maavan	15009009|16001011|23026012	
Shabbethai.1	Shabbethai	1	PROP	?	3	1	0	Shabbethai	15010015|16008007|16011016	
harim.1	harim	1	UNK	?	3	1	0	Harim'|harim	15010021|15010031|16003011	
pashhur.1	pashhur	1	UNK	?	3	1	0	Pashhur'|pashhur	15010022|24038001|24038001	
Mattenai.1	Mattenai	1	PROP	?	3	1	0	Mattenai	15010033|15010037|16012019	
Joiada.1	Joiada	1	PROP	?	3	1	0	Joiada	16003006|16012011|16012022	
mau.1	mau	1	UNK	mourn	2	1	0	mau	16008009|23035007	
mau.2	mau	2	UNK	bulrush	1	0	0	mau	23058005	
khuak.1	khuak	1	FUNC	REFL	3	1	1	ki	16009025|40027060|42023053	
Bakbukiah.1	Bakbukiah	1	PROP	?	3	1	0	Bakbukiah	16011017|16012009|16012025	
kumpinu.1	kumpinu	1	UNK	king	3	1	0	Kumpinu	17001016|17005003|17007002	
vashti.1	vashti	1	UNK	?	3	1	0	Vashti'	17002001|17002004|17002017	
Pur.1	Pur	1	PROP	?	3	1	0	Pur	17003007|17009024|17009026	
daai.1	daai	1	UNK	hedge	3	1	0	daai	18001010|18003023|23005005	
Seguk.1	Seguk	1	PROP	?	3	1	0	Seguk	18009009|18038031|30005008	
Zofar.1	Zofar	1	PROP	?	3	1	0	Zofar	18011001|18020001|18042009	
dawn~dawn.1	dawn~dawn	1	UNK	top~REDUP	3	1	0	dawn~dawn	18015016|23022013|23056012	
nikten.1	nikten	1	V	dust	3	1	0	nikten|nikten'	18027016|54006008|59002015	
keenhawm.1	keenhawm	1	V	cave	3	1	0	keenhawm	18030006|23002019|23007019	
zawngkhal.1	zawngkhal	1	V	tire.out	3	1	0	zawngkhal	18030011|26034004|44020035	
kolbulh.1	kolbulh	1	V	stocks	3	1	0	kolbulh	18033011|24020003|28011007	
vel~vel.1	vel~vel	1	UNK	around~REDUP	3	1	0	vel~vel	18033033|22004001|22006005	
leentheih.1	leentheih	1	V	fly	3	1	0	leentheih	18039026|20030019|66012014	
haipau.1	haipau	1	V	vile	3	1	0	haipau	18040004|20020019|61002018	
phen.1	phen	1	V	open	1	1	0	phen	18041014	
phen.2	phen	2	V	seed	1	0	0	phen	23057003	
phen.3	phen	3	FUNC	REFL	1	0	1	ki	27007010	
sumngo.1	sumngo	1	V	rotten	3	1	0	sumngo	18041027|24052020|66018012	
kithukhat.1	kithukhat	1	V	rage	3	1	0	kithukhat	19002001|19083005|49004013	
kihong.1	kihong	1	N	open	2	1	0	kihong	19005009|66004001	
kihong.2	kihong	2	N	?	1	0	0	Kihong	41007034	
phulet.1	phulet	1	V	pass	2	1	0	phulet	19018012|24039002	
phulet.2	phulet	2	FUNC	REFL	1	0	1	ki	24052007	
thukpi.1	thukpi	1	V	flood	3	1	0	thukpi	19029010|46002001|66002024	
hite.1	hite	1	V	hate	3	1	0	hite	19035019|19038019|59005012	
mik.1	mik	1	UNK	eye	3	1	0	mik	19035019|20006013|43013024	
kilungso.1	kilungso	1	N	wait.patiently	3	1	0	kilungso	19037001|19037007|19037008	
phuang.1	phuang	1	N	upright	3	1	0	phuang	19037037|19081002|19140002	
thalsing.1	thalsing	1	V	myrrh	3	1	0	thalsing	19045008|22004014|26027017	
velval.1	velval	1	V	bitter	3	1	0	velval	19073004|23013008|66010010	
tangngol.1	tangngol	1	N	caterpillar	3	1	0	Tangngol|tangngol	19078046|19105034|23033004	
thatlum.1	thatlum	1	V	slay	3	1	0	thatlum	19094006|25002021|26029008	
gankhahna.1	gankhahna	1	N	pasture	3	1	0	gankhahna	19100003|23014030|23030023	
vatmai.1	vatmai	1	V	defeat	3	1	0	vatmai	19136010|19136017|26028007	
miniam.1	miniam	1	N	meek	3	1	0	Miniam|miniam	19136023|19149004|59001009	
hek.1	hek	1	N	accuse	2	1	0	hek	27003008|27006024	
hek.2	hek	2	N	show	1	0	0	hek	19139002	
ngen~ngen.1	ngen~ngen	1	UNK	pray~REDUP	3	1	0	ngen~ngen	19141005|20018006|52003010	
phat~phat.1	phat~phat	1	UNK	praise~REDUP	2	1	0	phat~phat	19145001|19145002	
phat~phat.2	phat~phat	2	FUNC	REFL	1	0	1	ki	19145004	
dak~dak.1	dak~dak	1	UNK	strong~REDUP	3	1	0	dak~dak	20005003|26007017|58012012	
ngaihbaan.1	ngaihbaan	1	V	fair	3	1	0	ngaihbaan	20005019|20005020|20031030	
iplah.1	iplah	1	V	take	3	1	0	iplah	20005020|20006025|23030014	
sinnamon.1	sinnamon	1	UNK	cinnamon	3	1	0	sinnamon	20007017|22004014|66018013	
nungzang.1	nungzang	1	UNK	back	3	1	0	nungzang	20010013|23030006|27007006	
deih~deih.1	deih~deih	1	UNK	want~REDUP	3	1	0	deih~deih	20010024|47013003|50001020	
cinasak.1	cinasak	1	V	make.sick	3	1	0	cinasak	20013012|30004009|44012023	
thukihilh.1	thukihilh	1	V	reproof	3	1	0	thukihilh	20013018|20013018|20015010	
uisan.1	uisan	1	V	glutton	3	1	0	uisan	20023020|20023021|56001012	
tote.1	tote	1	UNK	sit	2	1	0	tote'	20025013|43015015	
tote.2	tote	2	UNK	lord	1	0	0	Tote	44016030	
lih.1	lih	1	UNK	cluster	3	1	0	lih	22001014|22004003|22006007	
zialin.1	zialin	1	FUNC	REFL	2	1	1	ki	43020007|66006014	
zialin.2	zialin	2	N	stand	1	0	0	zialin	22002009	
kiuh.1	kiuh	1	UNK	knock	3	1	0	kiuh	22005002|40007007|42012036	
dimdiam.1	dimdiam	1	V	socket	3	1	0	dimdiam	22005015|26047014|49004016	
tulh.1	tulh	1	UNK	lead	3	1	0	tulh	22008002|46003002|46003002	
haltui.1	haltui	1	V	dross	3	1	0	haltui	23001025|24011004|26022021	
Pathros.1	Pathros	1	PROP	?	3	1	0	Pathros	23011011|26029014|26030014	
khuate.1	khuate	1	UNK	town	3	1	0	khuate'	23015002|24013009|24051044	
zaai.1	zaai	1	UNK	languish	3	1	0	zaai	23016008|26017023|41004032	
kheguak.1	kheguak	1	V	barefoot	3	1	0	kheguak	23020002|23020003|23020004	
khansuah.1	khansuah	1	V	bring.forth	3	1	0	khansuah	23023004|44007021|54005010	
tamkim.1	tamkim	1	V	upright	2	1	0	tamkim	23026007|23040004	
tamkim.2	tamkim	2	FUNC	REFL	1	0	1	ki	23040004	
kummin.1	kummin	1	UNK	cummin	3	1	0	kummin	23028025|23028027|40023023	
hial.1	hial	1	FUNC	EMPH	1	1	1	hial	23038012	
hial.2	hial	2	FUNC	REFL	1	0	1	ki	23038012	
hial.3	hial	3	V	visit	1	0	0	hial	44024022	
zak~zak.1	zak~zak	1	UNK	hear.II~REDUP	3	1	0	zak~zak	23042002|40013014|55003007	
satzan.1	satzan	1	V	loose	3	1	0	satzan	23045001|23051009|26016040	
bangsakin.1	bangsakin	1	V	bring.again	2	1	0	bangsakin	24048047|24049006	
bangsakin.2	bangsakin	2	FUNC	REFL	1	0	1	ki	23046005	
mibum.1	mibum	1	V	sorcerer	3	1	0	mibum	23047009|23047012|27002002	
Siene.1	Siene	1	PROP	?	3	1	0	Siene	23049012|26029010|26030006	
eu.1	eu	1	FUNC	REFL	1	1	1	ki	23051001	
eu.2	eu	2	V	call	1	0	0	eu	42005036	
eu.3	eu	3	V	shake	1	0	0	eu	42005036	
zineih.1	zineih	1	V	wed	3	1	0	zineih	23054006|66019007|66019009	
kiget.1	kiget	1	V	eunuch	3	1	0	kiget	23056003|23056004|40019012	
thum~thum.1	thum~thum	1	UNK	mourn~REDUP	3	1	0	thum~thum	23059011|42018007|47008004	
taankhiat.1	taankhiat	1	V	shine.forth	3	1	0	taankhiat	23060003|23062001|23062001	
lawnsak.1	lawnsak	1	UNK	touch	3	1	0	lawnsak	24001009|41007033|42022051	
kuankhia.1	kuankhia	1	V	battle	3	1	0	kuankhia	24004007|30005003|30005003	
awl.1	awl	1	V	rest	3	1	0	awl	24005003|25001009|25004016	
lopi.1	lopi	1	UNK	harlot	3	1	0	lopi	24005007|26013019|26013019	
keei.1	keei	1	UNK	shadow	3	1	0	keei	24006004|24006014|24008011	
sap~sap.1	sap~sap	1	UNK	call~REDUP	3	1	0	sap~sap	24007013|25001019|35003016	
angkawm.1	angkawm	1	N	adultery	3	1	0	angkawm	24009002|24013027|24023010	
hu~hu.1	hu~hu	1	UNK	breath~REDUP	3	1	0	hu~hu	24011016|24014006|24051016	
se~se.1	se~se	1	UNK	dragon~REDUP	3	1	0	se~se	24012001|24020018|60003001	
gammong.1	gammong	1	V	end	3	1	0	Gammong|gammong	24012012|24012012|24048045	
mutmang.1	mutmang	1	V	fan	3	1	0	mutmang	24015007|24018017|24049036	
mulkim.1	mulkim	1	V	horrible	3	1	0	mulkim	24018016|24023014|24049017	
malkhiah.1	malkhiah	1	UNK	?	3	1	0	Malkhiah'	24021001|24038001|24038006	
gemariah.1	gemariah	1	UNK	?	3	1	0	Gemariah'|gemariah	24029003|24036010|24036011	
Nehelam.1	Nehelam	1	PROP	?	3	1	0	Nehelam	24029023|24029031|24029032	
laizial.1	laizial	1	UNK	middle	3	1	0	Laizial	24036002|24036028|38005002	
ngawlin.1	ngawlin	1	V	evil	3	1	0	ngawlin	24038009|27006018|27009003	
Nergalsharezer.1	Nergalsharezer	1	PROP	?	3	1	0	Nergalsharezer	24039003|24039003|24039013	
teeptum.1	teeptum	1	V	drive.away	2	1	0	teeptum	24050017|28007009	
teeptum.2	teeptum	2	FUNC	REFL	1	0	1	ki	28007009	
vantungah.1	vantungah	1	UNK	heaven	3	1	0	Vantungah	26003012|40015013|45010005	
khazap.1	khazap	1	V	touch	3	1	0	khazap	26003013|26010005|66009009	
molh.1	molh	1	UNK	siege	3	1	0	molh	26004002|26021022|26039009	
phan.1	phan	1	FUNC	REFL	3	1	1	ki	26016013|26016018|43019023	
zial~zial.1	zial~zial	1	UNK	uncover~REDUP	3	1	0	zial~zial	26021010|26021028|43021018	
thop~thop.1	thop~thop	1	UNK	oppress~REDUP	3	1	0	thop~thop	26022004|26022007|47011020	
ngiahon.1	ngiahon	1	UNK	ravening	3	1	0	Ngiahon|ngiahon	26022027|40010016|42010003	
Abednego.1	Abednego	1	PROP	?	3	1	0	Abednego	27001007|27003012|27003026	
shadrak.1	shadrak	1	UNK	?	3	1	0	Shadrak	27003014|27003026|27003028	
Beltashazzar.1	Beltashazzar	1	PROP	?	3	1	0	Beltashazzar	27004019|27004019|27004019	
Mene.1	Mene	1	PROP	?	3	1	0	Mene	27005025|27005025|27005026	
kauphete.1	kauphete	1	UNK	locust	3	1	0	kauphete'	29001004|29001004|66009007	
kiam.1	kiam	1	UNK	flood	2	1	0	kiam	30008008|30009005	
kiam.2	kiam	2	UNK	diminish	1	0	0	kiam	43004052	
jehozadak.1	jehozadak	1	UNK	?	3	1	0	Jehozadak'	37001001|37001012|38006011	
ngak~ngak.1	ngak~ngak	1	UNK	wait~REDUP	3	1	0	ngak~ngak	39003001|42002025|42023049	
kilem.1	kilem	1	V	prepare	3	1	0	kilem	39004006|42001017|54002005	
huihpi.1	huihpi	1	UNK	wind	3	1	0	Huihpi	40008027|41004041|44027014	
cidamte.1	cidamte	1	UNK	?	3	1	0	Cidamte	40009012|41002017|42005031	
thugentehna.1	thugentehna	1	UNK	?	3	1	0	Thugentehna	40013035|40021033|42008011	
Gennesaret.1	Gennesaret	1	PROP	?	3	1	0	Gennesaret	40014034|41006053|42005001	
khezaw.1	khezaw	1	V	lame	3	1	0	khezaw	40015030|40015031|42014013	
saddusi.1	saddusi	1	UNK	?	3	1	0	Saddusi	40016006|40016011|40016012	
pawlkhat.1	pawlkhat	1	UNK	some	3	1	0	Pawlkhat	40016014|41008028|42009019	
Bethfage.1	Bethfage	1	PROP	?	3	1	0	Bethfage	40021001|41011001|42019029	
galilee.1	galilee	1	UNK	?	3	1	0	Galilee	40021011|43007041|44001011	
sumkhek.1	sumkhek	1	N	moneychanger	3	1	0	Sumkhek|sumkhek	40021012|43002014|43002014	
barabbas.1	barabbas	1	UNK	?	3	1	0	Barabbas	40027017|40027021|43018040	
pilat.1	pilat	1	UNK	?	3	1	0	Pilat'	40027027|43018028|44003013	
Golgotha.1	Golgotha	1	PROP	?	3	1	0	Golgotha	40027033|41015022|43019017	
mopawi.1	mopawi	1	UNK	bridechamber	3	1	0	Mopawi	41002019|42005034|42014008	
numeino.1	numeino	1	UNK	woman	3	1	0	Numeino	41005041|41005043|42008054	
nawlkhin.1	nawlkhin	1	V	ways	2	1	0	nawlkhin	41007008|41007009	
nawlkhin.2	nawlkhin	2	FUNC	REFL	1	0	1	ki	58007018	
rom.1	rom	1	UNK	?	3	1	0	Rom	41012016|43019015|44022027	
Pontias.1	Pontias	1	PROP	?	3	1	0	Pontias	42003001|44004027|54006013	
zakim.1	zakim	1	FUNC	REFL	3	1	1	ki	42004014|46003008|50002006	
martha.1	martha	1	UNK	?	3	1	0	Martha|Martha'|martha	42010041|43011001|43011005	
siapa.1	siapa	1	UNK	evil	3	1	0	Siapa	42013023|43011028|43020016	
zeek.1	zeek	1	V	account	2	1	0	zeek	42016002|47008020	
zeek.2	zeek	2	V	crouch	1	0	0	zeek	46004001	
Zakkhias.1	Zakkhias	1	PROP	?	3	1	0	Zakkhias	42019002|42019006|42019008	
Iskariot.1	Iskariot	1	PROP	?	3	1	0	Iskariot	42022003|43012004|43014022	
lh.1	lh	1	FUNC	REFL	3	1	1	ki	42023033|42023033|51002014	
Tiberias.1	Tiberias	1	PROP	?	3	1	0	Tiberias	43006001|43006023|43021001	
lazaras.1	lazaras	1	UNK	?	3	1	0	Lazaras|Lazaras'	43011014|43011043|43012009	
Pentekos.1	Pentekos	1	PROP	?	3	1	0	Pentekos	44002001|44020016|46016008	
Pontas.1	Pontas	1	PROP	?	3	1	0	Pontas	44002009|44018002|60001001	
Frigia.1	Frigia	1	PROP	?	3	1	0	Frigia	44002010|44016006|44018023	
Nikolas.1	Nikolas	1	PROP	?	3	1	0	Nikolas	44006005|66002006|66002015	
Lydda.1	Lydda	1	PROP	?	3	1	0	Lydda	44009032|44009038|44009038	
Dorkas.1	Dorkas	1	PROP	?	3	1	0	Dorkas	44009036|44009039|44009041	
Klaudias.1	Klaudias	1	PROP	?	3	1	0	Klaudias	44011028|44023026|55004021	
Perga.1	Perga	1	PROP	?	3	1	0	Perga	44013013|44013014|44014025	
Zeus.1	Zeus	1	PROP	?	3	1	0	Zeus	44014012|44014013|44014013	
Thiatira.1	Thiatira	1	PROP	?	3	1	0	Thiatira	44016014|66001011|66002024	
palik.1	palik	1	UNK	police	3	1	0	palik	44016035|44016037|44016038	
Areopagas.1	Areopagas	1	PROP	?	3	1	0	Areopagas	44017019|44017022|44017034	
Gallio.1	Gallio	1	PROP	?	3	1	0	Gallio	44018012|44018014|44018017	
Erastas.1	Erastas	1	PROP	?	3	1	0	Erastas	44019022|45016023|55004020	
Demetrias.1	Demetrias	1	PROP	?	3	1	0	Demetrias	44019024|44019038|64001012	
Miletas.1	Miletas	1	PROP	?	3	1	0	Miletas	44020015|44020017|55004020	
Bernis.1	Bernis	1	PROP	?	3	1	0	Bernis	44025013|44025023|44026030	
ulenau.1	ulenau	1	V	brethren	3	1	0	ulenau	44028015|49006023|58008011	
Gentehna-In.1	Gentehna-In	1	PROP	?	3	1	0	Gentehna	45007002|59002002|59002015	
hop.1	hop	1	V	snare	3	1	0	hop	45009004|45012008|54006018	
hilh~hilh.1	hilh~hilh	1	UNK	teach~REDUP	3	1	0	hilh~hilh	45010008|47001019|48001023	
Spain.1	Spain	1	PROP	?	3	1	0	Spain	45015024|45015024|45015028	
puat.1	puat	1	N	glory	3	1	0	puat	47005012|50003004|60003003	
thunem.1	thunem	1	V	restore	3	1	0	thunem	48006001|49004002|55002025	
Epafras.1	Epafras	1	PROP	?	3	1	0	Epafras	51001007|51004012|57001023	
Onesimas.1	Onesimas	1	PROP	?	3	1	0	Onesimas	51004009|57001010|57001015	
Demas.1	Demas	1	PROP	?	3	1	0	Demas	51004014|55004010|57001024	
kristal.1	kristal	1	UNK	?	3	1	0	kristal	66004006|66021011|66022001	
scraped.1	scraped	1	UNK	scraped	2	1	0	Scraped|scraped	# copyright_long:|# year_short:	
bible.com.1	bible.com	1	UNK	?	2	1	0	bible.com	# copyright_long:|# copyright_short:	
for.1	for	1	UNK	?	2	1	0	for	# copyright_long:|# copyright_short:	
copyright.1	copyright	1	UNK	?	2	1	0	copyright	# copyright_long:|# copyright_short:	
tedim.1	tedim	1	UNK	Tedim	2	1	0	tedim	# language_name:|# title:	
Chin.1	Chin	1	PROP	?	2	1	0	Chin	# language_name:|# title:	
Innsa.1	Innsa	1	PROP	cattle	2	1	0	Innsa	01001024|01001025	
bedolak.1	bedolak	1	UNK	bdellium	2	1	0	bedolak	01002012|04011007	
Irad.1	Irad	1	PROP	?	2	1	0	Irad	01004018|01004018	
abel.1	abel	1	UNK	?	2	1	0	Abel'	01004025|58012024	
enosh.1	enosh	1	UNK	?	2	1	0	Enosh'	01005011|13001002	
kenan.1	kenan	1	UNK	?	2	1	0	Kenan'	01005014|13001002	
Nefilim.1	Nefilim	1	PROP	?	2	1	0	Nefilim	01006004|04013033	
kiam~kiam.1	kiam~kiam	1	UNK	abate~REDUP	2	1	0	kiam~kiam	01008003|01008005	
Madai.1	Madai	1	PROP	?	2	1	0	Madai	01010002|13001005	
Tiras.1	Tiras	1	PROP	?	2	1	0	Tiras	01010002|13001005	
gomer.1	gomer	1	UNK	?	2	1	0	Gomer'	01010003|13001006	
Rifath.1	Rifath	1	PROP	?	2	1	0	Rifath	01010003|13001006	
Togarmah.1	Togarmah	1	PROP	?	2	1	0	Togarmah	01010003|13001006	
javan.1	javan	1	UNK	?	2	1	0	Javan'	01010004|13001007	
Elishah.1	Elishah	1	PROP	?	2	1	0	Elishah	01010004|13001007	
kush.1	kush	1	UNK	?	2	1	0	Kush'	01010007|13001009	
Sabteka.1	Sabteka	1	PROP	?	2	1	0	Sabteka	01010007|13001009	
raamah.1	raamah	1	UNK	?	2	1	0	Raamah'	01010007|13001009	
Babel.1	Babel	1	PROP	?	2	1	0	Babel	01010010|01011009	
Erek.1	Erek	1	PROP	?	2	1	0	Erek	01010010|15004009	
Lehab.1	Lehab	1	PROP	?	2	1	0	Lehab	01010013|13001011	
Naftuh.1	Naftuh	1	PROP	?	2	1	0	Naftuh	01010013|13001011	
Kasluh.1	Kasluh	1	PROP	?	2	1	0	Kasluh	01010014|13001012	
Heth.1	Heth	1	PROP	?	2	1	0	Heth	01010015|13001013	
Zemari.1	Zemari	1	PROP	?	2	1	0	Zemari	01010018|13001016	
Hul.1	Hul	1	PROP	?	2	1	0	Hul	01010023|13001017	
Gether.1	Gether	1	PROP	?	2	1	0	Gether	01010023|13001017	
Almodad.1	Almodad	1	PROP	?	2	1	0	Almodad	01010026|13001020	
Shelef.1	Shelef	1	PROP	?	2	1	0	Shelef	01010026|13001020	
Hazarmaveth.1	Hazarmaveth	1	PROP	?	2	1	0	Hazarmaveth	01010026|13001020	
Uzal.1	Uzal	1	PROP	?	2	1	0	Uzal	01010027|13001021	
Diklah.1	Diklah	1	PROP	?	2	1	0	Diklah	01010027|13001021	
Abimael.1	Abimael	1	PROP	?	2	1	0	Abimael	01010028|13001022	
jobab.1	jobab	1	UNK	?	2	1	0	Jobab'|jobab	01010029|13008018	
joktan.1	joktan	1	UNK	?	2	1	0	Joktan'	01010029|13001023	
latal.1	latal	1	UNK	he.ass	2	1	0	latal	01012016|01032015	
Amrafel.1	Amrafel	1	PROP	?	2	1	0	Amrafel	01014001|01014009	
Ellasar.1	Ellasar	1	PROP	?	2	1	0	Ellasar	01014001|01014009	
Karnaim.1	Karnaim	1	PROP	?	2	1	0	Karnaim	01014005|30006013	
Hazazontamar.1	Hazazontamar	1	PROP	?	2	1	0	Hazazontamar	01014007|14020002	
Aner.1	Aner	1	PROP	?	2	1	0	Aner	01014024|13006070	
Beerlahairoi.1	Beerlahairoi	1	PROP	?	2	1	0	Beerlahairoi	01016014|01024062	
Bered.1	Bered	1	PROP	?	2	1	0	Bered	01016014|13007020	
bawngnawi.1	bawngnawi	1	UNK	butter	2	1	0	bawngnawi	01018008|10017029	
sodom.1	sodom	1	UNK	?	2	1	0	Sodom	01018020|01018026	
sawmthum.1	sawmthum	1	UNK	ten	1	1	0	Sawmthum	01018030	
sawmthum.2	sawmthum	2	UNK	thirty	1	0	0	sawmthum	40013023	
sawmte.1	sawmte	1	UNK	ten	2	1	0	Sawmte'|sawmte'	01018032|17009013	
luk.1	luk	1	UNK	bring.out	2	1	0	luk	01019005|07019022	
Moriah.1	Moriah	1	PROP	?	2	1	0	Moriah	01022002|14003001	
thute.1	thute	1	UNK	word	2	1	0	thute'	01022020|23057006	
Buz.1	Buz	1	PROP	?	2	1	0	Buz	01022021|24025023	
Kemuel.1	Kemuel	1	PROP	?	2	1	0	Kemuel	01022021|04034018	
hebron).1	hebron)	1	UNK	?	2	1	0	Hebron)	01023002|01035027	
zohar.1	zohar	1	UNK	?	2	1	0	Zohar'	01023008|01025008	
milkah.1	milkah	1	UNK	?	2	1	0	Milkah'	01024024|01024047	
