# language_name:	Paite Chin
# closest ISO 639-3:	pck
# year_short:	scraped 2026
# year_long:	Not available
# title:	Paite Chin
# URL:	https://www.bible.com/bible/1870
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
20021027	Migilou kithoihna kihhuai ahi, lungsim gilou toh huai ahon tawi chiang in, bangchi phet a kihhuai sem ahi diam aw!
20021028	Theihpih zuauthei amangthang ding; himahleh azami in kalh vual louh in thu agen ding.
20021029	Migilou in amaitang a taksak a himahleh mitang ahihleh bel, alampite abawlhoih hi.
20021030	Toupa kalh in pilna hiam theihsiamna hiam thupha hiam a-om kei hi.
20021031	Kidou ni a ding in sakol bawlsa ahi; himahleh vualzohna Toupa a ahi.
20022001	Hauhsakna thupite sang in minhoih tel zawk ding ahi, dangka leh dangka-eng sang in deihsakna a-ithuai zaw hi.
20022002	Hausa leh genthei akituakkhawm ua, amaute bawl Toupa ahi.
20022003	Mipilvang in hoih lou amu a, akibu hi. Himahleh mimawl in aphu zel a, athuakloh hi.
20022004	Kiniamkhiakna leh Toupa kihtakna loh tak hauhsaknate, zahtakhuaina leh hinna ahi.
20022005	Lingte leh thangte mihoih lou lampi ah a-om; kuapeuh akha kem in huaite agamlat ding hi.
20022006	Apaina ding lampi ah naupang chil in, huan a-upat hun nangawn in leng huai a kipan apial kei ding hi.
20022007	Mihau in genthei tung ah vai ahawm a, huan leitawisakmi a ding in leitawimi sikha ahi.
20022008	Kuapeuh thulimlouhna tuh in tuahsia ala ding; huan ahehna chiang alohching kei ding.
20022009	Kuapeuh khuttawi lian mit nei vualzawl in a-om ding; migenthei kiang a atanghou a kipan apiak ziak in.
20022010	Muhsit hatmi delhkhia in, huan kinakna apaikhe ding hi; ahi, kisualna leh zumhuaina atawp ding hi.
20022011	Kuapeuh lungtang sianthouna it, amukte deihhuaina ziak in kumpipa alawm ahi ding hi.
20022012	Theihna nei amah Toupa mit in avomhoih ding, himahleh lepchiahmi thute apai ahi.
20022013	Thadah in, polam ah humpinelkai a-om; kongzing ah thah in a-om ding, achi hi.
20022014	Numei lamdangte kam kokhuk thuk ahi; kuapeuh Toupa deihloumi huai ah akelut ding hi.
20022015	Haina naupang lungtang sung ah henlop in a-om a; himahleh bawldikna chiang in amah a kipan gamlapi ah adelhkhe ding hi.
20022016	Kuapeuh apunna khansakna ding a migenthei nuaisiah a, kuapeuh mihau kiang a pia, taksapna atung lel hi.
20022017	Na bildoh inla, mipil thute za in, huan ka theihna lam ah na lungtang suk in.
20022018	Na sung a na kepleh thil nuam ahi ngal a, na muk a hihkip khawm a a-omleh.
20022019	Na muanna Toupa ah ahihtheihna ding in, tuni in na kiang ah, nang mahmah kiang ah ka theisak hi.
20022020	Thuphate leh theihna tungtang a thil hoih penpente na kiang ah ka gelh khinta kei maw.
20022021	Na kiang a thu hon dongte thutak a na dawntheihna ding a, thutak leh muanhuaite nang hon theisak hilou ka hi hiam?
20022022	Agentheih ziak in, genthei lok ke'n, kongpi ah gimthuak leng nuaisiah sam ke'n.
20022023	Toupa'n lah athu uh agen sin ngal a, amau lokte hinna alok ding hi.
20022024	Mihehbaih toh kizawl ke'nla, huan thangpaihhat mi toh kithuah ke'n.
20022025	Alampite na sin kha dia, na kha a ding in thang na mu kha ding hi.
20022026	Khutbengte lak a khat hi ke'nla, ahihkeileh leibate ziak a mohkhu a pangte lak a leng hi sam ke'n.
20022027	Piak ding na neih keileh, bang ding a na nuai a kipan na lupna lamang ding ahia?
20022028	Na pipute koihkipsa, tang a gamgi suan ke'n.
20022029	Anasep a kizenmi na mu hia? Kumpipate ma ah adingh ding a; mithulimloute ma ah adingh kei ding hi.
20023001	Vaihawmmi toh ne ding a na tut chiang in, na ma a om amah hoihtak in ngaihtuah in.
20023002	Huan anhaimi na hihleh, na gawl ah temta koih ding na hi.
20023003	A-anlimte duh lo ke'n; an khemna a dim ahi chih thei in.
20023004	Hausa ding in kigimsak ke'n; nangmah pilna a kipan tawp in.
20023005	A-omloupi tung ah na mit na koih ding maw? Hauhsaknate'n lah amau a ding in kha akibawl ngal ua, van lam zuan a leng muvanlai bang in.
20023006	Misumchit neih tanghou ne ke'n, a-anlimte leng duh sam ke'n.
20023007	Amah akisim bang in, huchibang ahi; Ne inla dawn in, na kiang ah achi a; himahleh alungtang nang kiang ah a-om kei hi.
20023008	Na an nek na lokhe ding a, na thuhoihte na mansuah ding.
20023009	Mihai bil ah thugen ke'n, na thute pilna lah musit ding ahi ngal a.
20023010	Tang a gamgi suan ke'n; pa neiloute lou ah lut ke'n;
20023011	amaute tanpa lah ahat ngal a; na siatna ding in amau thu agensak ding hi.
20023012	Na lungtang hilhna lam ah suk inla, na bilte theihna thute lam ah.
20023013	Naupang lak ah bawlhoihna it ke'n. Chiang in sat lechin leng asi kei ding hi.
20023014	Chiang in amah na sat ding a, huan Sheol a kipan akha na suaktasak ding hi.
20023015	Ka tapa, na lungtang apilleh, kei mahmah, ka lungtang akipak ding;
20023016	ahi, ka lungtang in nuam asa ding a, na mukte'n thil dik agen chiang un.
20023017	Na lungtang in mikhialte eng kei hen; himahleh nitum in Toupa kihtakna ah om in.
20023018	Kipahman lah a-om taktak ngal a; huchi in na lametna satkhiak ahi kei ding.
20023019	Za in, ka tapa pil in, huchi in lampi ah na lungtang pi in.
20023020	Uain haite lak ah om ke'n; sa haite lak ah.
20023021	Zukham hat leh anhai genthei ding uh ahi ngal a; huan ihmut haina in puansia in mi atuam ding hi.
20023022	Nang hon suang na pa thu ngaikhia inla, ahong upat chiang in na nu musit ke'n.
20023023	Thutak lei inla, zuak ke'n; ahi, pilna, hilhna leh theihsiamna.
20023024	Midiktatpa nakpitak in akipak ding; huan kuapeuh tapa pil suang in amah a kipan nopsakna anei ding hi.
20023025	Na nu leh na pa kipaksak inla, nang hon suangnu nuamsasak in.
20023026	Ka tapa, na lungtang hon pia in, ka lampite ah na mitte kipak uhen.
20023027	Kizuak lah phaizang thukpi ahi ngal a; huan numei lamdang zaw kokhuk kochik ahi.
20023028	Ahi, suamhatmi bang in abuk a, huan mite lak ah lepchiahna apungsak hi.
20023029	Tunggikna kua'n anei a? Lungkhamna kua'n anei a? Kinaknate kua'n anei a? Phunna kua'n anei a? Akul lou liamnate kua'n anei a? Mit sanna kua'n anei a?
20023030	Uain a peng opte'n; uain lehbulh zong dia kuante in.
20023031	Asan lai in uain en ke'n, nou sung a azia asuah lai in, nemtak a apaisuk lai in.
20023032	Atawp chiang in gulpi bang in akei a, guldekpak bang in gu in azen hi.
20023033	Na mitte'n thillamdangte amu ding a, na lungtang in thil hoihloute agenkhe ding hi.
20023034	Ahi, tuipi lai a lum ahihkeileh longkhuam dawn a lum bang na hi ding hi.
20023035	Ahon sat ua, na ka sa kei; ahon vua ua, bangmah in ka vei kei. Chikchiang in ka halh dia? Zong thak nawn na veng, na chi ding.
20024001	Migiloute siatna ding in enlah ke'n, akiang ua om ut sam ke'n.
20024002	Alungtang un nuaisiahna asin ua, amukte un siatna thu agen uhi.
20024003	Pilna ziak in inn lam in a-om a; theihsiamna in hihkip in a-om.
20024004	Huan theihna in dantante hihdim in a-om, hauhna manpha leh nuamte tengteng in.
20024005	Mipil ahat; ahi, theihna nei mi'n hatna apungsak.
20024006	Pina pil in na galdouna bawl ding na hi ngal a; huan thuhilhmi tampite ah bitna a-om hi.
20024007	Mihai a ding in pilna asang lua; kongpi ah akam aka kei hi.
20024008	Kuapeuh hoih lou hih ngaihtuah, mite'n siatna deihmi achi ding uh.
20024009	Mihai ngaihtuahna khelhna ahi; huan mite a ding in musitmi kihhuai ahi.
20024010	Vangsiat ni a na bahleh, na hatna aneu hi.
20024011	Sihna lam a puakmang a omte suaktasak in, huan thah a om dia mansate nangma'n suaktasak in.
20024012	Ngai in, hiai ka thei kei uh na chihleh; lungtangte bukpa'n huai angaihtuah kei maw? Na kha kempa'n, huai athei kei maw? Huan michih kiang ah athilhih bang in ape kei ding maw?
20024013	Ka tapa, khuaizu ne in, ahoih ngal a; huan chep a khum khuaikhak.
20024014	Huchi in pilna na khalam a ding ahi chih na thei ding; na muhleh, huchi in kipahman a-om ding, huan na lametna satkhiak ahi kei ding hi.
20024015	Aw giloupa, midiktat omna dou ding in tang ke'n; akhawlna mun hihsiatsak ke'n.
20024016	Midiktat lah sagihvei apuk a, huan athounawn ngal a; himahleh migilou tuahsia zoh in a-om ding hi.
20024017	Na melma apuk lai in nuamsa ke'n, zoh a a-om lai in na lungtang kipak kei hen.
20024018	Toupa'n huai amu kha in, amah akipahpih kei in, huan amah a kipan athangpaihna aheimang kha ding hi.
20024019	Gilou hihte ziak in kilungkhamsak dah in; giloute leng eng sam ke'n.
20024020	Migilou a ding a kipahman om lou ding ahi ngal a; migilou khawnvak heklup in a-om ding hi.
20024021	Ka tapa, Toupa leh kumpipa kihta in; huan akoi mahmah leng thuman lou ke'n.
20024022	Amau a pan a siatna lah thakhat a om guih ding ahi ngal a; huan amaute a pan tuahsiatna kua ahia thei?
20024023	Hiaite leng mipil thugente ahi. Vaihawmna a mite deihsak tuam neih ahoih kei.
20024024	Kuapeuh migilou kiang a, na diktat hi, chi peuhmah; mite'n amah ahamsiat ding ua, namte'n amah akih ding.
20024025	Himahleh amah salte a ding in kipahna ahi ding, huan atung uah vualzawlna hoih ahong tung ding hi.
20024026	Dawnna dik pia mukte mite'n atawp ding uhi.
20024027	Polam ah na thilhih bawlkhol inla, lou sung ah nang a ding in huai tuh mansa in bawl in; huan huai nung in na inn lam in.
20024028	Abul bei in na inveng siatna ding in theihpihmi hi ke'n; huan na mukte in khem ke'n.
20024029	Ka tung a ahih bang in amah tung ah leng ka hih ding, chi ke'n; mi anasep bang in ka thuk ding.
20024030	Thadahmi lou kiang ah ka pai a, huan theihsiamna bei mi grephuan kiang ah;
20024031	ngai in, ling in akhannelh khin vek a, huai a alouma loulingnei in akhuhta; huan huai a asuang bangte achim khinta hi.
20024032	Huchih lai in ka en a, hoihtak in ka ngaihtuah a; ka mu a, hilhna ka sangta hi.
20024033	Tomkha ihmut zek lai, tomchik lusuk zek, khut khep a tomchik ihmut zek,
20024034	huchibang in suamhatmi bang in na gentheihna ahong pai ding a; huan mi kigalthuam bang in na taksapna hong tung ding hi.
20025001	Judah kumpipa Hezekiah mite'n ateikhiak uh, hiaite leng Solomon paunakte ahi uh.
20025002	Thil iim Pathian thupina ahi; himahleh thu zonkhiak kumpite thupina ahi.
20025003	Van sandan, huan lei thukdan, huan kumpipate lungtang zonkhiak theih ahi kei hi.
20025004	Dangka a kipan tui-ek lamang in, huan siangsakmi a ding in tui-um belsuan ahong omkhe ding.
20025005	Kumpipa ma a kipan gilou lamang in, huan alaltutphah diktatna a hihkip ahi ding hi.
20025006	Kumpipa ma ah malam sang ah om ke'n, huan mithupite omna mun ah dingh ke'n.
20025007	Hiai lam ah hong paitou in, na kiang a ahon chih uh ahoihzaw; na mitte'n amuhsa uh, lal ma a koihniam a na om sang in.
20025008	Sual ding in kinoh in kuankhe pah ke'n, atawp in bang hih ding ahia chih na thei kei kha ding.
20025009	Na inveng toh kal thu amau toh genkhawm un, huan midang thugukte pholhsuah ke'n!
20025010	Huai za in nang a hon kou kha dia, na zahlakna akiheimang kei kha ding hi.
20025011	Kituaktak a thu khat gen dangka kuang sung a dangka-eng epul theite bang ahi.
20025012	Thumangmi bil ah taihilh mipil dangka-eng bilbah leh dangka-eng hoih chi khi bang ahi.
20025013	Pawltak huan vukvot bang in, huchi in sawltak ginom amah sawlte a ding in ahi; apute kha ahihhalh zel hi.
20025014	Vuah pai lou meipite leh huih bang in, huchi in kuapeuh dikloutak a athilpiakte a ki-uangsak ahi hi.
20025015	Doh theih mahmahna in vaihawmpa thuzoh ahi, huan lei nem in guh ahihtan ding hi.
20025016	Khuaizu na muta hia? Nang a dia hun lel ne in; huchi lou in zaw na vah ding a, na lo kha ding hi.
20025017	Na inveng inn ah hoh vang in; huchi lou in zaw ahon chimtak in ahon mudah kha ding hi.
20025018	A-inveng siatna dia zuaugen khetbuk, namsau leh thal hiam bang ahi.
20025019	Buai hun a miginom lou muan zaw ha kisia leh khepek guh kilawi bang ahi.
20025020	Milunggim kiang a lasa tuh khovot lai a puansilh suah bang leh zu leh tangal hel bang ahi.
20025021	Na melma agil akialleh nek ding tanghou pia inla; huan adang atakleh, dawn ding tui pia in.
20025022	Alutung a mei-am sekkhawm hi ding lah na hi ngal a, huan Toupa'n kipahman nang a hon pe ding hi.
20025023	Mal huih in vuah ahon zusak pah a; huchibang in migensiatna lei in hehmel abawl hi.
20025024	Inn tung ning a ten, insung za a kisel hat numei toh tenkhawm sang in ahoihzaw hi.
20025025	Kha dangtak a dia tui votte bang in, gam gamla a pan tanchinhoih ahi.
20025026	Migilou in midiktat alam pialsak tuh tuikhuk suknit leh tui nak hihsiat bang ahi.
20025027	Khuaizu tampi nek ahoih kei; huchi mah bang in mite ding in amau thupina zonkhiak thupina ahi kei.
20025028	Amah a lungsim thuzohna bei khopi chimsa leh bang nei lou bang ahi.
20026001	Nipi lai a vuk bang leh pawltak lai a vuah bang in, zahtakhuaina mihai a ding in akilawm kei hi.
20026002	Kawlgit avakvaih bang in, phialphiah alen lai bang in, huchi mah bang in hamsia bulbal nei lou atangtung kei hi.
20026003	Zepna sakol a ding, kamkaihna sabiltung a ding, huan chiang mihaite nungzang a ding ahi.
20026004	Mihai ahaina dungzui in dawng ke'n, huchi lou in zaw nang leng amah na bang kha ding.
20026005	Mihai ahaina bang in dawng in, ama kideihna ah apilsak kha ding hi.
20026006	Kuapeuh mihai khut a thukhak in amah khete atankhia a, siatna ding adawn hi.
20026007	Khebai khete a kikhai nelnel; huai bangmah in mihaite kam sung a gentehna ahi.
20026008	Mihai kiang a zahna piak zaw suanglotna khau a suang gakkhawm bang ahi.
20026009	Zukham hat khut a loulingnei bang in, huai bangmah in mihaite kam sung a gentehna ahi.
20026010	Mihai leh mivialvak guaimi, thalkap siam midang liamsak zel mi bang ahi.
20026011	Ui ama luak lam a kik nawn bang in, huai bangmah in ahaina sunzom mihai ahi.
20026012	Ama kideihna a pil mi na mu hia? Amah a pan sang in mihai a kipan lametna a-om zaw hi.
20026013	Thadah in, “Lampi ah humpinelkai a-om; kongzing ah humpinelkai a-om,” achi hi.
20026014	Kongkhak a kopza ah akihei zel bang in, alupna tung ah thadahna a-om hi.
20026015	Thadah in kuang sung ah akhut athun a; akam atun ngap nawn kei hi.
20026016	Thadah ama kideihna ah asan pe thei ding mi sagih sang in pil akisa zaw hi.
20026017	Kuapeuh paisuak a, amah a hilou kinakna a kihihbuai, ui abil a man bang ahi.
20026018	Mihai in mei-ekte, thal leh sihna viallot bang in;
20026019	mi invengte khem a, chiamnui ka hi kei a hia? chi toh akibang hi.
20026020	Sing taksap ziak in mei amit a; huan huauhatmi omlouhna ah, kinakna abei hi.
20026021	Suangkuangtheite meisumsa a ding bang in leh sing mei a ding bang in; kinak hatmi kilanna uangsak ahi.
20026022	Huauhatmi thute an limtak bang ahi, huan gilpi sungnungpen ah atumsuk hi.
20026023	Leibel limlang tui a luan bang in, lungtang gilou muk azol in anal hi!
20026024	Mihuauhat in amuk in athehdalh a, alungtang in khemna apai.
20026025	Kilawmna thu agen chiang in, amah um ke'n; alungtang ah lah kihhuai sagih a-om ngal a.
20026026	Ahuatna khemna in kituam mahleh, khawmpite ma ah tangpi muh in agitlouhna etsak ahi ding hi.
20026027	Kuapeuh khuk tou huai ah ake ding; huan kuapeuh suang khuk, amah tung ah hong kileh ding hi.
20026028	Lei zuauthei in ahihliamsate amudah a, maitangphat hat kam in siatna abawl hi.
20027001	Zingchiang thu ah ki-uangsak ke'n; ni in bang hon suahpih ding ahia chih lah na thei ngal kei a.
20027002	Midang in nang hon phat uhen, nangmah mah kam hilou in; mikhual in nangmah mah mukte hilou in.
20027003	Suang agik a, piaunel agik hi; himahleh mihai lungzinna huaite gel sang in agikzaw hi.
20027004	Thangpaihna agilou, hehna akhel; himahleh thikna ma ah kua adingh thei dia?
20027005	Aguk a itna sang in alangtang a salhna ahoihzaw.
20027006	Lawm khat liamnate ginom ahi ua, himahleh melma hon tawpna khemna ahi.
20027007	Kha gilvah in khuaikhak achimtak a; himahleh kha gilkial a ding in thil kha chiteng akhum hi.
20027008	Abuk a kipan a vasa vakvai bang in, huai bang in amun a kipan mi avakvai hi.
20027009	Nuh theih leh gimnamtui in lungtang akipaksak a; huai bangmah in mihing lawm khumna lungsimtak a thupha a hong pai ahi.
20027010	Na lawm mahmah, na pa lawm mangngilh ke'n; na tuahsiatna ni in na unau inn ah hoh ke'n; gamlapi a-unau sang in inveng nai om ahoihzaw hi.
20027011	Ka tapa, pil in, ka lungtang kipaksak in, kei hon taite ka dawntheihna ding in.
20027012	Mipilvang in hoih lou amu a, abu hi; himahleh mimawl in a-awlmoh kei a, athuakloh hi.
20027013	Mikhual a ding moh khu dia om puansilh la in; huan numei lamdang a dia moh khu dia om chiamkhamna ding in len in.
20027014	Kuapeuh aw ngaihtak a, zingsang beltak a thou a, a-inveng vualzawl, ama a ding in hamsia a sim ahi ding hi.
20027015	Vuahchiin ni a vuah zu leh numei kinak hat akibang.
20027016	Kuapeuh amah khou huih khou bang ahi a, khut taklam a sathau ham bang ahi.
20027017	Sik in sik ahiamsak bang in mihing in alawm mel ahiamsak hi.
20027018	Kuapeuh theipi kung kem in huai a agah ane ding; huan kuapeuh apu ngak zahtak in a-om ding hi.
20027019	Tui a maitang in maitang amuh bang in, huai mah bang in mihing lungsim ah mihinna akimu hi.
20027020	Sheol leh Abaddon alungkim ngei kei ua, huan mihing mitte alungkim ngei kei uh.
20027021	Huansianna bel dangka a ding ahi, huan meipi dangka-eng a ding, huchibang mah in mihing phatna a ze-et in a-om hi.
20027022	Mihai sum sung ah buh taisate lak ah suk in su mah lechin, huchipi in leng amah a kipan in ahaina apaimang kei lai ding hi.
20027023	Na belamhonte omdan thei ding in thanuam in, na ganhonte hoihtak in en in;
20027024	Hauhsaknate tangtawn a ding ahi kei a; lallukhu in suan tengteng adaih zou hia?
20027025	Buhpawl puak in a-om a, huan loupa nou akilang, mualte a loupate akilakhawm hi.
20027026	Belamnoute'n na puansilh ding ahon pe ding, huan kelte'n na lou man ding.
20027027	Huan na an ding in, na inkote an ding in kel nawitui kiching a-om ding hi; huan na nungakte vakna ding in.
20028001	Migilou kuamah delh louh in atai; himahleh midiktat humpinelkai bang in ahangsan hi.
20028002	Gam tatlekna ziak in thuneimi tampi a-om a; himahleh theisiam leh theihna nei mite ziak in huai gam bel suk vaiveng theih ahi.
20028003	Taksap hau migenthei nuaisiahte zaw lou susia vuahpi zu bang ahi.
20028004	Amau dan mangngilhte'n migilou aphat ua; himahleh huchibang dan zuite amau tung ah athangpai uhi.
20028005	Mihoih lou in vaihawmna atheisiam kei; himahleh amau Toupa zongte'n thil tengteng atheisiam uh.
20028006	Alampite a hoih lou mihau sang in athutakna a om migenthei ahoihzaw hi.
20028007	Kuapeuh dan zui tapa pil ahi; himahleh kuapeuh anhai mite toh kithuah in apa azumsak hi.
20028008	Kuapeuh aneih, anou leh apung tamsak in, migenthei hehpihmi amah a ding in alakhawm hi.
20028009	Kuapeuh dan za lou ding a abil kaihei, athumna nangawn kihhuai ahi.
20028010	Kuapeuh lampi gilou a midik lamhaihsak, ama kokhuk mahmah ah akelut ding hi; himahleh mihoihkim in gou hoih aluah ding hi.
20028011	Mihausa ama ngaih in apil a; himahleh migenthei theihsiamna nei in amah azongkhia hi.
20028012	Midiktat avualzoh chiang in, thupina lian a-om; himahleh migilou athoh chiang in, mite abu uhi.
20028013	Kuapeuh atatlekna khuh alohching kei ding; himahleh kuapeuh huaite thupha tawi a, mangngilh in zahngaihna amu ding uh.
20028014	Lau thei gige mi ahampha hi; himahleh alungtang saksak gige siatna ah ake ding hi.
20028015	Humpinelkai humham leh vompi hawk bang in; huai mah bang in migentheite tung a vaihawmmi gilou ahi.
20028016	Vaihawmmi theihsiamna tasam nuaisiah hat mithupi ahi; himahleh kuapeuh huaihamna hua in anite asausak ding hi.
20028017	Mi kuapeuh sisan a dimmi himhim, kokhuk sung ah atailut ding; kuamah in panpih kei hen.
20028018	Kuapeuh tangtak a om suahtaksak in a-om ding; himahleh kuapeuh alampite a hoih lou apuk zaw ding hi.
20028019	Kuapeuh agam lei let in tanghou tampi anei ding; himahleh kuapeuh mi bangmah lou nungzui in gentheihna kiching anei ding hi.
20028020	Miginom in vualzawlna ahau ding; himahleh kuapeuh hau ding a kintat gawt louh in a-om kei ding hi.
20028021	Mite deihsak tuam neih ahoih kei; tanghou them ziak in mi atalek ding leng ahi sam kei hi.
20028022	Kuapeuh deihgawl sumchit hauhsakna delh in akinoh a, huan atung ah taksapna ahong tung sin chih athei kei hi.
20028023	Kuapeuh mi deihsakna a sal in alei a maitangphat hatmi sang in deihsakna tamsem anung in amu ding hi.
20028024	Kuapeuh anu hiam apa hiam lok a, “Tatlekna ahi kei,” chimi zaw; amah mah hihsemi kithuahpih ahi hi.
20028025	Kuapeuh lungsim duhgawl in kinakna atokthou hi; himahleh kuapeuh Toupa a muanna koih thausak in a-om ding hi.
20028026	Kuapeuh ama lungtang muang mihai ahi; himahleh kuapeuh piltak a om, suahtaksak in a-om ding hi.
20028027	Kuapeuh genthei kiang a pia atasam kei ding a; himahleh kuapeuh amit sel in hamsia tampi anei ding hi.
20028028	Migiloute alal chiang un, mite akibu ua; himahleh amanthat chiang un, midiktat apung hi.
20029001	Kuapeuh salh a om nak a, genhak teitei hihdamna om lou in thakhat in akise ding hi.
20029002	Midiktatte apun chiang un, mite akipak uh; himahleh migilou in vaihawmna apuak chiang in, mite amau uh.
20029003	Kuapeuh pilna it in apa akipaksak a; himahleh kuapeuh kizuakte kithuahpih in asum amawk zatbei hi.
20029004	Kumpipa'n vaihawmna in gam ahihkip a; himahleh kuapeuh thilpiak phut teitei in ahihsia hi.
20029005	Mi invengte maitangphat in kalsuante a ding in len azaksak hi.
20029006	Mihoih lou tatlekna ah thang a-om; himahleh midiktat in la asa a, akipak hi.
20029007	Midiktat in migenthei thu atheihpih a; migilou in huai thei ding in theihsiamna anei kei hi.
20029008	Misimmoh hatte'n khopi ahal ua; himahleh mipilte'n thangpaihna aheimang uh.
20029009	Mipil in mihai akiselpihleh, aheh hiam anui hiam, khawlna a-om kei ding hi.
20029010	Sisan duh a dangtak in amah mihoihkim amudah; huan mitang ahihleh, ahinna azong uhi.
20029011	Mihai in ahehna tengteng agen a; himahleh mipil in agenkhe kei a, akhemdai hi.
20029012	Vaihawmmi'n zuauthu angaihkhiakleh, asikha tengteng gilou ahi uh.
20029013	Migenthei leh nuaisiah hat akituakkhawm ua; Toupa'n anih tuak uh mitte asukvaksak hi.
20029014	Kumpipa ginomtak gentheite ngaihtuah, tangtawn in alaltutphah akip ding hi.
20029015	Chiang leh salhna in pilna apia; himahleh naupang ama thuthu a omsak in anu a ding in zumna ahi.
20029016	Giloute apun chiang un, tatlekna apung hi; himahleh midiktat in apukna uh a-en ding hi.
20029017	Na tapa bawlhoih in, awlna ahon pe ding hi; ahi, na kha a ding in nopna ahon pe ding hi.
20029018	Mengmuhna omlouhna ah, mite azautat uh; himahleh kuapeuh dan zui, ama'n nuam asa hi.
20029019	Sikha thute a bawlhoih in a-om kei ding; thei mahleh alimsak kei ding.
20029020	Athute a kinoh mi na mu hia? Amah sang in mihai a kipan in lametna a-om zaw hi.
20029021	Kuapeuh anaupan a kipan a asikha nuamtattak a kem in atawptawp in ama tapa hong hi in anei ding hi.
20029022	Miheh in kinakna atokthou a, huan mithangpai in tatlekna ahau hi.
20029023	Mihing kisaktheihna in amah alainiam ding; himahleh kuapeuh lungsim kiniamkhiak in pahtawina amu ding.
20029024	Kuapeuh guta toh kithuah in amah kha amudah hi; nakpitak a ngetna aza a, huan bangmah agen kei hi.
20029025	Mihing kihtakna in thang ahon tawi a; himahleh kuapeuh Toupa a muanna koih abit ding hi.
20029026	Mi tampi'n vaihawmmi deihsakna azong ua; himahleh mihing vaihawmna Toupa a kipan hong pai ahi.
20029027	Midiklou midiktat a ding in kihhuai ahi; huan kuapeuh lampi a tang migilou a ding in kihhuai ahi.
20030001	Jakeh tapa Agur thute. Huai mi in Ithiel kiang ah, Ithiel leh Ukal kiang ah.
20030002	Chihtaktak in kuamah sang in ka haizaw a, mihing theihsiamna ka nei kei.
20030003	Pilna ka sin nai kei a, Mi Siangthou theihna leng ka nei kei, achi hi.
20030004	Van ah kua akahtouta in ahong kumsuk a? Akhuttum sung ah kua'n huih alakhawmta a? Apuansilh in kua'n tuite atun a? Lei tawpnate kua'n ahihkipta a? Amin bang ahia? Huan atapa min bang ahia, na theihleh?
20030005	Pathian thu chiteng ettel ahi; amah a muangte a ding in lum ahi.
20030006	Athute ah behlap ke'n, ahon sal dia, zuauthei amuh in na om kha ding hi.
20030007	Thil nih ka hon ngen; ka sih ma in huaite hon kitheihmohbawl ke'n.
20030008	Bangmah lou leh zuau kei a kipan gamlapi ah suan in. Gentheihna hiam hauhsaknate hiam hon pe ke'n; kei a dia kiphamoh an in hon vak in.
20030009	Huchi lou in zaw ka kham in, nang ka hon kitheihmohbawl in, Toupa kua ahia? Ka chi kha ding hi. Ahihkeileh, ka genthei in, ka gu in, ka Pathian min thanghuaitak in ka bawl kha ding hi.
20030010	Apu kiang ah sikha gense ke'n, huchi lou in zaw nang ahon hamsiat dia, mohtansak in na om ding hi.
20030011	Apa uh hamsiat suan khat a-om a, anu uh vualzawl lou.
20030012	Amau mitte a siangthou suan khat a-om a, ahi a lah anitna ua kipan silsiang louh ahi uhi.
20030013	Suan khat a-om a, aw amitte uh sanghah hi na e; huan amitkhu vunte sansak in a-om hi.
20030014	Ahate uh namsau bang leh ahate uh temta bang suan khat a-om uh, lei a kipan a migenthei leh tasamte mite lak a kipan anekbeina ding in.
20030015	Vot in tanu nih anei a, hon pia in, hon pia in, chi in akikou ua. Thil thum lungkimsak theih ngei louh a-om uh, ahi, li, “Hun e,” chi lou.
20030016	Han leh sul hut; lei tui a hihlungkim a om lou; huan mei, “Hun e,” chi lou.
20030017	Apa nuihsan mit leh anu thuman musit, phaizang va-akte'n atawm ding ua, muvanlai noute'n ane ding uhi.
20030018	Thil thum kei a ding a lamdang lua a-om ua, ahi, ka theih louh li.
20030019	Huihkhua a muvanlai lampi; suangpi tung a gulpi lampi; tuipi lak a long lampi leh pasal nungak toh alampi.
20030020	Huai mah bang in angkawm hat numei lampi ahi; ane a, zapi in akam aka a, gitlouhna ka hih kei, achi hi.
20030021	Thil thum ziak in lei aling a, huan thil li apuak zoh louh ziak in;
20030022	sikha kumpipa hong hih lai leh mihai ankham lai;
20030023	numei huathuaitak in pasal aneih a, sikha nungak in api aluah in.
20030024	Leitung ah aneu thil li a-om ua himahleh apil mahmah uh.
20030025	Miksite hat lou ganhing hon ahi ua, himahleh nipi lai in anek ding uh asutuah ua;
20030026	kawl sazawte hat lou pawltak ahi ua, himahleh suangpi heng ah a-inn abawl uhi.
20030027	Khaukhupte'n kumpipa anei kei ua, himahleh ahonhon in avek un kilem in apai uh;
20030028	inhikte na khut a na tawi theih ahi ua; himahleh kumpipate inpite ah ateng uh.
20030029	Apai chiang ua thupi thil thum a-om ua, ahi, apai chiang ua thupi, li.
20030030	Humpinelkai, gamsa laklak a hat penpen, bangmah ma ah akiheimang kei hi;
20030031	kidouna sakol; keltal leng; huan kumpipa, amite ma a pai.
20030032	Na kiletsak a haitak a na gamtatleh, ahihkeileh ngaihtuahna gilou na neihleh, na kam tung ah na khut koih in,
20030033	nawitui pei in nawituidat a-omsak a, nak hek in sisan asuahkhesak; huchi mah bang in thangpaihna paisuak in kilaina a-omsak hi.
20031001	Kumpipa Lemuel thute; anu'n amah athuhilh thu:
