# language_name:	Mro (Khimi)
# closest ISO 639-3:	cmr
# year_short:	scraped 2026
# year_long:	Not available
# title:	Mro (Khimi)
# URL:	https://www.bible.com/bible/2473
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
45011018	Dyde nan ji la tkry paw ha khe niwn abaan ji gan law y sha ha y de. Nan ji nagy kathoeq de dan de mei. Nan ji la abaan haan de he de. Nan ji la ajun gan mtoen niwn sy y, ajun la nan ji gan namtoen niwn de.
45011019	Nan la, “Abaan ji gan byn paw khiwn la msaw ha ie than sha dy sy y na by,” nade.
45011020	Sy ja de. Gadema neq ji la yn y de tkhoen tkry paw niwn de. Nan ji la yn de tkhoen kasaw ha niwn de. Aroe on y sha nanq ja. Xiq niwn mlunq on ja.
45011021	Kniqkhoeqmaq la akun, ama iwn abaan kiekie he niwn Judaq ji gan mtien mxien y la nan ji gan namxien de sy y de.
45011022	Kniqkhoeqmaq la khimi gan mxien beshe he kloe niwn gan me ji nu ja de. Ama la ama txuiq xui y niwn khimi ji gan kloe niwn jo de. Gadema neq ji gan mxien jo de. Nan ji mxien phija on la Kniqkhoeqmaq la nan ji gan namxien de. Mxien phija on y la nan ji gan Kniqkhoeqmaq byn paw ha nakhe man de.
45011023	Judaq ji la yn y niwn amlunq kdiepha ha yn de nala byn paw niwn thekon luqtun me msaw beqtyn man de. Nagy de mei nala Kniqkhoeqmaq la neq ji axylypi gan sha de thoenq pi ja de.
45011024	Nan ji axy niwn khimi axui ji la tkry paw ha khe niwn rein niwn shenloen kun he ga de. Abaan tneq gan ie ha khe niwn akun me lyiw ha msaw ha ie beqtyn de. Judaq ji la ie ha khe niwn akun ji he de. Kniqkhoeqmaq la byn paw ha khe niwn abaan ji gan ama iwn amkun me mton ha ie beqtyn de nala jauhoe ga sy y na by.
45011025	Naqpi je ji jy, ke la nan ji gan mxaw ha khe niwn mny de dan y niwn neq ji gan namny he de ne jo de. Nan ji la me gan me najie de thoenq thaan mei (pethon on thaan mei) naniwn mny than jo de. Nan ji la nygy jo de. Isreila khimi amlunq shi niwn la tshau man sy y, axy niwn khimi axui ji Kniqkhoeqmaq gan yn niwn khimi koipy than mtien man jo de.
45011026	Khiwn la Kniqkhoeqmaq la Isreila khimi axylypi ji gan txon by man de. Piemkun menan la, “Txon niwn Kanma la Zi'un tkoenq me vy man de. Jako axui iwn hoi y niwn ji gan tkhiw rauq man de.
45011027	Ke la neq ji he tauthi sha man de. Tynygy degan nienq neq ji iwn ajie gan tpyrauq man de,” nade.
45011028	Neq ji la Kthanq ghoi gan ieqxau de tkhoen Judaq ji la Kniqkhoeqmaq iwn txieq ji kkrhau jo de. Tynygy kkrhau niwn la axy niwn khimi axui nan ji avuiq ga jo de. Gadema Kniqkhoeqmaq xieq niwn tkhoen he puipi ji avuiq ama iwn khunpoe (aphau) ji jo de.
45011029	Kniqkhoeqmaq la ama xieq niwn khimi gan saxein phru de nala axy niwn mlunq ta y dy de.
45011030	Axy niwn khimi axui nan ji la kausy me Kniqkhoeqmaq gan kneq y de. Gadema ave Judaq ji la kneq y de tkhoen Kniqkhoeqmaq iwn mxien niwn gan nan ji koeban ha niwn de.
45011031	Tynygy he nan ji la mxien niwn gan dan beshe he Judaq ji ma dan be than Kniqkhoeqmaq gan ave kneq y on niwn jo de.
45011032	Khimi ji la Kniqkhoeqmaq gan kneq y de tkhoen mron keinq niwn gan khan ha niwn khimi ji he khe jo de. Tynygy ama sha ha niwn la ama iwn mxien niwn gan tneq ji axylypi me mnui than jo de.
45011033	Kniqkhoeqmaq iwn pethon, mny niwn, ma niwn ji la jauhoe koipy thaan jo de. Ama iwn tautun mkhoi niwn gan ape la thuiq de dan de mei. Ama iwn alan gan ape la kneqthoenq de mei.
45011034	Piemkun me haw niwn la, “Ape la Kniqkhoeqmaq ta niwn gan mny de mei. Ape la ama gan mtu by mei.
45011035	Ama la khimi gan poe than ape la neq gan poe by ve dy mei,” nade.
45011036	Ama la axylypi gan mriw jo de. Axylypi ma ama dhan he on ga de. Axylypi la ama than ga de. Kniqkhoeqmaq la tshautkhon mimoen shanq ga jo shan. Amen.
45012001	Dyde naqpi je ji jy, Kniq-khoeqmaq mxien niwn nan ji jauhoe dan thaan jo de tkhoen nan ji gan ke namsoe de ne jo de. Kniqkhoeqmaq menan ashau xinq niwn luisui xaw he me gan me poe ja. Ama iwn maqtanq me ka'au ha ama ne niwn he on ja. Neq ji la nan ji ama gan khuitan spaq niwn jo de.
45012002	Khoeqra neq iwn khimi ji he ashau xinq nanq ja. Nanma ji amlunq gan anienmrien khe ha Kniqkhoeqmaq gan kamsyn he ja. Nan ji la Kniqkhoeqmaq iwn mxien niwn gan mny ha, tne la hoi mei, tne la ama gan hoelihoelanq he mei, ajie on y de naniwn gan mny than sha u ja.
45012003	Nan ji la me on shan niwn khaan y on de naha ta y than ke gan Kniqkhoeqmaq napoe niwn kauvixun tkhoen he on de ne jo de. Kniqkhoeqmaq napoe niwn yn niwn he me gan me kapoesiesie ta u ja.
45012004	Me ji akyq me axy niwn abyn ashei ji on de. Abyn ashei tneq axylypi ji la ama ji maqtanq gan ama ji sha u jo de.
45012005	Tynygy he me ji la amdaw gadema Khristu menan vaan de niwn akyq haan de ga de. Akyq haan de menan abyn ashei ji axyxy on he haan de gan haan de kamton sisau ha on niwn jo de.
45012006	Dyde Kniqkhoeqmaq la me ji gan napoe niwn mxien niwn he sha ha axyxy niwn kauvixun gan kakon u niwn de. Me ji iwn kauvixun la Kniqkhoeqmaq iwn kthanq thuiq than nala me yn niwn mtien man sha u ha de.
45012007	Sha than nala me ji sha u ha de. Mtu than nala me ji mtu ha de.
45012008	Khimi ji gan msoe niwn khimi la tynygy sha ha de. Poe niwn khimi la kasin y klauq poe ha de. Aqna ka'on nala ka'ein ha sha ha de. Khimi gan mxien niwn mnui de nala mnuiq xau ha sha ha de.
45012009	Ajiwn sha y klauq khie u ja. Hoi y niwn ji gan mtiwliw ja. Hoi niwn ji gan mlakie u ja.
45012010	Nan ji la Khristu menan naqpi je ji he, lonq man gan lonq man kakhie ja. Me gan me law beshe axy niwn khimi gan law ha de.
45012011	Thali y klauq maqtanq ji gan ka'ein ha sha u ja. Amlunq thauqhoe ha Kniqkhoeqmaq iwn maqtanq gan sha u ja.
45012012	Kdon ha hoelihoelanq u ja. Nere la kau-iwkie u ja. Ktiw axylypi me saxein mke u ja.
45012013	Nere niwn khrijen aphau ji gan nanma me on niwn ji poe by ja. Khlonq ji gan anienmrien mnau u ja.
45012014	Nan ji gan nakloe niwn khimi ji gan saxein ghoi phru u ja. Neq ji gan tkrin y klauq saxein phru u ja.
45012015	Mnuiq niwn khimi ji he vaan man mnui u ja. Xa niwn khimi ji he vaan man xa u ja.
45012016	Kajoen rienrien on u ja. Kathoeq u nanq ja. Nere niwn khimi ji he aphau sha u ja. Me gan me pethon on de naha ta u nanq ja.
45012017	Khimi lonq man nan gan hoi y nasha la hoi y sha beqtyn nanq ja. Khimi hoija ji hoi ja de naniwn gan nienq sha ga ja.
45012018	Nan ji la axylypi me knaq niwn mtien man khimi hoija ji he mduirui mduishaw kajoen rien on u ja.
45012019	Aphau ji jy, ape niq khaq gan ma khimi gan xoitha nanq ja. Kniqkhoeqmaq la ama gan tnienq poe by man de. Piemkun me la, “Ke xoitha man de. Ke la nanma ji sha niwn a'shi ji avuiq shaukhoen poe man de,” naha on de.
45012020	Dyde piemkun me on he, “Nan gan hoi y nasha niwn khimi ji kxan la msa ja. Tui kaxin la ni than poe ja. Tynygy sha la ama luq menan mekie gan thyn nau he man de,” nade.
45012021	Hoi y niwn la nan gan naknaq nanq shan. Aghoi ji he sha ha hoi y niwn ji gan knaq ja.
45013001	Khimi axylypi ji la aqna ka'on asora ji namkaw niwn gan kneq ha de. Kniqkhoeqmaq mti y la aqna on y de. Aqna axylypi ji la Kniqkhoeqmaq poe niwn ji ga de.
45013002	Aqna gan ieqxau niwn khimi la Kniqkhoeqmaq aqna he txu ha khe niwn gan ieqxau niwn ga de. Khimi tneq la tautun mkhoi niwn gan khan ha de.
45013003	Aghoi sha niwn khimi la aqna ka'on gan xiq than ne y de. Gadema hoi y sha niwn khimi la xiq than ne de. Nan la aqna ka'on khimi ji gan xiq y klauq on de ne by. Aghoi ji gan sha ja. Nan gan namthoeq man de.
45013004	Neq la nan aghoi gan sha than Kniqkhoeqmaq xieq ha khe niwn tanna jo de. Gadema nan a'shi sha la neq gan xiq ha de. Nagy de mei nala neq la khuitan shaukhoen poe than aqna on niwn khimi de tkhoen de. Neq la Kniqkhoeqmaq iwn tanna de tkhoen hoi y sha niwn khimi ji gan shaukhoen poe than aqna on niwn de.
45013005	Dyde nan la shaukhoen poe niwn gan xiq de tkhoen aqna ka'on ji gan mkrhe xiq niwn sy y de. Me gan me kamny niwn mlunq he ma kneq ha de.
45013006	Neq tkhoen he maumoen poe u ha de. Nagy de mei nala ama ji maqtanq gan sha niwn la Kniqkhoeqmaq sha he niwn maqtanq gan sha he niwn de.
45013007	Dyde aqna ka'on ji gan poe shan la poe u ja. Poe than on niwn maumoen ji gan poe u ja. Law shan niwn khimi gan law ha de.
45013008	Nan ji me ale ktanq y on shan. On de nala lonq man gan lonq man kakhie niwn mkrhe on ga shan. Khimi lonq man ama phau gan khie niwn la pieriesa gan kneq niwn khimi de.
45013009	T'ja ji me la, “Khimi nuipui naqpa he jiekre nanq, khimi ashau gan mthi nanq, mxu nanq, mdu niwn ji on u nanq,” naniwn t'ja he axy niwn t'ja ji iwn amkun la, “Nanma gan kakhie beshe he nanma aphau gan khie ja,” naniwn de.
45013010	Ape ma me khie niwn khimi gan hoi y sha y de. Khimi gan khie niwn la pieriesa axylypi gan khie niwn jo de.
45013011	Nan ji la me i niwn kon thau than ktiw gan mny de tkhoen tynygy sha u ha de. Nagy de mei nala ave me ji txon niwn gan dan niwn mniq la kausy gan Jeishu gan yn thoi niwn ktiw khaan y nidei dy de.
45013012	Mxun ktiw khiw ga dy de. Mniq ktiw thaw nene dy de. Vinqroe niwn me on niwn khimi ji hoi y sha niwn ji gan sha u nanq ja. Kvanrauq niwn me katy than lipaw ji gan mla u ja.
45013013	Me ji la kvanrauq niwn me ashau xinq niwn khimi ji he ashau xinq u shi. Kau'in tui nikru niwn, nuipuidi, naqpadi gan jiekre niwn ji, kbraan niwn, tau-ieqthoenq niwn ji gan sha u nanq ja.
45013014	Gadema Kanma Jeishu Khristu iwn lipaw ji gan kshiwn u ja. Nan ji akyq me ajie sha ne niwn mlunq, kaudydy sha ne niwn ji gan kau-iwkie u ja.
45014001	Nan ji thunq me sxiw de yn niwn khimi ji gan koeban u ja. Gadema ama amlunq thunq me ta niwn ji gan ka'ieq u nanq ja.
45014002	Amdaw yn niwn khimi la sa ne niwn asani ji gan sa khan ja de. Gadema sxiw de yn niwn khimi la andoe xadoe gan mkrhe sa ga de.
45014003	Narunnaraan sa ha niwn khimi ma narunnaraan sa ha y niwn khimi gan mty nanq ja. Andoe xadoe gan mkrhe sa ha niwn khimi ma narunnaraan sa ha niwn khimi gan skoe nanq ja. Nagy de mei nala narunnaraan sa niwn khimi gan Kniqkhoeqmaq la koeban niwn tkhoen jo de.
45014004	Khimi lonq de iwn tanna gan tautun mkhoi niwn nan la ape mei. Tanna tneq la anienmrien sha ja mei, sha y mei naniwn akanma tkhoenq ja tiwn man de. Ama la anienmrien hoibei sha man de. Nagy de mei nala Kniqkhoeqmaq la ama gan anienmrien hoibei sha than klonq by de tkhoen jo de.
45014005	Khimi lonq de la niqva haan de khaan y ave niqva haan de hoi goe de nade. Gadema axy niwn khimi ji la vaan de ga de naha ta de. Neq ji la nagy ma ta ja shan, me la khuitan ja ga naha amlunq kadikhiw u ga ja.
45014006	Nagy mei niwn khimi ji la niqva ghoi de naha tny niwn mniq gan tynygy ta la Kanma gan mthoeq de ne de tkhoen ta niwn ga de. Sa niwn khimi ma Kanma gan mthoeq de ne de tkhoen sa niwn ga de. Nagy de mei nala ama la Kniqkhoeqmaq gan sana nina avuiq mthoeq niwn tkhoen jo de. Sa y niwn khimi ma Kanma gan mthoeq de ne de tkhoen sa y niwn de. Ama la Kniqkhoeqmaq gan mthoeq niwn jo de.
45014007	Me ji me ape ma me ji avuiq ashau xinq y de. Me avuiq ape ma diw y de.
45014008	Me ji ashau xinq niwn la Kanma avuiq ashau xinq niwn ga de. Me ji diw niwn la Kanma avuiq diw niwn ga de. Me ji xinq niwn, diw niwn la Kanma he klau ga de.
45014009	Dyde tkhoen Khristu la xinq niwn khimi, diw niwn khimi iwn Kanma kkrhau than diw khiwn la xinq beqtyn vi jo de.
45014010	Dyde nan la nagy de me khrijen naqpi je ji gan tautun mkhoi niwn mei. Nan la nagy de me khrijen naqpi je ji gan mty niwn mei. Me ji axylypi ji la ama tautun mkhoi niwn gan khan than Kniqkhoeqmaq iwn tautun mkhoi niwn mtynq maq me kdoe ha de.
45014011	Piemkun me la, “Kanma la ke ashau xinq niwn he tlele khimi axylypi ji ke maq me khawmkhun mdi ha de. Khimi axylypi ji la ke la Kniqkhoeqmaq de naniwn gan mthoeq u man de,” nade.
45014012	Dyde me ji axylypi la Kniqkhoeqmaq menan me sha niwn gan thuiqpi ha man de.
45014013	Dyde me ji la lonq man gan lonq man tautun kamkhoi u nanq shi. Me naqpi je ji gan mthuikhy ha ajie sha than ji gan kanon u shi.
45014014	Tneq he niwn sana nina ji ma ama me la proepra niwn on y de naha Kanma Jeishu gan akla ha ke khuitan mny ja de. Gadema khimi lonq man la proepra de naha ta la ama avuiq tneq la proepra de.
45014015	Nan sa niwn sana nina ji dhan he nan naqpi je gan tauxietauny kdan he la nan sha niwn ji la khie ha sha niwn ji sy y de. Khimi tneq avuiq Khristu diw by jo de tkhoen nan sa niwn sana ji he avanq on y sha nanq ja.
45014016	Nan ji hoi ja de naniwn ji he khimi ji naskoe than sha u nanq ja.
45014017	Kniqkhoeqmaq namkaw niwn la sa niwn, ni niwn ji he klau y de. Sepin Seryiw niwn Muiqxaq napoe niwn mdimkhiw niwn, mduirui mduishaw niwn, hoelihoelanq niwn he klau ga de.
45014018	Tynygy niwn alan he Khristu iwn maqtanq gan sha niwn khimi gan Kniqkhoeqmaq ma amlunqkvaq ha khimi ji ma namthoeq de.
45014019	Dyde me ji la mduirui mduishaw than he lonq man gan lonq man kamtoi naka ji nienq sha u ha on u shi.
45014020	Sa niwn ni niwn tkhoen he Kniqkhoeqmaq iwn maqtanq gan phjau nanq ja. Sana nina axylypi ji la sepin seryiw ja de. Gadema khimi ji mthuikhy tbakhy than sa ni de nala ajie kkrhau de.
45014021	Ana gan sa niwn, sbjie tui ni niwn, axyxy niwn naqpi je ji gan mthuikhy tbakhy he niwn ji gan kanon u ha de.
45014022	Nanma he Kniqkhoeqmaq ashlau me on niwn nanma iwn yn niwn gan mriekie ja. Me sha niwn ji hoi ja de naha ta la hoi niwn ga dy de.
45014023	Gadema khimi lonq man ama sa niwn ji gan tauxietauny kdan niwn amlunq on la Kniqkhoeqmaq shaukhoen poe by man de. Nagy mei nala ama sa niwn la yn ha sa niwn sy y de tkhoen jo de. Yn ha sa y niwn ashiqshiq la ajie kkrhau pi de.
45015001	Yn niwn mlunq hoe niwn me ji la yn niwn mlunq shin niwn khimi ji iwn ali ji gan tpuq de klonq shan de. Me ji la me aliw gan xui ha sha shan y de.
45015002	Me ji axylypi la yn niwn mlunq hoe y man niwn khimi ji yn niwn hoe than ama ji avanq hoe than aliw gan xui u ha de.
45015003	Khristu la ama aliw gan xui y de. Piemkun me la, “Ama gan law y haw niwn khimi la khuitan ke gan law y haw niwn ga de,” naha on de.
45015004	Piemkun me tri ha khe niwn axylypi ji la me ji gan namtu than tri niwn jo de. Dyde piemkun me tri ha khe niwn kon dan niwn mlunq shau niwn, aan poe niwn ji he me kdon niwn gan dan than jo de.
45015005	Nan ji la Jeishu Khristu gan aku la ha vaan man niq man on than amlunqshau niwn he amlunq kadikhiw niwn Kanma Kniqkhoeqmaq la nan ji gan naklonq ja jo shan.
45015006	Nygy degan nienq nan ji la vaan de niq de sha ha me ji Kanma Jeishu Khristu iwn Pe-e Kniqkhoeqmaq gan mthoeq de dan u man de.
45015007	Dyde Khristu la nan ji gan koeban beshe he Kniqkhoeqmaq iwn bohan on than nan ji la lonq man gan lonq man koeban u ja. Nagy de mei nala Kniqkhoeqmaq la kau'iwn than hoi de naniwn mnui than Khristu la Judaq ji iwn tanna kkrhau jo de. Kniqkhoeqmaq iwn kaudi poe niwn khuitan ja de naniwn ke nathuiq by de ne jo de. Axy niwn khimi axui ji ma Kniqkhoeqmaq iwn mxien niwn avuiq mthoeq than sha jo de. Piemkun me la, “Dyde tkhoen ke la axy niwn khimi axui ji unq me nan gan namthoeq man de. Nanma gan alon he namthoeq man de,” naha on de.
45015010	Haw beqtyn niwn la, “Axy niwn khimi axui ji jy, Kniqkhoeqmaq xieq ha khe niwn khimi ji he vaan man hoelihoelanq u ja,” nade.
45015011	Ave xinq man, “Axy niwn khimi axui axylypi ji jy, Kanma gan mthoeq u ja. Khimi pa axylypi ji jy, Kanma gan mthoeq u ja,” naha kauruiq jo de.
45015012	Heishaja haw beqtyn niwn la, “Jeishei axui thunq iwn lonq man la kapien man de. Neq la axy niwn khimi axui ji gan mkaw man de. Axy niwn khimi axui ji la ama gan kdon u man de,” naha on de.
45015013	Sepin Seryiw niwn Muiqxaq iwn bohan he nan ji kdon niwn hoe than kdon niwn Kanma Kniqkhoeqmaq la nan ji yn niwn tkhoen he nan ji gan hoelihoelanq niwn amdaw niwn ji he mduirui mduishaw niwn gan napoe ga jo shan.
45015014	Naqpi je ji jy, nan ji la hoibaw hoitran niwn ji on tautau, pethon ji amdaw he koi ha lonq man gan lonq man kamtu de dan ja de naniwn ke kadikhiw ja jo de.
45015015	Gadema nagy mei niwn ji la ke nan ji gan shaudi napoe niwn menan ke gan Kniqkhoeqmaq napoe niwn mxien niwn tkhoen he sanrau tri vanq ga jo de.
45015016	Axy niwn khimi axui ji avuiq maqtanq ji gan Khristu Jeishu iwn tanna lonq de he sha niwn jo de. Kniqkhoeqmaq iwn kthanq ghoi gan miema lonq de he maqtanq sha ha thuiq niwn jo de. Dyde axy niwn khimi axui ji la Kniqkhoeqmaq ne niwn luisui xaw he sha ha Sepin Seryiw niwn Muiqxaq dhan he Kniqkhoeqmaq me poe than jo de.
45015017	Dyde ke la Khristu Jeishu dhan he vaan de kkrhau ha Kniqkhoeqmaq avuiq maqtanq gan sha ha niwn tkhoen kathoeq ha ja jo de. Axy niwn khimi axui ji la Kniqkhoeqmaq gan kneq than ke haw niwn, sha niwn ji, m'an than hoi niwn bohan, tauthon ji, Sepin Seryiw niwn Muiqxaq iwn bohan ji dhan he Khristu sha niwn axylypi ji gan nienq ke sanrau thuiq man de. Dyde Jeirushlen kun kon Iluri khoeq me tiwn niwn mtynq ttyn me Khristu kthanq ghoi gan thuiq u jo de.
45015020	Ke amlunq thauqhoe niwn la Khristu kthanq the kau y man niwn mtynq me Kthanq ghoi gan thuiq than jo de. Axy niwn khimi ji mtynq pau ha khe niwn me ke thuiq de ne y jo de.
45015021	Piemkun me la, “Neq kthanq gan ape ma thuiq y gadema neq ji la nu u man de. Neq ji la the kau y gadema kneqthoenq u man de,” naha haw de.
45015022	Dyde neq tkhoen he ke la nan ji me vy than kauxiw gadema xinq man ma natiwn ha kau y jo de.
45015023	Gadema tkoe neq me ke la maqtanq ji gan sha khiwn dy jo de. Nan ji me navy than shni texiwn de niq kon amlunq on jo de.
45015024	Ave la ke navy ha ga dy de naha kdon jo de. Spin khoeq me lyiw la nan ji me ma nakoen laan de amlunq on jo de. Nan ji me knau ma ha texiwn on khiwn la tneq me nan ji la ke gan namkaq than naklonq de ne jo de.
45015025	Ave ke la Kniqkhoeqmaq iwn khimi ji gan klonq than Jeirushlen kun me lyiw ha man de.
45015026	Makeidawni khoeq he Gri khoeq iwn khrijen tauphy la Jeirushlen kun me on niwn Kniqkhoeqmaq iwn khimi ji thunq iwn shanre niwn ji gan klonq than tkaan ji gan poe u jo de.
45015027	Ama ji la tkaan tneq poe than amlunqkvaq jo de. Khuitan haw de nala shanre niwn khimi tneq ji gan klonq than avuiq on de. Judaq ji la ama ji dan niwn muiqxaq he klau niwn saxein ji gan axy niwn khimi axui ji me xi jo de. Dyde axy niwn khimi axui ji ma Judaq ji gan ama ji dan niwn tkaan ji gan xi shan de.
45015028	Dyde ke la kaw ha dan niwn tkaan ji gan poe pi khiwn dy nala nan ji kon tloi ha Spin khoeq me lyiw de.
45015029	Nan ji me ke vy degan Khristu napoe niwn saxein ji he navy ha de naniwn ke mny ja de.
45015030	Naqpi je ji jy, ke la nan ji gan me ji Kanma Jeishu Khristu he Muiqxaq napoe niwn khie niwn dhan he ke avuiq ke he vaan man Kniqkhoeqmaq me amlunq thauqhoe saxein mke than namsoe de ne jo de.
45015031	Ke la Judaq khoeq me on niwn yn y man niwn khimi ji iwn arhaan kon loe than he Jeirushlen kun me on niwn Kniqkhoeqmaq iwn khimi ji la ke klonq niwn gan koeban than saxein mke u ja.
45015032	Dyde Kniqkhoeqmaq aliw on la ke la hoelihoelanq hana nan ji me navy ha man de. Nan ji he vaan man hoelihoelanq ha knaukhoe de dan man jo de.
45015033	Mduirui mduishaw niwn Kanma Kniqkhoeqmaq la nan ji axylypi he vaan man on ga jo shan. Amen.
45016001	Kankhrei kun iwn khrijen tauphy me maqtanq sha niwn nuipuidi, me ji siesa shma noi Phobei than nan ji gan nahaw de ne jo de.
45016002	Nan ji la Kniqkhoeqmaq iwn khimi ji gan koeban shan he Kanma iwn amiq menan nuipuidi neq gan koeban u ja. Ama neq niwn ji gan klonq ha poe u ja. Nuipuidi neq la khimi amdaw ji gan klonq jo de. Ke gan ma naklonq jo de.
45016003	Ke he vaan de Khristu Jeishu iwn maqtanq ji gan shaphau Prisila he Akila (nuipui naqpa xini) gan mlau u ja.
45016004	Neq xini la ke avuiq ashau gan poe ne thaan niwn jo de. Neq ji gan ke mkrhe sy y, axy niwn khimi axui ji iwn tauphy ma koemukoetanq niwn jo de.
45016005	Neq ji in me kalun ha on niwn yn niwn khimi ji gan ma mlau by u jo ja. Asha khoeq iwn kanmaq xiw Khristu gan yn niwn khimi, ke iwn aphau Eipheine gan mlau jo ja.
45016006	Nan ji avuiq maqtanq gan ka'ein ha sha niwn Mari gan mlau u ja.
45016007	Ke he vaan de mron thunq me on niwn Judaq axui Androni he Juni gan mlau u ja. Neq ji la tloe ji naha amiq kthanq niwn, ke khaan y kanmaq xiw khrijen kkrhau ma niwn khimi ji jo de.
45016008	Kanma menan ke he kma niwn Anpili gan mlau u ja.
45016009	Ke ji he Khristu iwn maqtanq gan shaphau Uraben he ke he kma niwn Stakhu gan mlau u ja.
45016010	Khristu gan kadikhiw he niwn Apeilei gan mlau u ja. Aritawbula ji inpy ji gan ma mlau u ja.
45016011	Judaq axui Heirodun he yn niwn naqpi je Nakisu ji inpy ji gan mlau u ja.
45016012	Kanma iwn maqtanq gan sha niwn Trupheina he Truphosa xini gan mlau ja. Kanma iwn maqtanq gan amdaw ka'ein ha sha niwn, ke kma niwn aphau Peirasi gan mlau u ja.
45016013	Kanma xieq niwn Ruphu he ke gan spa he nakhie niwn anoi-oi gan mlau by u ja.
45016014	Ashukri, Phleigon, Heirama, Petroba, Heiramei ji he ama ji aphau khrijen axylypi gan mlau u ja.
45016015	Philolaw, Juli, Neiru, asiesa Olunpa ji he ama ji aphau Kniqkhoeqmaq iwn khimi axylypi ji gan mlau u ja.
45016016	Nan ji la lonq man gan lonq man amlunq ghoi he kamnau u ja. Khristu iwn tauphy axylypi ji la nan ji gan namlau u jo de.
45016017	Naqpi je ji jy, nan ji dan niwn mtu niwn ji gan nakrau ha axy kakhoi niwn, kman thithau sha niwn khimi ji gan ami trienq ha tkhoenq u ja. Neq ji kon xanqla me on u ja.
45016018	Neq ji sha niwn la me ji Kanma Khristu iwn maqtanq gan sha niwn sy y de. Ama ji ne niwn ji gan sha niwn ga de. Neq ji la pietuiq ji, mliw niwn pie ji he amlunq hoi niwn khimi ji gan m'jon lau vi de.
45016019	Nan ji la kthanq ghoi gan najie de kneqkhi thaan mei naniwn khimi ttyn the ja de. Dyde ke la nan ji avuiq hoelihoelanq jo de. Ke la nan ji gan tneq la hoi de naniwn me pethon on ha, tneq la a'shi de naniwn me ajie sha y than nane jo de.
45016020	Mduirui mduishaw niwn Kniqkhoeqmaq la texiwn on la nan ji akhaw tkui me Saten xuipui gan kie bu ha khe man de. Me ji iwn Kanma Jeishu iwn koetanq la nan ji he vaan man on ga jo shan.
45016021	Ke maqtanq shaphau Timawshei he Judaq axui Luki, Jason, Sawtipeitru he Judaq ji gan mlau u ja.
45016022	Ke, Teirati la sa neq ji gan tri jo ha Kanma menan namlau ja jo de.
45016023	Ke gan khlonq namnau niwn, yn niwn khimi ji kalun ha Kniqkhoeqmaq gan akla niwn in iwn akanma Gaju ma nan ji gan namlau jo de. Kun iwn tkaan kashiwn Eireitu, me ji naqpi je Katu ji la nan ji gan namlau jo de.
45016024	[Me ji Kanma Jeishu Khristu iwn namxien niwn la nan ji he vaan man on ga jo shan. Amen.]
45016025	Kniqkhoeqmaq iwn mimoen gan me ji mthoeq u shi. Jeishu Khristu kthanq ghoi gan ke thuiq he tlele nan ji yn niwn mriekie than kausy niq kon mxaw ja voivoi ha khe niwn kadikhiw niwn mnui than ama la sha de thoenq ja de.
45016026	Ave kadikhiw niwn neq ji la phoishma ji tri niwn tkhoen he mthonpraw ha khe dy de. Khimi axylypi ji la Kniqkhoeqmaq gan yn la ama pie gan kneq than tshautkhon ashau xinq niwn Kniqkhoeqmaq la aqna he kadikhiw niwn gan namny he dy de.
45016027	Ama xdyn nienq axylypi niwn pethon ji on pi niwn Kniqkhoeqmaq la Jeishu Khristu dhan he tshautkhon man mimoen on ga jo shan. Amen.
46001001	Sa neq la ke Pawlu he me ji iwn naqpi Soeshun kon natha niwn jo de. Khristu Jeishu iwn tloe kkrhau than Kniqkhoeqmaq ama iwn aliw he ke gan nakauq jo de.
46001002	Kawrintu kun me on niwn Kniqkhoeqmaq iwn tauphy, Khristu Jeishu he vaan de kamru de tkhoen Seryiw niwn khimi kkrhau than xieq niwn me ke sa tri jo de. Mtynq ttyn menan me ji Kanma Jeishu Khristu gan spaq ha on niwn khimi ji he nan klau jo de. Khristu la ama ji iwn Kanma, me ji iwn Kanma jo de.
46001003	Me ji iwn Pe-e Kniqkhoeqmaq he Kanma Jeishu Khristu la koetanq he mduirui mduishaw niwn nan ji gan napoe jo shan.
46001004	Nan ji than Ke la Kniqkhoeqmaq gan mthoeq ja voivoi jo de. Nagy mei nala, Kniqkhoeqmaq la Khristu Jeishu dhan he nan ji gan koetanq napoe jo de.
46001005	Nan ji la Khristu he vaan de kamru de tkhoen Kniqkhoeqmaq la nan ji gan ne niwn ji axylypi vaphun napoe khiwn dy de. Kniqkhoeqmaq la nan ji gan tpie de thoenq than he axylypi gan mny than naklonq jo de.
46001006	Tynygy he ke ji thuiq niwn Khristu iwn kthanq ghoi la khuitan ja de naniwn gan Kniqkhoeqmaq la nan ji gan namnui dy de.
46001007	Dyde Nan ji me Muiqxaq napoe niwn kauvixun axylypi ji on jo de. Me ji Kanma Jeishu Khristu navy beqtyn niwn gan amlunq thauqhoe ha son niwn de.
46001008	Tneq ktiw mtien man nan ji la ama gan yn niwn khushlu than Jeishu Khristu la naklonq de. Dyde me ji iwn Kanma Jeishu Khristu vy degan ape ma nan ji ajie on de naha nabi ha y de.
46001009	Me ji iwn Kanma Aspa Jeishu Khristu he aphau sha than Kniqkhoeqmaq la nan ji gan naxieq khiwn dy de. Kniqkhoeqmaq la kau'iwn than hoi ja de.
