# language_name:	Lautu Chin
# closest ISO 639-3:	clt
# year_short:	scraped 2026
# year_long:	Not available
# title:	Lautu Chin
# URL:	https://www.bible.com/bible/2640
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
45015025	Cadyiseca, ata hing ca Jerusalem lie mingpathepa tie cuota rehrie riypata i si.
45015026	Tahematapakieca Masidonia ruo hne Akhaia ruo lie a awpa tie ta Jerusalem lie a awpa mingpathepa tie hraw taata siypasa tie'a luo palung thusa pata ama pipa hmang na a aw.
45015027	Capa hmang ama tuepa ca ama palung aa tluokhyi sa, hmisi ta ripa kieca ama tue riypa hrahring ta a cuo; tahematapakieca, Jentail ming ta Judah ming thlaapa luo thluechiy kha amaa hraw kieca, Judah ming zaw ta chuelyi chechiy luo thluechiy kha Jentail ming'a taata amaa hraw ra riypata a cuo.
45015028	Cacuonakawta hingpa re hing patlung'a ang te, i ri khingpa ca, iema cuota ama khyipa tuokaa bangkhuo a tlingsa pata iema kuv cung luo i pi khu taayita, Spain luo i tlawpuo pata ica vya tlawpaale'a yi.
45015029	Ica vya tlaw tiy yi ta, Khrih thluechiy kha a tlingsa pata ica vya phya'a yi tapa kha i pachang.
45015030	Uvnu hne sieta zaw, Abyipa Zingsuv Khrih hne Thlaapa duena ta icaa nuepa yi ca, Kama cuo hingta Khazing'a luo kha thlaa na chuokhyi ung.
45015031	Judea ruo lie a awpa zanglituv tie kuv taata hya i zang khuna riypa hne Jerusalem lie i rehrie riypa hing mingpathepa tie cuota cuhluo tluo a cuo riypata thlaa chuo tie ung.
45015032	Cahaa cata, Khazing khingna a cuo pata a cuo kieca palungtluona hne niema'a luo vya chiy pata niema hrawlie thaazuo thaapa i lana ta a cuo aa.
45015033	Diena Khazing ca niema bangkhuo'a lie aw mangsue. Amen.
45016001	Kenkhria khrihsaabuv lie khrihsaa uvthyi a cuopa ma sietanung Fibi hing niema'a luo ica vya pachang sa yi.
45016002	Mingpathepa tie hrawlie ta a cuo riypa hmang a cuopa haata, ama kha Abyipa ming ta cuhluo ungla, niema'a taata abyana a caa hiepa yi bangkhuo kha pi tie ung. Tahematapakieca ama ca cawsaa hluvpuv hne kama cuo hrahring ta byatuv pha tana a cuo.
45016003	Khrih Zingsuv chunglie i re hrie hne a cuopa Prisilla hne Akuila kha nama kuv ica patuv yi.
45016004	Iema ca kama hringna cuota ama luv a pi nguopa tana ama cuo. Iema'a lie i palung a tluopa dyi cuo vyi, Jentail khrihsaa bangkhuo zaw ama palung a tluo hringhruo.
45016005	Ama ing lie a pungpa khrihsaa tie zaw nama kuv ica patuv yi. Asia ruo taata Khrih a zang taapa ta a cuopa, i viesaa phapa Epenetas zaw na kuv ica patuv.
45016006	Niema hrawlie rehrie te amaa hringhruopa Mary kha na kuv ica patuv.
45016007	Andronikas hne Junias kha nama kuv ica patuv yi. Iema ca kama phangbuo, kama hne thaw a tla hnepa tana ama cuo. Iema ca lucuotuv tie ta ama za pachangsa pata cuo yite kama hluo ta Khrihsaa ama za cuo tli.
45016008	Khrih chunglie i duepa Ampliatas kha na kuv ica patuv.
45016009	I duepa Stakhis hne Khrih re i hrie hnepa Urbanas kha nama kuv ica patuv yi.
45016010	Khrih zangna lie tlechuo aa chiysapa Apelles kha na kuv ica patuv. Aristobulus ingchungkhue tie kha nama kuv ica patuv yi.
45016011	I phangbuo a cuopa Herodion kha na kuv ica patuv. Narsissas chungkhue tie zaw kha Abyipa ming ta nama kuv ica patuv yi.
45016012	Abyipa rehrietuv Trifana hne Trifosa kha nama kuv ica patuv yi. Abyipa re lie te a maasapa, i duepa Persis kha na kuv ica patuv.
45016013	Abyipa ta aa tlawpa Rufas hne a nung, i nung ta a cuo rapa kha nama kuv ica patuv yi.
45016014	Asinkhritas, Flegon, Hermes, Patrobas, Hermas hne uvnu hne sieta zaw iema hne a awpa tie bangkhuo kha nama kuv ica patuv yi.
45016015	Filologas, Julia, Nereus hne a sietanung, Olimpas hne iema hneta a awpa tie bangkhuo nama kuv ica patuv yi.
45016016	Pakha hne pakha kha a pathepa a pahnuona ta nama kuv a patuv ung. Khrih huo a cuopa khrihsaabuv na nama kuv caa patuv yi.
45016017	Uv nu hne sieta zaw, a chena hne a duna a chiykhyipa tie kha a raaring ungla, nama cuhluo ciepa pacuvna a du pata a rilepa tie kha cahriy tie ung.
45016018	Tahematapakieca, cahaapa cawsaa zaw kha ca Abyipa Khrih rehrietuv cuo lipa yi ta iema riyvaw cuo dyi ta a hriepa tana ama cuo. Ama bie pahniepa hne malie ama pata thenapa khata cawsaa zaaruo tie kha ama dung.
45016019	Thuophaabie hne aa patuv pata zangtluo namaa tlana kha cawsaa bangkhuo ta ama pachang nakawta hingpa kawlie hingta i palung aca tluokhyi hringhruo yi. Hmangphapa kawlie kha singvaa ungla, hmangpha lipa suena ta acaa kaa li riypa yi ta icaa khingkhyi yi.
45016020	Diena Khazing ta Setaa kha nama phyipazaa rawlie chi'a te a carie patang aa. Abyipa Zingsuv Khrih vihnyina ca niema'a lie aw mangsue.
45016021	I rehriehne Timote ta nama kuv aca patuv yi. Cahaa cata, i phangbuo a cuopa Lusias, Jason hne Sosipater zaw ta nama kuv aca patuv yi.
45016022	Kama Tertias, hingpa caapaphya a capetuvpa zaw hingta Abyipa ming ta nama kuv ica patuv yi.
45016023	I ingtlungpa hne khrihsaabuv a pungna ing hnyituv, Gaius zaw ta nama kuv aca patuv yi. Khypuv suekingtuv Erastas hne ma uvnupa Kuartas zaw ta nama kuv aca patuv yi.
45016024	(Ima Byipaapa Zingsuv Khrih vihnyina ca niema bangkhuo'a lie aw mangsue. Amen.)
45016025	Kama i ripa hne i phupa Zingsuv Khrih thuophaabie hne cuo syipuv chung za nupa, cuorasala ata hing phu pata a cuopa bieparuv haakhata niema thaazuo caa pi khupa ca Khazing tana a cuo.
45016026	Cakhutaata chuozaa a hringpa Khazing bie pina haata, zang yite a bie ama ziy the riypata, profet tie capepa caa thueta, ama ca Jentail ming bangkhuo kha pachang sa pata a cuo tli.
45016027	Pakha dyipa, a singpa Khazing ca Zingsuv Khrih thueta chuozaa ta a ming rungnaa pata aw mangsue! Amen.
46001001	Khazing khingna thueta Khrih Zingsuv lucuotuv cuo riypata kupa kama Paul hne ma uvnupa Sosthenes ta,
46001002	Khazing mingpathepa cuo riypata kupa hne Khrih Zingsuv chunglie ta pathesapa Korin khy lie a awpa Khazing Khrihsaabuv tie hne, iema hne kiema Byipaapa ta a cuopa Abyipa Zingsuv Khrih a zangpa, hmangting lieta a awpa tie'a luo kha caa maca paphya yi.
46001003	Ma Paa Khazing hne ima Byipaapa Zingsuv Khrih'a taata vihnyina hne diena ca nama cunglie aw mangsue.
46001004	Khrih Zingsuv thueta aca pipa yi vihnyina kawlie kha Khazing i pathuosa pari.
46001005	Tahematapakieca niema ca ama thueta hmangting bangkhuo kha pipa cuo ung cate, bierina hne pachangna phangting zaw kha pipa nama cuo nakawta,
46001006	Khrih kaw tehte ma khuopa kha niema hrawlie a cusa pata a aw tli tana ta a cuo.
46001007	Cacuonakawta, ma Byipaapa Zingsuv Khrih aa luona riypa nama huona lie hing nama hmung lipa thlaapa luo lasaw suokha hmuo aw vyi.
46001008	Ma Byipaapa Zingsuv Khrih ning thueta suephawpa nama cuo li riypata ama ta ningchuona ning te ta thaazuo aca pi'a yi.
46001009	Khazing ca zangtluo aa tla; ama thueta niema ca a saacapaapa, ma Byipaapa Zingsuv Khrih hne a viesaana hnyi riypata kupa nama cuo.
46001010	Uvnu hne sieta zaw, niema bangkhuo palung a lusa sala, nama hrawlie a chena aw li pata, palung lungkha phya ungla aa lupa atingna hnyi pata nama aw riypata Zingsuv Khrih ming ta paa ica kie yi.
46001011	Uvnu hne sieta zaw, Khalawi chungkhue ta niema hrawlie ahru-a-ina a awpa kha ina chang yi.
46001012	I ri khingpa ca niema cyicuo ta, “Kama ca Paul phuv tana i cuo,” “Kama ca Apollos phuv tana i cuo,” Kama ca Piter phuv tana i cuo,” Kama ca Khrih a ziytuv tana i cuo,” nama ta.
46001013	Khrih hing chetuv a cuo ma? Paul hingma nama cuota vieluo lie khepuopa a cuo? A cuo li kie Paul ming tama tiy namaa naw?
46001014	Krispas hne Gaius ri li pata pakha hmuo tiy ica naw li nakaw yi ta Khazing i law.
46001015	Tahematapakieca ahungtahmuo i ming tana tiy maa naw a ta riypa aw va ungciy.
46001016	(Stefanas hne a ingchungkhue zaw kha tiy i za naw ra yi; cakhutaata tiy i nawpa ama aw kalie ma tapa pachang va ang.)
46001017	Tahematapakieca Khrih ta tiynaw riypata na pathlie vyi. Thuophaabie phu riypata pathliepa cuo ang te, caca cawsaa bie rithena ta cuo'a vyi, tahematapakieca Khrih vieluo hing cahrana hnyi li pata a aw sue lina riypatana a cuo.
46001018	Vieluo lie Khrih thiyna kaw hing rana luo a chiy nguoluopa tie cuota ca ngaana bie cuote, cuorasala khuo nguoluopa kiema cuota ca Khazing cahrana tana a cuo.
46001019	Tahematapakieca Caapathepa ta, “Mingsing tie singna kha para'a ang te, A thepa tie thena kha i pavie aa,” a ta.
46001020	Khaapaliema a singpa ca a aw? Phungbie saya ca khaapaliema a aw? Ata chuo bie i a thepa tie ca khaapaliema ama aw? Khazing ta chuelyi singna kha ngaana ta a pacuo sa tli cuo vama?
46001021	Tahematapakieca Khazing singna chunglie hing chuelyi hingta singna ta Khazing a pachang khu li nakawta, ma phupa ngaana bie ama tapa thuophaabie hingta a zangpa tie khuo riypa kha Khazing khingna tana a cuo.
46001022	Tahematapakieca Judah ming ta pahmungsana kha hie yite Grik ming ta singna kha ama tlechuo,
46001023	cuorasala kiema ca Khrih vieluo lie a thiyna kaw kha phu pate, capaca Judah ming cuota aliena cuote Jentail ming cuota ngaana bie ta a cuo.
46001024	Cuorasala Khazing kupa Judah ming hne Grik ming cuota ca Khrih ca Khazing cahrana hne Khazing singna tana a cuo.
46001025	Tahematapakieca Khazing ngaana ca cawsaa singna laata sing vie te, Khazing thaadyana ca cawsaa cahrana laata a thaa a ruv vie ngiethie.
46001026	Uvnu hne sieta zaw, Khazing ta aca kuna yi kha rue syalya tie ung. Niema hrawlie hing chuelyi taana luota a singsapa, hmang a tue khupa hne phanghruo luota aa suopa hluvsa va ungciy.
46001027	Cuorasala Khazing ta chuelyi lie a singpa tie nang pazaa riypata aa ngaapa tie kha a tlaw yite, a cahrapa tie nang pazaa riypata a thaa dyapa tie kha a tlaw yi.
46001028	Khazing ta chuelyi lie esenutaapa tie hne siysaa ri lipa tie kha a tlaw yite, a biepuvpa hmang tie kha khaapatahmuo ama cuo li riypata a biepuv lipa hmang kha aa tlaw.
46001029	Cacuonakawta Khazing hmielie ca ahungtahmuo a palepatie khu'a vyi.
46001030	Khazing ca Khrih Zingsuv thueta nama hringna hruo ta a cuo. Zingsuv ca kiema cuota Khazing taata a zuvpa singna, adangna, pathesana hne khuona ta a cuo.
46001031	Cacuonakawta, Caapathepa lie a capepa haata, “A pale khingpa ca Abyipa'a lie kha a pale se.”
46002001	Uvnu hne sieta zaw, niema'a luo Khazing bieparuv phu riypata i vaw ning kha bie a thuvsapa hne singna kha hmuo va ang.
46002002	Tahematapakieca niema'a lie i aw ning kha Zingsuv Khrih hne vieluo lie ama thiena kaw ri li pata khaapahmuo pachang a hu vyi tapata i za rue.
46002003	Niema'a luo kha thaadyasa pata hne ciypuopa hne a cathangpuo pata i vaw.
46002004	I ripa hne i phupa bie kha cawsaa singna bie puvthepa cuo li pata Thlaapa hne a cahrana paluosana ta a cuo.
46002005	Cacuonakawta nama zangna ca cawsaa singna cunglie bangpa cuo li pata Khazing cahrana cunglie bangpa tana a cuo.
46002006	Cuorasala ruena a ky tlipa tie cunglie ca singna bie kha ma ri. A cuo raalaa pata ca singna ca a rale nguoluopa ata chuo singna hne ata chuo uvtuv tie singna zaw ta cuo vyi.
46002007	Cuorasala kiema ma ripa singna ca Khazing ta kiema rungnaana cuota chuelyi puv hluo taata a za rawrue paciepa, a paruv ta a za nupa, Khazing singna tana a cuo.
46002008	Ata chuo uvtuv tie pakha tahmuo pachang vayi; pachang yi sala rungnaana Byi kha vieluo lie thie'a vayi.
46002009	Cuorasala Caapathepa ta, “Ming ta a za hmung buo lipa, naa ta a za thyi buo lipa hne, Cawsaa palung lie a puv buo lipa hmang kha, Khazing ta ama a duetuv zaw cuota a tingtuo pacie,” a ta.
46002010	Hing hmang zaw hing Khazing ta Thlaapa ta kiema'a lie a paluo sa. Tahematapakieca Thlaapa ca hmangting bangkhuo hne Khazing tuepa aa thuvpa hmang bangkhuo khahmuo huv te a pathiypahle diy.
46002011	Cawsaa pakha a ruena hne a pacuona kha ama chunglie a awpa a thlaapa ri li pata ahungma a pachang khu? Cahaa ngiethie cata Khazing Thlaapa ri li pata ca Khazing ruena hne pacuona kha ahungtahmuo pachang khu vayi.
46002012	Kiema ma tingpa thlaapa hing chuelyi thlaapa ta cuo vyi, Khazing'a taata a zuvpa Thlaapa tana a cuo. Khazing ta malie a pipa lasaw kha ma pachang thena riypata Khazing Thlaapa kha ma ting tli.
46002013	Cacuonakawta thlaapa cawsaa a cuopa tie kha thlaapa bie ma pacuv tiy yi ta, khapa hmang bangkhuo kha cawsaa singna ta pacuv li payi pata thlaapa singna ta ma pacuv yi.
46002014	Thlaapa cawsaa a cuo lipa tie ca Khazing Thlaapa lasaw kha ting vayi, capa hmang ca iema cuota ngaana cuote, iema ta khapa hmang kha pachang khu vayi, tahematapakieca capa hmang ca thlaapa luotaa dyi ta hmung khupa tana a cuo.
46002015	Thlaapa cawsaa zaw taca hmangting kha hmung khura yite, ahungtahmuo sue phaw khu vayi. Caapathepa ta,
46002016	“Ahungma Khazing pathiypalung kha pachang te, a chang pachaa khu? a ta. Cuorasala kiema ca Khrih pathiy-palung a hnyituv tana ma cuo.
46003001	Cacuonakawta, uvnu hne sieta zaw, niema'a lie hing thlaapa cawsaa tie'a lie i ripa haata ri khu va ang; cuorasala saapa khingna ta a hringpa tie hne Khrih chunglie a haatiy kaliepa tie'a lie ripa haata dyina i ri khu.
46003002	Sacuopa ta cuo li pata ahnungtiy tana ica caw yi, tahematapakieca niema ca sacuopa a ning khu riypata cuo va ungciy. Ata zaw hing cuo valie ungciy,
46003003	tahematapakieca thiysaa tana nama hring nguoluo kalie. Nama hraw lieta hietliena hne ahru-a-ina a aw chung bangkhuo ca thiysaa khingna hne chuelyi cawsaa khingna haatana nama hring cuo vama?
46003004	Tahematapakieca pakha ta, “Kama ca Paul a ziytuv tana i cuo,” ta ung cate a hrangpa pakha ta, “Kama ca Apollos a ziytuv tana i cuo,” nama ta kieca saapa cawsaa cakhawpa cuo va ung cama?
46003005	Cacuokie Apollos ca khaapatama a cuo? Paul ca khaapatama a cuo? Iema ca niema nama zang thena riypata Khazing ta cyicuo ta re a pipa rehrietuv tana ama cuo.
46003006	Kama ta a ciy i tuv. Apollos ta tiy a bya, cuo ra sala a palesathawtuv ca Khazing tana a cuo.
46003007	Cacuonakawta a ciy a tuvpa hne tiy a byapa ca a biepuv ta cuo vayi cuorasala a pale satuv Khazing dyina a biepuv.
46003008	A ciy a tuvpa hne tiy a byapa ca aa lupa cuo yite ama cyicuo ta ama hriena muo kha a hmung riypatana ama cuo.
46003009	Tahematapakieca kiema ca Khazing changtaapa, re a hrie pakhawpa cuo pate, niema hing Khazing lu, Khazing ing ta nama cuo.
46003010	Khazing ta ina pipa vihnyina thueta ing sa a thesapa haata inghruo kha bang tli ang te, a hrangpa pakha ta a cunglie kha a vya sa. A sapa pakha cyicuo ta tuokhaatama i sa aa tapa kha a raaring yi se.
46003011	Ahungtahmuo inghruo bang ciepa Zingsuv Khrih ri li pata inghruo hrangpa bang khu vyi.
46003012	Inghruo bang ciepa lie kha pakhakha ta siyy, ngu, alung muosungpa, thing, ngiediy, sacuo kung tapa tie kha hmuo pata a sa kieca,
46003013	a satuv cyicuo ama rehriepa khaapama a lu tapa kha paluo sa pata a cuo aa. Tahematapakieca Bierinapa ning thueta pakha cyicuo ta ama hriepa re kha khaapama a lu tapa kha myi ta paluo sa pata a cuo aa.
46003014	Inghruo bang ciepa lie ama sapa kha aa hmang kieca a satuv ca lawmuo a hmung aa.
46003015	A rehriepa ca myi ta a kuo kieca a sung'a te, ama ca khuo pata a cuo aa, cadyiseca myi chung taata hya a zangpa haatana a cuo aa.
46003016	Niema ca Khazing biena-ing cuo ung cate, Khazing Thlaapa nama chunglie a awpa kha pachang va ung cama?
46003017	Pakhakha ta Khazing biena-ing kha a para kieca, Khazing ta ama cawsaa kha a para aa, tahematapakieca Khazing biena-ing ca pathe te, niema ca capa biena-ing catana nama cuo.
46003018	Niema hne niema kha a dung kha ung. Niema chunglie ta chuelyi taana ta i sing aa tapa nama aw pata a cuo kieca, a singpa nama cuo riypata a ngaapa nama cuo na a hu.
46003019	Tahematapakieca hing chuelyi singna hing ca Khazing cuota ngaana tana a cuo. Caapathepa ta, “Khazing ta mingsing tie kha ama zyana mamaapa ta a pa-uo yi,
46003020	cakhutaata, Abyipa ta mingsing tie ruena ca muo hnyi lipa a cuopa kha a pachang,” a ta.
46003021	Cacuonakawta ahungtahmuo caw-saa luochiytuv tie kawlie a pale kha se. Tahematapakieca hmangting hing niema huopa tana a cuo.
46003022	Paul cuose, Apollos cuose, Piter cuose, hing chuelyi cuose, thiyna hne hringna cuose, ata cuo cuose, hmie luo cuo cuose, hmangting bangkhuo hing niema huopa tana a cuo.
46003023	Cakhutaa, niema hing Khrih huopa cuo ung cate, Khrih hing Khazing huopa ta a cuo.
46004001	Kiema kha Khrih changtaapa hne Khazing bieparuv mang-chiykingkaatuv ta malie rue tie ung.
46004002	Cadyi cuo li pata mangchiyking-kaatuv ca zangtluo aa tlapa ama cuo a hu.
46004003	Cuorasala niema ta cuose, khaapa chuelyi bierina zung ta cuose i bie ina chipa zaw ung cata kama cuota ca hmang taata tana a cuo. Kama hne kama zaw i kaw hing bie a chi khu va ang.
46004004	Kama hne kama kha i pasuenapa aw vyi, cadyiseca i suena aw hrahring vyi ca a ta va ang. I bie naa ripatuv ca Abyipa tana a cuo.
46004005	Cacuonakawta a ningkhue a tling hluo, Abyipa aa vaw hluo ta ahunghmuo bie va ripa kha ung. Abyipa ca atalie ta zingna chunglie aa nu nguoluopa hmang hing khena luo chiykhyi'a te, pathiypalung ta aa tingpa zaw kha a paluo sa diy aa. Cakhutaata cawsaa bangkhuo ca iema hne aa phuvpa pathuosana kha Khazing'a taata ama hmung aa.
46004006	Uvnu hne sieta zaw, niema phana riypata hingpa bangkhuo hing kama hne Apollos kha pakhingpuona ta hmuo ang te ica chang tli yi. Cahaa cata niema ta Caapathepa lie cape ciepa lawpakhung pata nama tue li riypata kiema'a taata namaa cuv riypa hne ahung nama cuo zaw cawsaa pakha hmie mang pata pakha kha nama hue li riypatana a cuo.
46004007	Ahungma niema hing malie laata caapa nanang vie yi? Khazing'a taata nama cuhluo lipa khaapama a aw? Nama cuhluo pata a cuo kieca lasaw ta a cuhluo li pahaata khaapama namaa palekhyi riypa a aw?
46004008	Niema ca nama khingpa bangkhuo nama hnyi! Nama hnyirung ciemuo tli! Kiema li pata siepahruo nama cuo tli. Kiema hne siepahruo cuo hne riypata siepahruo cuo sasaw ungla ca a pha'a pakha!
46004009	Khazing ta kiema lucuotuv tie hing thiy riypata bie ripa paciepa tie haata cawsaa bangkhuo hnang luo ta malie a chipa tana ma cuo tapatana i rue. Tahematapakieca kiema ca chuelyi hne avuoming hne cawsaa zaw mangbaalaa riypata phusaapa tana ma cuo.
46004010	Kiema ca Khrih cuota a ngaapa cuo pate, niema ca Khrih chunglie a singpa tana nama cuo. Kiema ca ma thaa a dya, cuorasala niema ca nama thaa a ruv. Niema ca pa-uvsathyipa nama cuo, cuorasala kiema ca nutaapa ta ma cuo.
46004011	Ata cuote hingta kiema ca nangdiy tiyhrie pata ma aw, ma cawsie ca pangbie thlapa a cuo, malie tuv malie de yite ing li lu li pata ma aw,
46004012	ma kuv ta tah rehrie pate ma riy maa caw. Sie malie ama pi tiyta thluechiy ma pi yi; malie ama hrisaathierue tiyta ma ang law;
46004013	ma thuo malie ama pachi tiyta duena ta ma palie yi. Ata tepa hingta kiema ca chuelyi ta thawpa hne hnehnawvaabuv haata ma cuo.
46004014	Hing caa hing niema nangzaana riypata i capepa cuo vyi, cuorasala i duepa saa zaw nama cuo pahaata niema kha ica pasiypa-ya khing nakaw yi ta a cuo.
46004015	Tahematapakieca Khrih chunglie nama hringna lie hing luochiytuv ri tie li nama hnyi zaw ta paa a hluvpuv hnyi va ungciy. Kama ca thuophaabie thueta Khrih Zingsuv chunglie nama hringna lie hing nama paa tana i cuo.
46004016	Cacuonakawta kama inaa mangpuo riypa ung cata ica pasu yi.
46004017	Capanakaw cana khy ting lie a awpa khrihsaabuv bangkhuo lie i pacuvpa haayita Khrih Zingsuv chunglie i hringzya kha niema pachang sa pakhaa riypata Abyipa chunglie i duepa hne zangtluo aa tlapa i saacapaa Timote kha niema'a luo i vya pathlie.
46004018	Niema'a luo a vaw li tli riy'apa haata na rue ung cate, chekha ca ahruo tle ung cate namaa pale.
46004019	Cuorasala Khazing khingna a cuo kieca niema'a luo ica vya tlaw patang'a yi. A hruotlepa hne a palepa tie ama bie dyi kha cuo li pata ama hmang tue khuna kha i mang'a lie.
46004020	Tahematapakieca Khazing pena ca bie lie cuo li pata cahrana liena a aw.
46004021	Khaapama nama khing vie? Niema'a luo kha sungpe hne tama i vaw aa, a cuo li kie duena hne pathiypalung nena tama i vaw aa?
46005001	Lawki ming hrawlie hmuo a aw lipa canungcapaa kaw luota suena na niema hrawlie a aw tapa kha ina chang yi. Cawsaa pakha na a paa napuvnung hne a aw hne yi tapata a cuo.
46005002	Cata a cuo thluopa cata niema ca namaa pale kalie. Hmisi ta kieca nama ngie a chisa riypata cuo vama? Capa hmang a tuetuvpa ca niema hraw taata nama papya riypata cuo vama?
46005003	Pangpa ta niema'a lie i aw li raalaa pata, thlaapa ta niema'a lie i aw.
46005004	Niema'a lie a awpa haata cahaapa hmang a tuetuvpa cunglie ca Abyipa Zingsuv ming ta biechina i tue tli. Namaa pung tiyta ima Byipaapa Zingsuv Khrih cahrana hneta i thlaapa ta niema'a lie a aw ra.
46005005	Capa cawsaa ca a pangpa para riypata Setaa'a luo kha pi tie ung, cakiedyina Abyipa Zingsuv khuona ning thueta a thlaapa kha khuona a hmung aa.
46005006	Namaa palepatiepa hing pha vyi. Thiynung a cawta tah viedie naw ciepa bangkhuo a pathu sa tapa kha pachang va ung cama?
46005007	Thiynung hlungpa kha thaw tie ung, cakiedyina niema ca thiynung phuv lipa a thaapa viedie nawpa haata nama cuo aa. Tahematapakieca lawsena pyi tuvtaata Khrih ca vieluo lie thiepa a cuo tli.
46005008	Cacuonakawta, lawsena pyi ca thiynung hlungpa ta a cuopa a pha lipa pathiypalung hne pha lina ta cuo li pata thiynung phuv lipa viechuo ta a cuopa pathena hne biehmisipa khata tue ungsiy.
46005009	I caa paphyapa chunglie ta i capepa ca canungcapaa kawlie zyazaa pha lipa tie hneta a khe kha ungla tana ta cuo vyi.
46005010	Hing chuelyi lie canungcapaa kawlie zyazaa pha lipa tie, a karuo awpa tie hne a ruvhangpa tie, kuvtuezuv abiepa tie zaw i ta khingna ta cuo vyi, cahaa cata a cuo kieca hing chuelyi taahingta nama pya muo a hu'a ta.
46005011	Cuorasala, niema'a luo i vya capepa ca Khrihsaa ming phya tlung pata canung capaa kawlie zyazaa pha lipa tie, a karuo awpa, kuvtuezuv abiepa, cawsaa thuo a pachipa, sahmaa a pariypa hne a ruvhangpa tie hneta a khe kha ungla tapa na a cuo. Cahaapa cawsaa hneta ca sa ning riypa tahmuo a tuhne kha ung.
46005012	Hmisi ta ripa kieca, kama ta ale luo'apa tie bie i ripa riypa yita a cuo ma? Khrihsaabuv chunglie a awpa tie hingna ama bie nama ripa aa cuo vama?
46005013	Khazing ta Khrihsaabuv le lie a awpa tie kha bie a ripa'a yi. Cawsaa pha lipa kha niema hraw taata papya tie ung.
46006001	Niema hrawlie pakhakha ta nama uvnu cunglie palung tling lina nama hnyi pata a cuo kieca mingpathepa tie'a luo cakuo cuopa ta, tuokhaatama a dang lipa chuelyi bierina zung luo a cakuo nguo?
46006002	Mingpathepa tie na chuelyi bie a ri'a yi tapa hing pachang va ung cama? Chuelyi hing niema na a bie a ripa'a ungciy tapata a cuo kieca hing bie saalipa hing ripa khu va ung cama?
46006003	Avuoming bie na ma ripa aa tapa hing pachang va ung cama? Hing chuelyi ma hringna lie maa tawpa bie changchiy hing ca ma ri riypa na a cuo.
46006004	Cahaapa bie nama hnyi tiyta khaapanakawma Khrihsaabuv ta siysaa ri lipa tie hmie luo nama chiykhyi?
46006005	Nama nang zaa naase tapatana i ri. Niema zangtuv pakha hne pakha a lala lie bie chi riypata nama hrawlie mingsingpa pakha hmuo aw vyi tapa ca a cuo khu'a ma?
46006006	Zangtuv hne zangtuv tazaa a cyi ung cate ma zanglituv'a luo ca namaa chiykhyi?
46006007	Pakha hne pakha tazaa namaa cyipa hing niema cuota asungna tana a cuo pacie tli. Khaapanakawma nama ang hriy thluo va? Khaapanakawma namaa padung sa thluo va?
46006008	Cuorasala niema tlaku ta nama uvnu cunglie kha hmangsue va tue ung cate nama dung.
46006009	Hmangpha lipa a tuepa tie ca Khazing pena cu'a vayi tapa kha pachang va ung cama? A dung kha ung; aparuvsuena a tuepa tie, kuvtuezuv abiepa tie, nungvaathingsuena a tuepa tie, capaa hne capaa, canung hne canung suena a tuepa tie,
46006010	a paruvpa tie, a karuo a awpa tie, sahmaa a pariypa tie, cawsaa thuo a pachipa tie hne a ruvhangpa tie ca Khazing pena cu'a vayi.
46006011	Niema chekha ca cahaapaapa catana nama za cuo. Cuorasala Abyipa Zingsuv Khrih ming hne ima Khazing Thlaapa chunglie ta pasiypa, pathe sapa hne duopacupa ta nama cuo tli.
46006012	“I cuota hmangting hing tue anaa vyi,” cuorasala i cuota thlahnena naa pipa cuo vyi. “I cuota hmangting hing tue anaa vyi,” cuorasala khaapa hmang tahmuo sii ta naa ziy kha se.
46006013	“Sa ca pavaw cuota cuote, pavaw ca sa cuota a cuo,” cuorasala Khazing ta a suohning hingta a para aa. Ma pangpa hing aparuvsuena tuena cuota hmuo riypa cuo vyi, cuorasala ma pangpa ca Abyipa cuota cuote, Abyipa zaw ma pangpa cuota a cuo.
46006014	Khazing ta Abyipa kha thiyna taata pathu pakhaa te kiema zaw hing a cahrana ta malie a pathu pakhaa aa.
46006015	Nama pangpa hing Khrih pangpa chebuo a cuopa kha pachang va ung cama? Cacuonakaw Khrih pangpa chebuo kha la pata siyhrawnung pangpa chebuo ta i tue'a ma? Tue buo hluo'a va ang!
46006016	Siyhrawnung a awhnepa ca ama hne pangkha ama cuopa kha pachang va ung cama? Tahematapakieca Caapathepa ta, “Iema pahning ca pangkha ama cuo aa,” a ta.
46006017	Cuorasala Abyipa hne a pazuepa ca ama hne thlaapa lieta suokha ama cuo aa.
46006018	Aparuvsuena kha cahriy tie ung. Cawsaa pakha ta a tuepa suena bangkhuo ca pangpa le luota cuote, aparuvsuena a tuepa taca ama pangpa cunglie hrahring khana suena a tue.
46006019	Nama pangpa hing Khazing'a taata hmung ung cate nama chunglie a awpa Thlaapa Pathe biena-ing a cuopa pachang va ung cama? Niema ca niema huopa cuo va ungciy;
46006020	muo pipa ta calyipa tana nama cuo. Cacuonakawta nama pangpa kha Khazing rungnaana ta hmuo tie ung.
46007001	Niema nama capepa caa hne aa patuvpa haakhata, capaa hing napuv chiy li pata aw sala a pha.
46007002	Cuorasala aparuvsuena tue riypata pasupaliyna a hluv tuv nakawta capaa ta napuv hnyi sala canung zaw navaa hnyi se.
