word	count
Ma	2
Hakalia	2
Nisan	2
phalna	2
Hamea	2
relte	2
Meremothan	2
Hlui	2
Chhah	2
Hasabneia	2
Meipui	2
Chhehna	2
Hallohesa	2
hakkerem	2
Kol	2
hozea	2
tehovin	2
puithiamhovin	2
Sanbalatan	2
chanvein	2
uainte	2
Gesema	2
chhuksan	2
tihhlauh	2
tihṭhaih	2
Haripha	2
Hadid	2
Sena	2
nutling	2
Anaia	2
Sabethaia	2
Hodija	2
dinhmunah	2
tihrehawmtu	2
inlamlêta	2
Ginethona	2
awmni	2
Kolaia	2
Salaia	2
Amoka	2
inzui	2
pindantea	2
khâwmnaahte	2
tibawrhbânga	2
tibawrhbângin	2
belhtîr	2
puithiamna	2
India	2
dukin	2
ṭheuhna	2
Harbona	2
fotu	2
nupuiten	2
Lalram	2
chutiangah	2
zût	2
lalnuah	2
Bigthana	2
Teresa	2
Aienna	2
nulahote	2
Esther	2
hlumtîr	2
ṭhehna	2
tlânpui	2
lamhlaa	2
awmnia	2
inthawn	2
ruaiṭhehte	2
Vun	2
pânchhia	2
vânvawrh	2
tithimtu	2
khawfîngchat	2
tikhattute	2
ṭihzâwng	2
Khûp	2
chhêmin	2
ngho	2
awngrawp	2
thlunna	2
Tuarna	2
Buai	2
vervêknain	2
Ṭawngkam	2
Rîla	2
bûknaah	2
Chau	2
hawisantu	2
relhru	2
duma	2
khualzinte	2
Hnehchhiahtute	2
êmtu	2
hmunin	2
tinuam	2
Inlârnate	2
Nimina	2
theihnghilhtu	2
dâwl	2
thâwmin	2
zahnaa	2
hnialkalh	2
khârkhip	2
tipharhtu	2
Chhohreivûng	2
khinna	2
dawnsawn	2
Demawm	2
inngaisâng	2
tehchiam	2
titlutu	2
Ruh	2
tharthawh	2
hlawpin	2
thâw	2
Suamhmang	2
Rante	2
Kâin	2
Remhriatna	2
taihrên	2
thûkte	2
hmiah	2
Fin	2
buainaa	2
mengin	2
Hawi	2
ṭiam	2
chhângin	2
daihte	2
Hlauhawm	2
ngâ	2
hnuahte	2
Aman	2
pâwlpuite	2
Nuamsa	2
Ṭah	2
Hlâwkna	2
Lungngaih	2
dawha	2
lênah	2
Hum	2
thangin	2
chênnaah	2
Chhûngrilah	2
châmbâng	2
phawng	2
hmel	2
ruhah	2
Lehkhabuahte	2
Hausaknate	2
Rûlrial	2
khala	2
Hlauhnain	2
remin	2
remruatna	2
Vânduaina	2
tihtâwp	2
angkhatin	2
kualna	2
lovan	2
Rilṭâmte	2
Tharum	2
Hmeithaite	2
Engkimtitheiaah	2
Hnung	2
hniakhnung	2
roh	2
Hmai	2
lumin	2
Himna	2
chhumin	2
ruakah	2
tipharh	2
beitham	2
phuh	2
Tangkaruate	2
sinsak	2
kat	2
daihlima	2
inthên	2
saphir	2
Lungpuite	2
khaikhin	2
tehnaa	2
Kawtthlêra	2
Mita	2
ṭêpte	2
Kebai	2
Tlachham	2
Zankhuain	2
hnemhnânpui	2
nêmte	2
zungte	2
phelha	2
rêk	2
thlipuiah	2
vânduainaah	2
tâwkte	2
Ostrich	2
Chunga	2
Ral	2
vuivaina	2
Fahrahin	2
kâwngin	2
hmana	2
ruau	2
Barakela	2
Upaten	2
Hluma	2
Mumangah	2
tiboraltute	2
Thlâna	2
nunin	2
keimahniin	2
bihrûk	2
ensan	2
Kawl	2
Manganga	2
Vânin	2
tikhawng	2
diknaah	2
thua	2
ngheha	2
khârna	2
Khawfîngchat	2
thûkzia	2
kawngkâ	2
khâwlna	2
Rial	2
kawngin	2
Ṭêk	2
pilril	2
Choâk	2
tlachhama	2
lehnaah	2
chaknate	2
puat	2
sûtsak	2
bîkin	2
kawrawng	2
Lotus	2
inrâlrin	2
nêmin	2
Pasalṭhate	2
Thalin	2
Hmusittute	2
thîrtiangin	2
Ṭih	2
tibal	2
Râwng	2
tihdaihna	2
Nausênte	2
hunahte	2
ngaihthlâktîr	2
ṭhangtharte	2
thlangtute	2
tihnghehsak	2
ruatsaktu	2
thutlûkna	2
kûntîr	2
rovin	2
Rialte	2
Tihborala	2
tifihlîm	2
tirhsak	2
hlimnain	2
auhvin	2
Mualphovin	2
Khawhar	2
Inkhâwmnaahte	2
nunchhiat	2
thinlungahte	2
engkimin	2
thlamuannain	2
Ṭahna	2
nghehtîr	2
lawilo	2
nghatte	2
hnialhrâtna	2
hamhaihin	2
ngaihdama	2
Chhanhimna	2
barh	2
Thâwm	2
beiseitute	2
vântirhkohvina	2
Sawtah	2
meikhuah	2
ṭona	2
Bawhchhetute	2
hrisêl	2
Phur	2
sawnsak	2
thlêk	2
âwngsak	2
châka	2
châmchi	2
hmêla	2
inchhawk	2
nuihsanin	2
incheiin	2
Tawlailîrte	2
thlansak	2
pêksak	2
Ṭawihna	2
Ramhnuaia	2
Thunun	2
dinin	2
chem	2
dîlnaah	2
Thinurin	2
inpâwngnêkna	2
tlawr	2
chhuktîr	2
fianriala	2
khâte	2
kâwlkila	2
humte	2
hriattîrnate	2
rîn	2
dâpin	2
tlim	2
kaltlang	2
Ṭhuro	2
bâwngchal	2
auna	2
ṭaha	2
phawtte	2
beiseia	2
boralin	2
tihkhahin	2
hrehawmin	2
Nunrâwnna	2
kêlhin	2
tubohtein	2
tihsânin	2
hmaihte	2
neuh	2
ṭhâwngaleivirah	2
Kâwlphete	2
kalkawngte	2
thuril	2
tihziate	2
tiphel	2
tihralsak	2
luitête	2
vûrin	2
Thûk	2
Vamûr	2
thuta	2
thahho	2
inchhandamna	2
tiamte	2
Nanga	2
rûkte	2
thinrimnaah	2
thangkamtu	2
âin	2
chawra	2
uak	2
thlamuannate	2
berâmhote	2
lamtute	2
ngaidamtu	2
tiṭhum	2
tihsakin	2
Thliin	2
ahte	2
durah	2
kawrahte	2
inlamlêttîr	2
Tuifinriatah	2
thiltihtein	2
dotuten	2
phuarte	2
rimnain	2
tibung	2
liana	2
tuihnaahte	2
Awmna	2
ngilneihnate	2
lawhnain	2
rorêlsaktute	2
apiangten	2
berâmchalte	2
berâmpatuai	2
tuihnaah	2
Kâte	2
Mitte	2
Bengte	2
natnate	2
Phuara	2
zuau	2
hruihrualin	2
ngeiahte	2
dawngte	2
Sawichhiatna	2
kalsantute	2
Tihhrehawma	2
ṭihin	2
infin	2
nuamsate	2
sakin	2
intelh	2
awi	2
Êntu	2
arsiho	2
tichakin	2
Thimin	2
nawmnah	2
khuhsak	2
awah	2
tihchhuahin	2
luin	2
duang	2
ngawiha	2
ngawihte	2
Khuangtê	2
zelin	2
Dârbenthek	2
neihtîrna	2
hnungtawlhna	2
thluma	2
Duhsakna	2
Lunghlu	2
nunkhaw	2
Inngaitlâwmte	2
Hawisan	2
Hmangaih	2
Chawimawi	2
Ngaihruat	2
Ramdangmite	2
darhin	2
zukchal	2
hruizêna	2
inhriain	2
intichhuak	2
pêltu	2
thatchhepa	2
Nipuiah	2
kuangkuahin	2
Tlâkchhamnain	2
laichînnu	2
uanthuanna	2
rochuntîr	2
Hmusittu	2
rihna	2
Mualphona	2
nunrâwnnain	2
tikhawlotu	2
Lungngaihna	2
Ha	2
khawihna	2
durna	2
tamnaah	2
Inthurual	2
Vawk	2
inleih	2
zuartu	2
tharum	2
rima	2
Remhria	2
Palai	2
puitlina	2
thahruiah	2
lainattu	2
ṭihnaah	2
thawt	2
Itsîkna	2
mawihna	2
Ngaihthiamna	2
Abaddon	2
zilhhauva	2
thinchhia	2
lâwmawmin	2
Insual	2
Tihthianghlimna	2
thuptu	2
inhmangaihna	2
fingah	2
thiamtu	2
hringtunu	2
Tiboraltua	2
tihkuaksak	2
âtnain	2
thlauhthla	2
mutnaah	2
suangtuahna	2
Thuhretu	2
Remruatna	2
Pumpui	2
tikawi	2
neihnunna	2
ṭhenawmten	2
thâwma	2
tidai	2
pûktu	2
nghehzia	2
lungngaite	2
fîr	2
Tiangin	2
zaih	2
puanzârna	2
suaksualpa	2
Tihtlâwma	2
Khawizu	2
vamûr	2
Ṭhenawmte	2
tihṭhaihtu	2
tialhtu	2
Hlumbêl	2
lamhnaia	2
Thîrin	2
mihringah	2
châwmna	2
virte	2
laihah	2
lailang	2
Awhna	2
dertu	2
nghattu	2
chetla	2
chanin	2
phuisui	2
ngawihpui	2
zilhhaunain	2
Ethiela	2
Ânchhia	2
Boruaka	2
Mipain	2
sâwra	2
hlauhsak	2
tâkate	2
tihngîl	2
Nuamsip	2
insak	2
nuamte	2
tihnawm	2
tilungnitu	2
Phun	2
Zawn	2
kuangkuah	2
âwkâ	2
khâwla	2
ṭhinnaa	2
pûm	2
nîngkhâwng	2
ngampa	2
rimnaahte	2
telte	2
nikhaw	2
kêin	2
inhliam	2
Dawi	2
tinatu	2
khurha	2
Vaiumkhal	2
hnawksak	2
keha	2
bahsam	2
lukhamin	2
Saza	2
ramzukpui	2
mualah	2
enchim	2
kangin	2
ṭhuva	2
hualtuten	2
mitten	2
sâpsen	2
biangten	2
nghâwngin	2
Sazain	2
tlate	2
Fu	2
r'u	2
tlângpui	2
pheisen	2
ianga	2
Ruama	2
Sulam	2
rimin	2
Muhîlte	2
thinlai	2
kuhmûmin	2
Huanpute	2
liau	2
intihrangin	2
Kephah	2
pem	2
hnê	2
inkhâwmpuia	2
intifai	2
tualthattute	2
Sasua	2
zîza	2
zumahte	2
kung	2
induhnate	2
inhnehchhiahin	2
hmusita	2
hmeichhiaten	2
Nangmahniho	2
âwr	2
diah	2
siau	2
kawlhna	2
suaka	2
inzawmtîr	2
kawih	2
fual	2
seraf	2
autu	2
ṭhîl	2
tihnghînin	2
bâwngchalte	2
Maher	2
salal	2
has	2
baza	2
Phiar	2
chuap	2
Mangang	2
thlaphân	2
remnain	2
tûmkau	2
phûngladin	2
rauhsan	2
hrîk	2
hniamin	2
talhtumin	2
Chinghnia	2
kotlângah	2
pâwngsual	2
nghâwngseite	2
rêtahte	2
inthuamte	2
Eglath	2
Luhith	2
chhovah	2
Nimrim	2
Dimon	2
uannate	2
vânkaiin	2
pheng	2
sâwrtu	2
tlânsanin	2
ziding	2
thlerh	2
thlawrh	2
chemtein	2
kohamte	2
nghakuai	2
luakah	2
lamna	2
tikawlh	2
chhiaah	2
pâwngah	2
hlauhawmte	2
rova	2
hlauhawmho	2
thautein	2
beha	2
tichimin	2
kê	2
duhsakin	2
thlo	2
vawtute	2
chhuahho	2
chawrh	2
Khum	2
puanthuah	2
bunte	2
chîlna	2
zîra	2
hmutheitute	2
inzirtîr	2
pumpelhtîr	2
pûr	2
hrâwkin	2
sahna	2
bengchhen	2
tuihâlte	2
kâwngahte	2
pasalṭhate	2
chinai	2
marna	2
semin	2
thaunaa	2
Tuivalawng	2
tihsân	2
dêm	2
Thlamuan	2
tihhniam	2
bûknaa	2
nelh	2
rala	2
pharha	2
tehkhina	2
mupuite	2
phân	2
tufâr	2
ngaihtuaha	2
lamtu	2
pharhtu	2
tiêngtu	2
Mitdelte	2
tihlena	2
Hâlrala	2
rîruat	2
ruangâm	2
khârsak	2
pêntîr	2
dawtheiho	2
kîrtîra	2
Siamin	2
chhandamnaa	2
intihniam	2
intihhah	2
kipa	2
thâ	2
hmâsâng	2
tiêngtuah	2
chhandamtua	2
Jehovan	2
chhuhsakin	2
mâka	2
mualphonaah	2
sûlrûlin	2
ṭahpui	2
tlângaupuia	2
pianhmang	2
khawharnu	2
karbankul	2
tlatte	2
dawithiamnu	2
intihhniam	2
kawh	2
siamṭhatu	2
maimawm	2
tihkeha	2
hûk	2
nghuat	2
thinrimnain	2
thungrulhnain	2
enkawltuahte	2
chînte	2
kawngkaahte	2
dingtu	2
vawksa	2
rualho	2
thilsiamah	2
hlimnaah	2
hrintîr	2
Javan	2
zâwlneiah	2
Tuikhuah	2
tinahte	2
sahbawn	2
khauhna	2
zuina	2
rêltu	2
Thlawhhma	2
Mual	2
Nghâwngkawl	2
Keitê	2
paihthlâkin	2
tlûknate	2
Nunrâwng	2
Nâ	2
Ramah	2
Tichhetu	2
Tihthianghlim	2
vuahah	2
Insâmna	2
bûkate	2
vacha	2
hunbite	2
Dâwtah	2
Tihdamna	2
chû	2
lungngaihnaah	2
khiau	2
Puang	2
kâwnghote	2
Ramhnuaiah	2
Uphaz	2
Sihal	2
Talh	2
Tia	2
hnêp	2
thuhrûkna	2
chhuantawlawl	2
zâwktute	2
Peng	2
ṭhutthlênga	2
lukhumte	2
tidanglamin	2
hlîmsak	2
ṭhaten	2
eheu	2
hlohvin	2
nunrâwngte	2
ruangtein	2
lailet	2
Lalṭhutphah	2
kalsantu	2
Kawngpui	2
dodâltute	2
hiat	2
ṭihkhaiah	2
Inpâwngnêkna	2
inramna	2
kawngkhârahte	2
Mahsela	2
takten	2
Salluma	2
lawilote	2
Sesak	2
Leh	2
Siloh	2
hnenah	2
tânnaa	2
putzia	2
Thlaphâng	2
chêngten	2
vil	2
ṭhatnaah	2
lusûnna	2
lâwmah	2
inṭah	2
kimki	2
chhûngteah	2
Paten	2
chhûngrilahte	2
inhmachhawnin	2
inlei	2
pâwnte	2
rawngbâwltunu	2
rawngbâwltupa	2
puangin	2
ziala	2
lamlêtin	2
Thar	2
Barukan	2
Kusia	2
lehkhatuiin	2
Jehoiakiman	2
Irija	2
ripa	2
Malkia	2
sâwmnaah	2
Rabsaria	2
Rabmaga	2
khârkhipa	2
Jezania	2
tâkahte	2
mantîra	2
nghetin	2
Rûlpui	2
Tihṭiauvin	2
tuikhurte	2
bâwlhmun	2
samte	2
Pil	2
tisaruak	2
thliahsak	2
tlûkchhiatna	2
nâin	2
Tlânchhia	2
ngelh	2
ngher	2
Pekod	2
Talhin	2
petekin	2
tibuaiin	2
Rawkin	2
vanghâwngseite	2
Sualnain	2
kulhpuiah	2
rêla	2
tlûktîr	2
hraichawite	2
zungzâm	2
zahtu	2
intiropui	2
ânpaiho	2
nghette	2
hân	2
hmêlmain	2
hrehawmnain	2
khâin	2
tauh	2
Taksaah	2
khawloh	2
Mitdelin	2
Fahrahte	2
thingtuah	2
chawn	2
Ezekiela	2
ṭhihna	2
delhin	2
hênga	2
tidarhsarh	2
chêksawlhna	2
uirêna	2
bêngin	2
Tâwpna	2
khawchhuak	2
rorêlnain	2
uanpui	2
athuin	2
Chhinchhiahna	2
bûrin	2
lut	2
chhawngah	2
zâwmte	2
hnawihtute	2
tûrate	2
lêntîra	2
Bungbêl	2
Thisenah	2
intihropui	2
phunna	2
Hrilh	2
tiduah	2
bâwlhmunahte	2
silhtîra	2
sûma	2
bâwlhmuna	2
bawhchhiatah	2
felnate	2
chhûnrâwlah	2
chûninun	2
Siktui	2
chachhuah	2
humhalhin	2
tihahte	2
ût	2
tihtlêt	2
Invilikin	2
chhuahnaah	2
hlêprûkna	2
hlute	2
chhana	2
ngaihzâwng	2
hurnain	2
tihbânsak	2
milimtea	2
Ruihna	2
hnutête	2
uirenute	2
leihbuak	2
aruangin	2
chhiata	2
râllâkin	2
hlumte	2
tipil	2
sumdâwngtu	2
Saingho	2
cheimawitu	2
dâwrtute	2
Lungchhe	2
intihausa	2
vilik	2
chapovin	2
chemsenin	2
awlepui	2
phuhlipah	2
Suene	2
tiphirsî	2
chhiatnaah	2
thihnaa	2
ṭanpuitute	2
râlṭitna	2
hlauhawmnain	2
tirâlṭi	2
inrâlrinna	2
tliakte	2
tuikawr	2
sahmîm	2
tuikawrte	2
ṭhinah	2
chhiaa	2
vângthlaa	2
vunin	2
inchuktuah	2
Magog	2
lehhawitîr	2
kâtte	2
gog	2
faiin	2
fanin	2
theihin	2
bangpêng	2
rinchhanin	2
piaha	2
chhawrvêl	2
berâmchal	2
hrantîr	2
vângthla	2
chhiarsak	2
intluk	2
kor	2
kheimit	2
Hethlon	2
kaltlangin	2
Hauran	2
kadesh	2
daifêm	2
tleirâwlte	2
bengvârna	2
dawivaihthiam	2
aikaihthiam	2
remhre	2
puangtu	2
ṭhenah	2
dânhremite	2
Sadrak	2
Mesak	2
Abednego	2
Nebukadnezzar	2
entîrnate	2
ṭâwnin	2
huhin	2
lungtea	2
tumbung	2
TEKEL	2
khapnaah	2
ngenna	2
nawk	2
inlârnaahte	2
buana	2
Ki	2
Ulai	2
vâwrtâwp	2
ṭihawm	2
Hriakthiha	2
tuihnai	2
thuneihnaa	2
nen	2
dawmin	2
Libua	2
hrâma	2
tâwpnaah	2
tâwkah	2
ruhamai	2
dâlin	2
chua	2
rannungte	2
inthah	2
Uirê	2
famote	2
Dikna	2
palzût	2
Jareba	2
ṭiauchhûm	2
thutein	2
Kûng	2
mikhualten	2
lungserh	2
puitlinin	2
chhuahnaa	2
Thingngêt	2
khaukhuapin	2
hîk	2
ṭhiatin	2
arsiten	2
putarten	2
khânin	2
inunauna	2
Pâwngnêk	2
chîltu	2
Beersheba	2
betin	2
vakna	2
ṭingṭanga	2
Sakawrte	2
enremna	2
hrî	2
âttu	2
phil	2
Lehlama	2
ṭhantîr	2
tisawn	2
buatsaihtu	2
ngiat	2
thurual	2
fana	2
movin	2
khawngaihnaah	2
Nahuma	2
tlângaupuitu	2
inbuatsaihna	2
chûmin	2
thlamuantute	2
intitam	2
pur	2
Sate	2
Tuifâwnte	2
tibovin	2
rîkna	2
awihtute	2
chinghnia	2
Tihduhdah	2
Lâwmin	2
Zerubabel	2
Barakia	2
vârte	2
takmeuhvin	2
relh	2
hmârsai	2
endik	2
chhêt	2
tisak	2
pitarte	2
boh	2
hmate	2
Duhsak	2
Pumkhatna	2
inei	2
hrisêlte	2
chhuna	2
tiave	2
thlasikah	2
Dânah	2
Engahte	2
paukhauh	2
Pharesa	2
Salathiela	2
Emmanuela	2
manga	2
Diabolan	2
zumah	2
Zebulon	2
dêngin	2
mantuah	2
mêl	2
mi'n	2
bâte	2
thlêmnaah	2
tuiêkin	2
rûkruten	2
silhin	2
zîmah	2
Ruahte	2
Sihalten	2
vuitîr	2
hlup	2
lêmin	2
themin	2
phuina	2
Neitupa	2
Thaddaia	2
vânrama	2
Phênglâwng	2
Korazin	2
ramsak	2
khâwmpui	2
phiah	2
vuaiin	2
anṭam	2
zâwlneia	2
vaukama	2
ṭawngtai	2
chhawrna	2
dailênnaa	2
inngaihnate	2
Pêr	2
chabite	2
pahmei	2
buatsaihsakate	2
rawngbâwlsaka	2
zuarho	2
khawia	2
palin	2
thlawhhlawh	2
Lawi	2
Saddukaiho	2
Pudina	2
sâwmah	2
Zâwlneiho	2
mulukawlhte	2
âwmte	2
lêta	2
neituin	2
pawhtîr	2
ûmte	2
âta	2
vêngtuin	2
mikhuala	2
damlovin	2
ngamthlêma	2
hrilna	2
Gethsemane	2
vênpui	2
sawichhiatzia	2
inlawhin	2
awptuin	2
dîla	2
khenbehtîr	2
sabakthani	2
tihdertu	2
ṭhattîr	2
baptistu	2
dangahte	2
lungkhamnate	2
hâkin	2
pûtin	2
ṭhathnem	2
Chêmtê	2
Nangmahnin	2
vaukamah	2
zirtîrnaa	2
thurochhiahte	2
tualthahna	2
tlawhin	2
hliahin	2
chilphuante	2
âwrh	2
Ringtu	2
Khap	2
Thupêkte	2
Ru	2
ngahte	2
tihduhdahnate	2
Rabboni	2
Duli	2
rochungin	2
thawhlehin	2
dere	2
intunnunna	2
spiknard	2
Praitorian	2
Rufa	2
Salomi	2
Theophil	2
Zakarian	2
Elizabetin	2
pitar	2
hriatzia	2
tiduhdahin	2
Matthata	2
Melkia	2
Mattathia	2
Kainana	2
Thunei	2
pheuh	2
nate	2
sawisakte	2
sawisatu	2
sawisêlin	2
ngaihdamin	2
muka	2
tuizangkhauhvin	2
kephahah	2
Joani	2
âwihte	2
Patling	2
chhûngkhat	2
hriatpuiin	2
nûlh	2
ipik	2
Inngaihlu	2
phatsak	2
inhlawhfate	2
pânte	2
hlêpru	2
awpna	2
ruaiin	2
ngamthlêm	2
Saddukai	2
kîltu	2
fâwpin	2
âwihsak	2
Thute	2
Messia	2
Philipan	2
fatu	2
zirtîrtua	2
Nikodeman	2
Khawvêlin	2
ringtuten	2
Lehkhain	2
intihlum	2
Ramhuaizâwl	2
Tirh	2
tivârtu	2
mêktu	2
huanga	2
berâmten	2
thlennate	2
chanchinah	2
dangten	2
sila	2
tihhmuh	2
Thoman	2
bâwihin	2
kimna	2
thawiin	2
Bawih	2
hlînglukhum	2
tûkṭhuan	2
khenbehna	2
sînte	2
sawiziate	2
khenna	2
engilo	2
Matthia	2
Ponto	2
chhuahchhalh	2
tirhkohten	2
Anani	2
khungte	2
kângin	2
Chhandamtua	2
khei	2
fina	2
saphun	2
inkhâwmnaa	2
sawipuitu	2
nghal	2
tidang	2
Ainia	2
Dorki	2
Korneli	2
inhawngin	2
hlina	2
châmah	2
Kristian	2
Agaba	2
Klaudia	2
kohhranhovin	2
ṭhianah	2
Paphos	2
Barisua	2
Pisidia	2
ngaihsakte	2
Lukaoni	2
Jupita	2
namêna	2
chiamin	2
Ludi	2
vualte	2
ngaihtuahtîr	2
kaithovin	2
Krispa	2
Galliova	2
Sosthena	2
riha	2
pakaitîr	2
Asso	2
tlânsiakna	2
thlâkhlelh	2
lukhâwng	2
ṭawngṭaipui	2
kip	2
kawiin	2
lehzuala	2
Tertulla	2
nunnêmnain	2
hêka	2
chhuahchhâlh	2
Julia	2
herna	2
tihchêt	2
Publia	2
âwihtîr	2
sesea	2
kawltîrin	2
thusawiin	2
Dânin	2
tihlana	2
tinungtu	2
inrema	2
anpuia	2
nungah	2
theiah	2
tihthihin	2
lohnaahte	2
ngamtu	2
diamin	2
inpêng	2
inlainat	2
thihsaka	2
Thua	2
inthuruala	2
inzilh	2
Spain	2
ṭawngṭaisaknaah	2
hmuhsitawmte	2
thuhrilte	2
puitlingte	2
inîtsîkna	2
Apollovan	2
Lungphûm	2
khawvêlte	2
thak	2
Ṭhain	2
Bawiha	2
intihsiaknaahte	2
ramhuaiho	2
sawiah	2
Thuhriltute	2
thlamuanga	2
muhîlte	2
changte	2
Invêng	2
hrehawma	2
insawimawi	2
phêka	2
riaia	2
lantîrin	2
ngenin	2
ṭhahnemngaihzia	2
inpeihna	2
lawmzia	2
thilphalna	2
inpeihzia	2
inbuatsaihin	2
ngamna	2
lehkhathawnte	2
rimte	2
remchânna	2
tirhkohvah	2
denin	2
Chhuang	2
lutukna	2
serhtante	2
Serhtante	2
vervêknaa	2
malsâwmsakin	2
Thinga	2
piangin	2
pianzia	2
tlûksan	2
tauhna	2
inngaidam	2
Nupuite	2
tilâwmtute	2
lalnate	2
tihthlamuan	2
bâwlpui	2
Epaphrodita	2
sipaipui	2
chânnaah	2
Lû	2
awmahte	2
Onesima	2
tânpuipa	2
Arkippa	2
rengate	2
boruakah	2
tuarnaahte	2
Timothe	2
Humenaia	2
tlângaupuituah	2
tuikeplungin	2
chêtze	2
thatchhiat	2
Hnathawktu	2
Onesiphora	2
hrehawmte	2
Thawhlehna	2
Jannia	2
tihdertute	2
insûmthei	2
hmangaihzia	2
zinnaah	2
rochungtu	2
Lalbera	2
lalberah	2
chhiahtu	2
tuarpuitute	2
thilsiamte	2
sawisêltute	2
inelna	2
tuiêk	2
châknaah	2
ṭhehin	2
pâwr	2
nuihsantute	2
Râwltharte	2
Hriattîrtu	2
ṭhehnaah	2
Smurna	2
Pergamos	2
Philadelphia	2
hawnga	2
bûktîr	2
smaragdin	2
tuikhurahte	2
huakintho	2
ṭulzia	2
vanlaizâwla	2
nghaisakin	2
nasatna	2
pariatna	2
ṭhenna	1
êntute	1
êntuahte	1
duaiah	1
ṭeuhte	1
Pison	1
bedolak	1
Adaman	1
phuitîr	1
pawnfên	1
Saruak	1
Rûlin	1
thlantui	1
lettuah	1
ângtu	1
Nod	1
Enok	1
Jabala	1
vulhtuho	1
Jubala	1
tihhliam	1
suangtuahzia	1
Lawngah	1
Novan	1
sêp	1
tihbânin	1
fûkna	1
tihthlawn	1
hil	1
tlul	1
tuilêta	1
zâmtîrin	1
neituah	1
inzâwnin	1
hnungtawlhin	1
Riphatha	1
Dodanima	1
Akkad	1
Kalne	1
Anam	1
Lehab	1
Naphtu	1
Pathrus	1
Kasluh	1
Sidona	1
Lasa	1
Assura	1
Obala	1
Sephar	1
chhîpina	1
khutah	1
Iskai	1
laichînteho	1
sabengtungpa	1
bêram	1
dunna	1
chukna	1
Bera	1
Birsa	1
Sinaba	1
Semebera	1
Asteroth	1
karnaim	1
Ham	1
Zuzim	1
Emim	1
mispat	1
khurin	1
tihhausak	1
Abram	1
khiti	1
ruangahte	1
bâwlsakate	1
Kadmon	1
Bered	1
zette	1
serhtanin	1
thlahtunu	1
nakkum	1
chhangpêrahte	1
Awih	1
Sawmli	1
Sawmhnih	1
Lotan	1
Zânina	1
Kiang	1
tiching	1
tlinin	1
tinui	1
nautête	1
luahpuitu	1
chhuansak	1
tuithâwla	1
tuithâwlah	1
hriatpuina	1
hnawka	1
jire	1
Keseda	1
Hazova	1
Pildasa	1
Jidlapha	1
Reumai	1
Teba	1
Gahama	1
Tahasa	1
mawnga	1
chipuiho	1
Ephronan	1
sumdâwnghovin	1
nghehin	1
ṭhingṭhittîr	1
banbunte	1
Tû	1
Milkai'n	1
nauva	1
tikhawtlai	1
Phûla	1
Assurima	1
Letusima	1
Leummima	1
hmeiho	1
Rebekin	1
ramvachal	1
lamtea	1
Esauvan	1
laihte	1
Esek	1
Sitna	1
Ahuzzatha	1
Siba	1
Judithi	1
ramchhuak	1
kahsak	1
indawntîr	1
reha	1
tiawi	1
lukhamah	1
leilâwn	1
tituai	1
thimhlimah	1
Hemia	1
buanin	1
vânneihthlâk	1
Hmeichheho	1
zâwlaidiin	1
bâwlsakzia	1
aienin	1
phohte	1
chhânsak	1
hriang	1
thingse	1
tiangahte	1
khawhte	1
tihdanglamsak	1
bawhtute	1
lungphuna	1
hmachhawnin	1
rûksana	1
berâmpuite	1
kelpuite	1
sehte	1
vâwtin	1
Fanute	1
Jegar	1
sahadutha	1
Inṭhena	1
tihretheiha	1
inkhawihsak	1
tenau	1
nunau	1
Esau	1
kaiah	1
chuktuahah	1
Peniel	1
hmaihma	1
chuktuaha	1
zawimuangin	1
Elohe	1
Sekeman	1
tanin	1
nupuiahte	1
chhânga	1
kalnaa	1
Allon	1
bakuth	1
ṭhâlbê	1
onia	1
Lungphun	1
Hemama	1
Alvana	1
Sephova	1
Hemdana	1
Hadara	1
Pau	1
Alva	1
neihah	1
mangte	1
khualzinho	1
sanghâwngseia	1
phura	1
sawmhnihin	1
Kezib	1
sira	1
Hrên	1
chhuktu	1
ngaihmelh	1
hminte	1
petuah	1
thlamuanthlâk	1
sel	1
dawithiamhote	1
tawntaw	1
Ṭhingṭhi	1
Zaphenath	1
panea	1
letlingtu	1
lehhawisan	1
buha	1
fûnte	1
bâwmahte	1
theipilsak	1
kîrte	1
ipahte	1
chawfâka	1
eipuiteho	1
chanvote	1
alhtîr	1
hrinah	1
mawhphurtuah	1
chithlahte	1
inthlâknate	1
mumangahte	1
thawnahte	1
tupate	1
tunute	1
Puva	1
Ioba	1
hrinsakate	1
Ziphiona	1
Arodia	1
parukte	1
Ehia	1
Rosa	1
Mupima	1
nupuiho	1
hmasaktîr	1
kapkâr	1
mangmahni	1
Sân	1
Chungnun	1
khumpui	1
mutnaa	1
inrâwnnaah	1
tihmawhin	1
chhat	1
Sakeibakneinu	1
Silova	1
sakawrno	1
uainah	1
Chawlh	1
Hnathawka	1
luihin	1
lehchhâwngte	1
kâpho	1
Hnutê	1
malsâwmnatea	1
malsâwma	1
phûmtîr	1
Chhia	1
hruihzâwla	1
mizraim	1
seuh	1
kuangah	1
Jebuluna	1
tihhnathiamin	1
phurrita	1
Pithom	1
thawhtîrin	1
Siphraii	1
Puaii	1
hrinna	1
chhartu	1
chirh	1
alkatrain	1
awmsaktu	1
awmsak	1
phurritte	1
thâlsak	1
hnehchhiahziate	1
KA	1
NI	1
ngût	1
chhâwngtu	1
hrehawmziate	1
dâwngdahtîr	1
