pair_id	form_i	form_ii	environment	form_i_count	form_ii_count	total_count	representative_references	notes
piang-pian	piang	pian	unknown_or_needs_review	33	89	124	Genesis 36:16; Genesis 36:17; Genesis 36:18; Genesis 45:18; Exodus 23:10	No conservative local environment rule fired for this token.:124
pua-puah	pua	puah	causative_or_derivational_sak	0	5	5	2 Kings 12:5; Ezekiel 36:33; Ezekiel 36:34; Daniel 4:27; Romans 12:2	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:5
pua-puah	pua	puah	clause_linking_kipan	0	1	1	2 Kings 12:6	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:1
pua-puah	pua	puah	dependent_temporal_ciangin	0	1	1	Exodus 30:7	Immediate following `ciangin` provides a conservative dependent-temporal cue.:1
pua-puah	pua	puah	finite_main_or_matrix	0	84	84	Leviticus 26:39; Leviticus 26:43; Deuteronomy 19:3; Deuteronomy 28:39; 1 Kings 12:25	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:84
pua-puah	pua	puah	imperative_or_directive	0	4	4	Jeremiah 7:3; Jeremiah 35:15; Daniel 9:17	A following imperative-like particle may indicate directive force.:4
pua-puah	pua	puah	negative_clause	0	3	3	Leviticus 25:5; 2 Samuel 19:24; 2 Kings 12:7	Nearby negative material marks a negative or irrealis-heavy clause.:3
pua-puah	pua	puah	nominalized_na	0	6	6	2 Kings 12:5; 2 Kings 12:12; 2 Chronicles 24:13; 2 Chronicles 34:10; Esther 2:12	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:6
pua-puah	pua	puah	purpose_nadingin	0	13	13	2 Kings 12:7; 2 Kings 12:12; 2 Kings 22:6; 1 Chronicles 26:27; 2 Chronicles 24:5	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:13
pua-puah	pua	puah	unknown_or_needs_review	0	6	6	Exodus 1:15; Judges 10:1; 1 Chronicles 7:1; 2 Chronicles 26:10; 2 Chronicles 29:18	No conservative local environment rule fired for this token.:6
pua-puak	pua	puak	causative_or_derivational_sak	15	5	20	Leviticus 22:16; 1 Samuel 16:20; 2 Samuel 18:19; 1 Kings 12:10; Esther 4:13	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:20
pua-puak	pua	puak	dependent_temporal_ciangin	0	1	1	Numbers 4:24	Immediate following `ciangin` provides a conservative dependent-temporal cue.:1
pua-puak	pua	puak	dependent_temporal_ni_in	0	1	1	Obadiah 1:11	Immediate following `ni-in` provides a conservative dependent-temporal cue.:1
pua-puak	pua	puak	finite_main_or_matrix	263	277	540	Genesis 6:14; Genesis 7:11; Genesis 19:6; Genesis 24:15; Genesis 24:31	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:540
pua-puak	pua	puak	imperative_or_directive	15	15	30	Genesis 27:13; Genesis 43:12; Leviticus 10:4; Leviticus 11:28; Leviticus 11:40	A following imperative-like particle may indicate directive force.:30
pua-puak	pua	puak	negative_clause	5	10	15	Genesis 31:39; Genesis 47:30; 1 Samuel 1:18; 1 Samuel 10:27; 2 Samuel 18:20	Nearby negative material marks a negative or irrealis-heavy clause.:15
pua-puak	pua	puak	nominalized_na	0	7	7	2 Samuel 18:22; 1 Kings 2:26; Nehemiah 13:15; Isaiah 1:14; Isaiah 9:4	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:7
pua-puak	pua	puak	possessed_or_genitive_attributive	1	0	1	Mark 13:6	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:1
pua-puak	pua	puak	purpose_nadingin	6	23	29	Genesis 37:25; Genesis 49:15; Exodus 25:14; Exodus 37:5; Exodus 37:15	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:29
pua-puak	pua	puak	quotative_or_say_complement	0	6	6	1 Samuel 18:8; Ezra 4:10; Esther 2:22; Amos 4:1; Matthew 8:17	Nearby quotative material suggests embedded or reported-speech structure.:6
pua-puak	pua	puak	relative_or_attributive_mi	4	0	4	1 Samuel 10:3; 1 Kings 5:15; Psalms 126:6	A following `mi` suggests a relative-like or attributive nominal environment.:4
pua-puak	pua	puak	unknown_or_needs_review	8	12	20	Genesis 44:1; Joshua 3:15; Joshua 9:14; 1 Samuel 25:35; 2 Samuel 1:15	No conservative local environment rule fired for this token.:20
sawlkhia-sawlkhiat	sawlkhia	sawlkhiat	finite_main_or_matrix	35	2	37	Genesis 3:23; Genesis 19:29; Genesis 21:14; Genesis 25:6; Genesis 28:5	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:37
sawlkhia-sawlkhiat	sawlkhia	sawlkhiat	imperative_or_directive	3	0	3	Matthew 14:15; Mark 6:36; Luke 9:12	A following imperative-like particle may indicate directive force.:3
sawlkhia-sawlkhiat	sawlkhia	sawlkhiat	negative_clause	2	1	3	Genesis 31:42; 1 Samuel 20:13; Jeremiah 23:21	Nearby negative material marks a negative or irrealis-heavy clause.:3
sawlkhia-sawlkhiat	sawlkhia	sawlkhiat	nominalized_na	0	1	1	2 Samuel 13:16	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:1
sia-siah	sia	siah	causative_or_derivational_sak	71	0	71	Genesis 34:2; Genesis 34:13; Leviticus 19:29; Leviticus 26:16; Leviticus 26:31	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:71
sia-siah	sia	siah	finite_main_or_matrix	422	28	450	Genesis 4:5; Genesis 6:12; Genesis 8:21; Genesis 9:15; Genesis 12:3	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:450
sia-siah	sia	siah	imperative_or_directive	29	1	30	Numbers 5:22; Numbers 24:9; Judges 5:23; 2 Samuel 16:10; 2 Kings 18:25	A following imperative-like particle may indicate directive force.:30
sia-siah	sia	siah	negative_clause	72	8	80	Genesis 18:28; Genesis 18:31; Genesis 18:32; Exodus 9:32; Exodus 22:28	Nearby negative material marks a negative or irrealis-heavy clause.:80
sia-siah	sia	siah	nominalized_na	0	14	14	Job 18:10; Job 41:1; Psalms 9:15; Psalms 31:4; Psalms 119:85	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:14
sia-siah	sia	siah	possessed_or_genitive_attributive	1	0	1	Romans 2:9	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:1
sia-siah	sia	siah	purpose_nadingin	33	4	37	Genesis 6:17; Genesis 9:11; Genesis 19:13; Genesis 50:20; Numbers 23:11	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:37
sia-siah	sia	siah	quotative_or_say_complement	11	0	11	Leviticus 27:12; Leviticus 27:33; Deuteronomy 9:25; 2 Samuel 1:27; Job 36:23	Nearby quotative material suggests embedded or reported-speech structure.:11
sia-siah	sia	siah	relative_or_attributive_mi	4	2	6	Exodus 21:17; Exodus 38:26; Leviticus 20:9; Leviticus 24:15; Ecclesiastes 9:2	A following `mi` suggests a relative-like or attributive nominal environment.:6
sia-siah	sia	siah	unknown_or_needs_review	483	110	593	Genesis 2:9; Genesis 2:17; Genesis 3:5; Genesis 3:22; Genesis 4:6	No conservative local environment rule fired for this token.:593
sum-sumh	sum	sumh	finite_main_or_matrix	180	0	180	Genesis 4:22; Genesis 17:12; Genesis 42:35; Genesis 43:12; Genesis 43:21	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:180
sum-sumh	sum	sumh	imperative_or_directive	17	0	17	Genesis 37:28; Deuteronomy 16:19; 1 Kings 10:28; 1 Kings 10:29; 2 Chronicles 1:16	A following imperative-like particle may indicate directive force.:17
sum-sumh	sum	sumh	negative_clause	19	0	19	Exodus 21:11; Numbers 11:8; 2 Samuel 24:24; 1 Kings 7:47; 1 Kings 18:5	Nearby negative material marks a negative or irrealis-heavy clause.:19
sum-sumh	sum	sumh	nominalized_na	24	0	24	Joshua 6:19; Joshua 6:24; 2 Kings 12:18; Esther 3:9; Esther 4:7	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:24
sum-sumh	sum	sumh	possessed_or_genitive_attributive	1	0	1	Nahum 3:16	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:1
sum-sumh	sum	sumh	purpose_nadingin	2	0	2	Ecclesiastes 11:1; Ezekiel 22:27	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:2
sum-sumh	sum	sumh	quotative_or_say_complement	3	0	3	Exodus 23:8; Zephaniah 1:11; Matthew 26:9	Nearby quotative material suggests embedded or reported-speech structure.:3
sum-sumh	sum	sumh	unknown_or_needs_review	395	1	396	Genesis 17:13; Genesis 17:23; Genesis 17:27; Genesis 23:16; Genesis 31:15	No conservative local environment rule fired for this token.:396
tan-tanh	tan	tanh	causative_or_derivational_sak	13	1	14	Leviticus 25:24; 2 Samuel 16:9; Job 4:10; Psalms 29:5; Psalms 105:33	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:14
tan-tanh	tan	tanh	finite_main_or_matrix	83	24	107	Genesis 14:24; Genesis 31:14; Genesis 40:19; Genesis 47:22; Exodus 13:13	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:107
tan-tanh	tan	tanh	imperative_or_directive	2	0	2	Job 6:23; Daniel 4:14	A following imperative-like particle may indicate directive force.:2
tan-tanh	tan	tanh	negative_clause	8	8	16	Genesis 48:16; Leviticus 19:27; Leviticus 27:20; Leviticus 27:28; Leviticus 27:29	Nearby negative material marks a negative or irrealis-heavy clause.:16
tan-tanh	tan	tanh	nominalized_na	7	0	7	Ezra 8:21; Esther 9:21; Esther 9:28; Jeremiah 34:13; Daniel 7:20	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:7
tan-tanh	tan	tanh	purpose_nadingin	4	5	9	Leviticus 6:17; Leviticus 25:26; 2 Kings 6:32; 1 Chronicles 16:18; Psalms 83:8	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:9
tan-tanh	tan	tanh	quotative_or_say_complement	4	1	5	Ruth 4:4; Matthew 5:30; Matthew 18:8; Mark 9:43; Mark 9:45	Nearby quotative material suggests embedded or reported-speech structure.:5
tan-tanh	tan	tanh	relative_or_attributive_mi	1	0	1	Revelation 14:3	A following `mi` suggests a relative-like or attributive nominal environment.:1
tan-tanh	tan	tanh	unknown_or_needs_review	29	45	74	Genesis 14:24; Genesis 21:16; Genesis 43:34; Exodus 29:27; Exodus 29:28	No conservative local environment rule fired for this token.:74
thei-theih	thei	theih	causative_or_derivational_sak	72	51	123	Exodus 4:15; Exodus 6:3; Exodus 18:16; Exodus 18:20; Exodus 33:12	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:123
thei-theih	thei	theih	dependent_temporal_ciangin	0	44	44	Genesis 16:4; Genesis 16:5; Genesis 28:8; Genesis 29:31; Genesis 32:25	Immediate following `ciangin` provides a conservative dependent-temporal cue.:44
thei-theih	thei	theih	finite_main_or_matrix	667	864	1531	Genesis 3:5; Genesis 3:7; Genesis 3:22; Genesis 7:1; Genesis 8:11	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:1531
thei-theih	thei	theih	imperative_or_directive	99	3	102	Genesis 15:13; Genesis 20:7; Genesis 37:32; Exodus 4:21; Exodus 7:1	A following imperative-like particle may indicate directive force.:102
thei-theih	thei	theih	modal_or_ability	556	112	668	Genesis 2:16; Genesis 3:2; Genesis 12:13; Genesis 13:16; Genesis 15:8	The `thei/theih` pair often surfaces in modal or ability-heavy contexts.:668
thei-theih	thei	theih	negative_clause	888	160	1048	Genesis 4:9; Genesis 11:6; Genesis 11:7; Genesis 13:6; Genesis 18:25	Nearby negative material marks a negative or irrealis-heavy clause.:1048
thei-theih	thei	theih	nominalized_na	0	256	256	Genesis 2:9; Genesis 2:17; Genesis 15:13; Genesis 44:15; Genesis 50:20	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:256
thei-theih	thei	theih	possessed_or_genitive_attributive	5	0	5	Deuteronomy 32:15; Proverbs 23:2; Ezekiel 2:7; Ezekiel 12:3; Hebrews 5:2	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:5
thei-theih	thei	theih	purpose_nadingin	35	646	681	Genesis 2:19; Genesis 8:8; Genesis 8:17; Genesis 12:19; Genesis 18:19	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:681
thei-theih	thei	theih	quotative_or_say_complement	64	16	80	Genesis 13:16; Genesis 18:16; Genesis 26:9; Genesis 41:15; Exodus 21:36	Nearby quotative material suggests embedded or reported-speech structure.:80
thei-theih	thei	theih	relative_or_attributive_mi	19	0	19	Genesis 47:6; Exodus 31:6; Exodus 36:8; 1 Samuel 10:11; 1 Chronicles 27:32	A following `mi` suggests a relative-like or attributive nominal environment.:19
thei-theih	thei	theih	unknown_or_needs_review	670	27	697	Genesis 1:21; Genesis 3:7; Genesis 3:24; Genesis 9:24; Genesis 13:7	No conservative local environment rule fired for this token.:697
thu-thuh	thu	thuh	causative_or_derivational_sak	5	0	5	Judges 11:36; 2 Samuel 4:8; Isaiah 34:8; Jeremiah 51:36; 1 Timothy 3:4	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:5
thu-thuh	thu	thuh	finite_main_or_matrix	900	4	904	Genesis 4:23; Genesis 11:7; Genesis 17:9; Genesis 18:19; Genesis 18:33	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:904
thu-thuh	thu	thuh	imperative_or_directive	146	1	147	Genesis 6:6; Genesis 34:18; Genesis 45:16; Exodus 22:9; Exodus 23:13	A following imperative-like particle may indicate directive force.:147
thu-thuh	thu	thuh	negative_clause	634	0	634	Genesis 16:5; Genesis 18:30; Genesis 24:7; Genesis 27:12; Genesis 27:19	Nearby negative material marks a negative or irrealis-heavy clause.:634
thu-thuh	thu	thuh	nominalized_na	527	8	535	Genesis 15:14; Genesis 25:21; Genesis 50:11; Genesis 50:17; Exodus 4:12	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:535
thu-thuh	thu	thuh	possessed_or_genitive_attributive	25	0	25	Genesis 42:19; Genesis 42:31; Genesis 42:33; 2 Kings 25:19; 1 Chronicles 27:32	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:25
thu-thuh	thu	thuh	purpose_nadingin	63	0	63	Genesis 17:7; Genesis 17:19; Genesis 25:22; Exodus 2:14; Exodus 5:23	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:63
thu-thuh	thu	thuh	quotative_or_say_complement	130	0	130	Exodus 29:28; Leviticus 24:18; Numbers 6:26; Numbers 22:6; Deuteronomy 15:11	Nearby quotative material suggests embedded or reported-speech structure.:130
thu-thuh	thu	thuh	relative_or_attributive_mi	39	0	39	Genesis 6:9; Genesis 18:24; Genesis 18:26; Genesis 18:28; Genesis 42:34	A following `mi` suggests a relative-like or attributive nominal environment.:39
thu-thuh	thu	thuh	unknown_or_needs_review	8128	3	8131	Genesis 1:22; Genesis 1:28; Genesis 2:3; Genesis 2:4; Genesis 2:16	No conservative local environment rule fired for this token.:8131
tu-tuh	tu	tuh	causative_or_derivational_sak	19	0	19	1 Samuel 9:22; 2 Kings 10:3; 2 Chronicles 6:23; 2 Chronicles 9:8; 2 Chronicles 23:20	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:19
tu-tuh	tu	tuh	clause_linking_kipan	3	0	3	2 Chronicles 16:9; Ezekiel 9:7; Matthew 12:32	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:3
tu-tuh	tu	tuh	dependent_temporal_ciangin	6	0	6	Genesis 17:21; Micah 7:6; Romans 3:26; 2 Timothy 1:10; Hebrews 2:18	Immediate following `ciangin` provides a conservative dependent-temporal cue.:6
tu-tuh	tu	tuh	dependent_temporal_ni_in	2	0	2	Hebrews 1:5; Hebrews 3:7	Immediate following `ni-in` provides a conservative dependent-temporal cue.:2
tu-tuh	tu	tuh	finite_main_or_matrix	1322	40	1362	Genesis 3:1; Genesis 4:1; Genesis 4:2; Genesis 4:11; Genesis 4:14	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:1362
tu-tuh	tu	tuh	imperative_or_directive	14	2	16	2 Samuel 9:10; Psalms 2:4; Psalms 7:7; Psalms 110:1; Proverbs 25:7	A following imperative-like particle may indicate directive force.:16
tu-tuh	tu	tuh	negative_clause	78	8	86	Genesis 18:13; Genesis 21:23; Genesis 31:40; Genesis 31:42; Genesis 35:17	Nearby negative material marks a negative or irrealis-heavy clause.:86
tu-tuh	tu	tuh	nominalized_na	0	6	6	Deuteronomy 17:8; Esther 8:10; Isaiah 28:24; Ezekiel 29:20; Acts 25:19	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:6
tu-tuh	tu	tuh	purpose_nadingin	9	0	9	Deuteronomy 32:24; 1 Samuel 22:17; 1 Kings 1:48; 1 Kings 8:25; 1 Chronicles 28:5	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:9
tu-tuh	tu	tuh	quotative_or_say_complement	30	0	30	Genesis 26:22; Exodus 9:15; Exodus 14:13; Leviticus 9:4; Deuteronomy 2:30	Nearby quotative material suggests embedded or reported-speech structure.:30
tu-tuh	tu	tuh	relative_or_attributive_mi	7	0	7	Exodus 9:19; Leviticus 15:6; 1 Samuel 25:33; 1 Kings 18:19; Nehemiah 5:1	A following `mi` suggests a relative-like or attributive nominal environment.:7
tu-tuh	tu	tuh	unknown_or_needs_review	497	5	502	Genesis 2:23; Genesis 8:21; Genesis 11:31; Genesis 18:16; Genesis 19:5	No conservative local environment rule fired for this token.:502
tua-tuah	tua	tuah	causative_or_derivational_sak	0	2	2	Jeremiah 15:13; Jeremiah 17:3	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:2
tua-tuah	tua	tuah	dependent_temporal_ciangin	0	13	13	Exodus 13:17; Numbers 35:21; Proverbs 24:10; Ecclesiastes 7:14; Ezekiel 28:9	Immediate following `ciangin` provides a conservative dependent-temporal cue.:13
tua-tuah	tua	tuah	dependent_temporal_ni_in	0	4	4	Obadiah 1:12; Obadiah 1:13	Immediate following `ni-in` provides a conservative dependent-temporal cue.:4
tua-tuah	tua	tuah	finite_main_or_matrix	0	95	95	Genesis 3:7; Genesis 32:19; Exodus 23:4; Exodus 26:3; Exodus 26:4	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:95
tua-tuah	tua	tuah	negative_clause	0	7	7	Proverbs 11:8; Proverbs 21:30; Luke 22:40; Acts 2:40; Acts 20:26	Nearby negative material marks a negative or irrealis-heavy clause.:7
tua-tuah	tua	tuah	nominalized_na	0	15	15	Numbers 11:1; Numbers 35:19; Deuteronomy 12:13; Joshua 7:5; 1 Samuel 14:32	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:15
tua-tuah	tua	tuah	possessed_or_genitive_attributive	0	1	1	Psalms 10:10	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:1
tua-tuah	tua	tuah	purpose_nadingin	0	4	4	1 Samuel 17:48; Ezra 9:13; Revelation 21:2	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:4
tua-tuah	tua	tuah	quotative_or_say_complement	0	1	1	Numbers 16:29	Nearby quotative material suggests embedded or reported-speech structure.:1
tua-tuah	tua	tuah	relative_or_attributive_mi	0	2	2	Judges 7:6; Psalms 10:14	A following `mi` suggests a relative-like or attributive nominal environment.:2
tua-tuah	tua	tuah	unknown_or_needs_review	0	26	26	Exodus 26:9; Exodus 36:10; Exodus 36:16; Numbers 20:14; 2 Samuel 6:5	No conservative local environment rule fired for this token.:26
tua-tuak	tua	tuak	causative_or_derivational_sak	0	6	6	Ezra 9:13; Job 8:4; Psalms 71:20; Proverbs 3:26; Proverbs 16:18	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:6
tua-tuak	tua	tuak	clause_linking_kipan	3	0	3	2 Samuel 19:13; Psalms 121:8; Psalms 125:2	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:3
tua-tuak	tua	tuak	dependent_temporal_ciangin	4241	0	4241	Genesis 1:3; Genesis 1:26; Genesis 2:6; Genesis 2:18; Genesis 2:23	Immediate following `ciangin` provides a conservative dependent-temporal cue.:4241
tua-tuak	tua	tuak	dependent_temporal_ni_in	85	0	85	Genesis 2:3; Genesis 15:18; Genesis 30:35; Genesis 33:16; Genesis 48:20	Immediate following `ni-in` provides a conservative dependent-temporal cue.:85
tua-tuak	tua	tuak	finite_main_or_matrix	103	136	239	Genesis 2:18; Genesis 9:23; Genesis 13:11; Genesis 17:13; Genesis 29:14	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:239
tua-tuak	tua	tuak	imperative_or_directive	40	4	44	Genesis 48:17; Exodus 9:10; Exodus 10:5; Exodus 10:15; Exodus 15:7	A following imperative-like particle may indicate directive force.:44
tua-tuak	tua	tuak	negative_clause	295	26	321	Genesis 4:5; Genesis 9:13; Genesis 13:9; Genesis 17:11; Genesis 18:28	Nearby negative material marks a negative or irrealis-heavy clause.:321
tua-tuak	tua	tuak	possessed_or_genitive_attributive	3	0	3	Leviticus 17:15; Luke 11:51; Acts 21:26	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:3
tua-tuak	tua	tuak	purpose_nadingin	2	1	3	Numbers 3:47; Ezra 2:69; Ecclesiastes 3:11	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:3
tua-tuak	tua	tuak	quotative_or_say_complement	147	5	152	Genesis 2:17; Genesis 3:5; Genesis 18:24; Genesis 19:22; Genesis 29:2	Nearby quotative material suggests embedded or reported-speech structure.:152
tua-tuak	tua	tuak	relative_or_attributive_mi	36	1	37	Genesis 2:7; Genesis 21:27; Exodus 19:13; Numbers 1:51; Numbers 3:10	A following `mi` suggests a relative-like or attributive nominal environment.:37
tua-tuak	tua	tuak	unknown_or_needs_review	8319	69	8388	Genesis 1:2; Genesis 1:4; Genesis 1:6; Genesis 1:7; Genesis 1:9	No conservative local environment rule fired for this token.:8388
tuahpha-tuahphat	tuahpha	tuahphat	causative_or_derivational_sak	1	0	1	Genesis 27:20	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:1
tuahpha-tuahphat	tuahpha	tuahphat	dependent_temporal_ciangin	0	1	1	Proverbs 11:10	Immediate following `ciangin` provides a conservative dependent-temporal cue.:1
tuahpha-tuahphat	tuahpha	tuahphat	finite_main_or_matrix	2	0	2	Proverbs 13:21; Song of Solomon 1:4	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:2
vial-vialh	vial	vialh	finite_main_or_matrix	11	0	11	1 Kings 7:35; 2 Kings 16:17; Job 8:17; Job 30:10; Psalms 41:9	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:11
vial-vialh	vial	vialh	negative_clause	0	1	1	Psalms 119:61	Nearby negative material marks a negative or irrealis-heavy clause.:1
vial-vialh	vial	vialh	nominalized_na	1	0	1	Psalms 137:7	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:1
vial-vialh	vial	vialh	quotative_or_say_complement	4	0	4	Psalms 12:2; Psalms 40:15; Isaiah 66:5; Ezekiel 36:2	Nearby quotative material suggests embedded or reported-speech structure.:4
vial-vialh	vial	vialh	unknown_or_needs_review	11	0	11	1 Kings 7:24; 1 Kings 7:26; 1 Kings 20:31; 1 Kings 20:32; 2 Chronicles 4:5	No conservative local environment rule fired for this token.:11
za-zak	za	zak	causative_or_derivational_sak	67	11	78	Genesis 26:11; Genesis 37:14; Exodus 23:13; Exodus 32:5; Exodus 36:6	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:78
za-zak	za	zak	dependent_temporal_ciangin	1	130	131	Genesis 8:21; Genesis 14:14; Genesis 24:30; Genesis 24:52; Genesis 27:34	Immediate following `ciangin` provides a conservative dependent-temporal cue.:131
za-zak	za	zak	dependent_temporal_ni_in	1	5	6	Numbers 30:5; Numbers 30:7; Numbers 30:8; Numbers 30:12; Numbers 30:14	Immediate following `ni-in` provides a conservative dependent-temporal cue.:6
za-zak	za	zak	finite_main_or_matrix	279	274	553	Genesis 3:8; Genesis 21:17; Genesis 31:1; Genesis 34:5; Genesis 34:7	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:553
za-zak	za	zak	imperative_or_directive	67	0	67	Leviticus 26:8; Numbers 12:6; Numbers 16:8; Numbers 20:10; Numbers 23:18	A following imperative-like particle may indicate directive force.:67
za-zak	za	zak	negative_clause	66	10	76	Genesis 21:26; Genesis 50:19; Deuteronomy 4:28; Deuteronomy 31:2; 1 Samuel 1:13	Nearby negative material marks a negative or irrealis-heavy clause.:76
za-zak	za	zak	nominalized_na	1	27	28	Genesis 23:10; Genesis 23:13; Genesis 23:16; Exodus 16:8; Numbers 14:28	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:28
za-zak	za	zak	possessed_or_genitive_attributive	0	1	1	Colossians 4:6	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:1
za-zak	za	zak	purpose_nadingin	5	8	13	Numbers 11:2; 2 Chronicles 6:20; 2 Chronicles 9:23; Psalms 77:1; Isaiah 34:1	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:13
za-zak	za	zak	quotative_or_say_complement	8	0	8	Genesis 43:25; 1 Samuel 18:25; 2 Samuel 19:2; 2 Kings 19:20; Job 16:20	Nearby quotative material suggests embedded or reported-speech structure.:8
za-zak	za	zak	relative_or_attributive_mi	18	0	18	Leviticus 24:14; 2 Samuel 17:9; Job 29:11; Jeremiah 19:3; Jeremiah 36:3	A following `mi` suggests a relative-like or attributive nominal environment.:18
za-zak	za	zak	unknown_or_needs_review	627	25	652	Genesis 3:10; Genesis 4:21; Genesis 5:3; Genesis 5:4; Genesis 5:5	No conservative local environment rule fired for this token.:652
zui-zuih	zui	zuih	causative_or_derivational_sak	0	1	1	Genesis 43:5	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:1
zui-zuih	zui	zuih	dependent_temporal_ciangin	0	1	1	James 2:24	Immediate following `ciangin` provides a conservative dependent-temporal cue.:1
zui-zuih	zui	zuih	finite_main_or_matrix	772	140	912	Genesis 10:32; Genesis 12:4; Genesis 17:9; Genesis 17:10; Genesis 18:16	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:912
zui-zuih	zui	zuih	imperative_or_directive	41	0	41	Exodus 34:11; Numbers 10:29; Numbers 22:20; Numbers 22:35; Deuteronomy 4:1	A following imperative-like particle may indicate directive force.:41
zui-zuih	zui	zuih	negative_clause	134	25	159	Genesis 24:5; Genesis 24:8; Genesis 24:39; Genesis 42:38; Exodus 16:4	Nearby negative material marks a negative or irrealis-heavy clause.:159
zui-zuih	zui	zuih	nominalized_na	0	71	71	Numbers 14:43; Numbers 32:15; Deuteronomy 7:4; Deuteronomy 7:8; Deuteronomy 7:12	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:71
zui-zuih	zui	zuih	purpose_nadingin	10	27	37	Numbers 30:2; Numbers 30:4; Deuteronomy 11:22; Deuteronomy 29:29; Deuteronomy 32:46	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:37
zui-zuih	zui	zuih	quotative_or_say_complement	6	7	13	Genesis 43:33; Exodus 21:23; Deuteronomy 10:13; 1 Kings 6:12; 1 Kings 9:4	Nearby quotative material suggests embedded or reported-speech structure.:13
zui-zuih	zui	zuih	relative_or_attributive_mi	16	0	16	Exodus 20:6; Leviticus 18:5; Deuteronomy 4:3; Deuteronomy 5:10; Deuteronomy 16:15	A following `mi` suggests a relative-like or attributive nominal environment.:16
zui-zuih	zui	zuih	unknown_or_needs_review	25	11	36	Genesis 32:19; Genesis 49:19; Leviticus 20:5; Deuteronomy 7:9; Deuteronomy 11:6	No conservative local environment rule fired for this token.:36
