pair_id	form_i	form_ii	gloss	alternation_type	stem_side	attested_form	environment	environment_count_for_side	verse_id	reference	token_index	surface_form	normalized_form	segmentation	gloss_span	lemma	pos	local_context	kjv	print_status	selection_reason	notes
ngai-ngaih	ngai	ngaih	think	+h	form_i	ngai	negative_clause	111	01004023	Genesis 4:23	18	ngai	ngai	ngai	listen.I	ngai	V	aw ka thugen [ngai] un Kei hong	And Lamech said unto his wives, Adah and Zillah, Hear my voice; Ye wives of Lamech, hearken unto my speech: For I have slain a man to my wounding, And a young man to my hurt.	dossier_only	preferred because this verse is already cited in the dossier or packet; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_i	ngai	purpose_nadingin	14	01024063	Genesis 24:63	3	lungngaingai	lungngaingai	lung-ngai-ngai	heart-think~think	lung	N	Isaac thu a [lungngaingai] dingin nitakin gamlakah	And Isaac went out to meditate in the field at the eventide: and he lifted up his eyes, and saw, and, behold, the camels were coming.	dossier_only	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_i	ngai	quotative_or_say_complement	5	09025024	1 Samuel 25:24	25	ngai	ngai	ngai	listen.I	ngai	V	nasemnu thugente hong [ngai] in ci-in kong	and fell at his feet, and said, Upon me, my lord, upon me let this iniquity be: and let thine handmaid, I pray thee, speak in thine audience, and hear the words of thine handmaid.	dossier_only	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_i	ngai	unknown_or_needs_review	7	19107043	Psalms 107:43	12	lungngaingai	lungngaingai	lung-ngai-ngai	heart-think~think	lung	N	Topa itna kip [lungngaingai] tahen	Whoso is wise, and will observe these things , Even they shall understand the lovingkindness of the LORD .	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	compound_or_lexicalized	378	01006005	Genesis 6:5	9	ngaihsutna	ngaihsutna	ngaih-sut-na	think-NMLZ	ngai	N	le mihing lungsim [ngaihsutna] peuhmah a sia	And GOD saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.	exclude_for_now	preferred because this verse already appears in the curated candidate TSV; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	pair inferred from known noisy or derived family. The dossier treats the `ngaihsun/ngaihsut` family as lexical-family contamination rather than clean `ngaih` evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	dependent_temporal_ciangin	1	19039003	Psalms 39:3	7	lungngaih	lungngaih	lung-ngaih	heart-wait	lung	N	so a ka [lungngaih] ciangin ka lung	My heart was hot within me, while I was musing the fire burned: Then spake I with my tongue.	dossier_only	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Immediate following `ciangin` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	finite_main_or_matrix	95	22001001	Song of Solomon 1:1	2	ngaih	ngaih	ngaih	love	ngai	V	Solomon la [ngaih] pente	The song of songs, which is Solomon's.	dossier_only	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	imperative_or_directive	6	22002010	Song of Solomon 2:10	1	ngaihno	ngaihno	ngaih-no	love-INT	ngai	V	Ka [ngaihno] in ka kiangah	My beloved spake, and said unto me, Rise up, my love, my fair one, And come away.	dossier_only	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following imperative-like particle may indicate directive force. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	negative_clause	18	03026021	Leviticus 26:21	8	ngaih	ngaih	ngaih	love	ngai	V	keima thu na [ngaih] kei lai uhleh	And if ye walk contrary unto me, and will not hearken unto me; I will bring seven times more plagues upon you according to your sins.	dossier_only	preferred because this verse is already cited in the dossier or packet; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	nominalized_na	10	20030019	Proverbs 30:19	23	kingaihna	kingaihna	ki-ngaih-na	REFL-desire-NMLZ	ngai	V	nungak tangval a [kingaihna] zia	The way of an eagle in the air; The way of a serpent upon a rock; The way of a ship in the midst of the sea; And the way of a man with a maid.	dossier_only	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Suffixal `-na` in the analyzer segmentation supports a nominalized environment. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	purpose_nadingin	5	07009007	Judges 9:7	27	ngaih	ngaih	ngaih	love	ngai	V	note thu hong [ngaih] theih nadingin ka	And when they told it to Jotham, he went and stood in the top of mount Gerizim, and lifted up his voice, and cried, and said unto them, Hearken unto me, ye men of Shechem, that God may hearken unto you.	dossier_only	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	quotative_or_say_complement	3	46008002	1 Corinthians 8:2	7	kingaihsut	kingaihsut	ki-ngaih-sut	REFL-think	ngai	V	a thei-in a [kingaihsut] leh a taktakin	And if any man think that he knoweth any thing, he knoweth nothing yet as he ought to know.	dossier_only	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row status is capped by the pair-level publication status. Needs review before print use.
ngai-ngaih	ngai	ngaih	think	+h	form_ii	ngaih	unknown_or_needs_review	19	26023005	Ezekiel 23:5	24	ngaihte	ngaihte	ngaih-te	think.II-PL	ngai	N	Tua a lawm [ngaihte] pen	And Aholah played the harlot when she was mine; and she doted on her lovers, on the Assyrians her neighbours,	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	causative_or_derivational_sak	4	19068009	Psalms 68:9	13	nosuaksakkik	nosuaksakkik	no-suak-sakkik	obey-become-CAUS.ITER	no	V	tampi zusakin na [nosuaksakkik] hi	Thou, O God, didst send a plentiful rain, whereby thou didst confirm thine inheritance, When it was weary.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
no-noh	no	noh	young	+h	form_i	no	clause_linking_kipan	2	12017009	2 Kings 17:9	23	bukno	bukno	buk-no	ambush-DIM	buk	N	a dingin galvilna [bukno] a kipan kulh	And the children of Israel did secretly those things that were not right against the LORD their God, and they built them high places in all their cities, from the tower of the watchmen to the fenced city.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `a kipan` sequence marks a clause-linking or source/beginning environment. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	dependent_temporal_ciangin	2	40024032	Matthew 24:32	15	no	no	no	young	no	N	a teh hong [no] ciangin khuakhal hun	Now learn a parable of the fig tree; When his branch is yet tender, and putteth forth leaves, ye know that summer is nigh:	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Immediate following `ciangin` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	finite_main_or_matrix	20	18014009	Job 14:9	2	singkungno-in	singkungno-in	sing-kung-no-in	tree-trunk-small-ERG	sing	FUNC	guahtui ngahin [singkungno-in] hong selkik hi	Yet through the scent of water it will bud, And bring forth boughs like a plant.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	imperative_or_directive	10	09010014	1 Samuel 10:14	1	pano	pano	pa-no	male-young	pa	N	Saul [pano] in amah le	And Saul's uncle said unto him and to his servant, Whither went ye? And he said, To seek the asses: and when we saw that they were no where, we came to Samuel.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following imperative-like particle may indicate directive force. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	negative_clause	19	21002005	Ecclesiastes 2:5	2	singno	singno	sing-no	tree-fruit	sing	N	Huan bawlin [singno] cinna lo zong	I made me gardens and orchards, and I planted trees in them of all kind of fruits:	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	nominalized_na	129	23063014	Isaiah 63:14	0	Lonona	lonona	lo-no-na	NEG-obey-NMLZ	lo	N	[Lonona] kuamsung a zuansuk	As a beast goeth down into the valley, the Spirit of the LORD caused him to rest: so didst thou lead thy people, to make thyself a glorious name.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Suffixal `-na` in the analyzer segmentation supports a nominalized environment. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	purpose_nadingin	6	01039014	Genesis 39:14	12	no	no	no	young	no	N	in eite hong [no] dingin Hebru mi	that she called unto the men of her house, and spake unto them, saying, See, he hath brought in an Hebrew unto us to mock us; he came in unto me to lie with me, and I cried with a loud voice:	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	quotative_or_say_complement	7	03025016	Leviticus 25:16	30	no	no	no	young	no	N	hiam cih leh [no] tungah hong zuak	according to the multitude of years thou shalt increase the price thereof, and according to the fewness of years thou shalt diminish the price of it: for according to the number of the years of the fruits doth he sell unto thee.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	relative_or_attributive_mi	1	21004015	Ecclesiastes 4:15	17	khangno	khangno	khang-no	generation-young	khang	N	a luah ding [khangno] mi khat a	I considered all the living which walk under the sun, with the second child that shall stand up in his stead.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following `mi` suggests a relative-like or attributive nominal environment. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_i	no	unknown_or_needs_review	555	03023042	Leviticus 23:42	0	No	no	No	NO	No	PROP	[No] Israel mi khempeuh	Ye shall dwell in booths seven days; all that are Israelites born shall dwell in booths:	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
no-noh	no	noh	young	+h	form_ii	noh	finite_main_or_matrix	1	07020043	Judges 20:43	2	Nohah	nohah	noh-ah	young.II-LOC	no	FUNC	Amaute in [Nohah] panin nisuahna lamah	Thus they inclosed the Benjamites round about, and chased them, and trode them down with ease over against Gibeah toward the sunrising.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
no-noh	no	noh	young	+h	form_ii	noh	unknown_or_needs_review	1	01026008	Genesis 26:8	23	noh	noh	noh	young	no	N	zi Rebekah a [noh] laitak mu kha	And it came to pass, when he had been there a long time, that Abimelech king of the Philistines looked out at a window, and saw, and, behold, Isaac was sporting with Rebekah his wife.	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	causative_or_derivational_sak	1	36003006	Zephaniah 3:6	25	kinusiacipsak	kinusiacipsak	ki-nusia-cip-sak	REFL-forsake-pinch-CAUS	nusia	V	lampite uh ka [kinusiacipsak] a tua lampi	I have cut off the nations: their towers are desolate; I made their streets waste, that none passeth by: their cities are destroyed, so that there is no man, that there is none inhabitant.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	finite_main_or_matrix	252	01002024	Genesis 2:24	10	nusia-in	nusia-in	nusia-in	abandon-ERG	nusia	FUNC	le a pa [nusia-in] a zi tawh	Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.	print_usable_with_caveat	preferred because this verse is already cited in the dossier or packet; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Packet- or dossier-cited rows can support review use, but remain caveated unless they are accepted candidate rows. Candidate for print.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	imperative_or_directive	8	26014006	Ezekiel 14:6	23	nusia	nusia	nusia	forsake	nusia	V	na milimte uh [nusia] un	Therefore say unto the house of Israel, Thus saith the Lord GOD ; Repent, and turn yourselves from your idols; and turn away your faces from all your abominations.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following imperative-like particle may indicate directive force. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	negative_clause	87	20004006	Proverbs 4:6	1	nusia	nusia	nusia	forsake	nusia	V	Pilna [nusia] kei in tua	Forsake her not, and she shall preserve thee: Love her, and she shall keep thee.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	possessed_or_genitive_attributive	1	23032014	Isaiah 32:14	2	kinusia-in	kinusia-in	ki-nusia-in	REFL-abandon-ERG	nusia	FUNC	Kumpi innte [kinusia-in] mi tampi a	because the palaces shall be forsaken; the multitude of the city shall be left; the forts and towers shall be for dens for ever, a joy of wild asses, a pasture of flocks;	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	purpose_nadingin	1	09010009	1 Samuel 10:9	1	nusia	nusia	nusia	forsake	nusia	V	Samuel [nusia] dingin a nunghei	And it was so , that when he had turned his back to go from Samuel, God gave him another heart: and all those signs came to pass that day.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	quotative_or_say_complement	3	01044022	Genesis 44:22	22	nusia	nusia	nusia	forsake	nusia	V	leh a pa [nusia] leh a pa	And we said unto my lord, The lad cannot leave his father: for if he should leave his father, his father would die.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	relative_or_attributive_mi	1	24041010	Jeremiah 41:10	20	kinusia	kinusia	ki-nusia	REFL-abandon	nusia	V	Mizpah khua-a a [kinusia] mi khempeuh a	Then Ishmael carried away captive all the residue of the people that were in Mizpah, even the king's daughters, and all the people that remained in Mizpah, whom Nebuzar-adan the captain of the guard had committed to Gedaliah the son of Ahikam: and Ishmael the son of Nethaniah carried them away captive, and departed to go over to the Ammonites.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following `mi` suggests a relative-like or attributive nominal environment. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_i	nusia	unknown_or_needs_review	16	09014032	1 Samuel 14:32	1	kinusiate	kinusiate	ki-nusia-te	REFL-abandon-PL	nusia	N	Van [kinusiate] tungah mite va	And the people flew upon the spoil, and took sheep, and oxen, and calves, and slew them on the ground: and the people did eat them with the blood.	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_ii	nusiat	clause_linking_kipan	1	05002014	Deuteronomy 2:14	22	nusiat	nusiat	nusiat	abandon	nusia	N	ahi Kadeshbarnea i [nusiat] a kipan Zered	And the space in which we came from Kadesh-barnea, until we were come over the brook Zered, was thirty and eight years; until all the generation of the men of war were wasted out from among the host, as the LORD sware unto them.	print_usable_with_caveat	preferred because this verse already appears in the curated candidate TSV; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `a kipan` sequence marks a clause-linking or source/beginning environment. Accepted candidate TSV evidence can inherit the pair's editorial status. Candidate for print.
nusia-nusiat	nusia	nusiat	abandon	+t	form_ii	nusiat	dependent_temporal_ni_in	1	10019019	2 Samuel 19:19	8	nusiat	nusiat	nusiat	abandon	nusia	N	in Jerusalem na [nusiat] ni-in na nasempa	and said unto the king, Let not my lord impute iniquity unto me, neither do thou remember that which thy servant did perversely the day that my lord the king went out of Jerusalem, that the king should take it to his heart.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Immediate following `ni-in` provides a conservative dependent-temporal cue. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_ii	nusiat	finite_main_or_matrix	15	05028020	Deuteronomy 28:20	4	nusiat	nusiat	nusiat	abandon	nusia	N	in Topa na [nusiat] uh a na	The LORD shall send upon thee cursing, vexation, and rebuke, in all that thou settest thine hand unto for to do, until thou be destroyed, and until thou perish quickly; because of the wickedness of thy doings, whereby thou hast forsaken me.	print_usable_with_caveat	preferred because this verse is already cited in the dossier or packet; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Packet- or dossier-cited rows can support review use, but remain caveated unless they are accepted candidate rows. Candidate for print.
nusia-nusiat	nusia	nusiat	abandon	+t	form_ii	nusiat	negative_clause	6	24050026	Jeremiah 50:26	22	nusiat	nusiat	nusiat	abandon	nusia	N	susia unla bangmah [nusiat] kei un	Come against her from the utmost border, open her storehouses: cast her up as heaps, and destroy her utterly: let nothing of her be left.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_ii	nusiat	purpose_nadingin	2	04010002	Numbers 10:2	18	nusiat	nusiat	nusiat	abandon	nusia	N	nading le giahphual [nusiat] nadingin na zang	Make thee two trumpets of silver; of a whole piece shalt thou make them: that thou mayest use them for the calling of the assembly, and for the journeying of the camps.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_ii	nusiat	quotative_or_say_complement	3	08001017	Ruth 1:17	13	nusiat	nusiat	nusiat	abandon	nusia	N	thudang hangin kong [nusiat] taak leh Topa	where thou diest, will I die, and there will I be buried: the LORD do so to me, and more also, if ought but death part thee and me.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_ii	nusiat	relative_or_attributive_mi	2	24043006	Jeremiah 43:6	21	nusiat	nusiat	nusiat	abandon	nusia	N	kep dingin a [nusiat] mi khempeuh a	even men, and women, and children, and the king's daughters, and every person that Nebuzar-adan the captain of the guard had left with Gedaliah the son of Ahikam the son of Shaphan, and Jeremiah the prophet, and Baruch the son of Neriah.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following `mi` suggests a relative-like or attributive nominal environment. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status. Needs review before print use.
nusia-nusiat	nusia	nusiat	abandon	+t	form_ii	nusiat	unknown_or_needs_review	26	05013005	Deuteronomy 13:5	29	nusiat	nusiat	nusiat	abandon	nusia	N	hong thupiak na [nusiat] theih nading uh	And that prophet, or that dreamer of dreams, shall be put to death; because he hath spoken to turn you away from the LORD your God, which brought you out of the land of Egypt, and redeemed you out of the house of bondage, to thrust thee out of the way which the LORD thy God commanded thee to walk in. So shalt thou put the evil away from the midst of thee.	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
om-omh	om	omh	exist	+h	form_i	om	causative_or_derivational_sak	152	04011024	Numbers 11:24	23	omsak	omsak	om-sak	exist-CAUS	om	V	Puanbuk kimkotah amaute [omsak] hi	And Moses went out, and told the people the words of the LORD , and gathered the seventy men of the elders of the people, and set them round about the tabernacle.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
om-omh	om	omh	exist	+h	form_i	om	clause_linking_kipan	1	09007002	1 Samuel 7:2	4	om	om	om	exist	om	ADJ	Thuciamna Singkuang a [om] a kipan hun	And it came to pass, while the ark abode in Kirjath-jearim, that the time was long; for it was twenty years: and all the house of Israel lamented after the LORD .	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `a kipan` sequence marks a clause-linking or source/beginning environment. Row status is capped by the pair-level publication status. Needs review before print use.
om-omh	om	omh	exist	+h	form_i	om	dependent_temporal_ciangin	26	03013048	Leviticus 13:48	23	om	om	om	exist	om	ADJ	peuhpeuh tungah a [om] ciangin	whether it be in the warp, or woof; of linen, or of woollen; whether in a skin, or in any thing made of skin;	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Immediate following `ciangin` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status. Needs review before print use.
om-omh	om	omh	exist	+h	form_i	om	finite_main_or_matrix	1613	01038001	Genesis 38:1	17	omkhawm	omkhawm	om-khawm	exist-gather	om	V	mi khat tawh [omkhawm] hi	And it came to pass at that time, that Judah went down from his brethren, and turned in to a certain Adullamite, whose name was Hirah.	needs_analyzer_review	preferred because this verse is already cited in the dossier or packet; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
om-omh	om	omh	exist	+h	form_i	om	imperative_or_directive	76	01027044	Genesis 27:44	13	om	om	om	exist	om	ADJ	tawlkhat sung va [om] in	and tarry with him a few days, until thy brother's fury turn away;	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following imperative-like particle may indicate directive force. Row status is capped by the pair-level publication status. Needs review before print use.
om-omh	om	omh	exist	+h	form_i	om	negative_clause	1021	01031005	Genesis 31:5	24	ompih	ompih	om-pih	exist-APPL	om	V	in kei hong [ompih] hi	and said unto them, I see your father's countenance, that it is not toward me as before; but the God of my father hath been with me.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
om-omh	om	omh	exist	+h	form_i	om	nominalized_na	451	13023029	1 Chronicles 23:29	0	Ompihna	ompihna	om-pih-na	exist-APPL-NMLZ	om	V	[Ompihna] Anlum an tawh	both for the shewbread, and for the fine flour for meat offering, and for the unleavened cakes, and for that which is baked in the pan, and for that which is fried, and for all manner of measure and size;	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Suffixal `-na` in the analyzer segmentation supports a nominalized environment. Row status is capped by the pair-level publication status. Needs review before print use.
