iso	wordform	frequency
zom	nihna-in	1
zom	nihta	5
zom	nihta-a	1
zom	nihta-in	1
zom	nihte	112
zom	nihte’	3
zom	nihun	4
zom	nihvei	10
zom	nihvei-in	1
zom	nihveina	15
zom	niing	1
zom	nik	2
zom	nikai	1
zom	niksing	2
zom	nikte	1
zom	nikten	2
zom	nikua	1
zom	nikum	3
zom	nilh	63
zom	nilha	1
zom	nilhin	5
zom	nilhna	5
zom	nilhpa	17
zom	nilhsa	13
zom	nilhsak	2
zom	nilhte	2
zom	nilhte’	1
zom	nilhthau	1
zom	nili	5
zom	niliap	8
zom	niliapna	1
zom	niliim	10
zom	niliimte	2
zom	nilim	2
zom	nilina	2
zom	nilkhia	2
zom	nilkhia-in	1
zom	nilkhiat	4
zom	niloh	29
zom	niloh-in	1
zom	nilohin	24
zom	nim	1
zom	nimnelh	1
zom	nin	67
zom	nin-a	1
zom	nina	1
zom	ninam	1
zom	ninamte	1
zom	nindum	1
zom	ning	42
zom	ning-a	1
zom	ninga	6
zom	ningana	2
zom	ningbang	1
zom	ningbelno	1
zom	ningin	4
zom	ningkim	11
zom	ningkimin	1
zom	ningkum	1
zom	ningniang	2
zom	ningsing	1
zom	ningzu	5
zom	ningzucik	1
zom	nini-in	1
zom	ninih	4
zom	ninihna	3
zom	ninkholna	2
zom	ninkholnapi	1
zom	ninlompi	1
zom	ninneng	1
zom	ninnin	1
zom	ninpa	2
zom	ninpaa	1
zom	ninpaih	1
zom	ninpathem	1
zom	ninsa	2
zom	ninsak	37
zom	ninsaka	2
zom	ninsakin	3
zom	ninsak’	4
zom	ninte	5
zom	ninthem	4
zom	nin’	5
zom	nip	1
zom	nipi	12
zom	nipikal	5
zom	nipsak	1
zom	nisa	15
zom	nisa-a	1
zom	nisagih	2
zom	nisahong	1
zom	nisapi	1
zom	nisat	4
zom	nisawm	6
zom	nisawmna	2
zom	nisialin	1
zom	nisim	17
zom	nisim-a	2
zom	nisima	6
zom	nisimin	41
zom	nisuah	5
zom	nisuah-khiatna	1
zom	nisuahkhiatna	1
zom	nisuahna	110
zom	nisuahna-	1
zom	nisuahna-a	2
zom	nisuahna-lam	69
zom	nisuahna-lama	1
zom	nisuahtohna	1
zom	nisuak	7
zom	nisuaktung	1
zom	nisuh	29
zom	nit	4
zom	nitak	96
zom	nitak-a	2
zom	nitak-an	14
zom	nitak-in	1
zom	nitaka	3
zom	nitakin	8
zom	nitaklam	3
zom	nitakte	1
zom	nitampi	1
zom	nitang	5
zom	nitawp	1
zom	nite	74
zom	nite-in	1
zom	niteh	7
zom	nithum	19
zom	nithumna	4
zom	nitna	3
zom	nitnate	2
zom	nitsak	3
zom	nitsakna	1
zom	nitsaksa	1
zom	nitsakte	1
zom	nitum	8
zom	nitumin	1
zom	nitumna	62
zom	nitumna-	1
zom	nitumna-a	1
zom	nitumna-lam	49
zom	nizang	3
zom	nizangte	1
zom	ni’n	1
zom	no	765
zom	no-in	1
zom	nogel	2
zom	noh	2
zom	nolh	43
zom	nolhin	3
zom	nolhsuak	1
zom	nolhte	2
zom	nom	1
zom	nomau	46
zom	nomsak	1
zom	nomvalhin	1
zom	nom’n	1
zom	nona	1
zom	nong	820
zom	nongek	1
zom	nono	4
zom	nop	118
zom	nop-a	1
zom	nopci	3
zom	nopcipen	1
zom	nopcit	1
zom	nopcitna	5
zom	nopinah	2
zom	nopna	33
zom	nopna-in	2
zom	nopneh	4
zom	noppa	4
zom	nopsa	1
zom	nopsak	14
zom	nopsakna	24
zom	nopsakna-a	1
zom	nopsakna-in	1
zom	nopsaknate	1
zom	nopsakpih	6
zom	nopsasak	1
zom	noptat	2
zom	noptatin	1
zom	noptatluatna	1
zom	noptatna	3
zom	noptatna-a	1
zom	noptatna-in	1
zom	noptatte	1
zom	nopte	7
zom	noptuak	1
zom	noptuam	2
zom	nopzatin	1
zom	nopzaw	1
zom	nosuak	2
zom	nosuakin	1
zom	nosuaksak	1
zom	note	2063
zom	noteng	1
zom	note’	6
zom	no’	1
zom	nu	341
zom	nu-a	1
zom	nu-le-pa	8
zom	nu-le-pate	4
zom	nua	1
zom	nuaciang	3
zom	nuai	71
zom	nuai-a	104
zom	nuai-ah	165
zom	nuai-ate	4
zom	nuai-et	1
zom	nuai-in	3
zom	nuai-ua	3
zom	nuai-uah	2
zom	nuaiah	3
zom	nuaigawp	2
zom	nuaikhiat	1
zom	nuaikhiatsakin	1
zom	nuaikiate	1
zom	nuailam	5
zom	nuaimang	1
zom	nuainet	17
zom	nuainetin	1
zom	nuainetna	1
zom	nuainetpa	1
zom	nuainetsa	1
zom	nuainetsa-in	1
zom	nuainetsak	1
zom	nuainette	2
zom	nuainung	6
zom	nuainungpen	1
zom	nuainungsakin	1
zom	nuainungte	3
zom	nuainunin	1
zom	nuaisan	3
zom	nuaisiah	10
zom	nuaisiah-in	1
zom	nuaisiaha	1
zom	nuaisiahin	1
zom	nuaisiahpa	1
zom	nuaisiahsak	1
zom	nuaisiahsakpa	2
zom	nuaite	1
zom	nuaizan	1
zom	nuaizansak	1
zom	nuai–a	1
zom	nuaka	1
zom	nualamte	1
zom	nuam	498
zom	nuam-a	1
zom	nuama	10
zom	nuamin	40
zom	nuamlopa	1
zom	nuammawh	1
zom	nuamna	20
zom	nuampa	5
zom	nuampah	2
zom	nuampih	2
zom	nuamsa	54
zom	nuamsa-a	2
zom	nuamsa-in	8
zom	nuamsak	18
zom	nuamsakin	2
zom	nuamsasak	1
zom	nuamsate	1
zom	nuamtak	2
zom	nuamtaka	3
zom	nuamtakin	13
zom	nuamte	28
zom	nuamte’	1
zom	nuamtuam	5
zom	nuamtuamin	1
zom	nuamtuamsak	2
zom	nuamzat	1
zom	nuamzaw	2
zom	nua’n	1
zom	nucia	10
zom	nuh	22
zom	nuha	1
zom	nuhin	4
zom	nuhna	1
zom	nuhsak	6
zom	nuhsaka	1
zom	nui	7
zom	nui-in	2
zom	nuih	3
zom	nuihmai	1
zom	nuihna	2
zom	nuihsan	20
zom	nuihsanin	1
zom	nuihsante	1
zom	nuihsat	6
zom	nuihsatin	2
zom	nuihsiam	1
zom	nuihsiamin	2
zom	nuisak	1
zom	nul	5
zom	nul-a	1
zom	nulkeu	1
zom	nulkeusak	1
zom	nulkhia	1
zom	nulkhiat	1
zom	nulsak	2
zom	nulsaknu	1
zom	numei	482
zom	numei-panin	1
zom	numei-pasal	14
zom	numei-te	1
zom	numeino	27
zom	numeinof	1
zom	numeinote	12
zom	numeino’	5
zom	numeinu	5
zom	numeite	128
zom	numeite’	5
zom	numei’	7
zom	nun	11
zom	nunbang	2
zom	nundan	2
zom	nung	180
zom	nung-et	1
zom	nung-le-pai	1
zom	nunga	47
zom	nungah	59
zom	nungak	45
zom	nungakno	5
zom	nungaknote	1
zom	nungaknu	2
zom	nungakte	9
zom	nungdalin	1
zom	nungdalte	2
zom	nungdelh	49
zom	nungdelha	2
zom	nungdelhin	5
zom	nungdelhna	1
zom	nungdelhsak	3
zom	nungdelhte	5
zom	nunghei	6
zom	nunghei-in	2
zom	nungin	45
zom	nungkhakin	1
zom	nungkhia	1
zom	nungkhia-in	1
zom	nungkik	9
zom	nungkikin	1
zom	nungkiksak	1
zom	nungkin	4
zom	nungkinsan	1
zom	nungkul	1
zom	nunglam	23
zom	nunglama	1
zom	nunglamah	5
zom	nungngat	2
zom	nungngatin	1
zom	nungngatsan	17
zom	nungngatsante	1
zom	nungnung	1
zom	nungpen	1
zom	nungpi	1
zom	nungpi-in	1
zom	nungsak	1
zom	nungsaka	1
zom	nungsakin	1
zom	nungsang	71
zom	nungsang-in	1
zom	nungsangin	20
zom	nungsangun	23
zom	nungsanun	1
zom	nungsiah	1
zom	nungta	408
zom	nungta-a	5
zom	nungta-in	8
zom	nungtapa	2
zom	nungtasa-in	1
zom	nungtasak	13
zom	nungtasakin	1
zom	nungtasun	1
zom	nungtasunte	1
zom	nungtata	1
zom	nungtate	25
zom	nungtazaw	1
zom	nungte	1
zom	nungteng	1
zom	nungtolh	2
zom	nungtolh-a	1
zom	nungtolhna	4
zom	nungtolhtolh	1
zom	nungua	1
zom	nunguah	1
zom	nungun	8
zom	nungvatin	1
zom	nungzang	7
zom	nungzangah	4
zom	nungzui	41
zom	nungzui-in	1
zom	nungzui-te	2
zom	nungzuih	8
zom	nungzuihin	1
zom	nungzuipa	8
zom	nungzuite	228
zom	nunkhum	9
zom	nunkhum-a	1
zom	nunkhumte	1
zom	nunna	1
zom	nunnem	1
zom	nunnemte	1
zom	nuno	1
zom	nunsan	1
zom	nunta	1
zom	nuntak	297
zom	nuntak-thakna	1
zom	nuntakna	501
zom	nuntakna-ah	1
zom	nuntakna-in	3
zom	nuntakna’	1
zom	nuntakpih	4
zom	nuntaksa	1
zom	nuntaksak	2
zom	nuntakzia	7
zom	nunun	1
zom	nunung	69
zom	nununga	1
zom	nunungna	1
zom	nunungna-ah	1
zom	nunungpen	4
zom	nunungpenin	1
zom	nunungsak	1
zom	nunungte	15
zom	nunzia	1
zom	nupa	5
zom	nuphalpa	1
zom	nupi	15
zom	nupilate	1
zom	nupinu	1
zom	nupite	5
zom	nusia	244
zom	nusia-a	10
zom	nusia-in	50
zom	nusiacip	2
zom	nusian	5
zom	nusiapah	1
zom	nusiasak	1
zom	nusiat	95
zom	nusiate	1
zom	nusiatin	1
zom	nusiatkhit	1
zom	nusiatna	3
zom	nusiatsa	3
zom	nusiatte	3
zom	nuta	1
zom	nute	17
zom	nuteh	5
zom	nu’	11
zom	nu’ng	1
zom	oksak	3
zom	ol	2
zom	oliv	1
zom	olive	63
zom	olive-te	1
zom	om	3551
zom	om-a	22
zom	om-in	1
zom	oma	34
zom	omcip	1
zom	omdan	3
zom	omden	13
zom	omdensa	3
zom	omer	4
zom	omin	78
zom	omkawm	1
zom	omkha	1
zom	omkhawm	139
zom	omkhawma	2
zom	omkhawmin	5
zom	omkhawmna	1
zom	omkhawmsak	1
zom	omkhawmte	2
zom	omkhiasakin	1
zom	omkhong	2
zom	omlai	55
zom	omlai-a	1
zom	omlai-in	1
zom	omlaisun	1
zom	omlaite	19
zom	omlo	3
zom	omloh	2
zom	omlohna	10
zom	omlopi-in	1
zom	omlote	1
zom	omma-in	1
zom	ommawk	3
zom	ommite	1
zom	ommuang	1
zom	omna	330
zom	omna-a	3
zom	omna-ah	12
zom	omna-in	1
zom	omnapa	1
zom	omnasa	2
zom	omom	1
zom	ompa	3
zom	ompah	7
zom	ompi-in	1
zom	ompih	138
zom	ompih-a	1
zom	ompiha	3
zom	ompihin	3
zom	ompihna	12
zom	ompihpa	3
zom	ompihsa	1
zom	ompihte	9
zom	omsa	23
zom	omsa-a	1
zom	omsak	77
zom	omsaka	2
zom	omsakin	7
zom	omsakpa	2
zom	omsakte	1
zom	omsan	5
zom	omsate	5
zom	omsim	1
zom	omsuak	6
zom	omsuakte	1
zom	omsunte	1
zom	omte	130
zom	omtuamna	1
zom	omvat	1
zom	omzaw	2
zom	omzia	19
zom	ong	2
zom	onycha	1
zom	onyx	9
zom	op	3
zom	opsakin	1
zom	ot	6
zom	otkhai	2
zom	otna	6
zom	ototna	1
zom	otsan	11
zom	otsan-in	2
zom	otsanin	2
zom	otzia	1
zom	ou	32
zom	pa	1244
zom	pa-in	2
zom	pa-te	23
zom	paa	2
zom	paai	7
zom	paai-a	1
zom	paai-ah	2
zom	paaisuk	1
zom	paak	2
zom	paakte	1
zom	paang	3
zom	paat	2
zom	paatkhia-in	1
zom	paatsa	1
zom	pae	1
zom	pah	143
zom	pah-a	1
zom	paha	2
zom	pahbawlzaw	1
zom	pahin	5
zom	pahpah	14
zom	pahpahna	2
zom	pahtak	4
zom	pahtakhuai	1
zom	pahtakhuaina	1
zom	pahtakman	73
zom	pahtakmana	1
zom	pahtakmanin	1
zom	pahtakmante	1
zom	pahtakna	2
zom	pahtakte	1
zom	pahtawi	84
zom	pahtawi-a	4
zom	pahtawi-in	6
zom	pahtawi-theihna	1
zom	pahtawihuai	1
zom	pahtawihuai-a	1
zom	pahtawihuaisak	1
zom	pahtawina	57
zom	pahtawina-in	6
zom	pahtawinate	1
zom	pahtawipa	2
zom	pahtawitaka	1
zom	pahtawite	4
zom	pahtawizaw	1
zom	pahte	1
zom	pai	2012
zom	pai-	1
zom	pai-a	183
zom	pai-in	343
zom	pai-pih	1
zom	paia	1
zom	paibang	1
zom	paih	9
zom	paihkhawmna	1
zom	paihkhiat	2
zom	paihkhiatsak	1
zom	paihmang	2
zom	paihna	1
zom	paihsa	2
zom	paihsak	2
zom	paihtuam	4
zom	paii	37
zom	paii-ah	1
zom	paii-in	2
zom	paiina	1
zom	paiisa	1
zom	paiite	2
zom	paikawmun	2
zom	paikhai	1
zom	paikhawm	19
zom	paikhawm-sak	1
zom	paikhawma	1
zom	paikhawmte	1
zom	paikhia	306
zom	paikhia-a	33
zom	paikhia-in	42
zom	paikhia-un	1
zom	paikhiamang	7
zom	paikhiasa	1
zom	paikhiasak	14
zom	paikhiasaka	3
zom	paikhiasakin	1
zom	paikhiasuk	1
zom	paikhiat	104
zom	paikhiat-pih	1
zom	paikhiat-pihin	1
zom	paikhiata	1
zom	paikhiatin	1
zom	paikhiatna	6
zom	paikhiatnate	1
zom	paikhiatpi	2
zom	paikhiatpih	160
zom	paikhiatpih-a	1
zom	paikhiatpiha	2
zom	paikhiatpihin	6
zom	paikhiatpihna	3
zom	paikhiatpihpa	7
zom	paikhiatpihte	1
zom	paikhiatpihto	1
zom	paikhiatsak	4
zom	paikhiatsan	4
zom	paikhin	2
zom	paikhinta	1
zom	paikik	1
zom	paikiksak	1
zom	paikuan	1
zom	pailai-in	1
zom	pailam	1
zom	pailet	2
zom	pailet-a	2
zom	pailetin	2
zom	paimang	16
zom	paimangpih	1
zom	paimeng	2
zom	paina	78
zom	paina-ah	4
zom	paina-uah	1
zom	painasa	3
zom	paingei	2
zom	paini-a	1
zom	paipa	10
zom	paipah	19
zom	paipai	13
zom	paipai-a	1
zom	paipai-in	1
zom	paipak	1
zom	paipi	3
zom	paipih	245
zom	paipih-a	6
zom	paipiha	4
zom	paipihin	18
zom	paipihmang	2
zom	paipihpa	2
zom	paipihsak	1
zom	paipihsuk	4
zom	paipihte	2
zom	paipite	2
zom	paisa	7
zom	paisak	124
zom	paisak-a	1
zom	paisak-in	1
zom	paisaka	4
zom	paisakin	8
zom	paisan	29
zom	paisan-a	4
zom	paisana	1
zom	paisanin	2
zom	paisanin’	1
zom	paisanna	1
zom	paisate	5
zom	paisim	2
zom	paisuak	26
zom	paisuak-a	1
zom	paisuaka	1
zom	paisuakna	1
zom	paisuk	136
zom	paisuk-a	4
zom	paisuk-in	1
zom	paisuka	7
zom	paisukin	14
zom	paisukna	2
zom	paisuksak	4
zom	paisukte	10
zom	paitakpi	1
zom	paite	30
zom	paite’	1
zom	paithang	1
zom	paito	110
zom	paito-a	6
zom	paito-in	8
zom	paitoh	20
zom	paitohna-uah	1
zom	paitoin	2
zom	paitosak	2
zom	paitote	1
zom	paituam	1
zom	paizaw	1
zom	paizia	5
zom	paizosak	1
zom	pak	67
zom	pakhak	1
zom	pakin	3
zom	pakkhi	2
zom	pakkim	1
zom	pakkual	6
zom	paknamtui	18
zom	paknamtui-te	1
zom	paknamtuite	1
zom	pakpaha	1
zom	pakpalh	2
zom	pakpalhte	3
zom	paksa	1
zom	paksak	1
zom	paksakte	1
zom	pakta	9
zom	paktapa	1
zom	paktat	13
zom	paktate	1
zom	paktatna	25
zom	paktatna-a	1
zom	paktatnate	2
zom	paktatte	7
zom	pakte	19
zom	pakteng	1
zom	pakzaw	4
zom	pal	5
zom	palai	13
zom	palaina	1
zom	palaite	6
zom	palh	5
zom	palhkhia	2
zom	palhkhiat	1
zom	palhte	1
zom	palkha	1
zom	pallai	3
zom	pallak	1
zom	pallun	4
zom	pallunno	1
zom	palnena	1
zom	palsat	47
zom	palsat-a	1
zom	palsatin	8
zom	palsatna	6
zom	palsatnate	1
zom	palsatpa	2
zom	palsatte	6
zom	paltan	16
zom	palte	1
zom	pam	16
zom	pam-ua	5
zom	pama	6
zom	pamah	1
zom	pamlamah	1
zom	pammah	1
zom	pammaih	5
zom	pampaih	9
zom	pampamin	1
zom	pamua	1
zom	pan	1475
zom	pan-a	7
zom	panTOPA	1
zom	pana	813
zom	pana-te	1
zom	panate	1
zom	pang	268
zom	panga	36
zom	pangah	56
zom	pangbet	1
zom	panggui-a	1
zom	panggui-ah	2
zom	pangin	12
zom	pangkhata	1
zom	pangkhatah	1
zom	pangkhawm	3
zom	pangkhawmin	1
zom	pangnote	1
zom	pangpa	2
zom	pangsak	19
zom	pangsaka	1
zom	pangsim	1
zom	pangsimin	1
zom	pangsimsak	1
zom	pangsimte	2
zom	pangte	9
zom	pangtuak	1
zom	pangtuaka	3
zom	pangtuakah	1
zom	panguah	2
zom	panin	2281
zom	panin-	1
zom	paninTOPA	1
zom	pankhawmpih	1
zom	panmun	30
zom	panna	43
zom	panna-in	2
zom	panna-uhah	1
zom	pannasa	1
zom	pannasate	1
zom	pannate	2
zom	pano	11
zom	panote	1
zom	panpa	1
zom	panpih	31
zom	panpihin	1
zom	panpihna	3
zom	panpihte	2
zom	pansa	2
zom	pansan	5
zom	pansana	1
zom	pansanin	5
zom	pansante	1
zom	pansim	2
zom	pansimna	1
zom	pantah	5
zom	panua	2
zom	panun	127
zom	papi	7
zom	papipa	1
zom	papite	2
zom	paradise	1
zom	paradise-a	1
zom	pasal	406
zom	pasal-a	2
zom	pasal-in	1
zom	pasal-te	1
zom	pasalin	11
zom	pasalno	13
zom	pasalnote	5
zom	pasalno’	2
zom	pasalpa	1
zom	pasalte	56
zom	pasalte’	2
zom	pasal’	1
zom	pasian	179
zom	pasian-hina	1
zom	pasian-mi	3
zom	pasian-milo	5
zom	pasian-milohna	7
zom	pasian-milote	10
zom	pasian-mina	9
zom	pasian-mitakin	1
zom	pasian-mite	5
zom	pasian-neilo	1
zom	pasian-neilote	2
zom	pasian-zuaute	1
zom	pasianin	1
zom	pasianmi-a	1
zom	pasianmina	1
zom	pasiante	182
zom	pasiante’	12
zom	pasian’	3
zom	pat	4
zom	pata	1
zom	patau	23
zom	patauh	3
zom	patauhhuaina	1
zom	patauhna	9
zom	patausak	5
zom	patausakin	2
zom	pate	333
zom	pate’	6
zom	patkhia	5
zom	patkhiamang	1
zom	patkhiasak	2
zom	patkhitsa	1
zom	patliangin	1
zom	patna	3
zom	patpuan	1
zom	patsak	1
zom	pattah	1
zom	pattahna	1
zom	pattahnate	1
zom	patvang	1
zom	pau	165
zom	pau-a	12
zom	pau-awk	1
zom	pau-awkpi-a	1
zom	pau-in	11
zom	paubaan	2
zom	paubaang	12
zom	paubaanna	2
zom	paubanna	1
zom	paudang	1
zom	pauhelha	1
zom	pauhlam	1
zom	paukhauh	1
zom	paukhia	5
zom	paukhia-a	1
zom	paukhiat	2
zom	paukhiatsate	1
zom	paulam	1
zom	paulamin	1
zom	paulap	5
zom	pauna	7
zom	paunak	12
zom	paunak-a	1
zom	paunakte	3
zom	paunam	1
zom	paunate	1
zom	paupau	15
zom	paupaute	2
zom	paupeng	3
zom	paupengin	1
zom	paupengsak	1
zom	paupih	2
zom	pausak	2
zom	pautaang	1
zom	paute	16
zom	pauthakte	1
zom	pauthei	2
zom	pautheilote	2
zom	pauthuah	1
zom	pautuam	6
zom	pawh	5
zom	pawhtawi	1
zom	pawi	144
zom	pawi-a	7
zom	pawi-et-a	1
zom	pawi-in	2
zom	pawibawl	3
zom	pawibawlin	1
zom	pawibawlna	3
zom	pawibawlna-in	1
zom	pawibawlte	1
zom	pawikham	3
zom	pawipi-ah	2
zom	pawisa	1
zom	pawisim	1
zom	pawisung	1
zom	pawite	27
zom	pawl	110
zom	pawl-a	3
zom	pawla	2
zom	pawlah	3
zom	pawlcing	1
zom	pawlin	18
zom	pawlkhat	348
zom	pawlkhatin	2
zom	pawlkhatte	44
zom	pawlmi	3
zom	pawlmite	1
zom	pawlnihte	1
zom	pawlpa	2
zom	pawlpawl	3
zom	pawlpawlin	7
zom	pawlpi	80
zom	pawlpi-in	1
zom	pawlpih	6
zom	pawlpihpa	1
zom	pawlpihte	2
zom	pawlpite	23
zom	pawlte	38
zom	pawlthum	1
zom	pawltuam	2
zom	pawltuam-uah	1
zom	pawm	2
zom	pawmin	1
zom	pawn	4
zom	pawnlak	2
zom	pawnsia	1
zom	pawnte	1
zom	pawt	8
zom	pawtkhia	4
zom	pawtna	2
zom	pazang	1
zom	pa’	59
zom	peekte	1
zom	peel	12
zom	peengin	1
zom	peengsak	1
zom	peh	7
zom	pei	8
zom	peikal	1
zom	peikual	1
zom	peikualte	1
zom	peisan	6
zom	peisanin	1
zom	peisansan	1
zom	peita	1
zom	peitam	1
zom	peite	8
zom	peizawl	2
zom	peizawlte	1
zom	pek	34
zom	pek-a	1
zom	peka	11
zom	pekah	10
zom	pekin	11
zom	pekpek	2
zom	pekpek-a	1
zom	pekpeka	3
zom	pekpekah	1
zom	pekpekin	1
zom	peksat	1
zom	peksatin	1
zom	pekte	2
zom	pekun	1
zom	pel	87
zom	pela	1
zom	pelh	10
zom	pelhem	3
zom	pelhkhia	1
zom	pelhna	1
zom	pelin	2
zom	pelkul	1
zom	pello-a	1
zom	pelloin	4
zom	pelmawh	313
zom	pelzaw	1
zom	pemkhiasaka	1
zom	pemta	32
zom	pemta-a	4
zom	pemta-in	2
zom	pemtate	54
zom	pemte	2
zom	pen	1189
zom	pen-a	1
zom	pena	14
zom	penah	6
zom	peng	13
zom	pengkul	85
zom	pengkul-a	1
zom	pengkulmutin	1
zom	pengkulte	20
zom	penglawngte	1
zom	pengno	1
zom	pengpelep	1
zom	pengsak	7
zom	pengte	1
zom	penin	52
zom	penna	11
zom	penna-a	1
zom	penny	1
zom	penpa	2
zom	penpen	29
zom	penpena	1
zom	penpenin	3
zom	penpenna	3
zom	penpenpa	1
zom	penpente	1
zom	pente	35
zom	pet	1
zom	petmah	6
zom	petpet-in	1
zom	petpetin	1
zom	petzansak	1
zom	peuh	81
zom	peuh-mah	1
zom	peuha	2
zom	peuhah	14
zom	peuhin	2
zom	peuhmah	930
zom	peuhmah-a	1
zom	peuhmahte	1
zom	peuhmah’	1
zom	peuhpeuh	251
zom	peuhpeuh-uah	1
zom	peuhpeuha	2
zom	peuhpeuhah	7
zom	peuhpeuhuah	6
zom	peuhpeuhuhah	1
zom	peuhuah	1
zom	peumah	2
zom	peupeuh	1
zom	pha	419
zom	pha-a	6
zom	pha-in	6
zom	phacia	8
zom	phadiak	2
zom	phadong	5
zom	phah	23
zom	phah-a	1
zom	phahin	4
zom	phahpa	1
zom	phai	2
zom	phaikuam	1
zom	phaikung	1
zom	phailak	1
zom	phaitam	7
zom	phaite	1
zom	phak	58
zom	phakin	5
zom	phakna	2
zom	phaksuak	1
zom	phal	51
zom	phal-a	1
zom	phalbi	13
zom	phalh	2
zom	phalkek	1
zom	phalna	9
zom	phalna-in	1
zom	phaltaka	2
zom	phaltakin	2
zom	phalvak	13
zom	phalvakin	1
zom	phalvakna	1
zom	phalvakte	1
zom	pham	7
zom	phamawh	9
zom	phamkhia	1
zom	phan	4
zom	phana	1
zom	phanin	2
zom	phapha	3
zom	phapi	1
zom	phasa	3
zom	phasak	12
zom	phasakin	1
zom	phasuak	1
zom	phasuakin	1
zom	phat	269
zom	phat-a	1
zom	phata	1
zom	phatan	2
zom	phatdan	1
zom	phatden	2
zom	phate	3
zom	phatgen	4
zom	phatgenna	1
zom	phathuai	1
zom	phathuai-in	1
zom	phatin	11
zom	phatna	88
zom	phatna-a	2
zom	phatna-in	3
zom	phatna-la	1
zom	phatnate	3
zom	phatpih	1
zom	phatsak	1
zom	phattak	9
zom	phattakpipen	1
zom	phatte	2
zom	phattuam	10
zom	phattuamna	13
zom	phattuampih	2
zom	phatuam	12
zom	phatuamin	1
zom	phatuamna	1
zom	phatuamsak	6
zom	phatuamzaw	1
zom	phatzaw	1
zom	phaw	1
zom	phawi	1
zom	phawk	237
zom	phawk-a	1
zom	phawk-den	1
zom	phawk-in	1
zom	phawka	6
zom	phawkdenna	2
zom	phawkin	7
zom	phawkkha	13
zom	phawkkhak	1
zom	phawkkhia	5
zom	phawkkhiat	1
zom	phawkkiksak	2
zom	phawkkiksakna	1
zom	phawkkiksakna-a	1
zom	phawkkiksakna-in	1
zom	phawkna	12
zom	phawkna-a	1
zom	phawkna-in	4
zom	phawksak	10
zom	phawksakin	1
zom	phawksakna	3
zom	phawksakna-a	1
zom	phawktak	1
zom	phawn	2
zom	phawng	7
zom	phawnga	1
zom	phawngin	3
zom	phawnin	1
zom	phawnvatna	1
zom	phazah	43
zom	phazahte	1
zom	phazo	6
zom	phazosak	2
zom	phe	5
zom	pheh	1
zom	phei	22
zom	phei-a	1
zom	phei-in	3
zom	pheiguh	1
zom	pheiguh-lawi	1
zom	pheiguhlawi	2
zom	pheiphung	7
zom	pheipi	3
zom	pheisa	1
zom	pheite	2
zom	pheituam	2
zom	pheituamtual	1
zom	phek	16
zom	phekin	2
zom	phekkeu	1
zom	phekkhawm	1
zom	phekkhawmin	1
zom	pheklek	2
zom	pheklekin	1
zom	pheklekpa	1
zom	phel	25
zom	phela	1
zom	phelgawp	2
zom	phelgawpin	1
zom	phelh	4
zom	phelhmitin	1
zom	phelin	2
zom	phelkek	7
zom	phelkeksate	1
zom	phelkham	2
zom	phelkhap	1
zom	phelkhat	6
zom	phelkhia	26
zom	phelkhia-in	8
zom	phelkhiagawp	1
zom	phelkhiamang	3
zom	phelkhiat	3
zom	phelkhiatsakin	1
zom	phellang	1
zom	phelmang	1
zom	phelnih	1
zom	phelsak	1
zom	phelsakin	1
zom	phelsuah	1
zom	phen	2
zom	pheng	4
zom	phengphi	1
zom	phengphi-a	1
zom	phengtat	1
zom	phengthahna	1
zom	phensak	1
zom	phenvangin	2
zom	phet	10
zom	pheta	2
zom	phetin	80
zom	phetun	20
zom	phia	9
zom	phia-a	1
zom	phial	7
zom	phiala	1
zom	phialin	1
zom	phialphiah	2
zom	phialphiahte	1
zom	phiangsiah	1
zom	phiaphia	1
zom	phiasak	2
zom	phiasuk	1
zom	phiat	12
zom	phiat-a	1
zom	phiatin	1
zom	phiatkhia	16
zom	phiatkhia-a	2
zom	phiatkhia-in	1
zom	phiatkhiamang	1
zom	phiatkhiat	3
zom	phiatkhiatsak	1
zom	phiatmai	3
zom	phiatmang	17
zom	phiatmangsa	2
zom	phiatsak	4
zom	phiatsiang	3
zom	phiaukawi	11
zom	phiaukawi-in	1
zom	phiaukawite	1
zom	phiauphiau	1
zom	phih	3
zom	phih-a	1
zom	phiha	1
zom	phihphih	1
zom	phikhate	1
zom	phim	2
zom	phima	2
zom	phimbil	1
zom	phin	7
zom	phin-a	1
zom	phina	3
zom	phing	1
zom	phinin	13
zom	phit	4
zom	phit-a	1
zom	phitkhia	2
zom	phitkhiat	2
zom	phitphet	5
zom	phitsak	1
zom	phitsan	2
zom	pho	1
zom	phoisakin	1
zom	phoisakte	1
zom	phok	1
zom	pholaak	2
zom	pholak	19
zom	pholaka	1
zom	pholakkhia	1
zom	pholaklak	1
zom	pholh	1
zom	phona	2
zom	phong	31
zom	phonga	1
zom	phongin	2
zom	phongkaang	1
zom	phonglo	3
zom	phongto	7
zom	phongto-a	1
zom	phop	1
zom	phot	46
zom	phot-a	1
zom	photin	5
zom	phottoh	1
zom	phozah	1
zom	phu	53
zom	phu-a	1
zom	phuah	14
zom	phuahna	1
zom	phuahsa	1
zom	phuahsate	1
zom	phuahtawm	4
zom	phuahte	1
zom	phuaigawp	1
zom	phuak	84
zom	phuak-a	3
zom	phuaka	6
zom	phuakin	2
zom	phuakpa	2
zom	phuaktawm	2
zom	phuakte	1
zom	phual	22
zom	phual-a	2
